timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 3.03258109  0.99058473],"[ 1.23667887  1.90941709  0.02736766 -2.52158234 -0.05465153  0.80549525
 -1.41769388 -0.26978301  1.13268227 -0.51629736  0.        ]",-2.16764,[ 3.34233733  0.92631092],-0.228988731312,[-0.63024557 -0.86553192],"[[ 0.06010926  0.03793387 -0.00608926  0.09453805]
 [ 0.00408503  0.00350996  0.          0.        ]]"
1,[ 2.78501797  0.83541697],"[ 1.23229004  1.90251701  0.08556834 -2.39964129 -0.05465151  0.80549479
 -1.30799871  0.62286021  1.12424277 -0.44172423  0.        ]",-2.01254,[ 2.98167898  1.2419723 ],-0.223709347023,[-0.63024557 -0.86553192],"[[ 0.09986639  0.07478826 -0.00608926  0.09453805]
 [ 3.95846861  3.66971553  0.          0.        ]]"
2,[ 2.50059867  0.76753175],"[ 1.20650038  1.8537779   0.25667866 -2.03059954 -0.0546515   0.80549432
 -1.20047376  1.56887533  1.07174773 -0.22422541  0.        ]",-1.73822,[ 3.01547317  0.5176756 ],-0.20694669106,[-0.63024557 -0.86553192],"[[  2.17926075e-01   1.87166232e-01  -6.08925634e-03   9.45380474e-02]
 [  7.83462597e+00   7.55513231e+00   0.00000000e+00   0.00000000e+00]]"
3,[ 2.30215931  0.74403852],"[ 1.12316907  1.70195249  0.52827696 -1.48813317 -0.05465148  0.80549386
 -1.09504666  2.03115196  0.90919353  0.08924376  0.        ]",-1.46058,[ 2.72618861  0.95399522],-0.178042196254,[-0.63024557 -0.86553192],"[[  4.12749794e-01   3.57318775e-01  -6.08925634e-03   9.45380474e-02]
 [  1.16351644e+01   9.45377939e+00   0.00000000e+00   0.00000000e+00]]"
4,[ 2.00947094  0.51274204],"[ 0.92946459  1.36409192  0.86587359 -0.82444897 -0.05465146  0.80549339
 -0.9917022   2.90487501  0.56350441  0.40021904  0.        ]",-1.57013,[ 1.52896097  1.45712643],-0.137951865146,[-0.63024557 -0.86553192],"[[  6.82829857e-01   5.82399787e-01  -6.08925634e-03   9.45380474e-02]
 [  1.53606314e+01   1.30423205e+01   0.00000000e+00   0.00000000e+00]]"
5,[ 1.51030588 -1.63739395],"[ 0.57289044  0.70535645  1.19574475 -0.09224956 -0.05465144  0.80549293
 -0.89035789  3.8055521   0.01404033  0.52990073  0.        ]",-0.749639,[ 1.3563981  -2.18015884],-0.0972808918266,[-0.63024557 -0.86553192],"[[  1.02669412e+00   8.80363267e-01  -6.08925634e-03   9.45380474e-02]
 [  1.90139989e+01   1.67416204e+01   0.00000000e+00   0.00000000e+00]]"
6,[ 1.19939208 -2.36125803],"[ 0.03397771 -0.12081014  1.3958468   0.40685423 -0.05465142  0.80549246
 -0.79091615  2.76013582 -0.5505554   0.31816712  0.        ]",-0.455763,[ 0.37668162 -2.64913309],-0.0969871200535,[-0.63024557 -0.86553192],"[[  1.44294145e+00   1.17211695e+00  -6.08925634e-03   9.45380474e-02]
 [  2.25987839e+01   1.24479536e+01   0.00000000e+00   0.00000000e+00]]"
7,[ 1.10344434 -2.46786499],"[-0.59579709 -0.77675135  1.32636954  0.60589543 -0.0546514   0.805492
 -0.76187661  1.73546538 -0.89324053 -0.14032829  0.        ]",-1.46416,[ 2.2504325  -2.62873263],-0.13654271924,[-0.63024557 -0.86553192],"[[  1.90542212e+00   1.37885131e+00  -6.08925634e-03   9.45380474e-02]
 [  2.36456223e+01   8.23945955e+00   0.00000000e+00   0.00000000e+00]]"
8,[ 1.27912021 -1.93090153],"[-1.17310954 -1.18296828  0.91661728  0.65897251 -0.05465138  0.80549153
 -0.66501365  0.73083893 -0.96003633 -0.68060775  0.        ]",-0.9795,[ 1.61821315 -1.93216955],-0.180744582277,[-0.63024557 -0.86553192],"[[  2.41337056e+00   1.50224235e+00  -6.08925634e-03   9.45380474e-02]
 [  2.71374475e+01   4.11327845e+00   0.00000000e+00   0.00000000e+00]]"
9,[ 1.71925139 -1.1887356 ],"[-1.50772066 -1.32127376  0.16026804  0.6655598  -0.05465136  0.80549107
 -0.5700933  -0.25408191 -0.75826812 -1.1828298   0.        ]",-0.900762,[ 1.34654826 -1.86139599],-0.218739014128,[-0.63024557 -0.86553192],"[[  2.99045316e+00   1.54392200e+00  -6.08925634e-03   9.45380474e-02]
 [  3.05592446e+01   6.80304956e-02   0.00000000e+00   0.00000000e+00]]"
10,[ 1.98054862 -0.44449413],"[-1.35852365 -1.19373697 -0.75684996  0.659692   -0.05465134  0.8054906
 -0.47708098 -1.21971754 -0.31978339 -1.51156969  0.        ]",-1.22734,[ 1.73208638 -0.17518837],-0.244688630798,[-0.63024557 -0.86553192],"[[  3.63528180e+00   1.50549159e+00  -6.08925634e-03   9.45380474e-02]
 [  3.39122602e+01  -3.89801233e+00   0.00000000e+00   0.00000000e+00]]"
11,[ 1.7713263  -0.06555986],"[-0.63636715 -0.91567169 -1.43233985  0.62978532 -0.05465132  0.80549014
 -0.38594732 -1.37130206  0.2706225  -1.51249049  0.        ]",-1.2298,[ 1.57313909  0.03643984],-0.250975509154,[-0.63024557 -0.86553192],"[[  4.34649001e+00   1.42128638e+00  -6.08925634e-03   9.45380474e-02]
 [  3.71975525e+01  -4.52060285e+00   0.00000000e+00   0.00000000e+00]]"
12,[ 1.59497881  0.37666976],"[ 0.40891392 -0.62841544 -1.40762835  0.57361474 -0.0546513   0.80548967
 -0.2966293  -1.3161065   0.78041272 -1.05914242  0.        ]",-1.64799,[ 1.86381149 -0.1787368 ],-0.227647072261,[-0.63024557 -0.86553192],"[[  5.12274696e+00   1.33315049e+00  -6.08925634e-03   9.45380474e-02]
 [  4.04173929e+01  -4.29390989e+00   0.00000000e+00   0.00000000e+00]]"
13,[ 1.71885419  1.00533414],"[ 1.16886593 -0.3344304  -0.52345837  0.48809847 -0.05465128  0.80548921
 -0.20908066 -1.46968577  0.85688105 -0.27825247  0.        ]",-1.35469,[ 1.60658111  1.52796811],-0.171956762939,[-0.63024557 -0.86553192],"[[  5.96276115e+00   1.24094502e+00  -6.08925634e-03   9.45380474e-02]
 [  4.35734487e+01  -4.92469456e+00   0.00000000e+00   0.00000000e+00]]"
14,[ 1.61359119  0.94358981],"[ 1.01170155 -0.15441348  0.74656519  0.42075741 -0.05465127  0.80548874
 -0.12328484 -0.48407703  0.28426132  0.36933339  0.        ]",-2.52426,[ 0.94003421  2.64731041],-0.0966956135577,[-0.63024557 -0.86553192],"[[  6.86525974e+00   1.18306843e+00  -6.08925634e-03   9.45380474e-02]
 [  4.66663171e+01  -8.76619260e-01   0.00000000e+00   0.00000000e+00]]"
15,[ 1.51395631 -0.02507296],"[-0.10437806 -0.22321956  1.4072848   0.44789952 -0.05465125  0.80548828
 -0.04572858  0.48177864 -0.64599948  0.24307195  0.        ]",-1.62855,[ 2.47466728 -0.19166118],-0.104262080631,[-0.63024557 -0.86553192],"[[  7.82663479e+00   1.20533963e+00  -6.08925634e-03   9.45380474e-02]
 [  4.94621560e+01   3.09032726e+00   0.00000000e+00   0.00000000e+00]]"
16,[ 1.62994194 -0.56086946],"[-1.29832399 -0.39074199  0.74279148  0.50676964 -0.05465123  0.80548781
  0.03692939  0.27934572 -1.05210067 -0.70541081  0.        ]",-0.965154,[ 1.26917932 -0.56475107],-0.196200243684,[-0.63024557 -0.86553192],"[[  8.84577504e+00   1.25880653e+00  -6.08925634e-03   9.45380474e-02]
 [  5.24419071e+01   2.25889894e+00   0.00000000e+00   0.00000000e+00]]"
17,[ 1.86459374 -0.53432149],"[-1.35493757 -0.46107943 -0.76388759  0.52854249 -0.05465121  0.80548735
  0.11794471 -0.27909908 -0.45009544 -1.56016293  0.        ]",-1.4034,[ 1.82690554 -0.08583654],-0.256837180926,[-0.63024557 -0.86553192],"[[  9.92391751e+00   1.28097402e+00  -6.08925634e-03   9.45380474e-02]
 [  5.53624426e+01  -3.47349196e-02   0.00000000e+00   0.00000000e+00]]"
18,[ 1.48088574 -0.16497123],"[-0.05338193 -0.44759881 -1.52652691  0.52450118 -0.05465119  0.80548689
  0.19732815 -0.36510735  0.58000992 -1.37459161  0.        ]",-1.52155,[ 1.72201359 -0.68363757],-0.249877949081,[-0.63024557 -0.86553192],"[[  1.10598790e+01   1.27673725e+00  -6.08925634e-03   9.45380474e-02]
 [  5.82241500e+01  -3.87986873e-01   0.00000000e+00   0.00000000e+00]]"
