timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 3.75107074  0.92387116],"[ 1.22927966  1.81551525 -0.12314129 -2.60166126  1.71247453  0.79795076
 -1.34818854 -0.26732146 -0.0437262  -0.6848658   0.        ]",-2.6889,[ 4.08207723  0.9182345 ],-0.106378239736,[-0.54754001 -0.82588595],"[[-0.04648866 -0.02114778  0.19700386  0.0935435 ]
 [-0.00488975 -0.00151158  0.          0.        ]]"
1,[ 3.52224755  0.75635612],"[ 1.23073728  1.81585457 -0.06495595 -2.48426757  1.71247176  0.79795022
 -1.23938706  0.62139246 -0.0416909  -0.61024008  0.        ]",-2.53526,[ 4.2901097   0.43917911],-0.0942178419493,[-0.54754001 -0.82588595],"[[-0.00690916  0.01528633  0.19700386  0.0935435 ]
 [ 3.94967696  3.63281436  0.          0.        ]]"
2,[ 3.33762741  0.69920278],"[ 1.22227346  1.79867416  0.10809649 -2.19692879  1.71246898  0.79794968
 -1.13271619  1.02867029 -0.05987004 -0.40175257  0.        ]",-2.1759,[ 2.77007588  0.35681411],-0.0597499381494,[-0.54754001 -0.82588595],"[[ 0.1109847   0.10465344  0.19700386  0.0935435 ]
 [ 7.82681194  5.29834763  0.          0.        ]]"
3,[ 3.10205221  0.66648495],"[ 1.16676692  1.73626824  0.38776639 -1.81864324  1.7124662   0.79794914
 -1.02814848  1.34812905 -0.15507822 -0.09232402  0.        ]",-1.95674,[ 2.15346278  0.5490012 ],-0.0103587733052,[-0.54754001 -0.82588595],"[[  0.30565416   0.2237281    0.19700386   0.0935435 ]
 [ 11.62751066   6.60475474   0.           0.        ]]"
4,[ 2.88908529  0.57039714],"[ 1.00828134  1.59174618  0.74574666 -1.34944302  1.71246342  0.7979486
 -0.92564881  1.84731893 -0.40048971  0.26172079  0.        ]",-1.54908,[ 1.19645774 -0.27896212],-0.070559928575,[-0.54754001 -0.82588595],"[[  0.57558303   0.37630564   0.19700386   0.0935435 ]
 [ 15.35304817   8.64616583   0.           0.        ]]"
5,[ 2.76516914  0.59117359],"[ 0.68724116  1.36563863  1.11467806 -0.88686232  1.71246064  0.79794806
 -0.82513166  1.53488635 -0.82926455  0.53314974  0.        ]",-1.61116,[ 3.3587387   1.08767558],-0.156145451044,[-0.54754001 -0.82588595],"[[  0.9193       0.53641034   0.19700386   0.0935435 ]
 [ 19.00653136   7.36850504   0.           0.        ]]"
6,[ 2.54717302 -0.31151372],"[ 0.17205601  1.01570631  1.37533421 -0.40403792  1.71245786  0.79794752
 -0.72663276  2.46688261 -1.41322544  0.56763117  0.        ]",-1.38798,[ 2.55631125 -0.18159049],-0.246699765826,[-0.54754001 -0.82588595],"[[  1.33534888   0.722022     0.19700386   0.0935435 ]
 [ 22.58666107  11.17986503   0.           0.        ]]"
7,[ 2.34751821 -1.11940658],"[-0.49371779  0.51016721  1.36963343  0.06116651  1.71245508  0.79794699
 -0.63000967  2.2361895  -1.98239113  0.22502704  0.        ]",-1.32653,[ 2.35623035 -1.50367239],-0.32694818284,[-0.54754001 -0.82588595],"[[  1.82231751   0.93615534   0.19700386   0.0935435 ]
 [ 26.09861317  10.23648313   0.           0.        ]]"
8,[ 2.33794713 -0.98011351],"[-1.14831152  0.06591548  0.96133308  0.3366785   1.7124523   0.79794645
 -0.53527078  1.21744293 -2.26590125 -0.41278667  0.        ]",-1.75177,[ 2.5645871  -1.59193684],-0.378047004173,[-0.54754001 -0.82588595],"[[  2.37884024   1.09908662   0.19700386   0.0935435 ]
 [ 29.54208239   6.07038306   0.           0.        ]]"
9,[ 2.54837322 -0.77559745],"[-1.51774858 -0.1683919   0.1475895   0.44503079  1.71244952  0.79794591
 -0.44242885  0.21865007 -2.14184157 -1.10387821  0.        ]",-2.32225,[ 2.89052164 -0.86970536],-0.392619602091,[-0.54754001 -0.82588595],"[[  3.00354112   1.17951461   0.19700386   0.0935435 ]
 [ 32.91660385   1.98587705   0.           0.        ]]"
