timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 2.26651287  1.34898579],"[ 1.25738019  2.28414944  0.05450743 -3.03803601 -0.93446775 -0.84344559
 -1.65972022 -0.29527665  1.75016546  0.65410234  0.        ]",-13.4019,[ 3.00197202  1.01535301],-0.338723065826,[-0.87526923 -1.0772028 ],"[[ 0.09110968  0.01552007 -0.10868942 -0.09680347]
 [-0.00259512 -0.0003679   0.          0.        ]]"
1,[ 2.19504929  1.06515884],"[ 1.25131443  2.27898468  0.11214762 -2.89215291 -0.93446744 -0.84344534
 -1.54256144  0.66995577  1.74020407  0.73059231  0.        ]",-13.171,[ 2.35806217  1.19050675],-0.341706288644,[-0.87526923 -1.0772028 ],"[[ 0.13073337  0.05522518 -0.10868942 -0.09680347]
 [ 3.9518044   3.95769253  0.          0.        ]]"
2,[ 2.02481318  0.74410081],"[ 1.22058056  2.2295127   0.28157318 -2.46109971 -0.93446713 -0.84344508
 -1.42771723  1.61608203  1.68209002  0.9515298   0.        ]",-12.096,[ 2.44827959  0.81187728],-0.348317132584,[-0.87526923 -1.0772028 ],"[[ 0.24866104  0.17330549 -0.10868942 -0.09680347]
 [ 7.82808725  7.83740887  0.          0.        ]]"
3,[ 1.71665502  0.23407498],"[ 1.12941409  2.04795143  0.54924386 -1.79739089 -0.93446682 -0.84344482
 -1.31512556  2.36181287  1.50362914  1.27091563  0.        ]",-9.47512,[ 1.00435008 -0.23236734],-0.351762429477,[-0.87526923 -1.0772028 ],"[[  0.44335095   0.36073551  -0.10868942  -0.09680347]
 [ 11.62834598  10.89538603   0.           0.        ]]"
4,[ 1.40184808  0.06200305],"[ 0.92595893  1.70880321  0.87914215 -1.11966542 -0.93446651 -0.84344457
 -1.20469812  2.08441305  1.15667123  1.56752206  0.        ]",-7.45669,[ 1.18722121  0.74844922],-0.343795080169,[-0.87526923 -1.0772028 ],"[[  0.71331333   0.56723066  -0.10868942  -0.09680347]
 [ 15.35555991   9.75787932   0.           0.        ]]"
5,[ 0.98925287 -0.98621559],"[ 0.55980004  1.19531871  1.19616492 -0.48299112 -0.9344662  -0.84344431
 -1.09647093  2.75950243  0.64404119  1.70197803  0.        ]",-4.36062,[ 0.8677767  -1.05899131],-0.316659801288,[-0.87526923 -1.0772028 ],"[[  1.05707343   0.79016435  -0.10868942  -0.09680347]
 [ 19.00851319  12.5261919    0.           0.        ]]"
6,[ 0.78608435 -0.9156599 ],"[ 0.02218389  0.59926475  1.37737315 -0.00443652 -0.93446589 -0.84344406
 -1.00579843  1.73284297  0.09213247  1.55165773  0.        ]",-2.40728,[ 1.49625171 -1.06028829],-0.267087819644,[-0.87526923 -1.0772028 ],"[[  1.46795051   0.99844923  -0.10868942  -0.09680347]
 [ 22.06894909   8.31623609   0.           0.        ]]"
7,[ 0.90507221 -0.38890991],"[-0.62486668  0.1986854   1.28398656  0.21957295 -0.93446558 -0.8434438
 -0.90143453  0.72632543 -0.31938848  1.14342688  0.        ]",-1.10096,[ 1.03183179 -0.06053274],-0.201506017987,[-0.87526923 -1.0772028 ],"[[  1.94467349   1.12336388  -0.10868942  -0.09680347]
 [ 25.59151028   4.18886931   0.           0.        ]]"
8,[ 0.84367973 -0.70052147],"[-1.2203164  -0.07301808  0.80771957  0.33675415 -0.93446527 -0.84344354
 -0.79917251  0.64670843 -0.47634641  0.54412432  0.        ]",-0.490208,[ 1.2533791  -0.71528788],-0.118600527579,[-0.87526923 -1.0772028 ],"[[  2.49113456   1.20386689  -0.10868942  -0.09680347]
 [ 29.04312908   3.86238925   0.           0.        ]]"
9,[ 0.82858282 -0.37443885],"[-1.50181754 -0.23926552 -0.02651061  0.39610874 -0.93446496 -0.84344329
 -0.69892191 -0.06376681 -0.27220274 -0.07893568  0.        ]",-0.19268,[ 0.36864886 -0.81661584],-0.0295682239991,[-0.87526923 -1.0772028 ],"[[  3.10594829   1.251885    -0.10868942  -0.09680347]
 [ 32.42685838   0.9489855    0.           0.        ]]"
10,[ 0.71545297 -0.06420359],"[-1.24442282 -0.19155514 -0.93049305  0.37999239 -0.93446465 -0.84344303
 -0.67469303 -0.85800367  0.24111926 -0.46892036  0.        ]",-0.632948,[ 0.65548295 -0.06195687],-0.0889338051759,[-0.87526923 -1.0772028 ],"[[  3.76269203   1.2381877   -0.10868942  -0.09680347]
 [ 33.24464421  -2.30789499   0.           0.        ]]"
11,[ 0.33147308  0.00343311],"[-0.4824999  -0.02547232 -1.49121148  0.31810043 -0.93446434 -0.84344277
 -0.61735232 -0.90796251  0.89148998 -0.46338526  0.        ]",-0.983722,[ 0.27848285 -0.24227177],-0.182600535256,[-0.87526923 -1.0772028 ],"[[  4.44700359   1.1899751   -0.10868942  -0.09680347]
 [ 35.18004619  -2.51275943   0.           0.        ]]"
12,[ 0.22729617  0.58519089],"[ 0.47209896  0.17484816 -1.40160599  0.23090689 -0.93446402 -0.84344252
 -0.60534293 -1.13100765  1.42293209 -0.02146919  0.        ]",-1.7356,[ 0.27193173  0.12636488],-0.261573939226,[-0.87526923 -1.0772028 ],"[[  5.15467185   1.13054312  -0.10868942  -0.09680347]
 [ 35.58539148  -3.42738902   0.           0.        ]]"
13,[ 0.32512724  0.82730401],"[ 1.14679538  0.38080833 -0.6662877   0.12584477 -0.93446371 -0.84344226
 -0.59435173 -0.99366962  1.57473717  0.69075033  0.        ]",-2.62639,[-0.04087799  1.17294596],-0.312993635699,[-0.87526923 -1.0772028 ],"[[  5.87010157   1.06764574  -0.10868942  -0.09680347]
 [ 35.95636976  -2.86421669   0.           0.        ]]"
