timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 2.30712223  1.37092423],"[ 1.26273014  2.26889957 -0.15239005 -3.26498424 -0.87194527 -0.04838254
 -1.69313059 -0.28870056  1.69718389 -0.11903939  0.        ]",-13.2598,[ 1.56069129  1.85087383],-0.310154240441,[-0.97464442 -1.10047424],"[[-0.0495267  -0.04326396 -0.1005683  -0.00452573]
 [-0.00193759 -0.00026551  0.          0.        ]]"
1,[ 2.16896939  1.04847503],"[ 1.26435791  2.27257134 -0.09441081 -3.11608821 -0.87194503 -0.04838253
 -1.5739536   0.70047284  1.70053973 -0.04285339  0.        ]",-11.995,[ 1.69748591  0.83151039],-0.310560178228,[-0.97464442 -1.10047424],"[[ -9.89000446e-03  -3.55681027e-03  -1.00568297e-01  -4.52573060e-03]
 [  3.95244500e+00   3.95779426e+00   0.00000000e+00   0.00000000e+00]]"
2,[ 2.03705931  0.6607669 ],"[ 1.25635897  2.24963449  0.07789143 -2.69905013 -0.87194479 -0.04838252
 -1.45712444  1.5033377   1.68250538  0.17853264  0.        ]",-10.2425,[ 2.06773911  0.37515119],-0.309879885748,[-0.97464442 -1.10047424],"[[  1.08052628e-01   1.07831835e-01  -1.00568297e-01  -4.52573060e-03]
 [  7.82892999e+00   7.17036480e+00   0.00000000e+00   0.00000000e+00]]"
3,[ 1.82048988  0.37134379],"[ 1.20151689  2.13491102  0.35642274 -2.12139575 -0.87194456 -0.04838251
 -1.34257887  1.83870711  1.57472688  0.50682619  0.        ]",-7.85681,[ 1.740912    0.03379836],-0.303528685959,[-0.97464442 -1.10047424],"[[  3.02764458e-01   2.64703432e-01  -1.00568297e-01  -4.52573060e-03]
 [  1.16296478e+01   8.51231057e+00   0.00000000e+00   0.00000000e+00]]"
4,[ 1.61136878  0.19147621],"[ 1.04370921  1.90514234  0.7131981  -1.52344627 -0.87194432 -0.04838251
 -1.23027276  1.82961594  1.31229863  0.85709758  0.        ]",-5.82369,[ 1.63911091  0.29767747],-0.286781153612,[-0.97464442 -1.10047424],"[[  5.72744974e-01   4.34585048e-01  -1.00568297e-01  -4.52573060e-03]
 [  1.53560621e+01   8.47593827e+00   0.00000000e+00   0.00000000e+00]]"
5,[ 1.45196891 -0.15254113],"[ 0.7230755   1.55006352  1.08133546 -0.94094365 -0.87194408 -0.0483825
 -1.12018395  2.08175578  0.86429895  1.11009143  0.        ]",-4.00882,[ 1.28491206  0.24263987],-0.2550568444,[-0.97464442 -1.10047424],"[[  9.16515144e-01   6.14227221e-01  -1.00568297e-01  -4.52573060e-03]
 [  1.90089075e+01   9.48485349e+00   0.00000000e+00   0.00000000e+00]]"
6,[ 1.20652616 -0.63493574],"[ 0.20765568  1.04044233  1.34225738 -0.38166755 -0.87194384 -0.04838249
 -1.01224669  2.27432144  0.27863961  1.11201629  0.        ]",-2.03493,[ 1.72973623 -0.52526183],-0.204535481744,[-0.97464442 -1.10047424],"[[  1.33262563e+00   8.11656327e-01  -1.00568297e-01  -4.52573060e-03]
 [  2.25903646e+01   1.02553917e+01   0.00000000e+00   0.00000000e+00]]"
7,[ 0.93983448 -0.80909151],"[-0.45931409  0.4759051   1.33847956  0.04104211 -0.8719436  -0.04838248
 -0.90639916  1.70302928 -0.25687816  0.76797474  0.        ]",-0.406623,[ 0.18865114 -0.73844352],-0.139765007217,[-0.97464442 -1.10047424],"[[  1.81967094e+00   9.93829646e-01  -1.00568297e-01  -4.52573060e-03]
 [  2.61024846e+01   7.96943398e+00   0.00000000e+00   0.00000000e+00]]"
8,[ 0.88219774 -0.77717733],"[-1.08467708  0.03377405  0.96740628  0.27723021 -0.87194336 -0.04838248
 -0.89939733  0.93220277 -0.51884285  0.19130399  0.        ]",-0.0918138,[ 1.10745448 -1.35898155],-0.0841838441793,[-0.97464442 -1.10047424],"[[  2.34405278e+00   1.12227215e+00  -1.00568297e-01  -4.52573060e-03]
 [  2.63348039e+01   4.88505778e+00   0.00000000e+00   0.00000000e+00]]"
9,[ 1.10471237 -0.40589333],"[-1.4632631  -0.17180041  0.26275272  0.36435324 -0.87194312 -0.04838247
 -0.79579607 -0.08252464 -0.44801181 -0.42246062  0.        ]",-0.630587,[ 1.45595214 -0.46883678],-0.0865122326375,[-0.97464442 -1.10047424],"[[  2.90524072e+00   1.17923611e+00  -1.00568297e-01  -4.52573060e-03]
 [  2.97723919e+01   8.24738012e-01   0.00000000e+00   0.00000000e+00]]"
10,[ 0.95833504 -0.29368481],"[-1.39633141 -0.16324749 -0.64026054  0.36099116 -0.87194288 -0.04838246
 -0.69428168 -0.55175034 -0.04729947 -0.91966223  0.        ]",-0.517871,[ 1.43630402 -0.72858368],-0.143985731386,[-0.97464442 -1.10047424],"[[  3.53448501e+00   1.17689414e+00  -1.00568297e-01  -4.52573060e-03]
 [  3.31407367e+01  -1.05281699e+00   0.00000000e+00   0.00000000e+00]]"
11,[ 0.79982066  0.05743077],"[-0.75972585  0.01674866 -1.3767325   0.28495722 -0.87194264 -0.04838245
 -0.5947878  -1.26892736  0.60148936 -1.0893501   0.        ]",-0.691278,[ 0.72104155  0.12977895],-0.209908159912,[-0.97464442 -1.10047424],"[[  4.23042413e+00   1.12704648e+00  -1.00568297e-01  -4.52573060e-03]
 [  3.64420398e+01  -3.92252301e+00   0.00000000e+00   0.00000000e+00]]"
12,[ 0.49410966  0.2572301 ],"[ 0.24793858  0.27115386 -1.49110318  0.15926696 -0.87194241 -0.04838245
 -0.53056737 -1.12259117  1.25647652 -0.77022313  0.        ]",-0.615597,[ 0.4500844  -0.39603148],-0.262215581813,[-0.97464442 -1.10047424],"[[  4.98064473e+00   1.05447172e+00  -1.00568297e-01  -4.52573060e-03]
 [  3.85729347e+01  -3.33697655e+00   0.00000000e+00   0.00000000e+00]]"
13,[ 0.76983953  0.91546023],"[ 1.08100703  0.54574197 -0.8082391  -0.00309679 -0.87194217 -0.04838244
 -0.49991559 -1.49945198  1.56023408 -0.03848731  0.        ]",-1.22536,[ 1.0296639   0.37693915],-0.286286265565,[-0.97464442 -1.10047424],"[[  5.76230847e+00   9.72602263e-01  -1.00568297e-01  -4.52573060e-03]
 [  3.95899882e+01  -4.84494635e+00   0.00000000e+00   0.00000000e+00]]"
14,[ 0.92798197  1.13821924],"[ 1.20152483  0.80283412  0.35639636 -0.18424371 -0.87194193 -0.04838243
 -0.40432493 -1.10418805  1.27241878  0.76642642  0.        ]",-1.61849,[ 0.81106738  1.1256639 ],-0.273100916873,[-0.97464442 -1.10047424],"[[  6.58593129e+00   8.91573053e-01  -1.00568297e-01  -4.52573060e-03]
 [  4.27617793e+01  -3.26334279e+00   0.00000000e+00   0.00000000e+00]]"
15,[ 1.08534086  0.78249687],"[ 0.4060608   0.87882524  1.27416134 -0.24396438 -0.87194169 -0.04838242
 -0.33315607 -0.10027406  0.41429851  1.11588006  0.        ]",-1.71294,[ 1.47725762  0.78289058],-0.213690057145,[-0.97464442 -1.10047424],"[[  7.46485815e+00   8.66611519e-01  -1.00568297e-01  -4.52573060e-03]
 [  4.51232309e+01   7.53708605e-01   0.00000000e+00   0.00000000e+00]]"
16,[ 1.00665808  0.48880422],"[-0.83456197  0.73775012  1.17224673 -0.13544292 -0.87194145 -0.04838242
 -0.24082442  0.6686467  -0.44342508  0.56188964  0.        ]",-1.12484,[ 1.67645809  0.42519507],-0.119114999291,[-0.97464442 -1.10047424],"[[  8.39805935e+00   9.12557758e-01  -1.00568297e-01  -4.52573060e-03]
 [  4.81868851e+01   3.83046059e+00   0.00000000e+00   0.00000000e+00]]"
