timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 1.93744278  1.42095137],"[ 1.17570847  1.4093221   0.11115259 -1.92797192  1.60392802 -1.39859868
 -1.02346338 -0.23281001 -0.01240815  1.06893884  0.        ]",-4.13063,[ 2.5614256   1.47519232],-0.181741049205,[-0.23833199 -0.7087754 ],"[[ 0.08429075  0.02655422  0.18392008 -0.15941934]
 [ 0.00091159 -0.00048692  0.          0.        ]]"
1,[ 1.77629769  1.16017115],"[ 1.17001524  1.40452379  0.16976837 -1.8172321   1.60392335 -1.3985953
 -0.91507131  0.68576826 -0.0222792   1.14613033  0.        ]",-4.48859,[ 0.82028737  1.49727965],-0.193989102646,[-0.23833199 -0.7087754 ],"[[ 0.12398389  0.06625697  0.18392008 -0.15941934]
 [ 3.95524347  3.95757596  0.          0.        ]]"
2,[ 1.60794067  0.81503218],"[ 1.14273783  1.3661229   0.33165967 -1.49029238  1.60391867 -1.39859193
 -0.8283074   1.58622544 -0.0768535   1.36021541  0.        ]",-3.59464,[ 1.49936082  0.80998062],-0.227875257453,[-0.23833199 -0.7087754 ],"[[ 0.23484681  0.18433776  0.18392008 -0.15941934]
 [ 7.12054004  7.83757128  0.          0.        ]]"
3,[ 1.55844092  0.0102888 ],"[ 1.06322138  1.23243883  0.5855384  -0.98796543  1.60391399 -1.39858855
 -0.72375522  2.29416048 -0.240878    1.66868198  0.        ]",-2.96142,[ 1.32661214  0.40650012],-0.278099698207,[-0.23833199 -0.7087754 ],"[[  0.41552627   0.3716957    0.18392008  -0.15941934]
 [ 10.93480014  10.88804361   0.           0.        ]]"
4,[ 1.58559    -0.96288651],"[ 0.88091234  0.95042473  0.91025285 -0.41758988  1.60390931 -1.39858518
 -0.62123422  2.61726805 -0.57815762  1.97054517  0.        ]",-1.68233,[ 0.81774956 -0.6537823 ],-0.335063765682,[-0.23833199 -0.7087754 ],"[[  0.67174691   0.60342651   0.18392008  -0.15941934]
 [ 14.67496357  12.28035914   0.           0.        ]]"
5,[ 1.54481936 -1.14817858],"[ 0.55251519  0.58171221  1.23143499  0.04059146  1.60390463 -1.3985818
 -0.54044785  1.95965747 -1.05129469  2.11251513  0.        ]",-0.643613,[-0.21622755 -1.25905469],-0.383239171549,[-0.23833199 -0.7087754 ],"[[  0.99481647   0.82060415   0.18392008  -0.15941934]
 [ 17.62220434   9.44679048   0.           0.        ]]"
6,[ 1.49884641 -0.84892291],"[ 0.12320614  0.28288959  1.42998411  0.29791246  1.60389995 -1.39857842
 -0.57339004  0.99718636 -1.49882203  2.04156332  0.        ]",-0.129622,[ 0.3348386  -1.84402374],-0.411541102866,[-0.23833199 -0.7087754 ],"[[  1.33520365   0.96792947   0.18392008  -0.15941934]
 [ 16.42038009   5.2995612    0.           0.        ]]"
7,[ 1.48986006 -0.31767136],"[-0.34040191  0.14002841  1.46314915  0.39617456  1.60389527 -1.39857505
 -0.54593477  0.05360411 -1.84192624  1.8375816   0.        ]",-0.81846,[ 0.94779536 -0.44298754],-0.423758173521,[-0.23833199 -0.7087754 ],"[[  1.67366168   1.033127     0.18392008  -0.15941934]
 [ 17.4219853    1.23371624   0.           0.        ]]"
8,[ 1.53749061 -0.01142621],"[-0.8424177   0.12477376  1.29942084  0.40585367  1.6038906  -1.39857167
 -0.45257238 -0.35967599 -2.10868857  1.5161026   0.        ]",-1.18948,[ 0.04701018  0.17671986],-0.4240934545,[-0.23833199 -0.7087754 ],"[[  2.05627564   1.03993474   0.18392008  -0.15941934]
 [ 20.82802486  -0.54708542   0.           0.        ]]"
9,[ 1.46440566 -0.23755822],"[-1.27905414  0.13335846  0.90940316  0.40042446  1.60388592 -1.3985683
 -0.45877431 -0.19512672 -2.2493042   1.08313895  0.        ]",-0.964158,[ 0.58759755  0.06314989],-0.407994774745,[-0.23833199 -0.7087754 ],"[[  2.47056565   1.03610692   0.18392008  -0.15941934]
 [ 20.6017491    0.16194672   0.           0.        ]]"
10,[ 1.30873668 -0.30383408],"[-1.53866364  0.12058289  0.33872918  0.40848577  1.60388124 -1.39856492
 -0.40621765 -0.13836912 -2.20655199  0.60294532  0.        ]",-0.435013,[ 0.71224424 -0.3151662 ],-0.372383401454,[-0.23833199 -0.7087754 ],"[[  2.90183801   1.04180016   0.18392008  -0.15941934]
 [ 22.51910985   0.4065111    0.           0.        ]]"
11,[ 1.11959958  0.05819826],"[-1.54038238  0.13068089 -0.35880123  0.40212189  1.60387656 -1.39856155
 -0.34117278 -0.4304937  -1.95452862  0.15465051  0.        ]",0.0132555,[ 1.19370605 -0.54271869],-0.315129325806,[-0.23833199 -0.7087754 ],"[[  3.3760292    1.03730164   0.18392008  -0.15941934]
 [ 24.89206703  -0.85223586   0.           0.        ]]"
12,[ 0.8968575  0.7118873],"[-1.19184812  0.21592523 -1.04438064  0.3457267   1.60387188 -1.39855817
 -0.24620836 -0.92613244 -1.50147062 -0.14594418  0.        ]",-0.377175,[ 1.20872188  0.54282086],-0.235277903537,[-0.23833199 -0.7087754 ],"[[  3.90863156   0.99883001   0.18392008  -0.15941934]
 [ 28.35655097  -2.98791452   0.           0.        ]]"
13,[ 0.50049347  0.52087283],"[-0.47625862  0.29731163 -1.46837659  0.28718555  1.6038672  -1.3985548
 -0.15315905 -0.41457533 -0.89225691 -0.1488893   0.        ]",-0.0943179,[ 0.71398539  0.25704737],-0.129678791548,[-0.23833199 -0.7087754 ],"[[  4.5098212    0.9611889    0.18392008  -0.15941934]
 [ 31.75116867  -0.78365276   0.           0.        ]]"
14,[ 0.43957174  0.54198492],"[ 0.40679651  0.30870924 -1.34799605  0.2786003   1.60386252 -1.39855142
 -0.09295223 -0.17580542 -0.3363172   0.28307403  0.        ]",-1.46135,[-0.801678    1.31935518],-0.0607570292045,[-0.23833199 -0.7087754 ],"[[  5.16688191   0.95583937   0.18392008  -0.15941934]
 [ 33.94762774   0.2451886    0.           0.        ]]"
15,[ 0.6558224  -0.32678473],"[ 1.02731962  0.21249531 -0.6941703   0.34808931  1.60385785 -1.39854804
 -0.19832374  0.74140474 -0.15499722  0.99942304  0.        ]",-0.333727,[-1.18375663 -0.40824383],-0.168688371206,[-0.23833199 -0.7087754 ],"[[  5.8072633    1.00039557   0.18392008  -0.15941934]
 [ 30.10346717   4.19738069   0.           0.        ]]"
16,[ 0.93310797 -0.32760757],"[ 1.17613945  0.06290421  0.10551632  0.44359415  1.60385317 -1.39854467
 -0.32307186  0.34659948 -0.38021617  1.6076215   0.        ]",-0.0930306,[ 0.18229734 -0.92415933],-0.270603445105,[-0.23833199 -0.7087754 ],"[[  6.36367156   1.0672734    0.18392008  -0.15941934]
 [ 25.5524101    2.49619718   0.           0.        ]]"
17,[ 1.2315625   0.23667692],"[ 0.94455281  0.0338703   0.81683042  0.46049039  1.60384849 -1.39854129
 -0.31712544 -0.51470309 -0.80026931  1.95761769  0.        ]",-0.63884,[-0.50712371 -0.72751912],-0.34365888279,[-0.23833199 -0.7087754 ],"[[  6.87689754   1.0799609    0.18392008  -0.15941934]
 [ 25.76933623  -1.21508761   0.           0.        ]]"
18,[ 1.48888648  0.79828054],"[ 0.44667896  0.15374533  1.2984101   0.38733673  1.60384381 -1.39853792
 -0.38609201 -1.17802106 -1.26686267  2.06417223  0.        ]",-1.23723,[ 2.41651441  0.45201316],-0.393161681165,[-0.23833199 -0.7087754 ],"[[  7.36704065   1.02698106   0.18392008  -0.15941934]
 [ 23.25329626  -4.07327882   0.           0.        ]]"
19,[ 1.55741537  0.58176917],"[-0.2169607   0.29076975  1.47086567  0.29206637  1.60383913 -1.39853454
 -0.29027523 -0.74469903 -1.74140824  1.93388528  0.        ]",-1.17984,[ 1.16996064  0.22159924],-0.423561960138,[-0.23833199 -0.7087754 ],"[[  7.86717834   0.96425011   0.18392008  -0.15941934]
 [ 26.74885593  -2.20613417   0.           0.        ]]"
20,[ 1.55535853  0.45138237],"[-0.95762699  0.36454709  1.22607738  0.23509938  1.60383446 -1.39853117
 -0.19634303 -0.53182647 -2.15609586  1.49488391  0.        ]",-1.27103,[ 2.95807909  0.03353973],-0.428748008703,[-0.23833199 -0.7087754 ],"[[  8.43653749   0.9293315    0.18392008  -0.15941934]
 [ 30.17566347  -1.28888666   0.           0.        ]]"
21,[ 1.40173483  0.41550624],"[-1.49400435  0.41463702  0.49670878  0.19395679  1.60382978 -1.39852779
 -0.1042617  -0.49613054 -2.28581821  0.79831033  0.        ]",-1.14974,[ 0.8241632   0.40188112],-0.395460779147,[-0.23833199 -0.7087754 ],"[[  9.07375551   0.9050981    0.18392008  -0.15941934]
 [ 33.53494842  -1.13507817   0.           0.        ]]"
22,[ 1.04698265  0.16504729],"[-1.49649208  0.42803196 -0.51707264  0.18259903  1.6038251  -1.39852442
 -0.03307952 -0.12275492 -1.95273652  0.09491081  0.        ]",-0.787011,[ 1.0644011   0.34605821],-0.314014356606,[-0.23833199 -0.7087754 ],"[[  9.7705088    0.89853955   0.18392008  -0.15941934]
 [ 36.13179586   0.47376354   0.           0.        ]]"
23,[ 0.5980444  0.0316806],"[-0.82332778  0.3806037  -1.33779567  0.22213377  1.60382042 -1.39852104
  0.05577724  0.19171131 -1.19514008 -0.212353    0.        ]",-0.0225567,[ 0.93896743 -0.21795593],-0.183448773921,[-0.23833199 -0.7087754 ],"[[ 10.52566841   0.92161154   0.18392008  -0.15941934]
 [ 39.37344229   1.82876995   0.           0.        ]]"
24,[ 0.43975088  0.39875567],"[ 0.27037843  0.32300731 -1.41021844  0.26768735  1.60381574 -1.39851767
  0.13627904 -0.01853503 -0.40855883  0.1820773   0.        ]",-0.200621,[ 0.41220505  0.3452907 ],-0.0565898321977,[-0.23833199 -0.7087754 ],"[[ 11.34260385   0.94909899   0.18392008  -0.15941934]
 [ 42.31028568   0.92283869   0.           0.        ]]"
25,[ 0.76702273  0.06875223],"[ 1.0874657   0.25467916 -0.55025912  0.31843925  1.60381107 -1.39851429
  0.15804354  0.29296321 -0.15946881  1.10836042  0.        ]",0.0439463,[ 0.6688741  -0.76608732],-0.186439502358,[-0.23833199 -0.7087754 ],"[[ 12.19677531   0.98102329   0.18392008  -0.15941934]
 [ 43.10429502   2.26505457   0.           0.        ]]"
26,[ 1.29916847  0.40772498],"[ 1.00473861  0.22349919  0.71165771  0.34047171  1.60380639 -1.39851092
  0.20724298 -0.4231791  -0.66949411  1.91625791  0.        ]",-1.17694,[ 1.51620669  0.52465752],-0.330410178137,[-0.23833199 -0.7087754 ],"[[ 13.07687148   0.99536474   0.18392008  -0.15941934]
 [ 44.89917576  -0.82073055   0.           0.        ]]"
27,[ 1.51582527 -0.22989348],"[-0.01784632  0.21364175  1.45816785  0.34729489  1.60380171 -1.39850754
  0.29133678  0.0606922  -1.61707196  1.98733124  0.        ]",-1.20218,[ 1.37465047 -0.01206583],-0.416601939963,[-0.23833199 -0.7087754 ],"[[ 14.00563477   0.99987086   0.18392008  -0.15941934]
 [ 47.96705938   1.26421983   0.           0.        ]]"
28,[ 1.43401754 -0.42120332],"[-1.24228127  0.15964815  0.95716718  0.38349349  1.60379703 -1.39850417
  0.37379467  0.04150722 -2.24514853  1.13697111  0.        ]",-1.18653,[ 0.11462316  0.10771107],-0.411361636093,[-0.23833199 -0.7087754 ],"[[ 14.99515813   1.02432787   0.18392008  -0.15941934]
 [ 50.97526342   1.18155399   0.           0.        ]]"
