timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 3.17984152  1.00556517],"[ 1.25499256  2.22534022  0.04127317 -2.80279531  0.11008621  1.04334525
 -1.61309312 -0.29124052  1.0428963  -0.64925191  0.        ]",-4.69334,[ 3.60177364  1.17729661],-0.218968012661,[-0.85795164 -0.99595475],"[[ 0.07993786  0.06025385  0.01197528  0.11971527]
 [ 0.00107128  0.00278697  0.          0.        ]]"
1,[ 2.94833159  0.73530948],"[ 1.24952473  2.21402685  0.0991156  -2.6602711   0.11008619  1.04334479
 -1.4983124   0.6632582   1.03147735 -0.5727099   0.        ]",-4.25395,[ 3.54049377  0.65415278],-0.211945593337,[-0.85795164 -0.99595475],"[[ 0.11963422  0.10002144  0.01197528  0.11971527]
 [ 3.95540725  3.9607859   0.          0.        ]]"
2,[ 2.67458725  0.59112489],"[ 1.22055095  2.15779984  0.26908488 -2.28939166  0.11008617  1.04334434
 -1.38578372  1.26861957  0.97301611 -0.36096081  0.        ]",-3.33317,[ 2.47170305  1.51900747],-0.191063901703,[-0.85795164 -0.99595475],"[[ 0.23763875  0.20442324  0.01197528  0.11971527]
 [ 7.83216412  6.4710267   0.          0.        ]]"
3,[ 2.25755286  0.33306986],"[ 1.13215281  1.98840315  0.53803873 -1.71147534  0.11008614  1.04334388
 -1.27548674  2.1922272   0.80071215 -0.05232108  0.        ]",-1.87186,[ 2.19463539 -0.26576967],-0.155098544943,[-0.85795164 -0.99595475],"[[  0.43240638   0.3722707    0.01197528   0.11971527]
 [ 11.63204135  10.3009405    0.           0.        ]]"
4,[ 1.96317923  0.36891109],"[ 0.93210211  1.67830714  0.8705198  -1.09214177  0.11008612  1.04334343
 -1.16730135  1.88885043  0.46281842  0.24328339  0.        ]",-1.22142,[ 2.15465354  0.63870609],-0.10920548514,[-0.85795164 -0.99595475],"[[  7.02441986e-01   5.65667994e-01   1.19752813e-02   1.19715269e-01]
 [  1.53591757e+01   9.04294142e+00   0.00000000e+00   0.00000000e+00]]"
5,[ 1.55591595  0.1823647 ],"[ 0.56921977  1.22926134  1.19194805 -0.51607017  0.1100861   1.04334298
 -1.0612722   2.45506676 -0.03732911  0.38761546  0.        ]",-0.494998,[ 1.31167132  0.28764804],-0.0744144010947,[-0.85795164 -0.99595475],"[[  1.04627374e+00   7.70085121e-01   1.19752813e-02   1.19715269e-01]
 [  1.90120278e+01   1.13908759e+01   0.00000000e+00   0.00000000e+00]]"
6,[ 1.09082568 -0.85457444],"[ 0.02632174  0.57729731  1.38024377  0.01988386  0.11008607  1.04334252
 -0.95729226  2.67472799 -0.61227851  0.23289613  0.        ]",-0.273434,[ 1.37211679 -0.77205273],-0.0996613230912,[-0.85795164 -0.99595475],"[[  1.46245410e+00   1.00704289e+00   1.19752813e-02   1.19715269e-01]
 [  2.25942849e+01   1.23017611e+01   0.00000000e+00   0.00000000e+00]]"
7,[ 0.82210565 -1.5799768 ],"[-0.63445485 -0.10011893  1.28501392  0.35722254  0.11008605  1.04334207
 -0.85531809  1.87799186 -1.03020382 -0.24351186  0.        ]",0.0399491,[ 0.36565369 -2.1584067 ],-0.161694742043,[-0.85795164 -0.99595475],"[[  1.94958875e+00   1.21993112e+00   1.19752813e-02   1.19715269e-01]
 [  2.61074428e+01   8.99794875e+00   0.00000000e+00   0.00000000e+00]]"
8,[ 0.95809454 -1.55670762],"[-1.21498997 -0.57216387  0.82280622  0.49544032  0.11008603  1.04334161
 -0.82823435  0.879392   -1.12534561 -0.84874837  0.        ]",-0.334616,[ 0.26067026 -2.20996723],-0.217619716748,[-0.85795164 -0.99595475],"[[  2.48110122e+00   1.35834371e+00   1.19752813e-02   1.19715269e-01]
 [  2.70405092e+01   4.85706141e+00   0.00000000e+00   0.00000000e+00]]"
9,[ 1.22931719 -1.26520061],"[-1.49667694 -0.7691992   0.09191057  0.53259785  0.110086    1.04334116
 -0.81377743 -0.09946666 -0.92421241 -1.36881233  0.        ]",-1.03755,[ 0.96780009 -1.3070295 ],-0.256351031729,[-0.85795164 -0.99595475],"[[  3.02691034e+00   1.41475962e+00   1.19752813e-02   1.19715269e-01]
 [  2.75385627e+01   7.98033536e-01   0.00000000e+00   0.00000000e+00]]"
10,[ 1.44414675 -0.61622989],"[-1.35643324 -0.68523925 -0.73769397  0.51818642  0.11008598  1.0433407
 -0.71841085 -1.05919749 -0.51072615 -1.71111036  0.        ]",-1.4863,[ 1.32184264 -0.41754377],-0.279225196979,[-0.85795164 -0.99595475],"[[  3.61064792e+00   1.39079190e+00   1.19752813e-02   1.19715269e-01]
 [  3.08240809e+01  -3.18167813e+00   0.00000000e+00   0.00000000e+00]]"
11,[ 1.37361681  0.12494728],"[-0.72664231 -0.40914711 -1.39330929  0.45576093  0.11008596  1.04334025
 -0.62126986 -1.44396393  0.05790487 -1.77911855  0.        ]",-2.09143,[ 1.74243617 -0.22167403],-0.282858545362,[-0.85795164 -0.99595475],"[[  4.26070847e+00   1.31115152e+00   1.19752813e-02   1.19715269e-01]
 [  3.41707314e+01  -4.77719058e+00   0.00000000e+00   0.00000000e+00]]"
12,[ 1.45501864  0.73960912],"[ 0.23845776 -0.05936748 -1.48919146  0.34184185  0.11008594  1.04333979
 -0.52607055 -1.63429034  0.61736199 -1.44682053  0.        ]",-1.98239,[ 1.4957708  0.3417732],-0.258533901665,[-0.85795164 -0.99595475],"[[  4.97703062e+00   1.20769053e+00   1.19752813e-02   1.19715269e-01]
 [  3.74504892e+01  -5.56642127e+00   0.00000000e+00   0.00000000e+00]]"
13,[ 1.59555101  0.89004183],"[ 1.07327815  0.25546374 -0.80956925  0.20281812  0.11008591  1.04333934
 -0.43277457 -1.28302156  0.86551659 -0.72632746  0.        ]",-1.76217,[ 1.4766914 -0.410572 ],-0.198753467574,[-0.85795164 -0.99595475],"[[  5.75828899e+00   1.11097799e+00   1.19752813e-02   1.19715269e-01]
 [  4.06646747e+01  -4.10981934e+00   0.00000000e+00   0.00000000e+00]]"
14,[ 1.91711903  1.18527007],"[ 1.18921367  0.55873668  0.38503258  0.03167666  0.11008589  1.04333888
 -0.34130645 -1.65728461  0.53100403  0.05264077  0.        ]",-1.80684,[ 2.24411706  1.15563937],-0.110423140374,[-0.85795164 -0.99595475],"[[  6.60320052e+00   1.01321141e+00   1.19752813e-02   1.19715269e-01]
 [  4.38158881e+01  -5.66178003e+00   0.00000000e+00   0.00000000e+00]]"
15,[ 1.78952157  1.05844772],"[ 0.34243991  0.77209125  1.30328304 -0.11407888  0.11008587  1.04333843
 -0.25168775 -0.67736801 -0.33775452  0.33794486  0.        ]",-1.1913,[ 2.05498946  1.54102812],-0.0767453182634,[-0.85795164 -0.99595475],"[[  7.51049428e+00   9.40746526e-01   1.19752813e-02   1.19715269e-01]
 [  4.69033868e+01  -1.59836252e+00   0.00000000e+00   0.00000000e+00]]"
16,[ 1.62029397  0.6804589 ],"[-0.93207158  0.74908988  1.11202316 -0.09724834  0.11008584  1.04333797
 -0.16380615  0.28294483 -1.15597072 -0.29877383  0.        ]",-1.2898,[ 1.74430156  1.30833811],-0.184631010433,[-0.85795164 -0.99595475],"[[  8.47893699e+00   9.48735036e-01   1.19752813e-02   1.19715269e-01]
 [  4.99310394e+01   2.38376480e+00   0.00000000e+00   0.00000000e+00]]"
17,[ 1.13361526 -0.86746085],"[-1.50104773  0.49088311 -0.19645961  0.07343602  0.11008582  1.04333752
 -0.07761496  1.22392729 -1.03508106 -1.44579901  0.        ]",-1.01714,[ 0.94302241 -0.56938551],-0.277478863205,[-0.85795164 -0.99595475],"[[  9.50734756e+00   1.03556277e+00   1.19752813e-02   1.19715269e-01]
 [  5.29004550e+01   6.28573652e+00   0.00000000e+00   0.00000000e+00]]"
18,[ 1.03779924 -0.75621915],"[ -6.65714704e-01   1.71145153e-01  -1.42270912e+00   2.43684025e-01
   1.10085796e-01   1.04333706e+00   3.96907000e-04   6.47319020e-01
   2.74032103e-02  -1.85153865e+00   0.00000000e+00]",-1.25168,[ 0.67525435 -0.81483974],-0.294225323819,[-0.85795164 -0.99595475],"[[  1.05923238e+01   1.13729040e+00   1.19752813e-02   1.19715269e-01]
 [  5.55880807e+01   3.89471732e+00   0.00000000e+00   0.00000000e+00]]"
19,[ 1.14789474  0.39606276],"[ 0.79294605  0.02583272 -1.17252597  0.30780474  0.11008577  1.04333661
  0.04608444 -0.15249771  0.8185793  -1.02788468  0.        ]",-1.4849,[ 1.09060205  0.28562176],-0.223840562374,[-0.85795164 -0.99595475],"[[  1.17198804e+01   1.18190980e+00   1.19752813e-02   1.19715269e-01]
 [  5.71620848e+01   5.78119700e-01   0.00000000e+00   0.00000000e+00]]"
20,[ 1.2192632   0.52705264],"[ 1.18698226 -0.04898074  0.39210551  0.33782904  0.11008575  1.04333616
  0.128121    0.11397234  0.40549379  0.07387898  0.        ]",-1.41048,[ 1.61697711  0.41253598],-0.0900726194889,[-0.85795164 -0.99595475],"[[  1.28914781e+01   1.20456113e+00   1.19752813e-02   1.19715269e-01]
 [  5.99883669e+01   1.68309006e+00   0.00000000e+00   0.00000000e+00]]"
21,[ 1.1729815  -0.08113858],"[-0.09812399 -0.21488649  1.38858994  0.39749196  0.11008573  1.0433357
  0.20855362  0.49598744 -0.76864765  0.03898432  0.        ]",-1.07294,[ 1.22538739 -0.19154974],-0.115228987043,[-0.85795164 -0.99595475],"[[  1.41190463e+01   1.25411946e+00   1.19752813e-02   1.19715269e-01]
 [  6.27593910e+01   3.26719075e+00   0.00000000e+00   0.00000000e+00]]"
22,[ 1.13233101 -1.13820302],"[-1.44133728 -0.40872954  0.36615589  0.45564825  0.1100857   1.04333525
  0.28742161  0.29320734 -1.0734437  -1.17419132  0.        ]",-0.686538,[ 0.59106554 -1.43132225],-0.24683134458,[-0.85795164 -0.99595475],"[[  1.54014964e+01   1.31102942e+00   1.19752813e-02   1.19715269e-01]
 [  6.54765114e+01   2.42632393e+00   0.00000000e+00   0.00000000e+00]]"
23,[ 1.13165069 -0.45192811],"[-0.85435833 -0.43668351 -1.31861635  0.46304326  0.11008568  1.04333479
  0.31774148 -0.67772325 -0.03904012 -1.79542881  0.        ]",-1.53512,[ 1.26383853 -1.12364436],-0.284388007762,[-0.85795164 -0.99595475],"[[  1.67215108e+01   1.31916122e+00   1.19752813e-02   1.19715269e-01]
 [  6.65210777e+01  -1.59982868e+00   0.00000000e+00   0.00000000e+00]]"
24,[ 1.38849437  0.95423806],"[ 0.86830473 -0.19275585 -1.09635517  0.39007134  0.11008566  1.04333434
  0.39436808 -1.62973012  0.81467757 -0.90925136  0.        ]",-1.44818,[ 0.52600673  1.09576117],-0.210030628586,[-0.85795164 -0.99595475],"[[  1.80784230e+01   1.24755810e+00   1.19752813e-02   1.19715269e-01]
 [  6.91609789e+01  -5.54751428e+00   0.00000000e+00   0.00000000e+00]]"
25,[ 1.43970406  0.8695848 ],"[ 1.00271465  0.04117395  0.77431123  0.30140073  0.11008563  1.04333388
  0.41498043 -0.65312419  0.15790203  0.21670905  0.        ]",-1.15456,[ 1.22787321  0.39170459],-0.0639134491771,[-0.85795164 -0.99595475],"[[  1.94687639e+01   1.17723945e+00   1.19752813e-02   1.19715269e-01]
 [  6.98711076e+01  -1.49782851e+00   0.00000000e+00   0.00000000e+00]]"
26,[ 1.50828528  0.56127942],"[-0.75136831  0.08797314  1.22893186  0.2813384   0.11008561  1.04333343
  0.48968686 -0.27696975 -1.07846049 -0.29091611  0.        ]",-0.852919,[ 0.86590371  0.29248741],-0.171372416585,[-0.85795164 -0.99595475],"[[  2.08920079e+01   1.16293508e+00   1.19752813e-02   1.19715269e-01]
 [  7.24448564e+01   6.19686566e-02   0.00000000e+00   0.00000000e+00]]"
27,[ 1.28498721 -0.58926177],"[-1.41231823  0.04667226 -0.60492216  0.29908486  0.11008559  1.04333297
  0.54753922 -0.00328386 -0.73347098 -1.68341048  0.        ]",-1.61547,[ 1.42828519 -0.4258693 ],-0.286927507176,[-0.85795164 -0.99595475],"[[  2.23609012e+01   1.17556332e+00   1.19752813e-02   1.19715269e-01]
 [  7.44379585e+01   1.19686011e+00   0.00000000e+00   0.00000000e+00]]"
28,[ 1.18507051  0.50433743],"[ 0.30207958  0.0251758  -1.46917973  0.30807641  0.11008556  1.04333252
  0.61966498 -0.42134274  0.6454512  -1.42347418  0.        ]",-1.40494,[ 0.44796855  0.07423509],-0.257550131655,[-0.85795164 -0.99595475],"[[  2.38745933e+01   1.18210974e+00   1.19752813e-02   1.19715269e-01]
 [  7.69228006e+01  -5.36701939e-01   0.00000000e+00   0.00000000e+00]]"
29,[ 1.34121692  0.7749294 ],"[ 1.20448068  0.05116589  0.33301878  0.29718399  0.11008554  1.04333206
  0.62693229 -0.35364017  0.45931477  0.04549276  0.        ]",-1.42714,[ 1.56085584  1.17106202],-0.0981111294587,[-0.85795164 -0.99595475],"[[  2.54155611e+01   1.17419260e+00   1.19752813e-02   1.19715269e-01]
 [  7.71731760e+01  -2.55960603e-01   0.00000000e+00   0.00000000e+00]]"
30,[ 1.18108475 -0.19082406],"[-0.50508147 -0.0623946   1.3318503   0.34300305  0.11008552  1.04333161
  0.69747235  0.59636193 -0.97372188 -0.1500201   0.        ]",-0.929245,[ 1.15468337 -0.0648741 ],-0.149932522491,[-0.85795164 -0.99595475],"[[  2.69834032e+01   1.20860144e+00   1.19752813e-02   1.19715269e-01]
 [  7.96033893e+01   3.68340531e+00   0.00000000e+00   0.00000000e+00]]"
31,[ 0.98798019 -1.39921057],"[-1.43335295 -0.29817292 -0.54338751  0.4239685   0.11008549  1.04333115
  0.76668635  0.51022818 -0.70486468 -1.65761931  0.        ]",-0.962524,[ 0.98127104 -1.40098371],-0.281181090003,[-0.85795164 -0.99595475],"[[  2.85993958e+01   1.27868961e+00   1.19752813e-02   1.19715269e-01]
 [  8.19879186e+01   3.32623584e+00   0.00000000e+00   0.00000000e+00]]"
32,[ 1.02168202  0.29208669],"[ 0.43645766 -0.38644479 -1.41483891  0.44957564  0.11008547  1.0433307
  0.83236285 -0.46761165  0.69673046 -1.2491964   0.        ]",-1.38788,[ 0.62472957  0.28969704],-0.238191593665,[-0.85795164 -0.99595475],"[[  3.02618609e+01   1.30453415e+00   1.19752813e-02   1.19715269e-01]
 [  8.42505772e+01  -7.28563099e-01   0.00000000e+00   0.00000000e+00]]"
