timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 3.45982981  1.04388201],"[ 1.22767819  1.78040266 -0.06304262 -2.64710158  0.05728723  1.02604835
 -1.32460741 -0.26543972  1.05109116 -0.81174304  0.        ]",-2.12096,[ 3.54286643  0.7572436 ],-0.239490332316,[-0.51354069 -0.81805444],"[[-0.00711544 -0.04768501  0.00658633  0.11993892]
 [ 0.00431708 -0.00037367  0.          0.        ]]"
1,[ 3.22457767  0.89656121],"[ 1.226976    1.78350835 -0.00453973 -2.55122171  0.05728721  1.02604743
 -1.2160456   0.46743094  1.05167794 -0.74110836  0.        ]",-2.04371,[ 3.33010223  0.85702502],-0.233627056261,[-0.51354069 -0.81805444],"[[ 0.03264887 -0.01762419  0.00658633  0.11993892]
 [ 3.95894875  2.99647342  0.          0.        ]]"
2,[ 2.92430949  0.79227102],"[ 1.2120582   1.77491465  0.16836643 -2.25350998  0.05728718  1.02604652
 -1.10963452  1.28241628  1.02935589 -0.53011213  0.        ]",-1.67035,[ 2.71075797  0.27099839],-0.215002583691,[-0.51354069 -0.81805444],"[[  1.50719720e-01   7.57426627e-02   6.58633382e-03   1.19938922e-01]
 [  7.83524313e+00   6.32910673e+00   0.00000000e+00   0.00000000e+00]]"
3,[ 2.67665339  0.79008478],"[ 1.14609342  1.71319424  0.44584158 -1.82409242  0.05728716  1.0260456
 -1.00529966  1.5138074   0.92213469 -0.21270166  0.        ]",-1.81123,[ 2.09530506  1.18081616],-0.182992091217,[-0.51354069 -0.81805444],"[[  3.45557489e-01   2.11818535e-01   6.58633382e-03   1.19938922e-01]
 [  1.16359125e+01   7.27531738e+00   0.00000000e+00   0.00000000e+00]]"
4,[ 2.39006305  0.55200934],"[ 0.97421771  1.53933833  0.79717451 -1.26528658  0.05728713  1.02604468
 -0.90304767  2.44647933  0.6491004   0.14454131  0.        ]",-1.40023,[ 1.78702812  0.50260053],-0.137007110864,[-0.51354069 -0.81805444],"[[  6.15646550e-01   3.95591356e-01   6.58633382e-03   1.19938922e-01]
 [  1.53607137e+01   1.10892208e+01   0.00000000e+00   0.00000000e+00]]"
5,[ 2.09808588 -0.03192538],"[ 0.63943525  1.16626727  1.15241801 -0.60179789  0.05728711  1.02604376
 -0.80277185  2.87897154  0.158078    0.39248353  0.        ]",-1.31851,[ 1.76714614  0.3932136 ],-0.0865712697058,[-0.51354069 -0.81805444],"[[  9.59508697e-01   6.35121359e-01   6.58633382e-03   1.19938922e-01]
 [  1.90135315e+01   1.28578152e+01   0.00000000e+00   0.00000000e+00]]"
6,[ 1.71778607 -1.78723586],"[ 0.11467288  0.57209162  1.39097308  0.01518761  0.05728708  1.02604285
 -0.70443834  3.19684623 -0.4587835   0.32971141  0.        ]",-1.25999,[ 2.53369533 -1.87474962],-0.0852188403506,[-0.51354069 -0.81805444],"[[  1.37571670e+00   9.05321279e-01   6.58633382e-03   1.19938922e-01]
 [  2.25955989e+01   1.41577361e+01   0.00000000e+00   0.00000000e+00]]"
7,[ 1.57293987 -1.96016657],"[-0.55052742 -0.07797762  1.35655856  0.4123464   0.05728706  1.02604193
 -0.60798486  2.15921553 -0.95114194 -0.10188303  0.        ]",-1.02033,[ 1.02038997 -2.20083528],-0.144730666481,[-0.51354069 -0.81805444],"[[  1.86288211e+00   1.14590502e+00   6.58633382e-03   1.19938922e-01]
 [  2.61091837e+01   9.91464881e+00   0.00000000e+00   0.00000000e+00]]"
8,[ 1.62740552 -1.63074577],"[-1.18915739 -0.54394898  0.91986358  0.5818879   0.05728703  1.02604101
 -0.513456    1.14193695 -1.11934187 -0.73596569  0.        ]",-1.63981,[ 2.08228074 -1.81215418],-0.207796941208,[-0.51354069 -0.81805444],"[[  2.41961660e+00   1.30246189e+00   6.58633382e-03   1.19938922e-01]
 [  2.95526605e+01   5.75476227e+00   0.00000000e+00   0.00000000e+00]]"
9,[ 1.93822491 -1.0227958 ],"[-1.5271321  -0.77261961  0.09002436  0.63612515  0.05728701  1.0260401
 -0.42082335  0.14458906 -0.91248087 -1.35104488  0.        ]",-1.75733,[ 1.83839816 -1.72253903],-0.255833200912,[-0.51354069 -0.81805444],"[[  3.04452800e+00   1.37663882e+00   6.58633382e-03   1.19938922e-01]
 [  3.29270633e+01   1.67637205e+00   0.00000000e+00   0.00000000e+00]]"
10,[ 2.13447189 -0.37209839],"[-1.29662695 -0.7521491  -0.87692167  0.6319995   0.05728698  1.02603918
 -0.33005459 -0.83323956 -0.39129813 -1.72651401  0.        ]",-1.94104,[ 1.74962398 -1.2361283 ],-0.281521259288,[-0.51354069 -0.81805444],"[[  3.73624648e+00   1.37004888e+00   6.58633382e-03   1.19938922e-01]
 [  3.62335700e+01  -2.32220035e+00   0.00000000e+00   0.00000000e+00]]"
