timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 2.24610925  1.38624394],"[ 1.22544892  1.79688758  0.05149212 -2.46348175  0.10333669 -0.78566246
 -1.33435277 -0.26619158  1.01904836  0.59603589  0.        ]",-3.2772,[ 2.12098418  1.28246041],-0.223728878705,[-0.52673507 -0.81935495],"[[ 0.07141422  0.01475033  0.01197453 -0.08876742]
 [-0.00215895 -0.00059303  0.          0.        ]]"
1,[ 2.05307436  1.22473252],"[ 1.22046261  1.79251074  0.109551   -2.33636844  0.10333664 -0.78566192
 -1.22571966  0.70189676  1.01066424  0.67245142  0.        ]",-3.21344,[ 2.16198726  0.88008736],-0.228682327346,[-0.52673507 -0.81935495],"[[ 0.11104654  0.05445098  0.01197453 -0.08876742]
 [ 3.95223184  3.95747186  0.          0.        ]]"
2,[ 1.90451789  1.06743121],"[ 1.19292513  1.75251641  0.28045502 -1.97577172  0.1033366  -0.78566138
 -1.11922786  1.53469091  0.95861244  0.8908535   0.        ]",-3.01589,[ 2.47978365  0.90082619],-0.242130936684,[-0.52673507 -0.81935495],"[[ 0.2289845   0.16776305  0.01197453 -0.08876742]
 [ 7.82868406  7.36238811  0.          0.        ]]"
3,[ 1.73278332  0.83488011],"[ 1.10688104  1.60488435  0.55134328 -1.41420877  0.10333655 -0.78566084
 -1.01483425  2.37106772  0.79185092  1.21067092  0.        ]",-2.79852,[ 1.53393585  0.3695921 ],-0.260116249802,[-0.52673507 -0.81935495],"[[  0.4236846    0.34932078   0.01197453  -0.08876742]
 [ 11.62876627  10.78197258   0.           0.        ]]"
4,[ 1.5016768   0.51142901],"[ 0.90990435  1.28078202  0.88709473 -0.76173729  0.10333651 -0.78566029
 -0.91246381  2.67636293  0.44311287  1.52072394  0.        ]",-2.2136,[ 2.05287574  0.38042283],-0.275581452416,[-0.52673507 -0.81935495],"[[  6.93646949e-01   5.77484757e-01   1.19745302e-02  -8.87674184e-02]
 [  1.53552073e+01   1.20302237e+01   0.00000000e+00   0.00000000e+00]]"
5,[ 1.19309497 -0.82808852],"[ 0.55027101  0.75992454  1.21331288 -0.14486179  0.10333646 -0.78565975
 -0.81208931  2.98601427 -0.07971941  1.65569367  0.        ]",-1.59024,[ 0.96918197 -1.09206979],-0.280125974448,[-0.52673507 -0.81935495],"[[  1.03740851e+00   8.30792958e-01   1.19745302e-02  -8.87674184e-02]
 [  1.90089975e+01   1.32963019e+01   0.00000000e+00   0.00000000e+00]]"
6,[ 1.02740741 -1.25565493],"[ 0.01143098  0.1851565   1.40735753  0.27515295  0.10333642 -0.78565921
 -0.71698591  1.95254851 -0.6290659   1.49349666  0.        ]",-1.86767,[-0.12526297 -0.53592434],-0.268396414516,[-0.52673507 -0.81935495],"[[  1.45232335e+00   1.05432537e+00   1.19745302e-02  -8.87674184e-02]
 [  2.24709138e+01   9.07092214e+00   0.00000000e+00   0.00000000e+00]]"
7,[ 1.00746012 -1.58938432],"[-0.58810844 -0.27109177  1.34227378  0.48972531  0.10333638 -0.78565867
 -0.74275359  1.38920134 -1.00231472  1.09528948  0.        ]",-1.23471,[ 1.26725732 -1.34385644],-0.242452037875,[-0.52673507 -0.81935495],"[[  1.89233136e+00   1.21263428e+00   1.19745302e-02  -8.87674184e-02]
 [  2.15329067e+01   6.76764267e+00   0.00000000e+00   0.00000000e+00]]"
8,[ 1.10242343 -0.92251515],"[-1.13027662 -0.55674708  0.98443981  0.58210323  0.10333633 -0.78565813
 -0.6456975   0.3872242  -1.14400455  0.58958702  0.        ]",-1.42651,[ 1.42461521 -0.40595724],-0.206395200708,[-0.52673507 -0.81935495],"[[  2.35843841e+00   1.30688513e+00   1.19745302e-02  -8.87674184e-02]
 [  2.50659056e+01   2.67098415e+00   0.00000000e+00   0.00000000e+00]]"
9,[ 1.08700633 -0.69215763],"[-1.49055425 -0.67018987  0.3063482   0.61070217  0.10333629 -0.78565759
 -0.55059126 -0.01978899 -1.03498639  0.0500614   0.        ]",-1.37001,[ 1.53441419 -1.13539664],-0.159915353034,[-0.52673507 -0.81935495],"[[  2.89449258e+00   1.34360960e+00   1.19745302e-02  -8.87674184e-02]
 [  2.85279287e+01   1.00688052e+00   0.00000000e+00   0.00000000e+00]]"
10,[ 1.13646889  0.15971774],"[-1.44519033 -0.60878839 -0.56830098  0.59577567  0.10333624 -0.78565705
 -0.45737102 -0.99424334 -0.65676267 -0.38019619  0.        ]",-1.44368,[ 0.57229099 -0.29516605],-0.108779230902,[-0.52673507 -0.81935495],"[[  3.49909964e+00   1.32377455e+00   1.19745302e-02  -8.87674184e-02]
 [  3.19212997e+01  -2.97725005e+00   0.00000000e+00   0.00000000e+00]]"
11,[ 0.91817731  0.43621057],"[-0.88341168 -0.39250485 -1.30110956  0.53264845  0.1033362  -0.7856565
 -0.41252718 -1.26686343 -0.08662831 -0.53185867  0.        ]",-1.55054,[ 1.61122795  0.18384639],-0.0807385054201,[-0.52673507 -0.81935495],"[[  4.15390443e+00   1.25304670e+00   1.19745302e-02  -8.87674184e-02]
 [  3.35536858e+01  -4.09188273e+00   0.00000000e+00   0.00000000e+00]]"
12,[ 0.55405843  0.6636194 ],"[ 0.0485884  -0.17221138 -1.50906572  0.45058778  0.10333615 -0.78565596
 -0.32209337 -1.07043228  0.51128373 -0.26736124  0.        ]",-1.44264,[ 0.48028747  0.58293681],-0.11530699671,[-0.52673507 -0.81935495],"[[  4.85800714e+00   1.17926841e+00   1.19745302e-02  -8.87674184e-02]
 [  3.68456264e+01  -3.28876357e+00   0.00000000e+00   0.00000000e+00]]"
