timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[-0.17726624  0.64947683],"[  1.05921432e+00   1.11499916e+00   2.95682966e-04  -6.31737071e-01
   5.03613649e-01  -1.23171983e+00  -9.29145077e-02  -1.07837399e-01
   6.39220887e-01   8.61698312e-01   0.00000000e+00]",-0.262248,[-0.04921255  0.38966169],-0.195200912334,[-0.04463922 -0.17370844],"[[-0.05762669 -0.00517061  0.05953234 -0.13747424]
 [-0.0020103  -0.00418731  0.          0.        ]]"
1,[-0.1660253   0.55927038],"[ 1.05904067  1.11493363 -0.00277473 -0.60412356  0.50361056 -1.23170464
 -0.1104966   0.11588461  0.63964479  0.87013068  0.        ]",-0.42425,[-0.24289367  0.40438333],-0.196070623507,[-0.04463922 -0.17370844],"[[-0.05962578  0.01022765  0.05953234 -0.13747424]
 [-0.19724728  1.5388708   0.          0.        ]]"
2,[-0.14710581  0.44051939],"[ 1.05778106  1.11278876 -0.02357981 -0.52072459  0.50360747 -1.23168946
 -0.19673235  0.34367151  0.63981858  0.88522394  0.        ]",-0.110958,[-0.83845887 -0.11172847],-0.197563654579,[-0.04463922 -0.17370844],"[[-0.07317828  0.0567684   0.05953234 -0.13747424]
 [-1.15481207  3.10996663  0.          0.        ]]"
3,[-0.14160357  0.45523518],"[ 1.04989148  1.10611094 -0.10950685 -0.41862556  0.50360437 -1.23167428
 -0.4933663   0.27078493  0.63639809  0.84890334  0.        ]",1.46884,[ 0.08591933 -0.9377092 ],-0.193616609726,[-0.04463922 -0.17370844],"[[-0.1293223   0.11392406  0.05953234 -0.13747424]
 [-4.44862587  2.60726815  0.          0.        ]]"
4,[-0.1664519   0.67157477],"[ 1.02980623  1.10372298 -0.23781604 -0.39304141  0.50360128 -1.2316591
 -0.45469864 -0.27505691  0.62529942  0.74228004  0.        ]",0.231369,[-0.58919808  0.0112742 ],-0.182350149795,[-0.04463922 -0.17370844],"[[-0.21398721  0.12829659  0.05953234 -0.13747424]
 [-4.01929712 -1.15746745  0.          0.        ]]"
5,[-0.15687685  0.68255258],"[ 0.99229902  1.10730082 -0.39063007 -0.43304003  0.50359819 -1.23164392
 -0.65744705 -0.26513638  0.59666574  0.58582638  0.        ]",0.246892,[-0.14777471  0.30754757],-0.165509117926,[-0.04463922 -0.17370844],"[[-0.31696135  0.10583369  0.05953234 -0.13747424]
 [-6.27062023 -1.08905444  0.          0.        ]]"
6,[-0.14247592  0.64237475],"[ 0.92503168  1.10858006 -0.57615058 -0.44970792  0.5035951  -1.23162874
 -0.69896192 -0.08542362  0.54174588  0.40806247  0.        ]",-0.0598524,[-0.03165538  0.59864519],-0.145372978195,[-0.04463922 -0.17370844],"[[-0.44699937  0.09648875  0.05953234 -0.13747424]
 [-6.73164708  0.15042824  0.          0.        ]]"
7,[-0.10765041  0.49099946],"[ 0.83318315  1.10455302 -0.75626496 -0.40201093  0.50359201 -1.23161356
 -0.69832631  0.25782356  0.47360675  0.25801746  0.        ]",1.65692,[-0.11019503 -1.12093098],-0.127266231896,[-0.04463922 -0.17370844],"[[-0.58156208  0.12325008  0.05953234 -0.13747424]
 [-6.7246459   2.51781453  0.          0.        ]]"
8,[-0.12052057  0.70217299],"[ 0.7176614   1.10276748 -0.92452019 -0.3839955   0.50358892 -1.23159838
 -0.72546206 -0.32349446  0.38117293  0.104868    0.        ]",-1.55889,[-0.06809494  1.60307576],-0.107917806073,[-0.04463922 -0.17370844],"[[-0.7190787   0.1333793   0.05953234 -0.13747424]
 [-7.02601295 -1.49153164  0.          0.        ]]"
9,[-0.07202163  0.48405263],"[ 0.57786586  1.10083022 -1.0779877  -0.36589013  0.50358582 -1.2315832
 -0.73733971  0.25489663  0.2673214  -0.03775014  0.        ]",-1.42074,[-0.83688741  1.06058173],-0.0891732795153,[-0.04463922 -0.17370844],"[[-0.86092282  0.14357301  0.05953234 -0.13747424]
 [-7.1579602   2.49760721  0.          0.        ]]"
