timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 3.20544744  1.07456744],"[ 1.22890302  1.82965692  0.04960061 -2.73210323 -0.15211793  0.86235843
 -1.36124787 -0.26836888  1.19293436 -0.60166727  0.        ]",-2.01073,[ 3.3128873   0.85663898],-0.245046030606,[-0.55664897 -0.83536363],"[[ 0.07190605 -0.05455342 -0.0174294   0.10100841]
 [ 0.00208673 -0.00268013  0.          0.        ]]"
1,[ 2.95614696  0.92814058],"[ 1.22387604  1.83377444  0.10774927 -2.62214412 -0.15211786  0.86235783
 -1.25228513  0.56020749  1.18831089 -0.52865945  0.        ]",-1.94666,[ 2.71614951  0.77755532],-0.240031489151,[-0.55664897 -0.83536363],"[[ 0.11162465 -0.02058951 -0.0174294   0.10100841]
 [ 3.95661016  3.38777764  0.          0.        ]]"
2,[ 2.6906693   0.86357141],"[ 1.19621457  1.82479315  0.27866296 -2.30503652 -0.1521178   0.86235723
 -1.14547341  1.29585835  1.14976784 -0.31724506  0.        ]",-1.59631,[ 1.98833212 -0.36794585],-0.224224635974,[-0.55664897 -0.83536363],"[[ 0.22965046  0.07736854 -0.0174294   0.10100841]
 [ 7.8330762   6.39799659  0.          0.        ]]"
3,[ 2.57521367  0.97129101],"[ 1.10993026  1.77667487  0.54947292 -1.94541659 -0.15211774  0.86235663
 -1.04072326  0.90848152  1.02770564 -0.02292995  0.        ]",-1.58113,[ 2.21636713  0.96206707],-0.198504606887,[-0.55664897 -0.83536363],"[[  0.42445497   0.18942466  -0.0174294    0.10100841]
 [ 11.63472945   4.81288975   0.           0.        ]]"
4,[ 2.2645936   0.84520298],"[ 0.91259426  1.66748305  0.88498308 -1.52731779 -0.15211768  0.86235603
 -0.9380952   1.81575317  0.76043784  0.29864999  0.        ]",-1.55712,[ 2.57072166  1.33057741],-0.162260895974,[-0.55664897 -0.83536363],"[[  0.69451924   0.32293127  -0.0174294    0.10100841]
 [ 15.35937208   8.5253725    0.           0.        ]]"
5,[ 1.98882651  0.44879764],"[ 0.55257135  1.38892056  1.21072441 -0.91358567 -0.15211762  0.86235543
 -0.83747775  2.7416986   0.27786212  0.53251824  0.        ]",-1.39137,[ 2.39947601  0.56832437],-0.117128467408,[-0.55664897 -0.83536363],"[[  1.03834314e+00   5.31454855e-01  -1.74294015e-02   1.01008405e-01]
 [  1.90110484e+01   1.23142955e+01   0.00000000e+00   0.00000000e+00]]"
6,[ 1.62056518 -1.17016244],"[ 0.01179183  0.85975138  1.40433244 -0.23626474 -0.15211755  0.86235482
 -0.7387951   3.23146476 -0.34759114  0.46337423  0.        ]",-1.24828,[ 2.37627795 -1.23827886],-0.0929194983675,[-0.55664897 -0.83536363],"[[  1.45449524e+00   7.97850079e-01  -1.74294015e-02   1.01008405e-01]
 [  2.25925091e+01   1.43184400e+01   0.00000000e+00   0.00000000e+00]]"
7,[ 1.45102024 -1.52267575],"[-0.64883967  0.23497495  1.31433801  0.2411549  -0.15211749  0.86235422
 -0.64198657  2.19376372 -0.84973078  0.01349629  0.        ]",-1.29253,[ 2.216014   -1.62478909],-0.127785692853,[-0.55664897 -0.83536363],"[[  1.94159724e+00   1.04161686e+00  -1.74294015e-02   1.01008405e-01]
 [  2.61059552e+01   1.00722551e+01   0.00000000e+00   0.00000000e+00]]"
8,[ 1.55067015 -1.23696613],"[-1.25332501 -0.22911209  0.82593689  0.46562136 -0.15211743  0.86235362
 -0.54710692  1.17641028 -1.01372602 -0.64621645  0.        ]",-1.89382,[ 2.21139473  0.20345916],-0.184815626117,[-0.55664897 -0.83536363],"[[  2.49826670e+00   1.20129519e+00  -1.74294015e-02   1.01008405e-01]
 [  2.95493988e+01   5.90930871e+00   0.00000000e+00   0.00000000e+00]]"
9,[ 1.41825438 -2.14339352],"[-1.52912516 -0.61389954 -0.02885815  0.58795997 -0.15211737  0.86235302
 -0.45413962  1.34351449 -0.75593136 -1.28960429  0.        ]",-1.19644,[ 1.42414661 -2.12262901],-0.233523833087,[-0.55664897 -0.83536363],"[[  3.12310636e+00   1.32634359e+00  -1.74294015e-02   1.01008405e-01]
 [  3.29234392e+01   6.59309571e+00   0.00000000e+00   0.00000000e+00]]"
10,[ 1.50505066 -1.51776624],"[-1.22810707 -0.90120149 -0.97272759  0.64609233 -0.1521173   0.86235242
 -0.36298885  0.34254445 -0.15105919 -1.61376778  0.        ]",-1.7145,[ 2.12274677 -1.94236532],-0.258915269177,[-0.55664897 -0.83536363],"[[  3.81476846e+00   1.41711153e+00  -1.74294015e-02   1.01008405e-01]
 [  3.62315534e+01   2.49718329e+00   0.00000000e+00   0.00000000e+00]]"
11,[ 1.49945521 -0.43237555],"[-0.34177776 -0.93203698 -1.51185371  0.65073012 -0.15211724  0.86235182
 -0.27367615 -0.63885564  0.51231158 -1.4443311   0.        ]",-1.84688,[ 2.28506902 -0.80048727],-0.255334772651,[-0.55664897 -0.83536363],"[[  4.57192377e+00   1.42676477e+00  -1.74294015e-02   1.01008405e-01]
 [  3.94729595e+01  -1.51865067e+00   0.00000000e+00   0.00000000e+00]]"
12,[ 1.61026907  0.57308352],"[ 0.72078894 -0.73501822 -1.19850289  0.61579046 -0.15211718  0.86235121
 -0.1861691  -1.40802399  0.91093633 -0.82297925  0.        ]",-1.5441,[ 1.76884948  0.3197895 ],-0.219652468748,[-0.55664897 -0.83536363],"[[  5.39324941e+00   1.36481467e+00  -1.74294015e-02   1.01008405e-01]
 [  4.26488335e+01  -4.66604926e+00   0.00000000e+00   0.00000000e+00]]"
13,[ 1.66729307  0.90159649],"[ 1.23244702 -0.48514386 -0.06447329  0.55289866 -0.15211712  0.86235061
 -0.10043265 -1.07817881  0.74294984 -0.02147839  0.        ]",-1.49495,[ 0.46235206  0.55860455],-0.149090227596,[-0.55664897 -0.83536363],"[[  6.27744543e+00   1.28503743e+00  -1.74294015e-02   1.01008405e-01]
 [  4.57604480e+01  -3.31634544e+00   0.00000000e+00   0.00000000e+00]]"
14,[ 1.67885518  0.83061743],"[ 0.68953842 -0.35103274  1.11260306  0.51017566 -0.15211706  0.86235001
 -0.07500534 -0.52380414 -0.01789138  0.37953731  0.        ]",-1.35812,[ 1.91296916  0.44073293],-0.0719450516544,[-0.55664897 -0.83536363],"[[  7.20191205e+00   1.24147121e+00  -1.74294015e-02   1.01008405e-01]
 [  4.66832747e+01  -1.04787690e+00   0.00000000e+00   0.00000000e+00]]"
15,[ 1.74419928  0.19198033],"[-0.57236856 -0.34082681  1.34326854  0.50665791 -0.15211699  0.86234941
  0.00856251 -0.09476229 -0.82562759 -0.06597808  0.        ]",-1.74162,[ 2.42078574  0.22618733],-0.123296084143,[-0.55664897 -0.83536363],"[[  8.16600649e+00   1.23813030e+00  -1.74294015e-02   1.01008405e-01]
 [  4.97161837e+01   7.07737303e-01   0.00000000e+00   0.00000000e+00]]"
16,[ 1.84202218 -0.52530724],"[-1.49152957 -0.41097144  0.28575901  0.5300674  -0.15211693  0.86234881
  0.09049845  0.11787556 -0.90372255 -1.08637007  0.        ]",-2.32679,[ 1.5911407  0.2124127],-0.219658393342,[-0.55664897 -0.83536363],"[[  9.19016528e+00   1.26101726e+00  -1.74294015e-02   1.01008405e-01]
 [  5.26898659e+01   1.57783887e+00   0.00000000e+00   0.00000000e+00]]"
17,[ 1.60223603 -1.10093856],"[-1.06144836 -0.53339705 -1.15912189  0.56670922 -0.15211687  0.86234821
  0.17082644  0.31264157 -0.04980516 -1.67020888  0.        ]",-1.86985,[ 0.6733357  -0.66268249],-0.268395227468,[-0.55664897 -0.83536363],"[[  1.02732121e+01   1.30057269e+00  -1.74294015e-02   1.01008405e-01]
 [  5.56051914e+01   2.37481001e+00   0.00000000e+00   0.00000000e+00]]"
