timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 2.92051649  1.2837292 ],"[ 1.19825064  1.56331167  0.0146358  -2.0954526  -0.85516128  0.80121143
 -1.11290521 -0.25677539  1.63247868 -0.54788799  0.        ]",-3.19599,[ 4.47877569  1.60728679],-0.319650150027,[-0.26669088 -0.71921325],"[[ 0.02945587  0.04255361 -0.09933262  0.09266792]
 [ 0.0048407   0.00217598  0.          0.        ]]"
1,[ 2.71706653  1.05746245],"[ 1.19554339  1.55660405  0.07340427 -1.97879704 -0.85516024  0.80121051
 -1.00578875  0.67853949  1.6257305  -0.47006275  0.        ]",-2.85163,[ 3.98273751  0.88002165],-0.315504538585,[-0.26669088 -0.71921325],"[[ 0.06922683  0.0823091  -0.09933262  0.09266792]
 [ 3.95909797  3.96018646  0.          0.        ]]"
2,[ 2.49374604  0.83216268],"[ 1.17472312  1.51417149  0.24656765 -1.64888793 -0.8551592   0.80120959
 -0.90078332  1.48307607  1.57840394 -0.24746809  0.        ]",-2.07443,[ 2.96207945  0.0223802 ],-0.301422614519,[-0.26669088 -0.71921325],"[[ 0.18730091  0.1956723  -0.09933262  0.09266792]
 [ 7.83543484  7.36478725  0.          0.        ]]"
3,[ 2.31588316  0.76218474],"[ 1.09935511  1.40886604  0.52281343 -1.23344661 -0.85515817  0.80120867
 -0.79781318  1.46918968  1.4336901   0.06286386  0.        ]",-1.70094,[ 2.54756263  1.58577723],-0.275049376056,[-0.26669088 -0.71921325],"[[  0.38214786   0.34237873  -0.09933262   0.09266792]
 [ 11.63664485   7.30603744   0.           0.        ]]"
4,[ 2.04322982  0.16126448],"[ 0.91571481  1.19933762  0.86912919 -0.74243764 -0.85515713  0.80120775
 -0.69690546  2.37028144  1.12452687  0.38360109  0.        ]",-1.49274,[ 2.51857257  0.57892888],-0.231547802924,[-0.26669088 -0.71921325],"[[  0.65225408   0.52675931  -0.09933262   0.09266792]
 [ 15.3617245   11.11927305   0.           0.        ]]"
5,[ 1.93417096 -0.79076672],"[ 0.56929744  0.80343255  1.21297961 -0.17400433 -0.85515609  0.80120683
 -0.59794684  2.85945552  0.61504366  0.56489607  0.        ]",-1.20611,[ 2.01305433 -0.00202779],-0.165386742431,[-0.26669088 -0.71921325],"[[  0.99613928   0.76991593  -0.09933262   0.09266792]
 [ 19.01485589  13.18941672   0.           0.        ]]"
6,[ 1.83821774 -1.71326911],"[ 0.03720528  0.25205964  1.4321016   0.30148587 -0.85515505  0.8012059
 -0.5008916   2.79522715  0.03048858  0.42727314  0.        ]",-0.414785,[ 0.95661705 -2.41703994],-0.0827615751434,[-0.26669088 -0.71921325],"[[  1.41238263   1.030979    -0.09933262   0.09266792]
 [ 22.59772537  12.91768954   0.           0.        ]]"
7,[ 1.63118815 -1.71122515],"[-0.62346659 -0.27722793  1.37218909  0.56678066 -0.85515402  0.80120498
 -0.41036795  1.79835656 -0.39365879 -0.03463192  0.        ]",-1.53003,[ 2.36366871 -2.07322603],-0.0428250421604,[-0.26669088 -0.71921325],"[[  1.89786687   1.24700805  -0.09933262   0.09266792]
 [ 25.93947707   8.6991566    0.           0.        ]]"
8,[ 1.60282183 -1.18661499],"[-1.24376489 -0.62327243  0.91325812  0.66592213 -0.85515298  0.80120406
 -0.31700484  0.82104055 -0.50811385 -0.65317424  0.        ]",-2.07796,[ 1.26471765 -1.04616603],-0.117109131913,[-0.26669088 -0.71921325],"[[  2.45123842   1.37949662  -0.09933262   0.09266792]
 [ 29.38605112   4.56334969   0.           0.        ]]"
9,[ 1.72215056 -0.52296305],"[-1.55631442 -0.75810791  0.07268372  0.69049502 -0.85515194  0.80120314
 -0.22551571 -0.13712395 -0.28141207 -1.23395681  0.        ]",-4.16933,[ 0.42994664 -0.26386747],-0.194792169753,[-0.26669088 -0.71921325],"[[  3.0728477    1.43008232  -0.09933262   0.09266792]
 [ 32.7634466    0.5085847    0.           0.        ]]"
