timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 3.1220696   0.91588199],"[ 1.25037216  2.13890739  0.05330895 -2.87732276 -1.01888322  1.47353813
 -1.58109994 -0.27999255  1.7901412  -0.97090628  0.        ]",-3.11824,[ 2.70192685  0.83206637],-0.359994300665,[-0.83801305 -0.9733755 ],"[[  8.61586983e-02   9.47498866e-03  -1.17066778e-01   1.71404292e-01]
 [ -4.40618469e-03  -1.25870579e-04   0.00000000e+00   0.00000000e+00]]"
1,[ 2.91227961  0.72397554],"[ 1.2445842   2.1357877   0.11099015 -2.7603653  -1.01888275  1.47353707
 -1.46789818  0.52060024  1.78163262 -0.89920482  0.        ]",-3.21064,[ 2.26073359  1.03887186],-0.353795110123,[-0.83801305 -0.9733755 ],"[[ 0.12574911  0.04251325 -0.11706678  0.17140429]
 [ 3.95028508  3.29298182  0.          0.        ]]"
2,[ 2.58984065  0.52088046],"[ 1.21467134  2.0996852   0.28070412 -2.39066436 -1.01888227  1.473536
 -1.3569409   1.46700341  1.72999904 -0.68687011  0.        ]",-1.86881,[ 2.51060104 -0.01683236],-0.332919570081,[-0.83801305 -0.9733755 ],"[[ 0.24364649  0.1474314  -0.11706678  0.17140429]
 [ 7.826572    7.1858596   0.          0.        ]]"
3,[ 2.37631917  0.51160526],"[ 1.12482351  1.98848464  0.54910183 -1.90150494 -1.0188818   1.47353494
 -1.24812817  1.41583656  1.57922582 -0.38718113  0.        ]",-1.37501,[ 2.50758504  0.3575094 ],-0.295106757981,[-0.83801305 -0.9733755 ],"[[  0.43831789   0.28903708  -0.11706678   0.17140429]
 [ 11.62794481   6.97539713   0.           0.        ]]"
4,[ 2.03567958  0.429851  ],"[ 0.92304514  1.79122264  0.88039114 -1.39819607 -1.01888133  1.47353387
 -1.14147517  1.7259997   1.27929079 -0.08549535  0.        ]",-1.0038,[ 2.61360287 -0.170626  ],-0.238067489656,[-0.83801305 -0.9733755 ],"[[  0.70825937   0.44134599  -0.11706678   0.17140429]
 [ 15.35387206   8.25120917   0.           0.        ]]"
5,[ 1.77974951  0.44463396],"[ 0.55859438  1.50925242  1.19967106 -0.91736987 -1.01888085  1.47353281
 -1.03689798  1.52156064  0.81574398  0.10245208  0.        ]",-0.340916,[ 1.07141829  0.43381518],-0.159939027676,[-0.83801305 -0.9733755 ],"[[  1.05199203   0.59793352  -0.11706678   0.17140429]
 [ 19.00728402   7.41028673   0.           0.        ]]"
6,[ 1.43387794  0.2734924 ],"[ 0.01494472  1.13550375  1.38475476 -0.46640603 -1.01888038  1.47353174
 -0.93439783  1.90290784  0.24813131  0.04154548  0.        ]",-0.388635,[ 0.63387549  0.49736251],-0.0618109383501,[-0.83801305 -0.9733755 ],"[[  1.46806407   0.76187864  -0.11706678   0.17140429]
 [ 22.58813777   8.97890577   0.           0.        ]]"
7,[ 1.04966438 -0.68280745],"[-0.62631882  0.59268415  1.29346889 -0.01110776 -1.01887991  1.47353068
 -0.87536364  2.33785697 -0.24897005 -0.36302262  0.        ]",0.374799,[ 1.41844701 -1.0140806 ],-0.0579317071985,[-0.83801305 -0.9733755 ],"[[  1.94051736   0.9594084   -0.11706678   0.17140429]
 [ 24.65049883  10.76801484   0.           0.        ]]"
8,[ 1.21601582 -0.99053669],"[-1.20752288  0.04839953  0.84082507  0.29620006 -1.01887943  1.47352961
 -0.77597323  1.3225349  -0.44488477 -1.00452316  0.        ]",-0.292722,[ 1.13843949 -1.02282474],-0.168762233914,[-0.83801305 -0.9733755 ],"[[  2.46836618   1.1328672   -0.11706678   0.17140429]
 [ 28.12271681   6.59164629   0.           0.        ]]"
9,[ 1.546821   -0.76784086],"[-1.50506613 -0.25587226  0.03938999  0.41910009 -1.01887896  1.47352855
 -0.67857163  0.32711028 -0.26057691 -1.64691645  0.        ]",-0.846828,[ 1.83114667 -1.55343988],-0.265483265268,[-0.83801305 -0.9733755 ],"[[  3.06496281   1.22361985  -0.11706678   0.17140429]
 [ 31.52545679   2.49711909   0.           0.        ]]"
10,[ 1.69596374 -0.34852543],"[-1.27747404 -0.28892589 -0.88475114  0.43059141 -1.01887849  1.47352748
 -0.58312651 -0.64882194  0.2542918  -2.06676866  0.        ]",-1.31469,[ 1.50252215 -1.07267164],-0.338940728072,[-0.83801305 -0.9733755 ],"[[  3.72892877   1.23328647  -0.11706678   0.17140429]
 [ 34.85984759  -1.51722946   0.           0.        ]]"
11,[ 1.75774944  0.48695055],"[-0.47345881 -0.0528597  -1.49122233  0.34062605 -1.01887801  1.47352642
 -0.4896026  -1.60564595  0.93664071 -2.08080322  0.        ]",-2.66244,[ 1.60123618  0.77998937],-0.380381991248,[-0.83801305 -0.9733755 ],"[[  4.45890925   1.1634546   -0.11706678   0.17140429]
 [ 38.12712177  -5.45298335   0.           0.        ]]"
12,[ 1.55352306  0.48578489],"[ 0.58527535  0.19945416 -1.32866389  0.2229765  -1.01887754  1.47352535
 -0.39798847 -0.83027048  1.51334061 -1.56740674  0.        ]",-2.33225,[ 1.10945998  0.83149914],-0.374762860217,[-0.83801305 -0.9733755 ],"[[  5.25356264   1.08639644  -0.11706678   0.17140429]
 [ 41.32767777  -2.2635957    0.           0.        ]]"
13,[ 1.49728978  0.32144248],"[ 1.23519985  0.23745279 -0.32296737  0.20318827 -1.01887707  1.47352429
 -0.30816326 -0.02087412  1.54415608 -0.66726293  0.        ]",-1.66991,[ 1.60325528 -0.21620224],-0.301540194526,[-0.83801305 -0.9733755 ],"[[  6.11159952   1.0745304   -0.11706678   0.17140429]
 [ 44.4657381    1.06573274   0.           0.        ]]"
14,[ 1.55679643  0.51328695],"[ 0.88592024  0.19765546  0.9245038   0.22389908 -1.01887659  1.47352322
 -0.22007043 -0.23629857  0.83652724 -0.03228738  0.        ]",-1.0899,[ 1.8694633   0.60463419],-0.161571773954,[-0.83801305 -0.9733755 ],"[[  7.03179266   1.08695624  -0.11706678   0.17140429]
 [ 47.54327723   0.17961708   0.           0.        ]]"
15,[ 1.48027384  0.28702015],"[-0.34558799  0.10873164  1.37401169  0.26797551 -1.01887612  1.47352216
 -0.13373616  0.34241456 -0.12188377 -0.29398542  0.        ]",-1.35544,[ 1.99037898  0.81444434],-0.0406159561243,[-0.83801305 -0.9733755 ],"[[  8.01291797   1.11443448  -0.11706678   0.17140429]
 [ 50.55938102   2.56006457   0.           0.        ]]"
16,[ 1.21048677 -1.28950202],"[-1.41507677 -0.16670821  0.45844626  0.38632892 -1.01887565  1.47352109
 -0.04907732  1.11129932 -0.3925573  -1.35666623  0.        ]",-1.3028,[ 2.33944755 -1.57206754],-0.221909257887,[-0.83801305 -0.9733755 ],"[[  9.0537769    1.19737069  -0.11706678   0.17140429]
 [ 53.51695347   5.72275506   0.           0.        ]]"
17,[ 1.37102187 -0.97453356],"[-1.15830448 -0.41834715 -1.04822319  0.47225384 -1.01887517  1.47352003
  0.03395871  0.11795204  0.41141857 -2.0947612   0.        ]",-1.59651,[ 1.2825156  -1.16550475],-0.349334497732,[-0.83801305 -0.9733755 ],"[[ 10.15322444   1.27083245  -0.11706678   0.17140429]
 [ 56.41783248   1.63677505   0.           0.        ]]"
18,[ 1.34042668  0.02913126],"[ 0.30082138 -0.39250258 -1.46616407  0.46435244 -1.0188747   1.47351896
  0.11529772 -0.85607905  1.39516254 -1.65720757  0.        ]",-2.29967,[ 1.26088353 -0.19232368],-0.370364119157,[-0.83801305 -0.9733755 ],"[[ 11.31009493   1.26337138  -0.11706678   0.17140429]
 [ 59.25942608  -2.36975138   0.           0.        ]]"
19,[ 1.55450618  0.64511406],"[ 1.25421175 -0.20491532 -0.13600152  0.40069048 -1.01887423  1.4735179
  0.1949716  -1.03363331  1.40876401 -0.50096539  0.        ]",-1.83958,[ 1.04306688  0.77197001],-0.270833513805,[-0.83801305 -0.9733755 ],"[[ 12.52321111   1.20865045  -0.11706678   0.17140429]
 [ 62.04284778  -3.10009513   0.           0.        ]]"
20,[ 1.51919127  0.50781202],"[ 0.34163249 -0.10070523  1.30577717  0.36036961 -1.01887375  1.47351683
  0.27305619 -0.27969539  0.3041829  -0.06902995  0.        ]",-1.21113,[ 1.0228407  0.391428 ],-0.0697105585044,[-0.83801305 -0.9733755 ],"[[  1.37914354e+01   1.17776597e+00  -1.17066778e-01   1.71404292e-01]
 [  6.47707478e+01   1.11055178e-03   0.00000000e+00   0.00000000e+00]]"
21,[ 1.59665084 -0.25744334],"[-1.27213521 -0.15248236  0.74762423  0.38085725 -1.01887328  1.47351577
  0.34964087  0.09266744 -0.4272143  -1.12292936  0.        ]",-1.15131,[ 1.32382442 -0.32032261],-0.186244244524,[-0.83801305 -0.9733755 ],"[[ 15.11369303   1.19315833  -0.11706678   0.17140429]
 [ 67.44624818   1.53276671   0.           0.        ]]"
22,[ 1.4922477  -0.52542758],"[-1.10856409 -0.21149351 -1.10428727  0.40311433 -1.01887281  1.4735147
  0.4247334  -0.22786868  0.42777435 -2.1200282   0.        ]",-2.8783,[ 2.34010341 -0.77890528],-0.354092409266,[-0.83801305 -0.9733755 ],"[[ 16.48894029   1.2105876   -0.11706678   0.17140429]
 [ 70.0696208    0.21429177   0.           0.        ]]"
23,[ 1.4645102   0.56004488],"[ 0.6957779  -0.12054646 -1.25035985  0.36832742 -1.01887233  1.47351363
  0.498317   -0.9838504   1.54081956 -1.40798082  0.        ]",-2.46784,[ 1.73516773 -0.31650565],-0.361367577602,[-0.83801305 -0.9733755 ],"[[ 17.91612794   1.18367581  -0.11706678   0.17140429]
 [ 72.64027896  -2.89532083   0.           0.        ]]"
24,[ 1.76778853  0.98291469],"[ 1.05549566  0.111619    0.68638986  0.26659048 -1.01887186  1.47351257
  0.57039495 -1.27999982  1.01868385 -0.10996087  0.        ]",-1.50263,[ 1.91271475  1.4405283 ],-0.193257516643,[-0.83801305 -0.9733755 ],"[[ 19.39419922   1.1135485   -0.11706678   0.17140429]
 [ 75.15833774  -4.11348762   0.           0.        ]]"
