timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 4.04943132  0.81748599],"[ 1.23172444  1.82848387 -0.03251679 -2.55317404  0.93276219  1.68328259
 -1.35688317 -0.26677557  0.47520184 -1.21140007  0.        ]",-3.18405,[ 4.41564409  1.16367181],-0.217952230847,[-0.55283833 -0.83202851],"[[ 0.01571766 -0.00151393  0.10754006  0.19551374]
 [ 0.00254847  0.00282452  0.          0.        ]]"
1,[ 3.7427156   0.65100944],"[ 1.22977191  1.82612618  0.02585612 -2.42458596  0.93276148  1.68327998
 -1.24797661  0.70078525  0.47167425 -1.13443384  0.        ]",-2.96156,[ 4.56644636  0.50210516],-0.206531311574,[-0.55283833 -0.83202851],"[[ 0.05544318  0.03825439  0.10754006  0.19551374]
 [ 3.95684424  3.96082188  0.          0.        ]]"
2,[ 3.51122856  0.59184653],"[ 1.21116588  1.79844839  0.19818285 -2.10782025  0.93276078  1.68327738
 -1.14120141  1.1672571   0.43647078 -0.92224939  0.        ]",-2.3009,[ 3.14954713 -0.00787818],-0.173483294565,[-0.55283833 -0.83202851],"[[ 0.17347815  0.1366164   0.10754006  0.19551374]
 [ 7.83376051  5.86901985  0.          0.        ]]"
3,[ 3.34609747  0.63366652],"[ 1.13929439  1.72626931  0.47376015 -1.74031707  0.93276007  1.68327477
 -1.03651326  1.13084883  0.31847486 -0.62417522  0.        ]",-2.20569,[ 3.43974422  0.76283483],-0.121596472594,[-0.55283833 -0.83202851],"[[  0.36829114   0.25250263   0.10754006   0.19551374]
 [ 11.63490492   5.72008902   0.           0.        ]]"
4,[ 2.99172449  0.50705618],"[ 0.95995494  1.57896001  0.82057649 -1.30063273  0.93275937  1.68327216
 -0.9339201   1.84114231  0.05203768 -0.29583125  0.        ]",-1.91735,[ 3.6621048   0.40756205],-0.0505174115302,[-0.55283833 -0.83202851],"[[  0.63836323   0.39605762   0.10754006   0.19551374]
 [ 15.35998675   8.62569608   0.           0.        ]]"
5,[ 2.77478266  0.26689702],"[ 0.6176518   1.29598397  1.16736864 -0.76775713  0.93275866  1.68326955
 -0.83332412  2.19341777 -0.41108851 -0.05916994  0.        ]",-1.67797,[ 2.44130128  0.49049484],-0.0514600056134,[-0.55283833 -0.83202851],"[[  0.982209     0.58303093   0.10754006   0.19551374]
 [ 19.01255678  10.06676988   0.           0.        ]]"
6,[ 2.55171251 -0.82528692],"[ 0.08789737  0.84664472  1.39300352 -0.22420806  0.93275796  1.68326695
 -0.73469421  2.6188718  -1.00867188 -0.0939179   0.        ]",-1.95502,[ 3.68409856 -0.54501644],-0.15534580467,[-0.55283833 -0.83202851],"[[  1.3983892    0.80182975   0.10754006   0.19551374]
 [ 22.59374366  11.80721078   0.           0.        ]]"
7,[ 2.43615413 -1.19332838],"[-0.57644081  0.30875158  1.34258356  0.19716504  0.93275725  1.68326434
 -0.63795754  2.03341815 -1.52801064 -0.49392905  0.        ]",-1.47053,[ 2.03780998 -1.51374362],-0.256216894749,[-0.55283833 -0.83202851],"[[  1.8855052    1.01394638   0.10754006   0.19551374]
 [ 26.10619065   9.41230425   0.           0.        ]]"
8,[ 2.66935849 -0.99025148],"[-1.20568279 -0.10926062  0.89098939  0.41740482  0.93275655  1.68326173
 -0.54312789  1.01896183 -1.74282027 -1.13683809  0.        ]",-2.10117,[ 2.30981392 -1.49907725],-0.335076110519,[-0.55283833 -0.83202851],"[[  2.44217698   1.16055705   0.10754006   0.19551374]
 [ 29.5493968    5.26245119   0.           0.        ]]"
9,[ 2.95534778 -0.70542938],"[-1.5260508  -0.30223732  0.05391832  0.49429568  0.93275584  1.68325912
 -0.45019874  0.02437803 -1.56758559 -1.79410148  0.        ]",-3.25408,[ 3.49874395 -0.17328517],-0.383151422351,[-0.55283833 -0.83202851],"[[  3.067021     1.22498634   0.10754006   0.19551374]
 [ 32.92359803   1.1938876    0.           0.        ]]"
10,[ 2.87310314 -0.78226811],"[-1.27521883 -0.35303142 -0.90649735  0.51217756  0.93275514  1.68325651
 -0.35914688 -0.15052374 -1.02435842 -2.22072644  0.        ]",-2.66198,[ 2.43764288 -1.38052982],-0.392035742518,[-0.55283833 -0.83202851],"[[  3.75866374   1.24168709   0.10754006   0.19551374]
 [ 36.22963671   0.47841348   0.           0.        ]]"
11,[ 2.89191747 -0.04176486],"[-0.41875474 -0.26104062 -1.49773431  0.47908439  0.93275443  1.68325391
 -0.26989406 -1.12240848 -0.30877422 -2.17706248  0.        ]",-3.9555,[ 2.59735111  1.40050772],-0.353254074703,[-0.55283833 -0.83202851],"[[  4.51577368   1.21136735   0.10754006   0.19551374]
 [ 39.47035404  -3.49729566   0.           0.        ]]"
12,[ 2.51299977 -0.19023946],"[ 0.65855684 -0.17224466 -1.24840574  0.44409471  0.93275373  1.6832513
 -0.18246313 -0.13939218  0.21863881 -1.56654915  0.        ]",-2.34583,[ 2.32025038 -0.60755414],-0.257549490308,[-0.55283833 -0.83202851],"[[  5.33703012   1.18176951   0.10754006   0.19551374]
 [ 42.64491966   0.52394556   0.           0.        ]]"
13,[ 2.66230559  0.59491348],"[ 1.22923849 -0.13106636 -0.1467613   0.4268235   0.93275302  1.68324869
 -0.09671157 -0.73211389  0.12463352 -0.67180624  0.        ]",-2.3774,[ 2.72623151  1.05203699],-0.111436353113,[-0.55283833 -0.83202851],"[[  6.22116958   1.1679228    0.10754006   0.19551374]
 [ 45.75850824  -1.90071211   0.           0.        ]]"
14,[ 2.47256279  0.13384424],"[ 0.72683019 -0.13698715  1.08120441  0.42934808  0.93275232  1.68324608
 -0.01269404  0.24266321 -0.66330709 -0.17092903  0.        ]",-1.99689,[ 2.08846871 -0.12730417],-0.0974293094231,[-0.55283833 -0.83202851],"[[  7.16694504   1.16991872   0.10754006   0.19551374]
 [ 48.80913538   2.08682321   0.           0.        ]]"
15,[ 2.71898746 -0.1335842 ],"[-0.58228912 -0.2450897   1.34054038  0.47302172  0.93275161  1.68324348
  0.06971319  0.10666628 -1.54827669 -0.6243094   0.        ]",-2.59841,[ 3.16575532 -0.44468446],-0.26652026491,[-0.55283833 -0.83202851],"[[  8.17314922   1.20607563   0.10754006   0.19551374]
 [ 51.80129333   1.53049896   0.           0.        ]]"
16,[ 3.00243044 -0.42107886],"[-1.50602491 -0.28287611  0.21654849  0.48722526  0.93275091  1.68324087
  0.15048619 -0.33416761 -1.62553919 -1.69075141  0.        ]",-3.20348,[ 3.07874217 -0.16586633],-0.377407947858,[-0.55283833 -0.83202851],"[[  9.23860226   1.21859445   0.10754006   0.19551374]
 [ 54.7341135   -0.27282585   0.           0.        ]]"
17,[ 2.89856768 -0.42949945],"[-0.96638955 -0.24627412 -1.24078256  0.47347478  0.9327502   1.68323826
  0.22963831 -0.49670294 -0.73190847 -2.27948446  0.        ]",-2.91857,[ 2.73492943 -1.22600121],-0.383787647597,[-0.55283833 -0.83202851],"[[ 10.36212048   1.20646901   0.10754006   0.19551374]
 [ 57.60808095  -0.93771176   0.           0.        ]]"
18,[ 2.88417006  0.64117587],"[ 0.56921101 -0.07232596 -1.31153081  0.4010092   0.9327495   1.68323565
  0.30721692 -1.4637005   0.19398977 -1.6656136   0.        ]",-3.2271,[ 2.64462159  1.3702812 ],-0.272622264242,[-0.55283833 -0.83202851],"[[ 11.54254737   1.14802752   0.10754006   0.19551374]
 [ 60.42491522  -4.89342466   0.           0.        ]]"
19,[ 2.64890981  0.70972019],"[ 1.20087541  0.09391117  0.25428053  0.32014534  0.93274879  1.68323305
  0.38320176 -0.4758804  -0.00363732 -0.45941613  0.        ]",-2.20439,[ 2.55379139  0.69165808],-0.071035711345,[-0.55283833 -0.83202851],"[[ 12.77872428   1.09070411   0.10754006   0.19551374]
 [ 63.18388124  -0.85253951   0.           0.        ]]"
20,[ 2.65593219  0.2269531 ],"[-0.05570058  0.06400978  1.41144219  0.33556918  0.93274809  1.68323044
  0.45773605  0.19363798 -1.23994987 -0.28409197  0.        ]",-2.38482,[ 1.67037375  0.33117739],-0.199226477007,[-0.55283833 -0.83202851],"[[ 14.06955264   1.10113503   0.10754006   0.19551374]
 [ 65.89017949   1.88626588   0.           0.        ]]"
21,[ 2.801826   -0.75264245],"[-1.47064556 -0.08242751  0.37044309  0.4055476   0.93274738  1.68322783
  0.53083772  0.50058044 -1.70051331 -1.55902382  0.        ]",-2.60687,[ 2.19670885 -1.0671282 ],-0.37163087946,[-0.55283833 -0.83202851],"[[ 15.41398603   1.15146132   0.10754006   0.19551374]
 [ 68.54446146   3.1418788    0.           0.        ]]"
22,[ 2.87803388 -0.30589283],"[-0.77163446 -0.14835936 -1.3681041   0.43415683  0.93274668  1.68322522
  0.60251179 -0.48749359 -0.58308786 -2.27908545  0.        ]",-3.17137,[ 2.57550984 -0.25400016],-0.377332690965,[-0.55283833 -0.83202851],"[[ 16.81099024   1.17374767   0.10754006   0.19551374]
 [ 71.14690946  -0.90004305   0.           0.        ]]"
23,[ 2.67278695  0.53430116],"[ 0.99840074 -0.06525575 -0.87378737  0.39780661  0.93274597  1.68322261
  0.67270709 -0.73425384  0.28262575 -1.21597544  0.        ]",-2.64356,[ 3.07267519  0.21242697],-0.205096746357,[-0.55283833 -0.83202851],"[[ 18.25950191   1.14562096   0.10754006   0.19551374]
 [ 73.69566587  -1.90946835   0.           0.        ]]"
24,[ 2.65025234  0.75027639],"[ 0.69969693  0.02105303  1.10430608  0.35704139  0.93274527  1.68322001
  0.74149779 -0.52493529 -0.65838396 -0.15274294  0.        ]",-2.35533,[ 3.05427242 -0.02496993],-0.0959955160304,[-0.55283833 -0.83202851],"[[ 19.75847525   1.11602468   0.10754006   0.19551374]
 [ 76.1934245   -1.05320912   0.           0.        ]]"
25,[ 3.05637217  0.22299558],"[-1.21905213  0.08465186  0.87380134  0.3249629   0.93274456  1.6832174
  0.80893931 -0.54984185 -1.76214044 -1.11279179  0.        ]",-3.59985,[ 3.07039491  1.25600394],-0.335816189923,[-0.55283833 -0.83202851],"[[ 21.30691318   1.09394027   0.10754006   0.19551374]
 [ 78.64219757  -1.15509566   0.           0.        ]]"
26,[ 2.78884864 -0.81461746],"[-0.99357738  0.0368978  -1.21896453  0.34921385  0.93274386  1.68321479
  0.87504874  0.41753146 -0.80980011 -2.30990168  0.        ]",-3.42581,[ 2.88134237 -0.08078917],-0.392552047208,[-0.55283833 -0.83202851],"[[ 22.9038369    1.11054541   0.10754006   0.19551374]
 [ 81.04260595   2.80214119   0.           0.        ]]"
