timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 2.22550607  1.56469417],"[ 1.22074106  1.76647822  0.03448402 -2.75750283  1.46216643 -1.35853967
 -1.27388975 -0.27422352  0.11300607  0.91396659  0.        ]",-2.36017,[ 3.28250715  0.35838894],-0.162519069544,[-0.44489428 -0.80852354],"[[ 0.05647087 -0.08631404  0.16861447 -0.15485424]
 [ 0.0038483  -0.00450921  0.          0.        ]]"
1,[ 2.18265343  1.50121379],"[ 1.21655371  1.76981843  0.09287065 -2.71311822  1.46216415 -1.35853775
 -1.16564678  0.06845034  0.11135249  0.97453667  0.        ]",-2.83285,[ 2.68931327  1.93670142],-0.17203430734,[-0.44489428 -0.80852354],"[[ 0.0962321  -0.07218072  0.16861447 -0.15485424]
 [ 3.95910605  1.41312296  0.          0.        ]]"
2,[ 2.02485394  1.31232333],"[ 1.19136478  1.77756682  0.26457696 -2.5001008   1.46216187 -1.35853583
 -1.05957196  1.01844759  0.0870335   1.17008942  0.        ]",-3.00351,[ 1.73609974  1.45157189],-0.202379790285,[-0.44489428 -0.80852354],"[[  2.14303654e-01  -4.48617877e-03   1.68614470e-01  -1.54854239e-01]
 [  7.83514721e+00   5.34323695e+00   0.00000000e+00   0.00000000e+00]]"
3,[ 1.82198954  1.08254838],"[ 1.10902287  1.74792131  0.5372576  -2.04326061  1.46215959 -1.35853391
 -0.95559254  1.94963207 -0.02739101  1.49545547  0.        ]",-2.46459,[ 2.34739652  0.94017874],-0.252707023956,[-0.44489428 -0.80852354],"[[  0.40912752   0.14103003   0.16861447  -0.15485424]
 [ 11.63462807   9.19553816   0.           0.        ]]"
4,[ 1.60623884  0.61871886],"[ 0.91663262  1.58553549  0.87652936 -1.37514629  1.46215731 -1.35853199
 -0.85365386  2.8050871  -0.3280842   1.86527451  0.        ]",-2.33966,[ 2.22644311  1.17613624],-0.314475508883,[-0.44489428 -0.80852354],"[[  0.67919191   0.36044957   0.16861447  -0.15485424]
 [ 15.35954479  12.7345857    0.           0.        ]]"
5,[ 1.38074684 -1.17438841],"[ 0.56150102  1.1639529   1.20868352 -0.57410741  1.46215504 -1.35853007
 -0.75369822  3.70076571 -0.8655639   2.09259558  0.        ]",-1.63041,[ 1.78170952 -1.81277715],-0.372320165064,[-0.44489428 -0.80852354],"[[  1.02302587   0.65232079   0.16861447  -0.15485424]
 [ 19.0120036   16.44011045   0.           0.        ]]"
6,[ 1.17072225 -1.66080475],"[ 0.023764    0.55618215  1.4114439   0.05392723  1.46215276 -1.35852815
 -0.65561217  2.66436078 -1.48381427  1.97306405  0.        ]",-1.32882,[ 0.99579553 -1.54516933],-0.4051564427,[-0.44489428 -0.80852354],"[[  1.43922646   0.93810541   0.16861447  -0.15485424]
 [ 22.59614959  12.15253142   0.           0.        ]]"
7,[ 1.06699085 -1.61639071],"[-0.6376347   0.0397484   1.3321132   0.3744506   1.46215048 -1.35852624
 -0.55992664  1.6483166  -1.93605289  1.52518973  0.        ]",-1.07553,[ 1.05354271 -1.64489195],-0.405060999641,[-0.44489428 -0.80852354],"[[  1.92623101   1.1389833    0.16861447  -0.15485424]
 [ 26.09258098   7.9491406    0.           0.        ]]"
8,[ 1.05159307 -1.1366024 ],"[-1.24857323 -0.28746419  0.85315279  0.50938485  1.4621482  -1.35852432
 -0.46569746  0.6522014  -2.08363048  0.89539314  0.        ]",-1.23002,[ 0.8194777 -0.7380438],-0.372060737191,[-0.44489428 -0.80852354],"[[  2.4826309    1.25662056   0.16861447  -0.15485424]
 [ 29.53579768   3.82818237   0.           0.        ]]"
9,[ 0.81553966 -0.63794881],"[-1.53636373 -0.42040404  0.01254162  0.55133699  1.46214592 -1.3585224
 -0.3929107  -0.07361447 -1.87194954  0.2830773   0.        ]",-1.10091,[ 0.21225293 -0.8976604 ],-0.306840976251,[-0.44489428 -0.80852354],"[[  3.10003362   1.30305808   0.16861447  -0.15485424]
 [ 32.19548803   0.82545983   0.           0.        ]]"
10,[ 0.52518666  0.224549  ],"[-1.29303847 -0.36475397 -0.88559932  0.53463669  1.46214364 -1.35852048
 -0.38734224 -0.93778658 -1.3778134  -0.08882214  0.        ]",-2.36106,[-0.04370349  1.38178965],-0.216674986238,[-0.44489428 -0.80852354],"[[  3.74598643   1.2836971    0.16861447  -0.15485424]
 [ 32.39895698  -2.74964838   0.           0.        ]]"
11,[-0.08012962 -0.53993756],"[-0.60012789 -0.32254093 -1.44361114  0.52114415  1.46214137 -1.35851856
 -0.40964841  0.03150389 -0.77129706 -0.07687264  0.        ]",-1.00404,[-0.35703527 -0.51889561],-0.111806989658,[-0.44489428 -0.80852354],"[[  4.38578567   1.2689372    0.16861447  -0.15485424]
 [ 31.5838599    1.2603337    0.           0.        ]]"
12,[-0.11517072  0.19203201],"[ 0.23027727 -0.33483857 -1.46220557  0.52514857  1.46213909 -1.35851664
 -0.46539865 -0.47198752 -0.30180014  0.30285978  0.        ]",-1.23153,[-0.54300176  0.52161635],-0.0650720252502,[-0.44489428 -0.80852354],"[[  4.99702419   1.27324403   0.16861447  -0.15485424]
 [ 29.54668409  -0.82262463   0.           0.        ]]"
13,[ 0.03612292 -0.01437494],"[ 0.87794953 -0.34743621 -1.02273795  0.52918741  1.46213681 -1.35851472
 -0.54021137  0.03055368 -0.1258379   0.84941169  0.        ]",-1.26486,[-0.79640587  0.06134676],-0.146680607146,[-0.44489428 -0.80852354],"[[  5.56052862   1.27765004   0.16861447  -0.15485424]
 [ 26.81294695   1.25640071   0.           0.        ]]"
14,[ 0.3383027  -0.10539758],"[ 1.18865898 -0.42584856 -0.37485322  0.55290371  1.46213453 -1.3585128
 -0.64096764  0.08283417 -0.23740887  1.35862323  0.        ]",-1.07602,[ 0.49598158 -0.13749456],-0.230624780266,[-0.44489428 -0.80852354],"[[  6.05984758   1.30494693   0.16861447  -0.15485424]
 [ 23.13120611   1.47268646   0.           0.        ]]"
15,[ 0.68112653 -0.15658012],"[ 1.17851723 -0.49432358  0.32199868  0.57163793  1.46213225 -1.35851088
 -0.59977004 -0.0564719  -0.54838782  1.72741974  0.        ]",-1.51871,[ 0.00744609  1.15029716],-0.299100383526,[-0.44489428 -0.80852354],"[[  6.53757582   1.32861884   0.16861447  -0.15485424]
 [ 24.636588     0.89637427   0.           0.        ]]"
16,[ 0.87546283 -1.63390517],"[ 0.85960751 -0.66211005  0.94720067  0.60996344  1.46212997 -1.35850896
 -0.6123096   0.89576445 -1.01102045  1.88537276  0.        ]",-1.00779,[ 1.45976269 -1.25366826],-0.350978745164,[-0.44489428 -0.80852354],"[[  7.02570848   1.38607175   0.16861447  -0.15485424]
 [ 24.17836602   4.83579694   0.           0.        ]]"
17,[ 1.15906239 -0.82313293],"[ 0.2634624  -0.82737951  1.35406598  0.63748548  1.4621277  -1.35850704
 -0.51706248 -0.08535763 -1.50009329  1.76899479  0.        ]",-1.19775,[ 0.9883382  -1.04737724],-0.380263710567,[-0.44489428 -0.80852354],"[[  7.54419723   1.44206447   0.16861447  -0.15485424]
 [ 27.65876609   0.77687704   0.           0.        ]]"
18,[ 1.45091891  0.25447118],"[-0.53496656 -0.75521861  1.36796763  0.62669693  1.46212542 -1.35850512
 -0.4249893  -1.04724422 -1.88997946  1.40531056  0.        ]",-1.2195,[ 1.79911743  0.08756494],-0.386622580258,[-0.44489428 -0.80852354],"[[  8.13113057   1.41767735   0.16861447  -0.15485424]
 [ 31.02318931  -3.20246767   0.           0.        ]]"
19,[ 1.33117342  0.18117204],"[-1.26469189 -0.57896519  0.83049444  0.59229997  1.46212314 -1.3585032
 -0.33351447 -0.94938063 -2.04357259  0.8218138   0.        ]",-1.13374,[ 1.8844963  -0.66022577],-0.3608736999,[-0.44489428 -0.80852354],"[[  8.7851314    1.35769161   0.16861447  -0.15485424]
 [ 34.36574939  -2.79760813   0.           0.        ]]"
20,[ 1.11305642  0.80095476],"[-1.53308033 -0.34272832 -0.16714967  0.52768358  1.46212086 -1.35850128
 -0.24384417 -1.56939425 -1.812168    0.1917621   0.        ]",-1.25043,[ 1.84958837  0.47231383],-0.294316898278,[-0.44489428 -0.80852354],"[[  9.50532317   1.27600534   0.16861447  -0.15485424]
 [ 37.64237063  -5.36262553   0.           0.        ]]"
21,[ 0.50097197  0.64155066],"[-1.05195614 -0.09616263 -1.17018119  0.43619652  1.46211858 -1.35849936
 -0.15598444 -1.09338273 -1.17963251 -0.16365398  0.        ]",-2.23653,[-0.26246625  1.19006835],-0.183272322133,[-0.44489428 -0.80852354],"[[ 10.29038155   1.18851257   0.16861447  -0.15485424]
 [ 40.85283289  -3.39336179   0.           0.        ]]"
22,[-0.01017359  0.12875131],"[-0.02869207 -0.02026859 -1.51505796  0.40275371  1.46211631 -1.35849744
 -0.20656542 -0.12145407 -0.4418569   0.07983137  0.        ]",-1.40842,[-0.92184321  0.31342592],-0.0586666588317,[-0.44489428 -0.80852354],"[[ 11.08889177   1.16098709   0.16861447  -0.15485424]
 [ 39.0045602    0.62752567   0.           0.        ]]"
