timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 2.64853597  1.15117669],"[ 1.23981794  1.96156403  0.04183941 -2.84878596 -0.24802965  0.02839209
 -1.45562865 -0.27287129  1.26725847 -0.01189717  0.        ]",-3.14199,[ 2.92703547  1.45636999],-0.23818398276,[-0.67601329 -0.8956905 ],"[[ 0.07208436 -0.04178509 -0.02842876  0.00495323]
 [ 0.00209403 -0.00146818  0.          0.        ]]"
1,[ 2.43498635  1.00637662],"[ 1.23477932  1.96450845  0.09988242 -2.71533253 -0.24802957  0.02839208
 -1.34537315  0.68806655  1.26162824  0.06483113  0.        ]",-3.5551,[ 2.08670629  1.59766823],-0.237844337483,[-0.67601329 -0.8956905 ],"[[  1.11800891e-01  -2.10175469e-03  -2.84287634e-02   4.95322716e-03]
 [  3.95639686e+00   3.95661537e+00   0.00000000e+00   0.00000000e+00]]"
2,[ 2.23068857  0.88726604],"[ 1.20707868  1.94177885  0.27048135 -2.31907438 -0.24802949  0.02839207
 -1.23729686  1.62998351  1.2162744   0.28825194  0.        ]",-2.64216,[ 1.85766173  0.52657461],-0.235818946584,[-0.67601329 -0.8956905 ],"[[  2.29819200e-01   1.15957273e-01  -2.84287634e-02   4.95322716e-03]
 [  7.83255068e+00   7.83635819e+00   0.00000000e+00   0.00000000e+00]]"
3,[ 2.08239317  0.84401035],"[ 1.12072269  1.82117912  0.54077172 -1.73982208 -0.2480294   0.02839206
 -1.13133078  2.09813714  1.06152367  0.61183175  0.        ]",-2.15906,[ 1.80689307  0.71617654],-0.229726756744,[-0.67601329 -0.8956905 ],"[[  4.24600858e-01   2.92032139e-01  -2.84287634e-02   4.95322716e-03]
 [  1.16330275e+01   9.76468846e+00   0.00000000e+00   0.00000000e+00]]"
4,[ 1.84848511  0.63655621],"[ 0.92326667  1.52737212  0.87563691 -1.05491876 -0.24802932  0.02839205
 -1.02745079  2.73924573  0.72517336  0.93560752  0.        ]",-1.6198,[ 2.24807335  0.38074295],-0.216851016429,[-0.67601329 -0.8956905 ],"[[  6.94640522e-01   5.13821782e-01  -2.84287634e-02   4.95322716e-03]
 [  1.53586921e+01   1.24054353e+01   0.00000000e+00   0.00000000e+00]]"
5,[ 1.45562541 -0.29278889],"[ 0.56302533  0.99874747  1.20076638 -0.35558055 -0.24802923  0.02839204
 -0.92558044  3.04512298  0.1970385   1.09369914  0.        ]",-1.14471,[ 0.99228764 -0.58912325],-0.195271147264,[-0.67601329 -0.8956905 ],"[[  1.03846976e+00   7.74572701e-01  -2.84287634e-02   4.95322716e-03]
 [  1.90122849e+01   1.36653826e+01   0.00000000e+00   0.00000000e+00]]"
6,[ 1.09743452 -1.22488844],"[ 0.02231555  0.34594322  1.39391926  0.16111457 -0.24802915  0.02839203
 -0.8265163   2.41249017 -0.37629407  0.93788302  0.        ]",-0.890975,[ 0.95145414 -1.50511411],-0.168813841627,[-0.67601329 -0.8956905 ],"[[  1.45436274e+00   1.02173659e+00  -2.84287634e-02   4.95322716e-03]
 [  2.25652358e+01   1.10595873e+01   0.00000000e+00   0.00000000e+00]]"
7,[ 0.98947024 -1.28461421],"[-0.6354641  -0.19717724  1.30548537  0.4281176  -0.24802907  0.02839202
 -0.73390777  1.39726392 -0.78679896  0.49080096  0.        ]",-1.05949,[ 1.23024979 -1.14305783],-0.147164962736,[-0.67601329 -0.8956905 ],"[[  1.93899330e+00   1.20097292e+00  -2.84287634e-02   4.95322716e-03]
 [  2.58866564e+01   6.87786549e+00   0.00000000e+00   0.00000000e+00]]"
8,[ 1.17466521 -0.79722679],"[-1.23780873 -0.5067479   0.82470259  0.53060424 -0.24802898  0.02839201
 -0.63779663  0.40194611 -0.91014737 -0.11075641  0.        ]",-1.071,[ 0.86542642 -1.06118532],-0.139336058544,[-0.67601329 -0.8956905 ],"[[  2.49131318e+00   1.29739769e+00  -2.84287634e-02   4.95322716e-03]
 [  2.93337017e+01   2.77814077e+00   0.00000000e+00   0.00000000e+00]]"
9,[ 1.59223056 -0.20495626],"[-1.51892005 -0.55652152 -0.01243197  0.54406733 -0.2480289   0.02839201
 -0.55846236 -0.57382238 -0.70444504 -0.69273907  0.        ]",-1.38272,[ 1.17966433  0.06974659],-0.148551556,[-0.67601329 -0.8956905 ],"[[  3.10653714e+00   1.31263577e+00  -2.84287634e-02   4.95322716e-03]
 [  3.21790408e+01  -1.24106065e+00   0.00000000e+00   0.00000000e+00]]"
10,[ 1.27150035 -0.37808749],"[-1.24482875 -0.48518967 -0.9425548   0.52452041 -0.24802882  0.028392
 -0.46589134 -0.50215706 -0.18142355 -1.06211777  0.        ]",-1.38035,[ 0.62586201 -0.1022512 ],-0.168180438636,[-0.67601329 -0.8956905 ],"[[  3.78342930e+00   1.29077782e+00  -2.84287634e-02   4.95322716e-03]
 [  3.54991210e+01  -9.45871331e-01   0.00000000e+00   0.00000000e+00]]"
11,[ 0.94628012 -0.10124603],"[-0.41425508 -0.41109802 -1.50199915  0.50243507 -0.24802873  0.02839199
 -0.41642881 -0.59733953  0.49714478 -0.99160735  0.        ]",-1.45525,[ 0.86653226  0.2910067 ],-0.187967232332,[-0.67601329 -0.8956905 ],"[[  4.51121087e+00   1.26792758e+00  -2.84287634e-02   4.95322716e-03]
 [  3.72731029e+01  -1.33792979e+00   0.00000000e+00   0.00000000e+00]]"
12,[ 0.72046107  0.18630546],"[ 0.60885831 -0.36274954 -1.29853613  0.48702649 -0.24802865  0.02839198
 -0.34139923 -0.31281449  0.98351934 -0.4184574   0.        ]",-1.29531,[ 0.1980856  -0.61899309],-0.198740546403,[-0.67601329 -0.8956905 ],"[[  5.28367151e+00   1.25292903e+00  -2.84287634e-02   4.95322716e-03]
 [  3.99640548e+01  -1.65969467e-01   0.00000000e+00   0.00000000e+00]]"
13,[ 1.08383429  0.9126544 ],"[ 1.21578275 -0.27331566 -0.35589336  0.45640497 -0.24802856  0.02839197
 -0.34158652 -0.90864222  0.95217586  0.37339335  0.        ]",-1.37939,[ 1.46961266  1.16713754],-0.196152548884,[-0.67601329 -0.8956905 ],"[[  6.08288646e+00   1.22498554e+00  -2.84287634e-02   4.95322716e-03]
 [  3.99573332e+01  -2.62018984e+00   0.00000000e+00   0.00000000e+00]]"
14,[ 1.20144653  0.37938854],"[ 0.97768579 -0.23444488  0.8015492   0.44222166 -0.24802848  0.02839196
 -0.25333227  0.06335714  0.35174547  0.92370328  0.        ]",-1.17884,[ 1.03014439  0.11447894],-0.178656060006,[-0.67601329 -0.8956905 ],"[[  6.91378892e+00   1.21275362e+00  -2.84287634e-02   4.95322716e-03]
 [  4.31225911e+01   1.38348154e+00   0.00000000e+00   0.00000000e+00]]"
15,[ 1.26724386 -0.00468993],"[-0.07383156 -0.33603143  1.40226332  0.47816845 -0.2480284   0.02839195
 -0.16677706  0.16459245 -0.50840734  0.77250495  0.        ]",-1.01774,[ 0.55144961 -0.42581973],-0.151776208749,[-0.67601329 -0.8956905 ],"[[  7.80738693e+00   1.24460904e+00  -2.84287634e-02   4.95322716e-03]
 [  4.62269130e+01   1.80047052e+00   0.00000000e+00   0.00000000e+00]]"
16,[ 1.41360736 -0.04502359],"[-1.21235661 -0.3959974   0.85916924  0.49770709 -0.24802831  0.02839194
 -0.13141464 -0.25567183 -0.92296846 -0.06168924  0.        ]",-1.07465,[ 0.79987042 -0.57301901],-0.14116677047,[-0.67601329 -0.8956905 ],"[[  8.74465137e+00   1.26325095e+00  -2.84287634e-02   4.95322716e-03]
 [  4.74951929e+01   6.94000680e-02   0.00000000e+00   0.00000000e+00]]"
17,[ 1.57969403  0.02807251],"[-1.46124218 -0.32689508 -0.48653721  0.47508282 -0.24802823  0.02839193
 -0.06936163 -0.80934008 -0.52018866 -0.91651861  0.        ]",-1.77767,[ 2.0278231  -0.09434129],-0.160436449856,[-0.67601329 -0.8956905 ],"[[  9.71688635e+00   1.24175870e+00  -2.84287634e-02   4.95322716e-03]
 [  4.97207368e+01  -2.21116248e+00   0.00000000e+00   0.00000000e+00]]"
18,[ 1.15459836  0.34345448],"[-0.48594437 -0.17555479 -1.48434183  0.41970234 -0.24802814  0.02839192
  0.01351506 -0.89216917  0.42380187 -1.05571238  0.        ]",-2.30861,[ 2.34124057  0.65411038],-0.190381406009,[-0.67601329 -0.8956905 ],"[[  1.07411244e+01   1.19411412e+00  -2.84287634e-02   4.95322716e-03]
 [  5.26931266e+01  -2.55233778e+00   0.00000000e+00   0.00000000e+00]]"
19,[ 0.842803    0.64068007],"[ 0.88006615 -0.09826023 -1.055877    0.38821972 -0.24802806  0.02839191
  0.09474225 -0.25413649  1.06006524 -0.20912989  0.        ]",-1.49101,[ 1.34693398  0.42730877],-0.204029964639,[-0.67601329 -0.8956905 ],"[[  1.18242144e+01   1.16943745e+00  -2.84287634e-02   4.95322716e-03]
 [  5.56063569e+01   7.57195072e-02   0.00000000e+00   0.00000000e+00]]"
20,[ 1.10555053  0.39988887],"[ 1.13507825 -0.1556316   0.50584013  0.4117985  -0.24802798  0.02839191
  0.17439547  0.15293365  0.5786173   0.8261184   0.        ]",-1.29409,[ 1.50271076  0.25901184],-0.186609549688,[-0.67601329 -0.8956905 ],"[[  1.29650031e+01   1.18777726e+00  -2.84287634e-02   4.95322716e-03]
 [  5.84631367e+01   1.75244177e+00   0.00000000e+00   0.00000000e+00]]"
21,[ 1.16902709 -0.27428094],"[-0.17299826 -0.29765654  1.40339012  0.46501371 -0.24802789  0.0283919
  0.25249803  0.38980216 -0.56263168  0.73542675  0.        ]",-1.13947,[ 1.26954899 -0.36313574],-0.151037072074,[-0.67601329 -0.8956905 ],"[[  1.41623697e+01   1.23261787e+00  -2.84287634e-02   4.95322716e-03]
 [  6.12643016e+01   2.72810356e+00   0.00000000e+00   0.00000000e+00]]"
22,[ 1.24255872 -0.56240237],"[-1.46098616 -0.42441133  0.35969649  0.50653732 -0.24802781  0.02839189
  0.32907123  0.02352358 -0.85084869 -0.4542558   0.        ]",-1.21405,[ 1.27195529 -0.55766093],-0.145241655276,[-0.67601329 -0.8956905 ],"[[  1.54152116e+01   1.27204533e+00  -2.84287634e-02   4.95322716e-03]
 [  6.40106161e+01   1.21940284e+00   0.00000000e+00   0.00000000e+00]]"
23,[ 1.00969195 -0.25570771],"[-0.86776212 -0.4302672  -1.31026297  0.50832336 -0.24802772  0.02839188
  0.40410728 -0.52287134  0.16902169 -1.09274504  0.        ]",-2.21143,[ 0.06464757  0.80837506],-0.179281129395,[-0.67601329 -0.8956905 ],"[[  1.67224275e+01   1.27385483e+00  -2.84287634e-02   4.95322716e-03]
 [  6.67018010e+01  -1.03119690e+00   0.00000000e+00   0.00000000e+00]]"
24,[ 0.5865494  -0.14347586],"[ 0.82063244 -0.4676095  -1.12060643  0.51944365 -0.24802764  0.02839187
  0.37443103  0.25483142  1.02008194 -0.20331083  0.        ]",-1.33396,[ 0.37313251  0.38002506],-0.197040183298,[-0.67601329 -0.8956905 ],"[[  1.80457816e+01   1.28537034e+00  -2.84287634e-02   4.95322716e-03]
 [  6.56374629e+01   2.17215779e+00   0.00000000e+00   0.00000000e+00]]"
25,[ 0.85617954 -0.9184922 ],"[ 1.06707035 -0.65727362  0.653628    0.5688643  -0.24802756  0.02839186
  0.37942628  0.60530599  0.38254571  0.86066494  0.        ]",-1.39024,[ 1.29479717 -0.64319528],-0.171977394733,[-0.67601329 -0.8956905 ],"[[  1.93603270e+01   1.34329827e+00  -2.84287634e-02   4.95322716e-03]
 [  6.58166230e+01   3.61576170e+00   0.00000000e+00   0.00000000e+00]]"
26,[ 1.10356414 -0.68179679],"[-0.52392867 -0.80923761  1.34548647  0.60019263 -0.24802747  0.02839185
  0.45350569 -0.03516464 -0.73692561  0.43880627  0.        ]",-1.12026,[ 0.29938715 -0.71266756],-0.135115178503,[-0.67601329 -0.8956905 ],"[[  2.07033192e+01   1.38914743e+00  -2.84287634e-02   4.95322716e-03]
 [  6.84734967e+01   9.77667193e-01   0.00000000e+00   0.00000000e+00]]"
