timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 2.70962334  1.10051763],"[ 1.2512615   2.09480576  0.00337815 -2.63337138 -0.96791327  0.37971698
 -1.55368376 -0.27807408  1.75404116 -0.21393184  0.        ]",-3.78259,[ 2.84261371  1.37616754],-0.321603413023,[-0.82197201 -0.96169496],"[[ 0.05070705  0.06698384 -0.11132121  0.04541184]
 [-0.00112773 -0.00158429  0.          0.        ]]"
1,[ 2.47564197  0.86511862],"[ 1.24739848  2.08253383  0.06135032 -2.49502364 -0.96791281  0.37971688
 -1.44132039  0.68012291  1.74450819 -0.13781608  0.        ]",-3.73359,[ 2.90355689  1.24115859],-0.319132159029,[-0.82197201 -0.96169496],"[[ 0.09035988  0.10666488 -0.11132121  0.04541184]
 [ 3.95325347  3.95650146  0.          0.        ]]"
2,[ 2.1729393   0.61723793],"[ 1.22315485  2.01313775  0.23222003 -2.08774245 -0.96791235  0.37971677
 -1.33117601  1.61935186  1.68787641  0.08195941  0.        ]",-2.95393,[ 1.67956459  0.95196518],-0.309749334553,[-0.82197201 -0.96169496],"[[ 0.20831658  0.22472159 -0.11132121  0.04541184]
 [ 7.82954874  7.83623916  0.          0.        ]]"
3,[ 1.7935189   0.28997067],"[ 1.1422906   1.79622696  0.50396436 -1.44791506 -0.96791189  0.37971666
 -1.22319591  2.49392698  1.51002363  0.40214511  0.        ]",-2.01432,[ 2.18366371  0.58673999],-0.288041641243,[-0.82197201 -0.96169496],"[[  0.40303426   0.41769376  -0.11132121   0.04541184]
 [ 11.62968223  11.44892102   0.           0.        ]]"
4,[ 1.3065654  -0.22118211],"[ 0.95165041  1.33703802  0.84274628 -0.70063761 -0.96791143  0.37971656
 -1.11730961  3.00105001  1.14116756  0.70339434  0.        ]",-0.919854,[ 0.21398811  0.20659282],-0.247865813553,[-0.82197201 -0.96169496],"[[  0.6730145    0.66769083  -0.11132121   0.04541184]
 [ 15.35613359  13.54375995   0.           0.        ]]"
5,[ 0.94715077 -0.96980822],"[ 0.63432972  0.62828538  1.15092787 -0.03294845 -0.96791096  0.37971645
 -1.10183399  3.13393354  0.63915652  0.80587038  0.        ]",-0.757586,[ 1.77347653 -0.47062495],-0.190338351709,[-0.82197201 -0.96169496],"[[  0.98560022   0.94407418  -0.11132121   0.04541184]
 [ 15.90074858  14.09270682   0.           0.        ]]"
6,[ 0.73977721 -1.88330674],"[ 0.18679668 -0.1856214   1.35601798  0.3998841  -0.9679105   0.37971634
 -0.99825699  2.61473165  0.14853448  0.64134994  0.        ]",-0.279716,[ 0.54622688 -1.80437041],-0.121706259183,[-0.82197201 -0.96169496],"[[  1.3401877    1.2044107   -0.11132121   0.04541184]
 [ 19.54593334  11.94801545   0.           0.        ]]"
7,[ 0.78732353 -2.16337347],"[-0.37405289 -0.86137647  1.37162119  0.58198822 -0.96791004  0.37971623
 -0.94774095  1.59839117 -0.19663844  0.26751076  0.        ]",-1.01078,[ 1.0305234 -1.7917868],-0.0545790076198,[-0.82197201 -0.96169496],"[[  1.74894504   1.40124876  -0.11132121   0.04541184]
 [ 21.3237369    7.74972955   0.           0.        ]]"
8,[ 1.01178098 -1.8653934 ],"[-0.9546729  -1.26401965  1.10463978  0.62671402 -0.96790958  0.37971613
 -0.84722283  0.60197078 -0.33426614 -0.20458321  0.        ]",-1.43751,[ 1.47844459 -2.21849379],-0.0477777560566,[-0.82197201 -0.96169496],"[[  2.21091429   1.51494717  -0.11132121   0.04541184]
 [ 24.86127442   3.6337229    0.           0.        ]]"
9,[ 1.41104102 -1.16228843],"[-1.40289016 -1.37870493  0.49806999  0.63119098 -0.96790911  0.37971602
 -0.74871808 -0.37489126 -0.25182141 -0.69546007  0.        ]",-2.14922,[ 1.824829   -0.71932697],-0.110023985287,[-0.82197201 -0.96169496],"[[  2.74292365   1.54713628  -0.11132121   0.04541184]
 [ 28.32795746  -0.40149288   0.           0.        ]]"
