timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 2.27486539  1.57615209],"[ 1.23140442  1.86007598 -0.10813815 -2.92112121  1.4636678  -1.46884895
 -1.3441418  -0.27925326  0.11434702  0.86244487  0.        ]",-3.21816,[ 3.40728028  1.8083326 ],-0.154761267021,[-0.5330286  -0.81898129],"[[-0.03552161 -0.09850637  0.16868946 -0.16768301]
 [-0.00160685 -0.00381964  0.          0.        ]]"
1,[ 2.15553045  1.41958106],"[ 1.23226248  1.86974436 -0.04985858 -2.79301395  1.46366586 -1.46884699
 -1.23497325  0.67913783  0.11946929  0.93981276  0.        ]",-3.43437,[ 2.53725483  1.53457171],-0.167211765155,[-0.5330286  -0.81898129],"[[ 0.0041217  -0.05886956  0.16868946 -0.16768301]
 [ 3.95277358  3.95431449  0.          0.        ]]"
2,[ 2.01369262  1.2766397 ],"[ 1.22199772  1.86969058  0.12312141 -2.41062914  1.46366392 -1.46884503
 -1.12796337  1.61855894  0.10568277  1.17004503  0.        ]",-3.69442,[ 1.17415367  1.13536234],-0.203407080924,[-0.5330286  -0.81898129],"[[ 0.12206805  0.05914398  0.16868946 -0.16768301]
 [ 7.82896924  7.83411069  0.          0.        ]]"
3,[ 1.84040749  1.01313365],"[ 1.16356779  1.77552365  0.40210262 -1.7876727   1.46366198 -1.46884308
 -1.02306311  2.53936878 -0.00945359  1.52865775  0.        ]",-2.82114,[ 2.30063859  0.72184935],-0.258948646209,[-0.5330286  -0.81898129],"[[  0.31677099   0.25398264   0.16868946  -0.16768301]
 [ 11.62875554  11.63706812   0.           0.        ]]"
4,[ 1.65302956  0.31554577],"[ 1.00132896  1.47538754  0.75813684 -1.01090254  1.46366004 -1.46884112
 -0.92020378  3.17522689 -0.32474746  1.91316538  0.        ]",-2.41396,[ 2.14463976  0.59016089],-0.323023184266,[-0.5330286  -0.81898129],"[[  0.58672686   0.51307341   0.16868946  -0.16768301]
 [ 15.35461915  14.26321554   0.           0.        ]]"
5,[ 1.37847209 -1.55185544],"[ 0.67640052  0.89101829  1.12318096 -0.23425585  1.4636581  -1.46883916
 -0.81933249  3.67214469 -0.86372193  2.12776942  0.        ]",-1.56738,[ 1.1601304  -1.84370989],-0.378591663313,[-0.5330286  -0.81898129],"[[  0.93047638   0.81893056   0.16868946  -0.16768301]
 [ 19.00847443  16.31558043   0.           0.        ]]"
6,[ 1.21298051 -2.11837912],"[ 0.15837683  0.1726185   1.3776589   0.29032784  1.46365616 -1.46883721
 -0.72037248  2.63456144 -1.45851699  2.00108865  0.        ]",-1.29034,[ 2.0604334 -1.6360105],-0.407335331329,[-0.5330286  -0.81898129],"[[  1.34661155   1.10224833   0.16868946  -0.16768301]
 [ 22.59310058  12.03037193   0.           0.        ]]"
7,[ 1.17003024 -2.14197493],"[-0.50751286 -0.40099635  1.36391982  0.52220136  1.46365422 -1.46883525
 -0.62337987  1.61736573 -1.88495889  1.57012762  0.        ]",-1.22423,[ 1.70711177 -1.63169267],-0.40382008004,[-0.5330286  -0.81898129],"[[  1.83372524   1.30070652   0.16868946  -0.16768301]
 [ 26.10646437   7.8293277    0.           0.        ]]"
8,[ 1.05696881 -1.66535616],"[-1.15786    -0.75058661  0.94762183  0.600954    1.46365228 -1.46883329
 -0.52832782  0.62012881 -2.02218163  0.97657106  0.        ]",-1.27085,[ 0.12804882 -1.79876008],-0.368869731503,[-0.5330286  -0.81898129],"[[  2.39040148   1.41597089   0.16868946  -0.16768301]
 [ 29.54953691   3.71070248   0.           0.        ]]"
9,[ 0.84499788 -0.873878  ],"[-1.51163408 -0.85424224  0.17973868  0.61598428  1.46365034 -1.46883134
 -0.53044517 -0.35729012 -1.84633657  0.42547974  0.        ]",-1.31381,[ 1.38974826 -0.6726054 ],-0.308067082327,[-0.5330286  -0.81898129],"[[  2.98062449   1.44968263   0.16868946  -0.16768301]
 [ 29.47282954  -0.32607483   0.           0.        ]]"
10,[ 0.69259489 -0.24948326],"[-1.3845037  -0.75207835 -0.71178247  0.60119622  1.4636484  -1.46882938
 -0.43729214 -1.00174747 -1.42222961  0.05938396  0.        ]",-1.41515,[ 0.51585275  0.181809  ],-0.225583752944,[-0.5330286  -0.81898129],"[[  3.60393759   1.41645758   0.16868946  -0.16768301]
 [ 32.84711403  -2.98771022   0.           0.        ]]"
11,[ 0.15934069 -0.20961493],"[-0.73372154 -0.59331906 -1.38777373  0.57096941  1.46364646 -1.46882742
 -0.39890282 -0.81435127 -0.83244203  0.01539105  0.        ]",-1.54301,[-0.35035675  0.49674999],-0.123585476487,[-0.5330286  -0.81898129],"[[  4.27483167   1.36446929   0.16868946  -0.16768301]
 [ 34.23768675  -2.21375958   0.           0.        ]]"
12,[-0.22418433 -0.24634108],"[ 0.16147084 -0.52014798 -1.4887474   0.55401004  1.46364452 -1.46882547
 -0.45590045 -0.32850916 -0.32902309  0.37491759  0.        ]",-1.32653,[-0.71669236 -0.59894979],-0.0786429083176,[-0.5330286  -0.81898129],"[[  4.93886928   1.34032539   0.16868946  -0.16768301]
 [ 32.17304856  -0.20721522   0.           0.        ]]"
13,[ 0.14165916  0.61196715],"[ 0.87513041 -0.43601805 -1.04269264  0.53209592  1.46364258 -1.46882351
 -0.55176364 -0.90250334 -0.13258927  0.93051837  0.        ]",-1.32231,[ 1.10597894  0.1530379 ],-0.160571872494,[-0.5330286  -0.81898129],"[[  5.54749071   1.31239435   0.16868946  -0.16768301]
 [ 28.70057829  -2.57783333   0.           0.        ]]"
14,[ 0.61892301  0.72958589],"[ 1.22103203 -0.30177599 -0.24315488  0.49164555  1.46364064 -1.46882156
 -0.45821638 -0.74454581 -0.25542372  1.50798154  0.        ]",-1.61085,[-0.24488091  0.94051003],-0.25596732723,[-0.5330286  -0.81898129],"[[  6.15550069   1.26738449   0.16868946  -0.16768301]
 [ 32.08913804  -1.92546547   0.           0.        ]]"
15,[ 0.99271405  0.00988102],"[ 1.0645535  -0.29940665  0.64642655  0.49086959  1.4636387  -1.4688196
 -0.50251952  0.16549394 -0.71031104  1.92737791  0.        ]",-1.30111,[ 1.31257946 -1.18957148],-0.339101163013,[-0.5330286  -0.81898129],"[[  6.78118029   1.26658469   0.16868946  -0.16768301]
 [ 30.48433369   1.83302855   0.           0.        ]]"
16,[ 1.51715398  0.59802186],"[ 0.42635411 -0.28910226  1.28093472  0.48747031  1.46363676 -1.46881764
 -0.40990343 -0.80325269 -1.32746195  1.98338688  0.        ]",-1.39087,[ 2.30360177  0.66817733],-0.39249623389,[-0.5330286  -0.81898129],"[[  7.42452881   1.26310384   0.16868946  -0.16768301]
 [ 33.83916225  -2.16792716   0.           0.        ]]"
17,[ 1.50844097  0.02737191],"[-0.5306263  -0.24058843  1.35706518  0.47091021  1.46363482 -1.46881569
 -0.31916913 -0.15370387 -1.89405117  1.59196342  0.        ]",-1.33836,[ 1.43121858 -0.60413165],-0.407351047436,[-0.5330286  -0.81898129],"[[  8.13428696   1.24666282   0.16868946  -0.16768301]
 [ 37.12582765   0.5147288    0.           0.        ]]"
18,[ 1.33055127  0.37819666],"[-1.34994183 -0.19984942  0.66910304  0.45628657  1.46363288 -1.46881373
 -0.23019643 -0.73705107 -2.08152092  0.83343079  0.        ]",-1.54534,[ 1.24381356  0.67844182],-0.368214372673,[-0.5330286  -0.81898129],"[[  8.90914074   1.23278634   0.16868946  -0.16768301]
 [ 40.3486832   -1.89451373   0.           0.        ]]"
19,[ 0.57738435 -0.43098113],"[-1.45806664 -0.16874938 -0.52266564  0.44467584  1.46363094 -1.46881177
 -0.14301775 -0.07944872 -1.66273445  0.10664527  0.        ]",-1.45418,[ 1.70690814  0.37329597],-0.267603574419,[-0.5330286  -0.81898129],"[[  9.74779677   1.22214749   0.16868946  -0.16768301]
 [ 43.50655404   0.82140204   0.           0.        ]]"
20,[-0.12285116 -0.73744655],"[-0.6176651  -0.2597101  -1.43886896  0.4775468   1.463629   -1.46880982
 -0.05753393  0.27230967 -0.79161587 -0.01676374  0.        ]",-1.26635,[-0.06091046 -0.58503106],-0.116192420854,[-0.5330286  -0.81898129],"[[ 10.64899466   1.25315369   0.16868946  -0.16768301]
 [ 46.60303209   2.27417383   0.           0.        ]]"
21,[-0.03865975  0.16207469],"[ 0.6010012  -0.3239413  -1.2907887   0.49879622  1.46362706 -1.46880786
 -0.089616   -0.30153427 -0.16898422  0.64475414  0.        ]",-1.42082,[-0.51129654  0.06006226],-0.114203131903,[-0.5330286  -0.81898129],"[[ 11.56939713   1.27485765   0.16868946  -0.16768301]
 [ 45.44092284  -0.09581621   0.           0.        ]]"
22,[ 0.54901731  0.37212637],"[ 1.22275633 -0.32516921 -0.22825763  0.49918668  1.46362512 -1.4688059
 -0.17029305 -0.24526617 -0.26523137  1.51918868  0.        ]",-1.43986,[-0.13912463 -0.22950518],-0.257952193018,[-0.5330286  -0.81898129],"[[ 12.44889447   1.27527118   0.16868946  -0.16768301]
 [ 42.51855934   0.1365719    0.           0.        ]]"
23,[ 1.21644306  0.37261128],"[ 0.89051824 -0.30593254  0.91244128  0.49299931  1.46362318 -1.46880395
 -0.20871262 -0.46763016 -0.91876934  1.9930354   0.        ]",-1.41278,[ 2.10908907  1.13927991],-0.361489746457,[-0.5330286  -0.81898129],"[[ 13.2853031    1.2687875    0.16868946  -0.16768301]
 [ 41.12688633  -0.78179707   0.           0.        ]]"
24,[ 1.35408545 -0.80509436],"[-0.15165109 -0.37782108  1.41444907  0.51539611  1.46362124 -1.46880199
 -0.12194713  0.49284093 -1.71151034  1.76961623  0.        ]",-1.35085,[ 1.44301032 -0.69194732],-0.405056031954,[-0.5330286  -0.81898129],"[[ 14.13937187   1.29295333   0.16868946  -0.16768301]
 [ 44.26978384   3.18496857   0.           0.        ]]"
25,[ 1.19822061 -0.45706907],"[-1.24600523 -0.4842677   0.8365776   0.5449798   1.4636193  -1.46880004
 -0.03684713 -0.18812073 -2.05464561  0.92431206  0.        ]",-1.41408,[ 1.17086812 -0.29429167],-0.370110118475,[-0.5330286  -0.81898129],"[[ 15.05569769   1.32843719   0.16868946  -0.16768301]
 [ 47.35235276   0.37258402   0.           0.        ]]"
26,[ 0.62614357 -0.44797119],"[-1.45715667 -0.47095581 -0.52554843  0.54151018  1.46361736 -1.46879808
  0.04653773 -0.47465054 -1.59611701  0.10728035  0.        ]",-1.5409,[ 0.54464416  0.44687043],-0.256179069991,[-0.5330286  -0.81898129],"[[ 16.0330506    1.32401775   0.16868946  -0.16768301]
 [ 50.37279407  -0.81078992   0.           0.        ]]"
27,[-0.16659021 -0.68978417],"[-0.45888525 -0.47573483 -1.48869667  0.54276298  1.46361542 -1.46879612
  0.07851252 -0.04503712 -0.65906442  0.07153243  0.        ]",-1.30991,[-1.01858503 -0.94075157],-0.095352416678,[-0.5330286  -0.81898129],"[[ 17.05212596   1.32560502   0.16868946  -0.16768301]
 [ 51.53101432   0.96352007   0.           0.        ]]"
28,[ 0.11905755  0.61740726],"[ 0.79675193 -0.42048572 -1.12769887  0.52776036  1.46361348 -1.46879417
 -0.05886678 -0.95376266 -0.13752242  0.84514551  0.        ]",-1.53592,[-0.40105192  0.77264086],-0.146646824809,[-0.5330286  -0.81898129],"[[ 18.0328202    1.30721629   0.16868946  -0.16768301]
 [ 46.55474194  -2.78953203   0.           0.        ]]"
29,[ 0.70213592  0.29186374],"[ 1.22678676 -0.34693805  0.07503449  0.5060153   1.46361154 -1.46879221
 -0.12814063 -0.20156063 -0.39336774  1.68877644  0.        ]",-1.38151,[-0.03031128 -0.64454047],-0.288331502182,[-0.5330286  -0.81898129],"[[ 18.93873648   1.28259353   0.16868946  -0.16768301]
 [ 44.04544396   0.31707217   0.           0.        ]]"
30,[ 1.4203856   0.58865428],"[ 0.6431907  -0.28935038  1.14872091  0.48754969  1.4636096  -1.46879025
 -0.1555031  -0.82287188 -1.15152943  2.01072511  0.        ]",-1.46761,[ 1.79079375  1.23251641],-0.381196450493,[-0.5330286  -0.81898129],"[[ 19.80970236   1.26318853   0.16868946  -0.16768301]
 [ 43.05429573  -2.24895309   0.           0.        ]]"
31,[ 1.42393517 -0.34249535],"[-0.53231441 -0.27488651  1.35654562  0.48271011  1.46360766 -1.4687883
 -0.06980599  0.14447926 -1.89504753  1.58304788  0.        ]",-1.2892,[ 1.12835078 -1.15775524],-0.406526321324,[-0.5330286  -0.81898129],"[[ 20.7019311    1.25829621   0.16868946  -0.16768301]
 [ 46.15848526   1.74621834   0.           0.        ]]"
32,[ 1.24271083  0.3016617 ],"[-1.45249538 -0.25939104  0.4281813   0.47743473  1.46360572 -1.46878634
  0.01424739 -0.82507563 -2.03151319  0.6409344   0.        ]",-1.42857,[ 1.79091336  0.30565958],-0.348863274907,[-0.5330286  -0.81898129],"[[ 21.65565138   1.25304636   0.16868946  -0.16768301]
 [ 49.20313417  -2.25805509   0.           0.        ]]"
33,[ 0.49349505 -0.07077545],"[-1.22364737 -0.16355035 -0.97875638  0.442694    1.46360378 -1.46878439
  0.09658698 -0.52392607 -1.34254893 -0.04757245  0.        ]",-1.38131,[ 1.06179772  0.01162378],-0.211102974719,[-0.5330286  -0.81898129],"[[ 22.66963839   1.22036609   0.16868946  -0.16768301]
 [ 52.18570507  -1.01430586   0.           0.        ]]"
34,[ 0.08923563  0.29734445],"[ 0.09962794 -0.10618888 -1.50234308  0.42012534  1.46360184 -1.46878243
  0.1773112  -0.51092176 -0.3663732   0.24511019  0.        ]",-1.4039,[ 0.25069453  0.56023436],-0.064679990667,[-0.5330286  -0.81898129],"[[ 23.74269049   1.20062082   0.16868946  -0.16768301]
 [ 55.10976267  -0.96059906   0.           0.        ]]"
35,[ 0.50765866  0.38480517],"[ 1.17506907 -0.11520429 -0.47475532  0.42376189  1.4635999  -1.46878047
  0.1745827   0.02784334 -0.15227728  1.33341438  0.        ]",-1.45139,[ 0.74388054  0.97051168],-0.226444657081,[-0.5330286  -0.81898129],"[[ 24.84389245   1.20373398   0.16868946  -0.16768301]
 [ 55.01093163   1.26450435   0.           0.        ]]"
36,[ 1.06646907 -1.10673058],"[ 0.78333225 -0.30122151  1.02909999  0.4914596   1.46359796 -1.46877852
  0.2258137   0.94904249 -1.02586067  2.00811779  0.        ]",-1.27142,[ 1.46563348 -1.71349995],-0.371174215958,[-0.5330286  -0.81898129],"[[ 25.96272677   1.26719832   0.16868946  -0.16768301]
 [ 56.86666253   5.06906436   0.           0.        ]]"
37,[ 1.36595631 -0.52852058],"[-0.71792531 -0.4820406   1.28366717  0.54440128  1.46359602 -1.46877656
  0.30406348 -0.03759041 -1.96273697  1.41006287  0.        ]",-1.3794,[ 1.89887795 -0.16986434],-0.397818333179,[-0.5330286  -0.81898129],"[[ 27.12850203   1.32769846   0.16868946  -0.16768301]
 [ 59.70108795   0.99426588   0.           0.        ]]"
38,[ 0.66286671 -0.76513898],"[-1.52549151 -0.52060241 -0.16763276  0.55411556  1.46359408 -1.4687746
  0.38071227 -0.20917004 -1.77262928  0.26222103  0.        ]",-1.22421,[ 0.45698049 -1.25306463],-0.289896194682,[-0.5330286  -0.81898129],"[[ 28.35038117   1.34047637   0.16868946  -0.16768301]
 [ 62.47752166   0.28564116   0.           0.        ]]"
