timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[-0.0612226   1.02417469],"[ 1.05335363  1.12959513  0.03969786 -1.11402362 -0.34034643  0.68591972
 -0.2249979  -0.16156764  1.18002175 -0.61012046  0.        ]",-6.82068,[-0.88931053  1.76310486],-0.265643500655,[-0.05949663 -0.26891205],"[[-0.05916018 -0.02757113 -0.03808652  0.08105328]
 [-0.00305679 -0.00368927  0.          0.        ]]"
1,[-0.06699605  0.83150494],"[ 1.0495422   1.13006866 -0.01455189 -1.03357441 -0.34034528  0.68591668
 -0.52440438  0.50288192  1.17863119 -0.63002363  0.        ]",-1.30642,[ 1.55257569 -0.4510523 ],-0.266553495428,[-0.05949663 -0.26891205],"[[-0.09453334  0.0120974  -0.03808652  0.08105328]
 [-3.52253511  3.95733606  0.          0.        ]]"
2,[-0.05805923  0.92629319],"[ 1.04493148  1.12605317 -0.06050368 -0.91115054 -0.34034414  0.68591363
 -0.18188032  0.18988269  1.17799895 -0.62779211  0.        ]",-5.09,[-0.6024474   1.16547157],-0.266328977818,[-0.05949663 -0.26891205],"[[-0.1245872   0.07252298 -0.03808652  0.08105328]
 [ 0.50374125  2.09144701  0.          0.        ]]"
3,[-0.04695462  0.50274611],"[ 1.0423605   1.11168627 -0.0817795  -0.7476643  -0.34034299  0.68591059
 -0.38560043  0.84730133  1.17771491 -0.58863088  0.        ]",-2.28423,[ 0.3520714   0.13185743],-0.264106300583,[-0.05949663 -0.26891205],"[[-0.13853904  0.15367364 -0.03808652  0.08105328]
 [-1.89094548  6.01055314  0.          0.        ]]"
4,[-0.03327585  0.32730579],"[ 1.03743076  1.06998062 -0.11747634 -0.50167761 -0.34034185  0.68590754
 -0.26394275  0.91482434  1.17127667 -0.53170649  0.        ]",-0.888097,[ 0.39781132 -0.73302851],-0.260132891885,[-0.05949663 -0.26891205],"[[-0.16201005  0.27792364 -0.03808652  0.08105328]
 [-0.46090824  6.41310903  0.          0.        ]]"
5,[-0.04431547  0.60878158],"[ 1.03890198  1.02071814 -0.1073372  -0.31379034 -0.3403407   0.6859045
 -0.12918518  0.40653632  1.1604113  -0.45355686  0.        ]",-3.44084,[-1.51284664  0.1909404 ],-0.254746012137,[-0.05949663 -0.26891205],"[[-0.15533519  0.37578428 -0.03808652  0.08105328]
 [ 1.12311476  3.38305632  0.          0.        ]]"
6,[-0.03365757  0.44826847],"[ 1.03490114  0.97376392 -0.13382643 -0.17527194 -0.34033955  0.68590146
 -0.46764468  0.5223707   1.14945687 -0.42506956  0.        ]",-2.69166,[-0.71353007  0.42328146],-0.251771323924,[-0.05949663 -0.26891205],"[[-0.17279003  0.45037388 -0.03808652  0.08105328]
 [-2.85536577  4.07359093  0.          0.        ]]"
7,[ 0.00248636  0.12883614],"[ 1.00950699  0.90060572 -0.2613277  -0.00174576 -0.34033841  0.68589841
 -0.70303226  0.79015036  1.13631254 -0.47040703  0.        ]",-0.74833,[ 0.2510434  -0.36320138],-0.251640392769,[-0.05949663 -0.26891205],"[[-0.25765853  0.5478624  -0.03808652  0.08105328]
 [-5.62228623  5.66992342  0.          0.        ]]"
8,[ 0.0209829   0.22547938],"[ 0.96642038  0.81440451 -0.40983126  0.16231557 -0.34033726  0.68589537
 -0.60903514  0.52999753  1.11860544 -0.53574889  0.        ]",-0.339338,[-0.56828164 -1.09408824],-0.252018230704,[-0.05949663 -0.26891205],"[[-0.35901884  0.64570082 -0.03808652  0.08105328]
 [-4.51742042  4.11909367  0.          0.        ]]"
9,[ 0.03664207  0.7032311 ],"[ 0.90317707  0.77382721 -0.56740463  0.22900327 -0.34033611  0.68589232
 -0.79258355 -0.14779302  1.10312121 -0.65117067  0.        ]",-4.15646,[-1.79212201  1.02374811],-0.256159399903,[-0.05949663 -0.26891205],"[[-0.47101479  0.68754331 -0.03808652  0.08105328]
 [-6.67499418  0.07860537  0.          0.        ]]"
