timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 2.65674615  1.2502532 ],"[ 1.24618444  2.10226696  0.0490423  -2.85921619 -0.65914958 -0.16829902
 -1.51342274 -0.28411776  1.5574634   0.16444791  0.        ]",-5.33956,[ 2.76339303  1.46619854],-0.28843960864,[-0.76159781 -0.93682653],"[[ 0.08069567  0.0020484  -0.0768012  -0.01951538]
 [-0.00326176  0.0046299   0.          0.        ]]"
1,[ 2.36536908  1.07949984],"[ 1.24069133  2.09933596  0.10682046 -2.72173026 -0.65914932 -0.16829897
 -1.40157724  0.66101213  1.54894034  0.24146914  0.        ]",-5.29128,[ 2.60438869  1.20564805],-0.288869096008,[-0.76159781 -0.93682653],"[[ 0.12030615  0.04185248 -0.0768012  -0.01951538]
 [ 3.95114932  3.96259143  0.          0.        ]]"
2,[ 2.13518643  0.91849506],"[ 1.2116498   2.05944401  0.27683241 -2.31574278 -0.65914906 -0.16829893
 -1.29194161  1.5874336   1.49498134  0.46449715  0.        ]",-4.29145,[ 3.11621065  0.15687571],-0.28841769896,[-0.76159781 -0.93682653],"[[ 0.23822077  0.1600298  -0.0768012  -0.01951538]
 [ 7.82743562  7.84221173  0.          0.        ]]"
3,[ 1.93366253  0.87540966],"[ 1.12318412  1.93050723  0.54592646 -1.7744392  -0.65914879 -0.16829888
 -1.18443094  1.698315    1.33402151  0.77637122  0.        ]",-4.10957,[ 2.3564835   1.38243189],-0.282992359571,[-0.76159781 -0.93682653],"[[  0.43290716   0.32153316  -0.0768012   -0.01951538]
 [ 11.62859736   8.30656225   0.           0.        ]]"
4,[ 1.63899517  0.42915595],"[ 0.92313024  1.6496763   0.878577   -1.13244163 -0.65914853 -0.16829883
 -1.07906594  2.60415033  0.99794568  1.08787722  0.        ]",-2.68603,[ 1.67465904  0.40078338],-0.267144787507,[-0.76159781 -0.93682653],"[[  0.70285452   0.52572553  -0.0768012   -0.01951538]
 [ 15.35390156  12.09999376   0.           0.        ]]"
5,[ 1.29550648 -0.18632367],"[ 0.56037611  1.13050022  1.20013666 -0.43347431 -0.65914827 -0.16829878
 -0.97572779  2.92539883  0.46730302  1.23881931  0.        ]",-1.79785,[ 2.6608033 -0.4309689],-0.234362154099,[-0.76159781 -0.93682653],"[[  1.04658851   0.78122441  -0.0768012   -0.01951538]
 [ 19.00754787  13.44533549   0.           0.        ]]"
6,[ 1.05663311 -0.77178836],"[ 0.01773179  0.47527324  1.38845084  0.09620932 -0.659148   -0.16829873
 -0.87437627  2.45372738 -0.10901596  1.07323579  0.        ]",-0.760949,[ 1.2958342  -0.52879226],-0.185378725828,[-0.76159781 -0.93682653],"[[  1.46269204e+00   1.03031406e+00  -7.68012027e-02  -1.95153753e-02]
 [  2.25909575e+01   1.14701082e+01   0.00000000e+00   0.00000000e+00]]"
7,[ 0.8960855  -1.58455634],"[-0.64268583 -0.14927704  1.29298443  0.39730002 -0.65914774 -0.16829869
 -0.77501875  1.8987411  -0.516728    0.59743876  0.        ]",-0.662086,[ 1.14594686 -1.37605546],-0.128345341588,[-0.76159781 -0.93682653],"[[  1.94975720e+00   1.23639857e+00  -7.68012027e-02  -1.95153753e-02]
 [  2.61038695e+01   9.14596518e+00   0.00000000e+00   0.00000000e+00]]"
8,[ 0.97883117 -1.38307261],"[-1.2438736  -0.60620541  0.80078886  0.52448781 -0.65914748 -0.16829864
 -0.67762579  0.90902795 -0.60205585 -0.03229367  0.        ]",-0.853746,[ 1.01755232 -1.09568865],-0.0848545026536,[-0.76159781 -0.93682653],"[[  2.50638530e+00   1.37773421e+00  -7.68012027e-02  -1.95153753e-02]
 [  2.95473236e+01   5.00127603e+00   0.00000000e+00   0.00000000e+00]]"
9,[ 1.12824225 -0.84624374],"[-1.51337076 -0.8021295  -0.0538926   0.55779373 -0.65914722 -0.16829859
 -0.58218774 -0.06129203 -0.33572169 -0.59925374  0.        ]",-1.21664,[ 1.4254963  -0.69474803],-0.096530689183,[-0.76159781 -0.93682653],"[[  3.13118935e+00   1.43699102e+00  -7.68012027e-02  -1.95153753e-02]
 [  3.29216609e+01   9.37799250e-01   0.00000000e+00   0.00000000e+00]]"
