timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 3.51183319  1.15121472],"[ 1.22737933  1.86076612  0.05254893 -2.69756892  1.3615488   0.47730495
 -1.33476682 -0.27663838  0.18568641 -0.31930601  0.        ]",-2.12628,[ 3.16398341  0.99579021],-0.0685033780702,[-0.52218235 -0.81894642],"[[ 0.07322472 -0.03416351  0.15680449  0.05520358]
 [-0.00194925  0.00456406  0.          0.        ]]"
1,[ 3.26020336  0.97538477],"[ 1.22229343  1.8625191   0.11058542 -2.56956357  1.36154712  0.4773047
 -1.22568706  0.6776236   0.17958497 -0.24198432  0.        ]",-2.03576,[ 3.71192803  1.15583271],-0.0603391780646,[-0.52218235 -0.81894642],"[[ 0.11286124  0.00547202  0.15680449  0.05520358]
 [ 3.9524401   3.94585879  0.          0.        ]]"
2,[ 2.99536467  0.80219668],"[ 1.19446277  1.83909957  0.28138345 -2.18993777  1.36154545  0.47730444
 -1.11876334  1.61703217  0.13282105 -0.01689543  0.        ]",-1.73091,[ 2.48708571  0.47850694],-0.0441047455553,[-0.52218235 -0.81894642],"[[ 0.23080123  0.12331805  0.15680449  0.05520358]
 [ 7.82867651  7.82581373  0.          0.        ]]"
3,[ 2.76225543  0.68705523],"[ 1.1079491   1.72704557  0.55202449 -1.64114776  1.36154377  0.47730419
 -1.01392532  2.03788099 -0.02329796  0.30766598  0.        ]",-1.47674,[ 3.02623507  0.5632742 ],-0.0611788209904,[-0.52218235 -0.81894642],"[[  0.42550698   0.29727448   0.15680449   0.05520358]
 [ 11.6293081    9.56402308   0.           0.        ]]"
4,[ 2.50091267  0.35953212],"[ 0.91038291  1.47087549  0.88729058 -1.01324899  1.3615421   0.47730394
 -0.91114838  2.53162268 -0.35592831  0.63048981  0.        ]",-1.33416,[ 2.75608786  0.42923817],-0.118738460024,[-0.52218235 -0.81894642],"[[  0.695475     0.50901618   0.15680449   0.05520358]
 [ 15.35522606  11.60331223   0.           0.        ]]"
5,[ 2.16591334 -0.57334042],"[ 0.55017486  1.02131695  1.2126999  -0.3719232   1.36154042  0.47730369
 -0.8103707   2.88700542 -0.87711738  0.79375531  0.        ]",-1.12239,[ 1.34432934 -0.81903266],-0.190159959204,[-0.52218235 -0.81894642],"[[  1.03923354   0.75581064   0.15680449   0.05520358]
 [ 19.00867008  13.07116816   0.           0.        ]]"
6,[ 2.03764105 -0.76952803],"[ 0.00931091  0.4886229   1.40584037  0.09890351  1.36153875  0.47730343
 -0.71152206  2.03853181 -1.4481512   0.65357958  0.        ]",-1.35636,[ 2.37380779 -0.74426887],-0.256517620831,[-0.52218235 -0.81894642],"[[  1.4553614    0.98207451   0.15680449   0.05520358]
 [ 22.59218522   9.56679538   0.           0.        ]]"
7,[ 2.02796578 -0.78619909],"[-0.65117146  0.05781163  1.31522252  0.35011884  1.36153707  0.47730318
 -0.61463574  1.27837349 -1.87587028  0.21847244  0.        ]",-1.59406,[ 1.88937229 -0.55382391],-0.306154849798,[-0.52218235 -0.81894642],"[[  1.94244637   1.14191073   0.15680449   0.05520358]
 [ 26.10456331   6.42716813   0.           0.        ]]"
8,[ 1.97292542 -0.87620318],"[-1.25518526 -0.24440651  0.8261962   0.47494716  1.36153539  0.47730293
 -0.51968086  0.71565657 -2.01738752 -0.40634228  0.        ]",-1.90189,[ 1.42334164 -0.56326054],-0.332427258034,[-0.52218235 -0.81894642],"[[  2.49907646   1.24713647   0.15680449   0.05520358]
 [ 29.54692362   4.10301576   0.           0.        ]]"
9,[ 1.98967147 -0.92981029],"[-1.53031147 -0.4183019  -0.02898228  0.53003868  1.36153372  0.47730268
 -0.4266163   0.15482775 -1.78617137 -1.02616262  0.        ]",-1.92327,[ 1.85395624 -0.83889214],-0.328535108387,[-0.52218235 -0.81894642],"[[  3.12386649   1.30595753   0.15680449   0.05520358]
 [ 32.92075613   1.78666052   0.           0.        ]]"
