timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 2.47295189  1.27730548],"[ 1.23364113  1.89327473 -0.02629412 -2.63550604 -0.82790432 -0.07101914
 -1.35772548 -0.28020304  1.65526908  0.01834481  0.        ]",-3.83875,[ 1.67026998  1.24029163],-0.305928621062,[-0.55178154 -0.824974  ],"[[ 0.02099083 -0.00358472 -0.09574038 -0.00776786]
 [ 0.00148967 -0.00493772  0.          0.        ]]"
1,[ 2.24440408  1.13665557],"[ 1.23140116  1.89126329  0.03201779 -2.50641354 -0.82790375 -0.07101911
 -1.24836054  0.67747942  1.65144404  0.09588164  0.        ]",-3.31065,[ 3.20593113  0.81253915],-0.30602094996,[-0.55178154 -0.824974  ],"[[ 0.06069539  0.03602991 -0.09574038 -0.00776786]
 [ 3.9558061   3.95321334  0.          0.        ]]"
2,[ 2.02115679  1.07713091],"[ 1.21195037  1.859782    0.20414702 -2.14781114 -0.82790318 -0.07101908
 -1.14114884  1.43661186  1.61281072  0.31765754  0.        ]",-4.39512,[ 0.5567019   1.25326108],-0.304490854323,[-0.55178154 -0.824974  ],"[[  1.78705046e-01   1.46574125e-01  -9.57403788e-02  -7.76785852e-03]
 [  7.83227620e+00   7.09075235e+00   0.00000000e+00   0.00000000e+00]]"
3,[ 1.83583045  0.90407002],"[ 1.14741027  1.72800683  0.45501086 -1.57788312 -0.82790261 -0.07101906
 -1.08455808  2.36046144  1.47623976  0.63160721  0.        ]",-2.86719,[ 2.3733555   0.88875191],-0.296773652335,[-0.55178154 -0.824974  ],"[[  3.55879391e-01   3.26699967e-01  -9.57403788e-02  -7.76785852e-03]
 [  9.87842275e+00   1.09090958e+01   0.00000000e+00   0.00000000e+00]]"
4,[ 1.59729111  0.55315769],"[ 0.99957063  1.38568009  0.76211872 -0.84315188 -0.82790204 -0.07101903
 -0.98055905  3.15924271  1.16855109  0.95442996  0.        ]",-2.31811,[ 1.84957566  0.5589275 ],-0.276268704818,[-0.55178154 -0.824974  ],"[[  5.91174217e-01   5.78006911e-01  -9.57403788e-02  -7.76785852e-03]
 [  1.36387419e+01   1.42105641e+01   0.00000000e+00   0.00000000e+00]]"
5,[ 1.26731861 -1.05765748],"[ 0.71036597  0.75566447  1.0951828  -0.10857238 -0.82790147 -0.071019
 -0.87856274  3.62615141  0.66369219  1.13162971  0.        ]",-1.39862,[ 1.20571925 -1.40759877],-0.235941648446,[-0.55178154 -0.824974  ],"[[  9.00947997e-01   8.81581696e-01  -9.57403788e-02  -7.76785852e-03]
 [  1.73266528e+01   1.61404188e+01   0.00000000e+00   0.00000000e+00]]"
6,[ 0.96735191 -1.82035184],"[ 0.24390537  0.01227138  1.35268605  0.36605334 -0.8279009  -0.07101897
 -0.77850484  2.59023053  0.11248308  1.01249737  0.        ]",-1.12388,[ 1.55189135 -2.07345057],-0.178692633164,[-0.55178154 -0.824974  ],"[[  1.28377995e+00   1.16143303e+00  -9.57403788e-02  -7.76785852e-03]
 [  2.09444796e+01   1.18588940e+01   0.00000000e+00   0.00000000e+00]]"
7,[ 0.84617442 -1.99367142],"[-0.37720615 -0.56694217  1.39225596  0.56079238 -0.82790033 -0.07101894
 -0.68043674  1.57468494 -0.29615693  0.62870521  0.        ]",-1.0732,[ 1.12489072 -1.50783497],-0.115696595057,[-0.55178154 -0.824974  ],"[[  1.73824750e+00   1.35649863e+00  -9.57403788e-02  -7.76785852e-03]
 [  2.44903637e+01   7.66154784e+00   0.00000000e+00   0.00000000e+00]]"
8,[ 1.00383353 -1.32821715],"[-1.02834467 -0.91218711  1.0745633   0.6182855  -0.82789976 -0.07101891
 -0.5843299   0.57908193 -0.46252435  0.09053619  0.        ]",-1.38698,[ 1.52591328 -0.62855555],-0.0639952667395,[-0.55178154 -0.824974  ],"[[  2.26292171e+00   1.46844437e+00  -9.57403788e-02  -7.76785852e-03]
 [  2.79653357e+01   3.54661604e+00   0.00000000e+00   0.00000000e+00]]"
9,[ 1.21941018 -0.89318955],"[-1.47223265 -1.05300538  0.35641884  0.63002275 -0.82789919 -0.07101888
 -0.49015334 -0.04115026 -0.33293149 -0.46813343  0.        ]",-1.57317,[ 1.74583094 -0.22314444],-0.0772325119366,[-0.55178154 -0.824974  ],"[[  2.85639467e+00   1.51365782e+00  -9.57403788e-02  -7.76785852e-03]
 [  3.13705156e+01   9.83131090e-01   0.00000000e+00   0.00000000e+00]]"
10,[ 1.13329434 -0.83510363],"[-1.43169498 -1.08592685 -0.59651226  0.6318049  -0.82789862 -0.07101885
 -0.39786036 -0.26092753  0.10438284 -0.86778478  0.        ]",-1.552,[ 1.12963954 -0.32504546],-0.138413976267,[-0.55178154 -0.824974  ],"[[  3.51728729e+00   1.52420812e+00  -9.57403788e-02  -7.76785852e-03]
 [  3.47075906e+01   7.47684096e-02   0.00000000e+00   0.00000000e+00]]"
11,[ 0.88276875 -0.45893219],"[-0.77016057 -1.05005799 -1.36897049  0.62984484 -0.82789805 -0.07101882
 -0.30740088 -0.57421366  0.72760796 -0.8904456   0.        ]",-1.49921,[ 1.04821068 -0.29674223],-0.199829504858,[-0.55178154 -0.824974  ],"[[  4.24425659e+00   1.51271360e+00  -9.57403788e-02  -7.76785852e-03]
 [  3.79783716e+01  -1.22007642e+00   0.00000000e+00   0.00000000e+00]]"
12,[ 0.70940357  0.21491989],"[ 0.29208944 -0.93783514 -1.45082353  0.62092061 -0.82789748 -0.07101879
 -0.2187445  -0.85443815  1.24324863 -0.43329208  0.        ]",-1.39363,[ 0.55387272  0.23498187],-0.242710980421,[-0.55178154 -0.824974  ],"[[  5.03598746e+00   1.47669332e+00  -9.57403788e-02  -7.76785852e-03]
 [  4.11839577e+01  -2.37827498e+00   0.00000000e+00   0.00000000e+00]]"
13,[ 0.65668184  0.40401462],"[ 1.11964775 -0.82037014 -0.6427049   0.607014   -0.82789691 -0.07101876
 -0.18068497 -0.61982029  1.29846557  0.32680486  0.        ]",-1.27627,[ 0.87832943  0.02528196],-0.251969713958,[-0.55178154 -0.824974  ],"[[  5.87347329e+00   1.43885791e+00  -9.57403788e-02  -7.76785852e-03]
 [  4.25600905e+01  -1.40857727e+00   0.00000000e+00   0.00000000e+00]]"
14,[ 1.00269341  0.48177853],"[ 1.08550551 -0.73697541  0.60583731  0.59427439 -0.82789634 -0.07101873
 -0.10785887 -0.59097944  0.76127917  0.91106299  0.        ]",-1.40303,[ 0.35283117  0.91954104],-0.218681436813,[-0.55178154 -0.824974  ],"[[  6.75109487e+00   1.41188396e+00  -9.57403788e-02  -7.76785852e-03]
 [  4.51932933e+01  -1.28937652e+00   0.00000000e+00   0.00000000e+00]]"
15,[ 1.02222943 -0.6539439 ],"[ 0.11918444 -0.77066697  1.38524425  0.59970949 -0.82789577 -0.07101871
 -0.09398853  0.29397193 -0.05147617  0.82002909  0.        ]",-1.16151,[ 1.52860459 -0.97860098],-0.143237583001,[-0.55178154 -0.824974  ],"[[  7.65999011e+00   1.42279460e+00  -9.57403788e-02  -7.76785852e-03]
 [  4.56948077e+01   2.36821494e+00   0.00000000e+00   0.00000000e+00]]"
16,[ 1.40906632  0.12280945],"[-1.08892151 -0.7951456   1.01785549  0.60341256 -0.8278952  -0.07101868
 -0.00952041 -0.65735653 -0.48051301  0.05543328  0.        ]",-1.5616,[ 2.14025529 -0.09384186],-0.0650879309488,[-0.55178154 -0.824974  ],"[[  8.60453218e+00   1.43071058e+00  -9.57403788e-02  -7.76785852e-03]
 [  4.87489554e+01  -1.56371913e+00   0.00000000e+00   0.00000000e+00]]"
17,[ 1.44157994 -0.03438833],"[-1.50451153 -0.68774171 -0.32719267  0.58562252 -0.82789463 -0.07101865
  0.07323119 -0.7425322  -0.12607165 -0.7917589   0.        ]",-1.87302,[ 0.78972226  0.06493496],-0.120605069283,[-0.55178154 -0.824974  ],"[[  9.60953216e+00   1.39590614e+00  -9.57403788e-02  -7.76785852e-03]
 [  5.17410380e+01  -1.91576026e+00   0.00000000e+00   0.00000000e+00]]"
18,[ 0.96763206  0.06026414],"[-0.59472198 -0.57894136 -1.44773365  0.56348819 -0.82789406 -0.07101862
  0.13132528 -0.67412254  0.79664118 -0.93152829  0.        ]",-1.65507,[ 1.35000422 -0.213515  ],-0.213129277796,[-0.55178154 -0.824974  ],"[[  1.06654281e+01   1.36042924e+00  -9.57403788e-02  -7.76785852e-03]
 [  5.38415696e+01  -1.63301832e+00   0.00000000e+00   0.00000000e+00]]"
19,[ 0.82738101  0.72751236],"[ 0.81994291 -0.45437913 -1.10661261  0.53295233 -0.82789349 -0.07101859
  0.21128499 -0.87412732  1.39592439 -0.10609933  0.        ]",-1.33165,[ 0.93262482  0.76000402],-0.261121392426,[-0.55178154 -0.824974  ],"[[  1.17712679e+01   1.31947699e+00  -9.57403788e-02  -7.76785852e-03]
 [  5.67327046e+01  -2.45965948e+00   0.00000000e+00   0.00000000e+00]]"
20,[ 0.91451877  0.42765543],"[ 1.14282036 -0.39805227  0.46797062  0.51728262 -0.82789292 -0.07101856
  0.28227734 -0.13779389  0.91862206  0.88249325  0.        ]",-1.25772,[ 1.68519517  0.41702983],-0.235225171744,[-0.55178154 -0.824974  ],"[[  1.29316741e+01   1.30082055e+00  -9.57403788e-02  -7.76785852e-03]
 [  5.92996041e+01   5.83675318e-01   0.00000000e+00   0.00000000e+00]]"
21,[ 1.04708743 -0.29144326],"[-0.15868086 -0.48258982  1.4127644   0.54036067 -0.82789235 -0.07101853
  0.35928015  0.25504554 -0.18777597  0.76154281  0.        ]",-1.15228,[ 1.55153981 -1.13403284],-0.133776362263,[-0.55178154 -0.824974  ],"[[  1.41455996e+01   1.32878712e+00  -9.57403788e-02  -7.76785852e-03]
 [  6.20838260e+01   2.20731726e+00   0.00000000e+00   0.00000000e+00]]"
22,[ 1.45378816  0.26730701],"[-1.46904131 -0.49414146  0.36782758  0.54331029 -0.82789178 -0.0710185
  0.43477756 -0.71780236 -0.44076074 -0.40958737  0.        ]",-1.8791,[ 2.37658084  0.50341683],-0.080546916339,[-0.55178154 -0.824974  ],"[[  1.54146686e+01   1.33259321e+00  -9.57403788e-02  -7.76785852e-03]
 [  6.48136172e+01  -1.81355290e+00   0.00000000e+00   0.00000000e+00]]"
23,[ 0.93382543 -0.24252847],"[-0.85822041 -0.4453534  -1.31720453  0.53051945 -0.82789121 -0.07101847
  0.50872879 -0.23142358  0.58559752 -1.0114818   0.        ]",-1.58163,[ 0.56997104 -0.27598129],-0.197973121003,[-0.55178154 -0.824974  ],"[[  1.67377670e+01   1.31649399e+00  -9.57403788e-02  -7.76785852e-03]
 [  6.74875042e+01   1.96693766e-01   0.00000000e+00   0.00000000e+00]]"
24,[ 0.80659133  0.61945701],"[ 0.86076869 -0.42340355 -1.06215009  0.52447952 -0.82789064 -0.07101844
  0.53417888 -0.50149474  1.40254955 -0.06908074  0.        ]",-1.43499,[ 1.56333642  0.76096466],-0.262135838501,[-0.55178154 -0.824974  ],"[[  1.80967510e+01   1.30922919e+00  -9.57403788e-02  -7.76785852e-03]
 [  6.84077205e+01  -9.19535176e-01   0.00000000e+00   0.00000000e+00]]"
25,[ 0.88834345 -0.01474059],"[ 0.95943219 -0.45912485  0.82243588  0.53421774 -0.82789007 -0.07101841
  0.60617861  0.22686334  0.65879623  0.98213529  0.        ]",-1.14919,[ 1.1945734  -0.51316645],-0.215811573547,[-0.55178154 -0.824974  ],"[[  1.94910223e+01   1.32104513e+00  -9.57403788e-02  -7.76785852e-03]
 [  7.10110473e+01   2.09083236e+00   0.00000000e+00   0.00000000e+00]]"
26,[ 1.19519687  0.0572996 ],"[-0.82903043 -0.52223625  1.22105565  0.55028139 -0.8278895  -0.07101838
  0.67679377 -0.28024232 -0.46040988  0.33500649  0.        ]",-1.33475,[ 1.73144358 -0.67116848],-0.0867854313926,[-0.55178154 -0.824974  ],"[[  2.09368631e+01   1.34183557e+00  -9.57403788e-02  -7.76785852e-03]
 [  7.35643138e+01  -5.07903155e-03   0.00000000e+00   0.00000000e+00]]"
27,[ 1.44045067  0.27801794],"[-1.39523828 -0.44032487 -0.68606136  0.52915063 -0.82788893 -0.07101836
  0.74597434 -0.92905042  0.0315757  -0.92956806  0.        ]",-1.93064,[ 1.19531808  0.35439029],-0.145406282402,[-0.55178154 -0.824974  ],"[[  2.24332495e+01   1.31483121e+00  -9.57403788e-02  -7.76785852e-03]
 [  7.60657112e+01  -2.68666006e+00   0.00000000e+00   0.00000000e+00]]"
28,[ 0.88940865  0.60246807],"[ 0.41254793 -0.32194442 -1.40103158  0.49422579 -0.82788836 -0.07101833
  0.81374822 -0.58282687  1.30582422 -0.48387278  0.        ]",-1.41604,[ 0.39275551  0.10234139],-0.255309521965,[-0.55178154 -0.824974  ],"[[  2.39791494e+01   1.27545759e+00  -9.57403788e-02  -7.76785852e-03]
 [  7.85162488e+01  -1.25569058e+00   0.00000000e+00   0.00000000e+00]]"
29,[ 1.02128196  0.71945167],"[ 1.11575623 -0.25920931  0.53785487  0.4735632  -0.82788779 -0.0710183
  0.81374535 -0.48492794  0.90405748  0.91126346  0.        ]",-1.23183,[ 1.02332337  0.63130806],-0.236432537591,[-0.55178154 -0.824974  ],"[[  2.55494731e+01   1.25440322e+00  -9.57403788e-02  -7.76785852e-03]
 [  7.85161652e+01  -8.51067242e-01   0.00000000e+00   0.00000000e+00]]"
30,[ 1.04371238 -0.06390083],"[-0.73570869 -0.28288584  1.27257361  0.48153923 -0.82788722 -0.07101827
  0.88021189  0.11748454 -0.44187236  0.45881832  0.        ]",-1.35976,[ 0.9118374  -0.03959571],-0.100716136849,[-0.55178154 -0.824974  ],"[[  2.71439063e+01   1.26236579e+00  -9.57403788e-02  -7.76785852e-03]
 [  8.09194353e+01   1.63875249e+00   0.00000000e+00   0.00000000e+00]]"
31,[ 1.02747869 -0.49753955],"[-1.35354654 -0.37440595 -0.77233117  0.51035064 -0.82788665 -0.07101824
  0.93575461  0.06484917  0.07662327 -0.95934532  0.        ]",-2.36521,[ 0.16935799 -0.03075674],-0.151720792842,[-0.55178154 -0.824974  ],"[[  2.87824450e+01   1.29296083e+00  -9.57403788e-02  -7.76785852e-03]
 [  8.29277330e+01   1.42120641e+00   0.00000000e+00   0.00000000e+00]]"
32,[ 0.72125888  0.19712667],"[ 0.61685586 -0.45473993 -1.28175257  0.5330461  -0.82788608 -0.07101821
  0.90893648  0.02175141  1.36090475 -0.29475306  0.        ]",-1.51573,[ 1.21439831  0.04534875],-0.257966471424,[-0.55178154 -0.824974  ],"[[  3.04312712e+01   1.31959699e+00  -9.57403788e-02  -7.76785852e-03]
 [  8.19580879e+01   1.24308008e+00   0.00000000e+00   0.00000000e+00]]"
