timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 3.07354355  1.00790524],"[ 1.24299769  1.94610438 -0.05010293 -2.39945577  0.8226057   0.41036822
 -1.45229305 -0.27292342  0.55340025 -0.27055638  0.        ]",-3.46585,[ 3.54538027  0.84512161],-0.120506808008,[-0.67272753 -0.88971299],"[[ 0.00921341  0.09046296  0.09482876  0.04906861]
 [ 0.00245961 -0.00223563  0.          0.        ]]"
1,[ 2.87562799  0.90998226],"[ 1.24140116  1.93398061  0.00817924 -2.28751272  0.82260525  0.41036807
 -1.34209384  0.53936491  0.54641622 -0.1981583   0.        ]",-3.12388,[ 2.21135146  1.39396618],-0.11618970546,[-0.67272753 -0.88971299],"[[ 0.0489397   0.12397813  0.09482876  0.04906861]
 [ 3.95701157  3.34260963  0.          0.        ]]"
2,[ 2.58484888  0.81410152],"[ 1.22384058  1.87101404  0.18031793 -1.93746636  0.82260481  0.41036791
 -1.23407783  1.48450114  0.49918399  0.01588799  0.        ]",-2.543,[ 2.46569218  0.99010319],-0.105713334807,[-0.67272753 -0.88971299],"[[ 0.16697078  0.22987896  0.09482876  0.04906861]
 [ 7.83322619  7.23450105  0.          0.        ]]"
3,[ 2.3501091   0.77068371],"[ 1.15363219  1.67650632  0.45586297 -1.35630558  0.82260437  0.41036776
 -1.12818662  2.40139364  0.33814463  0.33808857  0.        ]",-2.15794,[ 2.63791754  1.03325819],-0.0999019316774,[-0.67272753 -0.88971299],"[[  0.36176044   0.41245103   0.09482876   0.04906861]
 [ 11.63319751  11.01010699   0.           0.        ]]"
4,[ 1.9644078 -0.0138298],"[ 0.97636061  1.22894799  0.80326487 -0.61634067  0.82260392  0.4103676
 -1.02436131  3.30959806 -0.02143238  0.65816168  0.        ]",-1.38776,[ 1.51291804 -0.31301174],-0.117015535403,[-0.67272753 -0.88971299],"[[  0.63180434   0.67017693   0.09482876   0.04906861]
 [ 15.35903763  14.74997368   0.           0.        ]]"
5,[ 1.54670012 -1.24146748],"[ 0.63602743  0.54674772  1.15182352  0.02922741  0.82260348  0.41036745
 -0.92250486  2.9371775  -0.55303911  0.78454464  0.        ]",-1.36858,[ 1.55603513 -1.34714945],-0.157044127886,[-0.67272753 -0.88971299],"[[  0.97565733   0.94979081   0.09482876   0.04906861]
 [ 19.01422823  13.21644863   0.           0.        ]]"
6,[ 1.37111056 -1.63043141],"[ 0.10732912 -0.10654599  1.3807573   0.39249235  0.82260304  0.4103673
 -0.82263348  1.9114207  -1.08553732  0.61810046  0.        ]",-1.10657,[ 0.64523183 -1.30459033],-0.201475343821,[-0.67272753 -0.88971299],"[[  1.39190142   1.17174117   0.09482876   0.04906861]
 [ 22.59818624   8.99256366   0.           0.        ]]"
7,[ 1.3964411  -1.39715791],"[-0.53916184 -0.54841808  1.34110424  0.54288991  0.82260259  0.41036714
 -0.76387382  0.90593404 -1.45860721  0.21520844  0.        ]",-1.55412,[ 1.41771654 -1.22597846],-0.2376792868,[-0.67272753 -0.88971299],"[[  1.86502311   1.31005091   0.09482876   0.04906861]
 [ 24.70681512   4.85213468   0.           0.        ]]"
8,[ 1.65744936 -0.81731015],"[-1.15162294 -0.73359035  0.93432437  0.58648997  0.82260215  0.41036699
 -0.66718079 -0.07986774 -1.59720492 -0.3170983   0.        ]",-1.78666,[ 1.75426038 -0.64908141],-0.261643194355,[-0.67272753 -0.88971299],"[[  2.39397554   1.36636587   0.09482876   0.04906861]
 [ 28.17671926   0.79276279   0.           0.        ]]"
9,[ 1.90854287 -0.50216413],"[-1.50456216 -0.7000941   0.1556683   0.57941055  0.82260171  0.41036683
 -0.5724314  -0.70891502 -1.45373229 -0.87478063  0.        ]",-1.75476,[ 1.82828992 -0.65794582],-0.270174355716,[-0.67272753 -0.88971299],"[[  2.99162588   1.35623307   0.09482876   0.04906861]
 [ 31.57687609  -1.79755244   0.           0.        ]]"
10,[ 2.04727197 -0.01993737],"[-1.34086582 -0.497575   -0.78658405  0.52898141  0.82260126  0.41036668
 -0.4795771  -1.33424322 -1.00865148 -1.2887461   0.        ]",-2.7179,[ 2.65178887 -0.53257011],-0.257680733537,[-0.67272753 -0.88971299],"[[  3.65659723   1.29444766   0.09482876   0.04906861]
 [ 34.90902695  -4.37255621   0.           0.        ]]"
11,[ 2.01402187  0.57224953],"[-0.57945124 -0.15310236 -1.45467236  0.41160125  0.82260082  0.41036653
 -0.38858433 -1.8268432  -0.35836394 -1.35088437  0.        ]",-1.94361,[ 1.26202944  0.82973343],-0.219755782438,[-0.67272753 -0.88971299],"[[  4.38754122   1.18664577   0.09482876   0.04906861]
 [ 38.17437586  -6.40101302   0.           0.        ]]"
12,[ 1.73766959  0.69300377],"[ 0.48809395  0.13496525 -1.37179     0.27990393  0.82260038  0.41036637
 -0.29943074 -0.99993416  0.2409691  -0.88748312  0.        ]",-1.90809,[ 1.84747349  0.8942597 ],-0.151599655454,[-0.67272753 -0.88971299],"[[  5.18312757   1.09279105   0.09482876   0.04906861]
 [ 41.37372502  -2.99593661   0.           0.        ]]"
13,[ 1.610888    0.80898511],"[ 1.20309063  0.20615706 -0.41411519  0.24216337  0.82259993  0.41036622
 -0.21201778 -0.12755451  0.33437282  0.00374633  0.        ]",-1.70309,[ 1.37236475  1.86875315],-0.0771171105043,[-0.67272753 -0.88971299],"[[  6.04207355   1.06891681   0.09482876   0.04906861]
 [ 44.51061026   0.59638296   0.           0.        ]]"
14,[ 1.53793871  0.04102033],"[ 0.9357913   0.05163828  0.85927626  0.32137697  0.82259949  0.41036606
 -0.12629919  0.82896565 -0.35164788  0.68776103  0.        ]",-1.82224,[ 1.91568812 -0.15168707],-0.128039098314,[-0.67272753 -0.88971299],"[[  6.96314619   1.12036584   0.09482876   0.04906861]
 [ 47.58669216   4.53518047   0.           0.        ]]"
15,[ 1.54758513 -0.49864608],"[-0.26429284 -0.2077951   1.39808499  0.43302894  0.82259905  0.41036591
 -0.04221831  0.65878419 -1.32008474  0.44246992  0.        ]",-1.48136,[ 1.24397518 -0.83295789],-0.224677951487,[-0.67272753 -0.88971299],"[[  7.94515372e+00   1.20404076e+00   9.48287590e-02   4.90686090e-02]
 [  5.06040030e+01   3.83440197e+00   0.00000000e+00   0.00000000e+00]]"
16,[ 1.80214298 -0.46032959],"[-1.38972875 -0.34363019  0.55873578  0.48161255  0.82259861  0.41036576
  0.04019749 -0.163466   -1.61777115 -0.56784523  0.        ]",-1.26989,[ 1.04730806 -1.04562047],-0.275193691387,[-0.67272753 -0.88971299],"[[  8.98691027e+00   1.24675936e+00   9.48287590e-02   4.90686090e-02]
 [  5.35615613e+01   4.48509140e-01   0.00000000e+00   0.00000000e+00]]"
17,[ 1.99141181  0.08600639],"[-1.22785948 -0.24492304 -0.96639393  0.44695738  0.82259816  0.4103656
  0.12094189 -1.1303725  -0.91934554 -1.35062806  0.        ]",-3.42538,[ 3.22735082  0.08165403],-0.257124970557,[-0.67272753 -0.88971299],"[[  1.00872168e+01   1.21578317e+00   9.48287590e-02   4.90686090e-02]
 [  5.64591401e+01  -3.53305684e+00   0.00000000e+00   0.00000000e+00]]"
18,[ 1.63401413  0.56221414],"[ 0.20236491 -0.03584875 -1.48606048  0.36190892  0.82259772  0.41036545
  0.20003478 -1.03830576  0.11211103 -1.04428199  0.        ]",-1.77634,[ 1.45372318  1.1491274 ],-0.169236693038,[-0.67272753 -0.88971299],"[[  1.12448772e+01   1.14892743e+00   9.48287590e-02   4.90686090e-02]
 [  5.92974532e+01  -3.15394388e+00   0.00000000e+00   0.00000000e+00]]"
19,[ 1.50361192  0.76620907],"[ 1.2350603   0.03431312 -0.22130875  0.3296441   0.82259728  0.41036529
  0.27756185 -0.06525796  0.25131975  0.15991407  0.        ]",-1.74738,[ 1.93152296  0.54640058],-0.0709028787793,[-0.67272753 -0.88971299],"[[  1.24587371e+01   1.12605258e+00   9.48287590e-02   4.90686090e-02]
 [  6.20795757e+01   8.52907890e-01   0.00000000e+00   0.00000000e+00]]"
20,[ 1.60678816  0.09573317],"[ 0.41151059 -0.08398286  1.28284738  0.38293717  0.82259683  0.41036514
  0.35361134  0.45201685 -0.86163295  0.6989839   0.        ]",-1.7391,[ 1.64862013 -0.42577847],-0.179101311886,[-0.67272753 -0.88971299],"[[  1.37277084e+01   1.16448497e+00   9.48287590e-02   4.90686090e-02]
 [  6.48086746e+01   2.98296110e+00   0.00000000e+00   0.00000000e+00]]"
21,[ 1.73908496 -0.3500405 ],"[-1.23227331 -0.21541783  0.83309211  0.43592828  0.82259639  0.41036498
  0.42818951  0.02382185 -1.65526362 -0.3202335   0.        ]",-1.66912,[ 1.05652913 -0.01731642],-0.271639714696,[-0.67272753 -0.88971299],"[[  1.50507355e+01   1.20645590e+00   9.48287590e-02   4.90686090e-02]
 [  6.74849746e+01   1.21972507e+00   0.00000000e+00   0.00000000e+00]]"
22,[ 1.52713442 -0.80537516],"[-1.17827832 -0.28920987 -1.03013783  0.46292839  0.82259595  0.41036483
  0.50126827 -0.00352605 -0.85657925 -1.36121571  0.        ]",-1.29964,[ 1.4044409  -1.57748771],-0.25285482628,[-0.67272753 -0.88971299],"[[  1.64267473e+01   1.22972321e+00   9.48287590e-02   4.90686090e-02]
 [  7.01074675e+01   1.10711099e+00   0.00000000e+00   0.00000000e+00]]"
