timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 3.16035724  0.86394703],"[ 1.24231129  1.93397472 -0.05867047 -3.02368325 -0.69484459  1.3669429
 -1.44579278 -0.27238615  1.56213905 -1.07278167  0.        ]",-2.50195,[ 3.12708362  0.45878105],-0.335468399651,[-0.66453999 -0.8811757 ],"[[ 0.00301075 -0.09913052 -0.07991162  0.15940476]
 [ 0.00023493 -0.001338    0.          0.        ]]"
1,[ 3.05016303  0.81964302],"[  1.24105732e+00   1.93947970e+00  -4.28305211e-04  -2.96299323e+00
  -6.94844253e-01   1.36694162e+00  -1.33568608e+00   1.68658337e-01
   1.56408032e+00  -1.01028172e+00   0.00000000e+00]",-2.76194,[ 3.16719591  1.24875143],-0.330666919865,[-0.66453999 -0.8811757 ],"[[ 0.0426989  -0.08094603 -0.07991162  0.15940476]
 [ 3.95541178  1.81374385  0.          0.        ]]"
2,[ 2.78155828  0.76039612],"[ 1.22451599  1.95045915  0.17179545 -2.70988856 -0.69484392  1.36694034
 -1.22778054  1.12170441  1.54998639 -0.81055208  0.        ]",-2.34416,[ 3.37662223  0.84236395],-0.313869598618,[-0.66453999 -0.8811757 ],"[[  1.60697319e-01  -5.31863945e-03  -7.99116182e-02   1.59404756e-01]
 [  7.83152746e+00   5.73592718e+00   0.00000000e+00   0.00000000e+00]]"
3,[ 2.49651361  0.76573348],"[ 1.15595507  1.91673578  0.4477858  -2.21884348 -0.69484358  1.36693906
 -1.12199976  1.90421129  1.4521191  -0.4818667   0.        ]",-2.18291,[ 3.37519487  1.320504  ],-0.27980677117,[-0.66453999 -0.8811757 ],"[[  0.35545199   0.14171083  -0.07991162   0.15940476]
 [ 11.6313249    8.95627973   0.           0.        ]]"
4,[ 2.24274397  0.72185791],"[ 0.98079268  1.73601798  0.79635334 -1.51561368 -0.69484324  1.36693778
 -1.01830465  2.82285865  1.17228672 -0.10073878  0.        ]",-1.59146,[ 2.23144026  0.86001485],-0.222064554662,[-0.66453999 -0.8811757 ],"[[  0.62544996   0.35876929  -0.07991162   0.15940476]
 [ 15.35620758  12.73693229   0.           0.        ]]"
5,[ 1.7885685   0.00930375],"[ 0.64265718  1.27348206  1.1471726  -0.6773871  -0.69484291  1.3669365
 -0.91661996  3.58854588  0.65186565  0.15488262  0.        ]",-1.85763,[ 2.66361047 -0.47384437],-0.13577635497,[-0.66453999 -0.8811757 ],"[[  0.96921954   0.64512569  -0.07991162   0.15940476]
 [ 19.00887704  15.88812996   0.           0.        ]]"
6,[ 1.36882305 -0.97791368],"[ 0.11552667  0.5662333   1.37971346  0.01543681 -0.69484257  1.36693522
 -0.81685711  3.05559504  0.02386339  0.07018618  0.        ]",-1.04164,[ 1.67924009 -0.46582414],-0.0297558117087,[-0.66453999 -0.8811757 ],"[[  1.38535144   0.94088344  -0.07991162   0.15940476]
 [ 22.5925143   13.69484306   0.           0.        ]]"
7,[ 1.00263405 -2.21511102],"[-0.54965222 -0.17718567  1.33859688  0.42284072 -0.69484223  1.36693393
 -0.71905193  2.54074205 -0.45191784 -0.38166395  0.        ]",-1.24229,[ 1.49821064 -2.75712644],-0.08142813418,[-0.66453999 -0.8811757 ],"[[  1.87245127   1.1935227   -0.07991162   0.15940476]
 [ 26.10583124  11.57601409   0.           0.        ]]"
8,[ 1.05678749 -2.11184072],"[-1.18466617 -0.78916867  0.89652568  0.59955201 -0.6948419   1.36693265
 -0.62317296  1.52194956 -0.5816053  -1.02869901  0.        ]",-1.11351,[ 1.18924816 -2.72225537],-0.181891898438,[-0.66453999 -0.8811757 ],"[[  2.42912522   1.38297667  -0.07991162   0.15940476]
 [ 29.54995786   7.38321849   0.           0.        ]]"
9,[ 1.44791651 -1.65507603],"[-1.51541908 -1.1442582   0.06534146  0.64738202 -0.69484156  1.36693137
 -0.52921754  0.52312386 -0.32909259 -1.61467598  0.        ]",-1.73882,[ 1.85784885 -0.96094595],-0.261888951854,[-0.66453999 -0.8811757 ],"[[  3.0539889    1.4893992   -0.07991162   0.15940476]
 [ 32.92498843   3.27258782   0.           0.        ]]"
