timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[-0.21538699  0.80249631],"[ 1.05012147  1.08984163  0.16912348 -0.79390122 -0.72209913 -0.21695188
 -0.1549903  -0.12755454  1.45017231  0.2433724   0.        ]",-2.02034,[-0.63011949  1.36862698],-0.293481909782,[-0.06409521 -0.24008855],"[[ 0.03305935  0.02884322 -0.08221563 -0.0198339 ]
 [ 0.00346542  0.00021357  0.          0.        ]]"
1,[-0.22032207  0.5601474 ],"[ 1.05083023  1.08694168  0.13060246 -0.71868566 -0.72209521 -0.21695108
 -0.37336023  0.49842945  1.44979099  0.23762786  0.        ]",-1.60113,[-0.52311934  1.24606632],-0.293333291879,[-0.06409521 -0.24008855],"[[ 0.00810277  0.06858502 -0.08221563 -0.0198339 ]
 [-2.49081407  3.96076308  0.          0.        ]]"
2,[-0.16306856  0.07645467],"[ 1.04818739  1.06446622  0.0224382  -0.49672753 -0.7220913  -0.21695027
 -0.55035039  1.11198471  1.44547622  0.22612544  0.        ]",0.414233,[ 1.22605882  0.70702241],-0.292448196232,[-0.06409521 -0.24008855],"[[-0.06199724  0.18674918 -0.08221563 -0.0198339 ]
 [-4.51245167  7.84270886  0.          0.        ]]"
3,[-0.12754413 -0.31328106],"[ 1.04216927  0.98925647 -0.05395297 -0.16311246 -0.72208739 -0.21694946
 -0.19627781  1.52966111  1.42619044  0.28851131  0.        ]",-0.278454,[-0.51946902  0.78373508],-0.290282009455,[-0.06409521 -0.24008855],"[[ -0.11166959   0.37011833  -0.08221563  -0.0198339 ]
 [ -0.46819933  10.48541416   0.           0.        ]]"
4,[-0.05629878 -0.73186457],"[ 1.03689339  0.82189715 -0.09974147  0.23524946 -0.72208347 -0.21694865
 -0.37545835  1.98741858  1.37533413  0.41019914  0.        ]",3.07023,[-0.53301781 -2.18593074],-0.284836825515,[-0.06409521 -0.24008855],"[[ -0.14156824   0.60888742  -0.08221563  -0.0198339 ]
 [ -2.51483192  13.38182819   0.           0.        ]]"
5,[-0.04906876 -0.58718872],"[ 1.01945666  0.60003906 -0.20752858  0.55504378 -0.72207956 -0.21694784
 -0.55558979  1.31980859  1.31543185  0.45976299  0.        ]",1.06392,[-0.4936496   0.14454153],-0.276611139342,[-0.06409521 -0.24008855],"[[-0.21250742  0.83414469 -0.08221563 -0.0198339 ]
 [-4.57233167  9.1579542   0.          0.        ]]"
6,[ 0.0143974  -0.76326638],"[ 0.97883764  0.37665452 -0.37143345  0.76732558 -0.72207565 -0.21694703
 -0.71868103  1.38166724  1.26708724  0.43385778  0.        ]",2.39806,[ 0.24503713 -0.81260023],-0.267838519925,[-0.06409521 -0.24008855],"[[-0.32264447  1.02123179 -0.08221563 -0.0198339 ]
 [-6.43520766  9.54942432  0.          0.        ]]"
7,[ 0.02585666 -0.60848188],"[ 0.91772629  0.16809245 -0.53997404  0.90205554 -0.72207173 -0.21694622
 -0.62257577  0.84317005  1.22404158  0.38329688  0.        ]",2.86907,[ 1.158024   -0.75962909],-0.259183820589,[-0.06409521 -0.24008855],"[[-0.44033519  1.1780361  -0.08221563 -0.0198339 ]
 [-5.3375283   6.14237537  0.          0.        ]]"
8,[ 0.0037397  -0.41765338],"[ 0.87575845  0.03965064 -0.63062472  0.96095952 -0.72206782 -0.21694541
 -0.26682717  0.34839095  1.19468928  0.35810155  0.        ]",1.03623,[ 0.72643537  0.96066971],-0.253623813834,[-0.06409521 -0.24008855],"[[-0.50631735  1.2694743  -0.08221563 -0.0198339 ]
 [-1.27418783  3.01191112  0.          0.        ]]"
9,[ 0.02916946 -0.75259262],"[ 0.87818311 -0.10179804 -0.62575202  1.00721753 -0.72206391 -0.2169446
 -0.01300858  0.94006646  1.14736097  0.41058598  0.        ]",3.27525,[-0.65844777 -2.16055176],-0.247498628024,[-0.06409521 -0.24008855],"[[-0.50271438  1.36727283 -0.08221563 -0.0198339 ]
 [ 1.62491201  6.7554771   0.          0.        ]]"
