timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.106294291784,[-0.46844333 -0.3274582 ],[ 1.26969588 -1.2083354 ],-1.14946,"[ 1.2043556   2.35982006 -0.36322038 -0.14788173  0.95396593  0.36260443
 -0.78985111 -0.02359818  0.57663754 -0.3651741   0.        ]","[[ 0.01320524  0.00603404  0.11040401  0.04065101]
 [-0.00192853  0.00115786  0.          0.        ]]",[ 2.00645748 -1.54359699]
1,-0.104850324581,[-0.46844333 -0.3274582 ],[ 0.98011565 -1.30318439],-1.15984,"[ 1.2023904   2.35901288 -0.30413575 -0.2557199   0.95396492  0.3626042
 -0.67724459 -0.49164155  0.57562665 -0.33263021  0.        ]","[[ 0.052873   -0.03368631  0.11040401  0.04065101]
 [ 3.95552292 -3.95998679  0.          0.        ]]",[ 0.64385533 -1.33485748]
2,-0.101372698168,[-0.46844333 -0.3274582 ],[ 0.64853835 -1.55315971],-1.13332,"[ 1.18610565  2.3430986  -0.15020931 -0.57497767  0.9539639   0.36260398
 -0.60695402 -0.95034843  0.56738062 -0.26057296  0.        ]","[[ 0.15676863 -0.15183684  0.11040401  0.04065101]
 [ 6.42581449 -7.84211895  0.          0.        ]]",[ 0.47616939 -1.33297563]
3,-0.0962182773492,[-0.46844333 -0.3274582 ],[ 0.31573361 -1.93197346],-1.11118,"[ 1.13624777  2.27321811  0.06170311 -1.08733647  0.95396288  0.36260375
 -0.55692854 -1.39993334  0.54087609 -0.18782069  0.        ]","[[  0.30292434  -0.34685562   0.11040401   0.04065101]
 [  8.1839066  -11.64706087   0.           0.        ]]",[ 0.93033748 -0.7231008 ]
4,-0.0867570501828,[-0.46844333 -0.3274582 ],[-0.11771998 -2.2905519 ],-1.07384,"[ 1.01964667  2.10068544  0.33413825 -1.71139264  0.95396187  0.36260352
 -0.45677684 -1.7111206   0.47698652 -0.09195926  0.        ]","[[  0.50191652  -0.6062219    0.11040401   0.04065101]
 [ 11.70364766 -14.28073088   0.           0.        ]]",[-0.88230294 -2.02545452]
5,-0.0732818832341,[-0.46844333 -0.3274582 ],[ 0.04667577 -2.5534687 ],-1.01769,"[ 0.85336696  1.77648104  0.5757081  -2.33886024  0.95396085  0.36260329
 -0.562651   -2.1453886   0.37351479 -0.07070607  0.        ]","[[  0.69865849  -0.92871202   0.11040401   0.04065101]
 [  7.98277163 -17.95608605   0.           0.        ]]",[-1.06957258 -2.37305662]
6,-0.0581775309057,[-0.46844333 -0.3274582 ],[ 0.46037808 -2.6038909 ],-0.922712,"[ 0.73150019  1.26089372  0.70377624 -2.79732637  0.95395983  0.36260306
 -0.6797244  -2.57108631  0.22624145 -0.23297691  0.        ]","[[  0.81703569  -1.32398164   0.11040401   0.04065101]
 [  3.86830401 -21.55895201   0.           0.        ]]",[ 0.82590497 -3.70100513]
7,-0.049122298471,[-0.46844333 -0.3274582 ],[ 0.18190758 -2.38193059],-0.785252,"[ 0.6060869   0.58852238  0.80863269 -2.81426239  0.95395882  0.36260283
 -0.58891502 -2.98854449 -0.02952851 -0.42399917  0.        ]","[[  0.92642151  -1.79061116   0.11040401   0.04065101]
 [  7.05970817 -25.09214387   0.           0.        ]]",[ 0.21220896 -2.25013542]
8,-0.0638406922091,[-0.46844333 -0.3274582 ],[-0.28296259 -1.80493319],-0.589572,"[ 0.41929652 -0.09241853  0.92777385 -2.13914896  0.9539578   0.3626026
 -0.56901622 -3.39765945 -0.4115753  -0.5294319   0.        ]","[[  1.07463248  -2.3271961    0.11040401   0.04065101]
 [  7.75902005 -28.55480134   0.           0.        ]]",[-0.29807001 -2.26091917]
9,-0.107218676619,[-0.46844333 -0.3274582 ],[-0.81114793 -0.95054168],-0.377787,"[ 0.22590089 -0.51687051  1.01488379 -0.72828609  0.95395678  0.36260237
 -0.60699368 -3.79867088 -0.89994813 -0.51727784  0.        ]","[[  1.21642101  -2.93234655   0.11040401   0.04065101]
 [  6.4243185  -31.94897178   0.           0.        ]]",[-1.65801888 -0.84462009]
10,-0.132034353177,[-0.46844333 -0.3274582 ],[-0.75874281 -1.07145607],-0.604146,"[ 0.10108902 -0.54339452  1.05473003  0.06506467  0.95395577  0.36260214
 -0.72323347 -0.16599109 -1.1456786  -0.44479493  0.        ]","[[ 1.30392075 -3.22614417  0.11040401  0.04065101]
 [ 2.33915102 -1.20415929  0.          0.        ]]",[-0.86870453 -1.28732266]
11,-0.126874488793,[-0.46844333 -0.3274582 ],[-0.49168953 -1.26128006],-0.766776,"[ 0.08398624 -0.54772524  1.05927124 -0.07067132  0.95395475  0.36260192
 -0.82241096  0.45701284 -1.09564385 -0.46372622  0.        ]","[[ 1.31573326 -3.17606178  0.11040401  0.04065101]
 [-1.14638148  4.06857042  0.          0.        ]]",[ 0.34251498 -1.49927412]
12,-0.12023277201,[-0.46844333 -0.3274582 ],[-0.43958244 -1.30366004],-0.669711,"[ 0.09715743 -0.54736788  1.0557908  -0.27548632  0.95395373  0.36260169
 -0.78317825  0.34953542 -1.03196069 -0.4816579   0.        ]","[[ 1.30663947 -3.10061473  0.11040401  0.04065101]
 [ 0.23239252  3.15894901  0.          0.        ]]",[-0.94334573 -0.83958436]
13,-0.116358850627,[-0.46844333 -0.3274582 ],[-0.04203799 -1.36682856],-0.827564,"[ 0.1444926  -0.542713    1.04222239 -0.4080863   0.95395272  0.36260146
 -0.88958645  0.18741694 -0.99371173 -0.49237043  0.        ]","[[ 1.27376613 -3.05167145  0.11040401  0.04065101]
 [-3.50725931  1.78687885  0.          0.        ]]",[ 1.05280508 -0.71886174]
14,-0.114574875794,[-0.46844333 -0.3274582 ],[-0.25844428 -1.35953736],-0.650428,"[ 0.18688641 -0.53882209  1.0286276  -0.47840762  0.9539517   0.36260123
 -0.7749523   0.08225329 -0.97487494 -0.49919411  0.        ]","[[ 1.24404208 -3.02563506  0.11040401  0.04065101]
 [ 0.52143022  0.89683924  0.          0.        ]]",[-0.38059119 -1.02469073]
15,-0.113614216494,[-0.46844333 -0.3274582 ],[-0.12247908 -1.37799799],-0.755379,"[ 0.19368514 -0.53664109  1.02631681 -0.5115855   0.95395068  0.362601
 -0.81812285  0.02328919 -0.96513038 -0.50186086  0.        ]","[[ 1.23924792 -3.01332454  0.11040401  0.04065101]
 [-0.9957862   0.39780402  0.          0.        ]]",[ 0.68929461 -0.71386327]
16,-0.113009659663,[-0.46844333 -0.3274582 ],[-0.34269843 -1.36710715],-0.680861,"[  1.82810871e-01  -5.35558545e-01   1.02999233e+00  -5.26908122e-01
   9.53949667e-01   3.62600771e-01  -7.39906429e-01  -9.75162596e-04
  -9.59659375e-01  -5.02181595e-01   0.00000000e+00]","[[ 1.24691202 -3.00763258  0.11040401  0.04065101]
 [ 1.75303573  0.19244577  0.          0.        ]]",[ 0.7029108 -1.8552665]
