timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.371105673136,[-0.0073474   0.01397825],[ 0.86064988  0.9805218 ],-0.843015,"[ 1.10474283  1.39303381 -0.00435878 -0.0651569  -1.35201914 -0.31233546
 -0.64547059 -0.04119235  2.13271795  0.31209925  0.        ]","[[ 0.05423792  0.05158933 -0.15872194 -0.03118021]
 [ 0.00394384 -0.00050341  0.          0.        ]]",[ 2.27239002 -0.00841066]
1,-0.371442418857,[-0.0073474   0.01397825],[ 0.85474604  0.97311097],-0.945459,"[ 1.10065633  1.39302989  0.05587137 -0.06578228 -1.35199405 -0.31233321
 -0.35897156 -0.04548652  2.12727253  0.3709057   0.        ]","[[ 0.09400666  0.05122978 -0.15872194 -0.03118021]
 [ 3.95975949 -0.03533047  0.          0.        ]]",[ 1.05010879  1.80995356]
2,-0.371347302555,[-0.0073474   0.01397825],[ 0.85999578  0.98704749],-0.934579,"[  1.07577205e+00   1.38957743e+00   2.33017016e-01   2.03881101e-03
  -1.35196896e+00  -3.12330962e-01  -7.82509270e-02   4.42663804e-01
   2.09108628e+00   5.73705424e-01   0.00000000e+00]","[[ 0.21209117  0.09024283 -0.15872194 -0.03118021]
 [ 7.83579692  3.92344409  0.          0.        ]]",[ 1.0033005   1.43343505]
3,-0.365920715357,[-0.0073474   0.01397825],[ 0.84985399  0.98029232],-0.939425,"[ 0.99385841  1.36791795  0.51442621  0.20427605 -1.35194388 -0.31232871
  0.19692751  0.92114267  1.95590621  0.92389572  0.        ]","[[  0.40692834   0.20764497  -0.15872194  -0.03118021]
 [ 11.63531159   7.80382813   0.           0.        ]]",[ 0.49900459  1.85469972]
4,-0.34718509668,[-0.0073474   0.01397825],[ 0.81968415  0.94953954],-0.838561,"[ 0.81887596  1.29558823  0.84103691  0.52671591 -1.35191879 -0.31232646
  0.32315591  1.39021542  1.64371508  1.30811167  0.        ]","[[  0.65712057   0.40189083  -0.15872194  -0.03118021]
 [ 13.37821761  11.60805445   0.           0.        ]]",[ 0.31321697  2.00357783]
5,-0.308218384157,[-0.0073474   0.01397825],[ 0.76629204  0.89150268],-0.684409,"[ 0.54587617  1.12484077  1.13481751  0.92927668 -1.35189371 -0.31232421
  0.39372469  1.8499823   1.14664474  1.54559457  0.        ]","[[  0.93445924   0.67146656  -0.15872194  -0.03118021]
 [ 14.35261769  15.33705478   0.           0.        ]]",[-0.29218429  0.54798631]
6,-0.249392112657,[-0.0073474   0.01397825],[ 0.697375    0.80848879],-0.376791,"[ 0.21620276  0.82660663  1.33269983  1.30864151 -1.35186862 -0.31232196
  0.28955447  2.08000404  0.60085733  1.48700939  0.        ]","[[  1.20707965   0.99693031  -0.15872194  -0.03118021]
 [ 12.91435278  17.20307811   0.           0.        ]]",[ 0.28365056  0.00779497]
7,-0.178315324666,[-0.0073474   0.01397825],[ 0.62205577  0.71366769],-0.059037,"[-0.14207646  0.43887684  1.42493435  1.54074231 -1.35184354 -0.31231972
  0.35255694  2.04162999  0.18449296  1.15252479  0.        ]","[[  1.47409387   1.33787522  -0.15872194  -0.03118021]
 [ 13.78426762  16.89242633   0.           0.        ]]",[ 0.04268183  1.44990302]
8,-0.101870052416,[-0.0073474   0.01397825],[ 0.56676596  0.64447755],0.0902095,"[-0.52023841 -0.02287893  1.40801356  1.57040315 -1.35181846 -0.31231747
  0.34525514  2.48840373  0.00665404  0.64547842  0.        ]","[[  1.74876579   1.71208815  -0.15872194  -0.03118021]
 [ 13.68348687  20.51678547   0.           0.        ]]",[-1.28305938  1.40380726]
9,-0.0666026071394,[-0.0073474   0.01397825],[ 0.53241992  0.59394485],0.138991,"[-0.82555701 -0.53636069  1.30655874  1.29573179 -1.35179338 -0.31231522
  0.03922889  2.92632886  0.15161455  0.18634313  0.        ]","[[  1.98004358   2.15807466  -0.15872194  -0.03118021]
 [  9.4582156   24.07003896   0.           0.        ]]",[ 0.62271664  0.94928844]
10,-0.117239121195,[-0.0073474   0.01397825],[ 0.4990145   0.53824836],-0.0353556,"[-1.08012414 -0.95610744  1.14813319  0.63293094 -1.35176831 -0.31231297
  0.20446452  3.33069716  0.52370948 -0.00442784  0.        ]","[[  2.19209857   2.67240354  -0.15872194  -0.03118021]
 [ 11.7396123   27.35194899   0.           0.        ]]",[ 0.39608864  0.79851517]
11,-0.163106313218,[-0.0073474   0.01397825],[ 0.4074043   0.35310566],-0.0870904,"[-1.33156317 -1.09007031  0.89308757 -0.19282109 -1.35174323 -0.31231072
  0.30124383  1.27667157  0.81061821  0.10945437  0.        ]","[[  2.44030782   3.16321775  -0.15872194  -0.03118021]
 [ 13.07584742  10.69115287   0.           0.        ]]",[ 1.38502224 -0.20574813]
12,-0.173753141942,[-0.0073474   0.01397825],[ 0.36731887  0.2606042 ],-0.229132,"[-1.54718056 -1.08836373  0.50831036 -0.25352462 -1.35171816 -0.31230847
  0.56921302 -0.409911    0.86539411  0.20896682  0.        ]","[[  2.73894424   3.19807632  -0.15872194  -0.03118021]
 [ 16.77567094  -2.98943524   0.           0.        ]]",[ 0.30847353  0.17009014]
13,-0.17102261922,[-0.0073474   0.01397825],[ 0.3840974   0.29525626],-0.0667834,"[ -1.65534273e+00  -1.09013269e+00   1.52792559e-03  -1.24104617e-01
  -1.35169308e+00  -3.12306220e-01   6.33612697e-01  -4.93843609e-01
   8.53446656e-01   1.73617891e-01   0.00000000e+00]","[[  3.0833792    3.12379036  -0.15872194  -0.03118021]
 [ 17.6648908   -3.67027605   0.           0.        ]]",[ 1.76002606  0.92449791]
14,-0.17263558168,[-0.0073474   0.01397825],[ 0.40034109  0.32370564],-0.10333,"[-1.58248123 -1.08667549 -0.58085621 -0.02184287 -1.35166801 -0.31230397
  0.89504686 -0.31333015  0.86642461  0.15652975  0.        ]","[[  3.47289379   3.06504377  -0.15872194  -0.03118021]
 [ 21.27453505  -2.20609098   0.           0.        ]]",[ 0.50173155 -0.21763089]
15,-0.177227577959,[-0.0073474   0.01397825],[ 0.41450632  0.34015292],-0.152315,"[-1.26530765 -1.07999415 -1.14682367  0.0688743  -1.35164294 -0.31230172
  1.00840456 -0.41419863  0.8952087   0.16378698  0.        ]","[[  3.91408931   3.01271294  -0.15872194  -0.03118021]
 [ 22.83979345  -3.02428903   0.           0.        ]]",[-0.30393936 -0.11595226]
16,-0.183973847616,[-0.0073474   0.01397825],[ 0.43210968  0.36159116],-0.136591,"[-0.75987455 -1.06712536 -1.50922814  0.17980933 -1.35161787 -0.31229947
  0.88847706 -0.46346647  0.93502925  0.19096325  0.        ]","[[  4.3542737    2.94821744  -0.15872194  -0.03118021]
 [ 21.18415711  -3.42394193   0.           0.        ]]",[ 0.75968328  0.96301765]
17,-0.186753029386,[-0.0073474   0.01397825],[ 0.4391436   0.36851501],-0.0830337,"[-0.14903769 -1.05952546 -1.59918525  0.23018715 -1.35159281 -0.31229722
  1.07594769  0.01495583  0.94123411  0.25810853  0.        ]","[[  4.80392812   2.91867398  -0.15872194  -0.03118021]
 [ 23.77267923   0.45663382   0.           0.        ]]",[ 2.24786054  0.89110231]
18,-0.177072610111,[-0.0073474   0.01397825],[ 0.41407847  0.32037157],-0.350873,"[ 0.50735332 -1.07051678 -1.33852838  0.15429138 -1.35156774 -0.31229498
  1.32862367  0.44879058  0.86341407  0.31783043  0.        ]","[[  5.31438673   2.96311321  -0.15872194  -0.03118021]
 [ 27.26158469   3.97555625   0.           0.        ]]",[-0.80743575  1.6440951 ]
