timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.0269670568132,[-0.15032386 -0.92106141],-1.20062,"[[ 0.08049357  0.03124778  0.1855404   0.03362316]
 [ 0.00274692 -0.00430643  0.          0.        ]]","[ 1.0482515   1.68346421  0.18200039  1.05774454  1.62598529  0.28761142
 -0.95084863  0.38426844 -0.14025525 -0.00839071  0.        ]",[-0.16304597 -0.84077805],[-0.61696166 -0.80476928]
1,-0.0302782919256,[ 0.71287764 -0.16373685],-1.18152,"[[ 0.07459576 -0.00542696  0.1855404   0.03362316]
 [-0.59055725 -3.65101417  0.          0.        ]]","[ 1.04891417  1.68404927  0.17321995  0.94966339  1.62598319  0.28761131
 -0.96889481 -0.19474506 -0.13628019 -0.06419642  0.        ]",[ 0.18839909 -0.18474728],[-0.61696166 -0.80476928]
2,-0.0337960689084,[ 0.323349    0.79440579],-1.17498,"[[ 0.09119852 -0.08423797  0.1855404   0.03362316]
 [ 2.24140438 -4.22815919  0.          0.        ]]","[ 1.04691711  1.67966625  0.1979264   0.71766786  1.62598109  0.2876112
 -0.882753   -0.28638237 -0.13523521 -0.11933668  0.        ]",[ 0.04297677 -0.02474397],[-0.61696166 -0.80476928]
3,-0.0291942000356,[-0.03657697 -0.29668538],-1.16434,"[[ 0.14840319 -0.13640602  0.1855404   0.03362316]
 [ 3.47496065 -0.99940359  0.          0.        ]]","[ 1.03698984  1.67253937  0.28272287  0.56485887  1.62597899  0.28761109
 -0.84523076  0.22627024 -0.14107944 -0.05308     0.        ]",[-0.3977181  -0.55615461],[-0.61696166 -0.80476928]
4,-0.0230888519426,[-0.09684134 -0.08631227],-1.16884,"[[ 0.21576554 -0.16798134  0.1855404   0.03362316]
 [ 3.26198289 -2.1542797   0.          0.        ]]","[ 1.01927948  1.66659867  0.38162944  0.47287269  1.62597689  0.28761098
 -0.85170849  0.0429022  -0.15242566  0.0592004   0.        ]",[-0.43126723 -0.35986319],[-0.61696166 -0.80476928]
5,-0.0204535711141,[-0.67319868 -0.67850457],-1.18677,"[[ 0.27651536 -0.2140662   0.1855404   0.03362316]
 [ 2.81448854 -2.45321104  0.          0.        ]]","[ 0.99778707  1.65574251  0.46959582  0.33952387  1.62597479  0.28761087
 -0.86531963 -0.00456131 -0.16573636  0.13894919  0.        ]",[-0.44667861 -0.2548984 ],[-0.61696166 -0.80476928]
6,-0.0198940209876,[-0.00466972 -0.45989728],-1.17273,"[[ 0.30553681 -0.28958815  0.1855404   0.03362316]
 [ 0.09668973 -5.09020195  0.          0.        ]]","[ 0.98569456  1.63240056  0.51110792  0.12400136  1.62597269  0.28761076
 -0.94798772 -0.42325554 -0.1711031   0.11420383  0.        ]",[ 0.0829539   0.41633195],[-0.61696166 -0.80476928]
7,-0.0240744487456,[ 0.9585008  0.5668216],-1.1532,"[[ 0.30727213 -0.40865172  0.1855404   0.03362316]
 [ 0.07689635 -6.81042247  0.          0.        ]]","[ 0.98493379  1.58190183  0.51357827 -0.20556365  1.62597059  0.28761065
 -0.94858915 -0.69638729 -0.17621632 -0.02106887  0.        ]",[ 0.27316079  0.85557669],[-0.61696166 -0.80476928]
8,-0.0251638652245,[ 0.71615504  0.48124818],-1.14697,"[[ 0.34683068 -0.52100268  0.1855404   0.03362316]
 [ 3.86637995 -4.43258072  0.          0.        ]]","[ 0.96648034  1.5194531   0.5695138  -0.50141817  1.62596849  0.28761054
 -0.8333219  -0.3188396  -0.19632562 -0.06559926  0.        ]",[-0.22888133  0.48713082],[-0.61696166 -0.80476928]
9,-0.0143148190818,[-0.63022649  0.16608109],-1.16217,"[[ 0.45181063 -0.58966421  0.1855404   0.03362316]
 [ 6.62245553 -2.44019318  0.          0.        ]]","[ 0.90723789  1.47455105  0.71387473 -0.67334647  1.62596639  0.28761043
 -0.74948846 -0.00249335 -0.22567035  0.07914332  0.        ]",[-0.79744029  0.07078129],[-0.61696166 -0.80476928]
