timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.0577872544581,[-0.99484645 -1.7106872 ],-0.787932,"[[-0.06339333 -0.01015608  0.1517185  -0.01373753]
 [ 0.00175931 -0.00416053  0.          0.        ]]","[ 1.08992837  1.95227542 -0.06228402  0.89923379  1.32805392 -0.12202595
 -1.08242067  0.39552502  0.17882279  0.09114911  0.        ]",[-0.53169954 -0.77968544],[-0.44076693 -0.58031893]
1,-0.0580091415171,[ 0.67218163  0.94032241],-0.697586,"[[-0.10282901 -0.04995094  0.1517185  -0.01373753]
 [-3.93223617 -3.96213923  0.          0.        ]]","[ 1.0853037   1.95069724 -0.12105959  0.77423858  1.32805218 -0.12202589
 -1.2038335  -0.20656232  0.16839333 -0.03193118  0.        ]",[ 0.26030242 -0.07461816],[-0.44076693 -0.58031893]
2,-0.0607972400666,[-0.3001362  -1.25685546],-0.720364,"[[-0.15402899 -0.09106035  0.1517185  -0.01373753]
 [-1.19686224 -0.1614653   0.          0.        ]]","[ 1.07604184  1.94688147 -0.19699918  0.64537771  1.32805044 -0.12202583
 -1.11941095  0.37159599  0.1471987  -0.17902686  0.        ]",[ 0.0236237  -0.45193157],[-0.44076693 -0.58031893]
3,-0.0646965992968,[ 1.06283163 -0.19398794],-0.722932,"[[-0.18962595 -0.13398088  0.1517185  -0.01373753]
 [-2.35897323 -4.11740509  0.          0.        ]]","[ 1.06744472  1.94053475 -0.24945382  0.51135851  1.3280487  -0.12202577
 -1.15527569 -0.2301817   0.12309225 -0.29434464  0.        ]",[ 0.568506   0.1577422],[-0.44076693 -0.58031893]
4,-0.0689565191085,[-0.59306741  0.51095553],-0.752858,"[[-0.19664406 -0.22323333  0.1517185  -0.01373753]
 [ 1.64383945 -4.80553873  0.          0.        ]]","[ 1.0655411   1.91966803 -0.25975535  0.23542692  1.32804696 -0.12202572
 -1.03173662 -0.3348605   0.09140622 -0.39761852  0.        ]",[ 0.45313582  0.28497976],[-0.44076693 -0.58031893]
5,-0.0713087239912,[ 0.64779317  0.81662516],-0.777173,"[[-0.18764119 -0.29808124  0.1517185  -0.01373753]
 [-0.73562971 -2.68632035  0.          0.        ]]","[ 1.06796821  1.89428221 -0.24653766  0.00820804  1.32804522 -0.12202566
 -1.10517256 -0.01248458  0.06757176 -0.45263494  0.        ]",[ 0.6159544   0.24881357],[-0.44076693 -0.58031893]
6,-0.0710018999086,[ 0.48932471 -0.24365111],-0.76061,"[[-0.17650855 -0.31884107  0.1517185  -0.01373753]
 [ 1.84032456  0.5993913   0.          0.        ]]","[ 1.0708142   1.88598328 -0.230162   -0.05395158  1.32804348 -0.1220256
 -1.02567038  0.48733846  0.0651921  -0.45110637  0.        ]",[ 0.1460937 -0.215289 ],[-0.44076693 -0.58031893]
7,-0.0651354953495,[-0.19711488  0.08864252],-0.734107,"[[-0.12064164 -0.31665917  0.1517185  -0.01373753]
 [ 3.74004134 -0.37793873  0.          0.        ]]","[ 1.08249194  1.8868764  -0.14753418 -0.04743793  1.32804174 -0.12202554
 -0.9670389   0.33866653  0.09462566 -0.34125492  0.        ]",[-0.13177925 -0.23077452],[-0.44076693 -0.58031893]
8,-0.0597713285445,[-0.27202706  0.17655833],-0.70522,"[[-0.05440814 -0.32061789  0.1517185  -0.01373753]
 [ 2.8861512  -0.01913171  0.          0.        ]]","[ 1.09066661  1.88524011 -0.0488672  -0.05925238  1.32804    -0.12202548
 -0.99339141  0.39324817  0.12076982 -0.21515527  0.        ]",[-0.27848306 -0.32071429],[-0.44076693 -0.58031893]
9,-0.0569919101749,[-1.6678011   0.15842251],-0.698034,"[[-0.00805769 -0.31397806  0.1517185  -0.01373753]
 [ 1.75266866  0.68077987  0.          0.        ]]","[ 1.09270962  1.88796256  0.02041832 -0.0394276   1.32803826 -0.12202542
 -1.02837286  0.49971874  0.13776139 -0.11625206  0.        ]",[-0.37740323 -0.44003934],[-0.44076693 -0.58031893]
