timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.14671812359,[ 1.43050093 -0.67795257],-0.895112,"[[ 0.00809477 -0.00100329  0.09895218  0.09748495]
 [-0.00140121  0.00263051  0.          0.        ]]","[ 1.16505323  2.20319377 -0.04369381  0.84930777  0.84758331  0.84051872
 -1.258336    0.40242851  0.59354978 -0.84662767  0.        ]",[ 0.94023293 -0.76134378],[-0.28561363 -0.4949913 ]
1,-0.143166402301,[ 0.56909809 -0.1074975 ],-0.847496,"[[ 0.047768   -0.02790024  0.09895218  0.09748495]
 [ 3.95554566 -2.68336823  0.          0.        ]]","[ 1.1635211   2.20263967  0.01545172  0.7572947   0.8475819   0.84051734
 -1.12180167  0.00874055  0.59260134 -0.79934324  0.        ]",[ 0.94692504 -0.75684774],[-0.28561363 -0.4949913 ]
2,-0.133307539101,[-1.49060193 -0.13481928],-0.758458,"[[ 0.14868322 -0.08531366  0.09895218  0.09748495]
 [ 6.12874145 -3.05672413  0.          0.        ]]","[ 1.14986206  2.19810123  0.16517738  0.56120319  0.8475805   0.84051596
 -1.04681487 -0.04598239  0.58391503 -0.6688173   0.        ]",[ 0.77219915 -0.86607122],[-0.28561363 -0.4949913 ]
3,-0.126595977718,[ 1.20881409 -0.92392177],-0.71959,"[[ 0.23035311 -0.15118106  0.09895218  0.09748495]
 [ 2.05181767 -3.52845268  0.          0.        ]]","[ 1.12862574  2.18726224  0.28477347  0.33746024  0.84757909  0.84051457
 -1.18748366 -0.11512386  0.57176083 -0.5828746   0.        ]",[ 0.73926806 -0.90722364],[-0.28561363 -0.4949913 ]
4,-0.122439791866,[ 0.78174889 -0.91534225],-0.661102,"[[ 0.31068701 -0.25776969  0.09895218  0.09748495]
 [ 5.9685361  -7.11843142  0.          0.        ]]","[ 1.09899481  2.15710361  0.40020255 -0.01945296  0.84757768  0.84051319
 -1.0523378  -0.64130918  0.55747286 -0.54013949  0.        ]",[ 0.777821   -0.90773666],[-0.28561363 -0.4949913 ]
5,-0.112526114723,[ 0.28597624 -0.70880792],-0.589377,"[[  0.45991576  -0.43509952   0.09895218   0.09748495]
 [  8.94444817 -10.6029107    0.           0.        ]]","[ 1.02163751  2.07329442  0.60626743 -0.58937154  0.84757628  0.8405118
 -0.94965423 -1.15202994  0.51739107 -0.44565112  0.        ]",[ 0.79943597 -0.94144088],[-0.28561363 -0.4949913 ]
6,-0.0990758759685,[ 1.32191124 -1.35389328],-0.546204,"[[  0.64839187  -0.67321262   0.09895218   0.09748495]
 [  9.89999066 -13.19971921   0.           0.        ]]","[ 0.88491877  1.8990842   0.84495548 -1.28048741  0.84757487  0.84051042
 -0.91668225 -1.53264148  0.44499698 -0.35277496  0.        ]",[ 0.86319757 -0.96495247],[-0.28561363 -0.4949913 ]
7,-0.0798686883738,[ 1.23805318 -1.30277223],-0.510616,"[[  0.88413777  -0.97432142   0.09895218   0.09748495]
 [ 13.66216439 -16.89873033   0.           0.        ]]","[ 0.65975754  1.59236816  1.09770821 -1.97782279  0.84757347  0.84050903
 -0.78686974 -2.07479746  0.32276181 -0.26674184  0.        ]",[ 1.09644818 -0.87587082],[-0.28561363 -0.4949913 ]
8,-0.0511848122405,[ 2.95978855 -0.05370595],-0.458938,"[[  1.19438704  -1.34866854   0.09895218   0.09748495]
 [ 17.35062279 -20.52374959   0.           0.        ]]","[ 0.29202653  1.11657518  1.3313067  -2.48454409  0.84757206  0.84050765
 -0.65960099 -2.60609772  0.1217676  -0.19041871  0.        ]",[ 1.51789713 -0.60909086],[-0.28561363 -0.4949913 ]
9,-0.0191645910068,[ 1.74772257 -0.42409717],-0.400892,"[[  1.57767545  -1.75719234   0.09895218   0.09748495]
 [ 20.96639271 -20.32912161   0.           0.        ]]","[-0.22492314  0.55131799  1.43568648 -2.50932301  0.84757066  0.84050627
 -0.5348405  -2.5775522  -0.1553286  -0.15289662  0.        ]",[ 1.54686427 -0.51037323],[-0.28561363 -0.4949913 ]
