timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.157139728292,[-0.376251  -1.0527348],-0.772753,"[[ 0.02063032 -0.0449944   0.11412009 -0.12515715]
 [-0.00478909  0.00239007  0.          0.        ]]","[ 1.14992026  1.71139644 -0.08628995  0.51149664  0.99243141 -1.10517128
 -1.07537493  0.33048059  0.41331054  0.93488762  0.        ]",[-0.24324778 -1.03295827],[-0.18630084 -0.33348817]
1,-0.151076838259,[ 0.24422319 -0.73071879],-0.724229,"[[ 0.00561731 -0.08466911  0.11412009 -0.12515715]
 [-1.49156872 -3.95666828  0.          0.        ]]","[ 1.15017999  1.70816936 -0.10901601  0.41059872  0.99242367 -1.10516163
 -1.14571574 -0.23538462  0.41129012  0.87642535  0.        ]",[-0.21380726 -1.00944066],[-0.18630084 -0.33348817]
2,-0.137812943803,[ 0.35996127 -1.00487009],-0.663927,"[[-0.01421393 -0.19205027  0.11412009 -0.12515715]
 [-0.49488391 -6.77206329  0.          0.        ]]","[ 1.15005257  1.68970948 -0.13903795  0.13967085  0.99241592 -1.10515198
 -1.09854528 -0.63778556  0.39743718  0.75313779  0.        ]",[-0.16042081 -0.97148901],[-0.18630084 -0.33348817]
3,-0.121692309894,[ 0.95834632 -0.98612119],-0.596239,"[[ -9.71219551e-03  -3.65879683e-01   1.14120089e-01  -1.25157152e-01]
 [  9.40255776e-01  -1.05981222e+01   0.00000000e+00   0.00000000e+00]]","[ 1.15011594  1.6301529  -0.13222254 -0.2856903   0.99240818 -1.10514233
 -1.03062933 -1.18463432  0.36045642  0.61782333  0.        ]",[-0.04299822 -0.90719575],[-0.18630084 -0.33348817]
4,-0.105629147704,[-1.40749354 -0.58185628],-0.533677,"[[  0.04695719  -0.6149272    0.11412009  -0.12515715]
 [  4.71412343 -14.29428171   0.           0.        ]]","[ 1.14865827  1.48444044 -0.04645413 -0.84416133  0.99240044 -1.10513268
 -0.85205263 -1.71290037  0.29310782  0.5153342   0.        ]",[ 0.09326768 -0.8308441 ],[-0.18630084 -0.33348817]
5,-0.0815049187919,[-1.56619525 -0.58649735],-0.482627,"[[  0.10061247  -0.92107535   0.11412009  -0.12515715]
 [  0.66469539 -16.31384754   0.           0.        ]]","[ 1.14322346  1.22060929  0.03454667 -1.40319675  0.99239269 -1.10512303
 -1.04365408 -2.00151559  0.16743569  0.39122092  0.        ]",[ 0.25338596 -0.75032884],[-0.18630084 -0.33348817]
6,-0.0400269145309,[ 0.89047743 -0.98306893],-0.448427,"[[  0.07406947  -1.26740068   0.11412009  -0.12515715]
 [ -3.30606014 -18.3120671    0.           0.        ]]","[ 1.14638862  0.83929    -0.00548402 -1.80603984  0.99238495 -1.10511338
 -1.23152925 -2.28705981 -0.0700395   0.20084942  0.        ]",[ 0.44000179 -0.64910221],[-0.18630084 -0.33348817]
7,-0.028215904644,[ 1.11557734 -1.36032301],-0.446169,"[[  0.04394853  -1.66906706   0.11412009  -0.12515715]
 [  0.28204554 -21.84275709   0.           0.        ]]","[ 1.14881449  0.34505856 -0.05100483 -1.91010971  0.99237721 -1.10510373
 -1.06173951 -2.79158709 -0.39149823  0.11834293  0.        ]",[ 0.5941062  -0.54543835],[-0.18630084 -0.33348817]
8,-0.0749610337371,[ 1.0993017  -0.46855266],-0.489641,"[[  0.08923054  -2.14131577   0.11412009  -0.12515715]
 [  4.23313577 -25.37028054   0.           0.        ]]","[ 1.14467178 -0.20531261  0.01739305 -1.51874424  0.99236947 -1.10509408
 -0.87477708 -3.29559117 -0.70540022  0.24960243  0.        ]",[ 0.68167603 -0.47030234],[-0.18630084 -0.33348817]
9,-0.126502105044,[ 0.74585382 -0.25211746],-0.583744,"[[  0.21276     -2.66229648   0.11412009  -0.12515715]
 [  8.10715343 -26.72322051   0.           0.        ]]","[ 1.11919203 -0.63774433  0.20216774 -0.54910107  0.99236172 -1.10508443
 -0.69146344 -3.48876678 -0.95255487  0.55739938  0.        ]",[ 0.64640683 -0.46760964],[-0.18630084 -0.33348817]
10,-0.164199187331,[ 0.60011686 -1.59325718],-0.756181,"[[  0.40292119  -3.12911676   0.11412009  -0.12515715]
 [ 10.90022388 -10.33046745   0.           0.        ]]","[ 1.04027359 -0.77796499  0.47611916  0.59438534  0.99235398 -1.10507478
 -0.55929859 -1.14607881 -1.07903818  0.84357898  0.        ]",[ 0.38188273 -0.62352955],[-0.18630084 -0.33348817]
11,-0.17454960166,[ 1.72367547 -1.20010575],-0.833136,"[[  0.64260769  -3.17165327   0.11412009  -0.12515715]
 [ 13.06105288   2.27679376   0.           0.        ]]","[ 0.87652375 -0.77749438  0.78977902  0.70277631  0.99234624 -1.10506514
 -0.45705046  0.65561069 -1.11474528  0.91812297  0.        ]",[ 0.27131081 -0.70143211],[-0.18630084 -0.33348817]
12,-0.164421666244,[-0.44332651 -0.63282158],-0.781499,"[[  0.94096024  -3.11050769   0.11412009  -0.12515715]
 [ 16.76183008   3.0754391    0.           0.        ]]","[ 0.58640022 -0.77745049  1.10594989  0.54696344  0.9923385  -1.10505549
 -0.2819356   0.76973986 -1.06535586  0.86198681  0.        ]",[ 0.31910551 -0.67602301],[-0.18630084 -0.33348817]
13,-0.156824239018,[-1.0683874  -0.22917613],-0.772152,"[[  1.25525572  -3.05933377   0.11412009  -0.12515715]
 [ 14.67467001   1.98317661   0.           0.        ]]","[ 0.20416507 -0.77383636  1.32168631  0.4167639   0.99233076 -1.10504584
 -0.38069465  0.61364162 -1.00428673  0.84654594  0.        ]",[ 0.37541535 -0.64745009],[-0.18630084 -0.33348817]
14,-0.154029878425,[ 0.13918103 -0.27302057],-0.738659,"[[  1.50610883  -3.02903396   0.11412009  -0.12515715]
 [ 10.4248085    1.07814028   0.           0.        ]]","[-0.13281634 -0.77016196  1.39325106  0.33990949  0.99232301 -1.10503619
 -0.58178827  0.48430047 -0.96165981  0.86111623  0.        ]",[ 0.41437849 -0.62942868],[-0.18630084 -0.33348817]
15,-0.154129434567,[ 1.7225738  -0.81644344],-0.748891,"[[  1.71806296  -3.0137223    0.11412009  -0.12515715]
 [ 10.76945917   0.51363539   0.           0.        ]]","[-0.42273733 -0.76787045  1.38001427  0.30116685  0.99231527 -1.10502655
 -0.56547697  0.40362495 -0.93746361  0.88556929  0.        ]",[ 0.4485952  -0.61235666],[-0.18630084 -0.33348817]
16,-0.156356108187,[ 0.90089184 -0.33889066],-0.76061,"[[  1.97103771  -3.00718465   0.11412009  -0.12515715]
 [ 14.51553438   0.19239632   0.           0.        ]]","[-0.75590081 -0.76680105  1.27673454  0.2846468   0.99230753 -1.1050169
 -0.38821597  0.35771478 -0.92446688  0.91979056  0.        ]",[ 0.48831269 -0.59153575],[-0.18630084 -0.33348817]
17,-0.160866186643,[ 1.19632861 -0.49996639],-0.801107,"[[  2.29425298  -3.00422863   0.11412009  -0.12515715]
 [ 17.79506384   0.10711135   0.           0.        ]]","[-1.12942969 -0.76629759  1.01716366  0.27718131  0.99229979 -1.10500725
 -0.23303155  0.34552506 -0.92354976  0.9649687   0.        ]",[ 0.52899855 -0.57063955],[-0.18630084 -0.33348817]
18,-0.167556774203,[-0.32566485 -0.23623136],-0.875425,"[[  2.68634451  -3.00285237   0.11412009  -0.12515715]
 [ 21.40206979   0.0410155    0.           0.        ]]","[-1.45334495 -0.76605695  0.54807702  0.27370593  0.99229205 -1.10499761
 -0.06235142  0.3360777  -0.94090182  1.01543441  0.        ]",[ 0.56059515 -0.55487043],[-0.18630084 -0.33348817]
19,-0.174748218046,[ 0.96120092  1.10389895],-0.867462,"[[  3.09719794  -3.00204585   0.11412009  -0.12515715]
 [ 19.68898229   0.03501927   0.           0.        ]]","[-1.59166512 -0.76591287 -0.05040476  0.27166912  0.99228431 -1.10498796
 -0.14341273  0.3352193  -0.97641709  1.05558473  0.        ]",[ 0.56426734 -0.55612856],[-0.18630084 -0.33348817]
20,-0.185539750866,[ 0.89316398 -0.53767129],-0.969068,"[[  3.52525173  -2.96162033   0.11412009  -0.12515715]
 [ 23.10498412   3.99436566   0.           0.        ]]","[-1.49328527 -0.75790007 -0.68429881  0.1699569   0.99227657 -1.10497831
  0.01823021  0.90105474 -1.04123255  1.10579476  0.        ]",[ 0.52205986 -0.58062679],[-0.18630084 -0.33348817]
21,-0.196007527047,[ 2.03096289 -1.37163047],-0.98829,"[[  4.01824049  -2.90388057   0.11412009  -0.12515715]
 [ 26.18364049   1.78701336   0.           0.        ]]","[-1.09885214 -0.74298963 -1.2812232   0.02601531  0.99226883 -1.10496867
  0.16391017  0.5855922  -1.15046412  1.1100268   0.        ]",[ 0.50033343 -0.58930403],[-0.18630084 -0.33348817]
22,-0.193710511005,[ 0.57968735 -0.99470818],-0.938246,"[[  4.57643531  -2.90821393   0.11412009  -0.12515715]
 [ 29.62441488  -2.20700801   0.           0.        ]]","[-0.40730864 -0.74424449 -1.61756697  0.0367545   0.99226109 -1.10495902
  0.32672525  0.01479288 -1.21124929  1.02060785  0.        ]",[ 0.47373199 -0.59243453],[-0.18630084 -0.33348817]
23,-0.18265514624,[ 0.91781447 -0.60371108],-0.902829,"[[  5.18606757  -2.99142427   0.11412009  -0.12515715]
 [ 31.33313407  -6.10108795   0.           0.        ]]","[ 0.40424947 -0.76398504 -1.46482518  0.2448821   0.99225335 -1.10494938
  0.40757979 -0.54172284 -1.17230685  0.94183753  0.        ]",[ 0.43688157 -0.59585762],[-0.18630084 -0.33348817]
