timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.318468985571,"[[ 0.03335115  0.04270956 -0.10101277  0.08187734]
 [-0.0026132  -0.00382447  0.          0.        ]]",[ 1.59949327  0.01186967],-3.40661,"[ 1.12289088  1.70118747 -0.10033345  0.58066876 -0.87742713  0.70641288
 -0.29004896  0.24032718  2.25245789 -0.79716747  0.        ]",[-0.43587238 -0.00301922],[ 1.9134169  -0.40326405]
1,-0.316664375003,"[[ 0.07299614  0.02659758 -0.10101277  0.08187734]
 [ 3.95393619 -1.60204268  0.          0.        ]]",[ 1.36834395 -0.08275211],-3.38498,"[ 1.11987723  1.70186444 -0.04163859  0.53691811 -0.87742664  0.70641255
 -0.0648428   0.03811209  2.24879118 -0.73195738  0.        ]",[-0.43587238 -0.00301922],[ 1.99789739 -0.43742665]
2,-0.310832759112,"[[ 0.19098732 -0.02251822 -0.10101277  0.08187734]
 [ 7.83226731 -3.30385861  0.          0.        ]]",[ 1.18904245 -0.29744798],-3.32167,"[ 1.09768374  1.70198422  0.13168508  0.40348117 -0.87742616  0.70641222
  0.15591119 -0.17721073  2.22732452 -0.5403874   0.        ]",[-0.43587238 -0.00301922],[ 1.85465369 -0.40101391]
3,-0.299634065036,"[[  0.38577491  -0.10388517  -0.10101277   0.08187734]
 [ 11.63383917  -4.82774383   0.           0.        ]]",[ 0.99252832 -0.47658348],-3.2343,"[ 1.01859098  1.69573239  0.40813351  0.18290453 -0.87742567  0.70641189
  0.37229603 -0.37002079  2.15771823 -0.23302714  0.        ]",[-0.43587238 -0.00301922],[ 1.29049089 -0.46704801]
4,-0.28107431166,"[[  0.65584108  -0.21804932  -0.10101277   0.08187734]
 [ 15.36038933  -6.58278727   0.           0.        ]]",[ 0.5639776 -0.5318104],-3.14965,"[ 0.82701429  1.67348447  0.75441717 -0.12311009 -0.87742518  0.70641156
  0.58441059 -0.59207818  1.99507484  0.16005692  0.        ]",[-0.43587238 -0.00301922],[ 1.7233821   0.04980394]
5,-0.252080486344,"[[  0.9996923   -0.34642971  -0.10101277   0.08187734]
 [ 19.01260676  -6.25627858   0.           0.        ]]",[ 0.00277376 -0.50665635],-2.97968,"[ 0.46669764  1.63001828  1.09763101 -0.45789597 -0.8774247   0.70641122
  0.79229403 -0.55076629  1.68141053  0.5928597   0.        ]",[-0.43587238 -0.00301922],[-1.07297257  1.08959141]
6,-0.217478418821,"[[  1.33646656  -0.43056349  -0.10101277   0.08187734]
 [ 14.6792162   -2.17075057   0.           0.        ]]",[-0.29483622 -0.64223003],-2.63847,"[ 0.02573624  1.59125996  1.29240622 -0.66939482 -0.87742421  0.70641089
  0.54563763 -0.03384285  1.26014135  0.92069487  0.        ]",[-0.43587238 -0.00301922],[-0.67956689 -0.82815838]
7,-0.188375444409,"[[  1.60017749  -0.50643373  -0.10101277   0.08187734]
 [ 11.70179197  -5.40551712   0.           0.        ]]",[ 0.00455485 -0.71874011],-2.2449,"[-0.34829944  1.54959383  1.33228718 -0.85328179 -0.87742373  0.70641056
  0.37616276 -0.44312323  0.8958568   1.05882038  0.        ]",[-0.43587238 -0.00301922],[-0.16407428  0.49285644]
8,-0.163448952966,"[[  1.82537285  -0.59388414  -0.10101277   0.08187734]
 [ 10.82067094  -3.34638942   0.           0.        ]]",[-0.13193382 -0.92736936],-1.8848,"[-0.66640957  1.49399251  1.28513852 -1.05576363 -0.87742324  0.70641023
  0.3260093  -0.18259089  0.59334974  1.08704379  0.        ]",[-0.43587238 -0.00301922],[ 0.21497386 -0.7259222 ]
9,-0.138629559988,"[[  2.04818355  -0.68898567  -0.10101277   0.08187734]
 [ 11.45829286  -6.1543901    0.           0.        ]]",[-0.19417585 -1.36636364],-1.76984,"[-0.96330696  1.4247967   1.1671565  -1.2627219  -0.87742276  0.7064099
  0.36230258 -0.53787464  0.30645837  1.0457454   0.        ]",[-0.43587238 -0.00301922],[-1.09723408 -1.03043982]
10,-0.120720950896,"[[ 2.23539571 -0.85056189 -0.10101277  0.08187734]
 [ 7.27677124 -9.99050055  0.          0.        ]]",[ 0.14497894 -2.06474066],-1.6008,"[-1.18821801  1.28815109  1.01735161 -1.57761829 -0.87742227  0.70640957
  0.12429048 -1.02324026  0.15162278  0.95046913  0.        ]",[-0.43587238 -0.00301922],[-0.30274426 -2.53482723]
11,-0.111609941608,"[[  2.36748093  -1.08810955  -0.10101277   0.08187734]
 [  5.93612416 -13.75174722   0.           0.        ]]",[ 0.39472035 -3.1562314 ],-1.4174,"[-1.32878125  1.05045537  0.8867505  -1.94197291 -0.87742178  0.70640924
  0.04798086 -1.49913282  0.16367047  0.83521599  0.        ]",[-0.43587238 -0.00301922],[ 0.4204282  -4.23376493]
12,-0.103647211874,"[[  2.50172469  -1.40014294  -0.10101277   0.08187734]
 [  7.48307613 -17.43926672   0.           0.        ]]",[ 0.47642279 -4.06540298],-1.44856,"[-1.45337688  0.69241139  0.73552668 -2.21292197 -0.8774213   0.7064089
  0.13603332 -1.96569536  0.2425611   0.66108903  0.        ]",[-0.43587238 -0.00301922],[ 1.38544354 -2.01643653]
13,-0.0926209425935,"[[  2.68961321  -1.7851956   -0.10101277   0.08187734]
 [ 11.29319173 -21.05384635   0.           0.        ]]",[ 0.6333077 -4.6248703],-1.0895,"[-1.59266859  0.22701277  0.49778604 -2.19017725 -0.87742081  0.70640857
  0.35290504 -2.42302651  0.31384394  0.3848789   0.        ]",[-0.43587238 -0.00301922],[ 1.60918663 -5.55794309]
14,-0.0865607419745,"[[  2.95295431  -2.24181547  -0.10101277   0.08187734]
 [ 15.02858561 -24.59623829   0.           0.        ]]",[ 0.74965352 -4.63868999],-1.23261,"[-1.71089122 -0.27054544  0.1282582  -1.66329556 -0.87742033  0.70640824
  0.56552354 -2.8712203   0.37306183 -0.01023184  0.        ]",[-0.43587238 -0.00301922],[ 0.94716    -4.39986876]
15,-0.106169092932,"[[  3.28816817  -2.76857523  -0.10101277   0.08187734]
 [ 18.48132532 -28.06816457   0.           0.        ]]",[ 0.70191485 -3.61108422],-1.56924,"[-1.72092255 -0.64697344 -0.36633176 -0.52549978 -0.87741984  0.70640791
  0.76205326 -3.31049332  0.46884171 -0.51454686  0.        ]",[-0.43587238 -0.00301922],[ 0.4254388  -4.39409971]
16,-0.14177656857,"[[  3.67103237  -3.19972702  -0.10101277   0.08187734]
 [ 19.8009999   -6.58887354   0.           0.        ]]",[ 0.44585627  0.09785879],-2.30774,"[-1.54047722 -0.72857121 -0.89862047  0.62253162 -0.87741935  0.70640758
  0.83716876 -0.59283462  0.60454018 -0.94091386  0.        ]",[-0.43587238 -0.00301922],[ 0.22052917  0.77449768]
17,-0.136393385528,"[[  4.07188599  -3.1942341   -0.10101277   0.08187734]
 [ 20.28262311   3.79864967   0.           0.        ]]",[-0.00381148 -0.5689196 ],-2.15953,"[-1.16083125 -0.72894077 -1.33860539  0.60762973 -0.87741887  0.70640725
  0.86458231  0.7214424   0.58971007 -0.87348486  0.        ]",[-0.43587238 -0.00301922],[ 0.67266012 -1.26593304]
18,-0.12333789866,"[[  4.50023154  -3.11594648  -0.10101277   0.08187734]
 [ 22.54436026   3.49151377   0.           0.        ]]",[ 0.08440886 -1.27168107],-1.86087,"[-0.60739002 -0.73022548 -1.59923892  0.39499175 -0.87741838  0.70640692
  0.9933199   0.68258183  0.49301026 -0.81092115  0.        ]",[-0.43587238 -0.00301922],[ 0.38165026 -2.58867181]
19,-0.116994903655,"[[  4.96180098  -3.06067012  -0.10101277   0.08187734]
 [ 23.60903356   2.0565649    0.           0.        ]]",[ 0.30278677 -1.56769168],-1.89644,"[ 0.04668428 -0.72664438 -1.58660279  0.24503516 -0.8774179   0.70640659
  1.05392048  0.50102523  0.40564805 -0.84253308  0.        ]",[-0.43587238 -0.00301922],[ 0.67848508 -1.56072082]
20,-0.119515248103,"[[  5.45624425  -3.03056898  -0.10101277   0.08187734]
 [ 25.82790511   1.04153732   0.           0.        ]]",[ 0.66450882 -1.73252285],-1.75248,"[ 0.6619949  -0.72313534 -1.24084386  0.16362815 -0.87741741  0.70640625
  1.18021789  0.37259905  0.36969639 -0.92784874  0.        ]",[-0.43587238 -0.00301922],[ 0.81586337 -2.62728042]
21,-0.127997994241,"[[  6.00008189  -3.01588941  -0.10101277   0.08187734]
 [ 28.54680158   0.48844109   0.           0.        ]]",[ 0.99157518 -1.70191979],-1.92186,"[ 1.06676688 -0.72102633 -0.56394997  0.12402236 -0.87741692  0.70640592
  1.33497646  0.3026186   0.39202137 -1.02064235  0.        ]",[-0.43587238 -0.00301922],[ 0.90859185 -1.98919152]
22,-0.138231550801,"[[  6.60144125  -3.00915631  -0.10101277   0.08187734]
 [ 31.57903294   0.21862262   0.           0.        ]]",[ 1.08862412 -1.34341884],-2.0977,"[ 1.05187936 -0.71997178  0.31417748  0.10588034 -0.87741644  0.70640559
  1.50756964  0.2684798   0.46390094 -1.07979938  0.        ]",[-0.43587238 -0.00301922],[-0.15824085 -1.27339264]
23,-0.145527458485,"[[  7.22046334  -3.0061863   -0.10101277   0.08187734]
 [ 30.32734795   0.09483569   0.           0.        ]]",[ 1.04604077 -0.52825743],-2.29175,"[ 0.54023701 -0.71948904  1.04520806  0.09788289 -0.87741595  0.70640526
  1.43632233  0.2528176   0.55331862 -1.07392327  0.        ]",[-0.43587238 -0.00301922],[ 1.15406223 -0.73336603]
24,-0.147350153258,"[[  7.86071135  -3.00462831  -0.10101277   0.08187734]
 [ 33.68625958   0.0597709    0.           0.        ]]",[ 0.73839062 -0.18685189],-2.40625,"[-0.31590706 -0.7192314   1.33289249  0.0936889  -0.87741547  0.70640493
  1.62750971  0.24838095  0.62390351 -1.00236196  0.        ]",[-0.43587238 -0.00301922],[ 0.20235377  0.55820222]
25,-0.142890107392,"[[  8.53578472  -2.98126158  -0.10101277   0.08187734]
 [ 33.82061182   2.26955721   0.           0.        ]]",[ 0.49662966 -0.19525814],-2.29931,"[-1.20744342 -0.71502145  1.00144873  0.03090172 -0.87741498  0.7064046
  1.63515516  0.52797365  0.65712403 -0.8699767   0.        ]",[-0.43587238 -0.00301922],[-0.08916123 -0.55834411]
26,-0.130284450039,"[[  9.20193575e+00  -2.95849518e+00  -1.01012774e-01   8.18773370e-02]
 [  3.27979189e+01   1.46080957e-02   0.00000000e+00   0.00000000e+00]]",[ 0.53542119 -0.65230656],-2.14777,"[-1.70089529 -0.71028905  0.17790269 -0.03004487 -0.8774145   0.70640427
  1.57694182  0.24266638  0.60136185 -0.73691701  0.        ]",[-0.43587238 -0.00301922],[-0.63842465 -0.51091408]
