timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.193266813865,"[[ 0.04768224  0.0173178   0.0713746   0.14693307]
 [ 0.00480866  0.00105738  0.          0.        ]]",[ 3.88985324  1.40624475],-3.55636,"[ 1.12086538  1.38718947 -0.08756375  0.43420953  0.61999978  1.26497663
 -0.28619266  0.23444764  0.80354179 -1.64234938  0.        ]",[-0.53545904 -0.07764371],[ 4.45609217  1.54499889]
1,-0.183762547694,"[[ 0.08745253  0.05705114  0.0713746   0.14693307]
 [ 3.95906201  3.95908965  0.          0.        ]]",[ 3.00645685  0.15811425],-3.3691,"[ 1.11688679  1.38552785 -0.02993741  0.54260168  0.61999958  1.26497589
 -0.05302541  0.76402649  0.79290972 -1.50473734  0.        ]",[-0.53545904 -0.07764371],[ 2.74290402 -0.15630362]
2,-0.158674969165,"[[ 0.20554155  0.12922168  0.0713746   0.14693307]
 [ 7.83693293  3.26029392  0.          0.        ]]",[ 2.14690971 -0.60532659],-3.23172,"[ 1.0913615   1.3779819   0.13963808  0.73873491  0.61999939  1.26497514
  0.17563785  0.67052838  0.73280278 -1.15708118  0.        ]",[-0.53545904 -0.07764371],[ 2.89307929  1.38678426]
3,-0.117428950976,"[[  0.40040134   0.23349245   0.0713746    0.14693307]
 [ 11.63643737   7.1537981    0.           0.        ]]",[ 0.1602677  -2.86622882],-2.60562,"[ 1.00536035  1.35684508  0.40933311  1.01860469  0.61999919  1.2649744
  0.39968012  1.1914732   0.54331743 -0.63980973  0.        ]",[-0.53545904 -0.07764371],[ 0.88210772 -3.13019493]
4,-0.0670004027761,"[[  0.66585038   0.33540515   0.0713746    0.14693307]
 [ 14.89759328   3.05112199   0.           0.        ]]",[-1.71212471 -3.30866599],-1.7048,"[ 0.80606627  1.32470198  0.7403908   1.28553614  0.619999    1.26497365
  0.59197799  0.64254066  0.15864663 -0.09315138  0.        ]",[-0.53545904 -0.07764371],[-1.50062866 -3.98728474]
5,-0.043381176191,"[[  0.92117008   0.35610701   0.0713746    0.14693307]
 [ 10.64848678  -0.96752485   0.           0.        ]]",[-2.01382494 -2.76642084],-1.69553,"[ 0.53715199  1.31681278  0.99976084  1.33870696  0.6199988   1.2649729
  0.34142411  0.10485123 -0.25193657  0.23865934  0.        ]",[-0.53545904 -0.07764371],[-2.42664299 -2.46850944]
6,-0.0503414122427,"[[ 1.09234941  0.29723532  0.0713746   0.14693307]
 [ 6.48331505 -4.90649858  0.          0.        ]]",[-1.79534185 -1.64123154],-1.87603,"[ 0.32307928  1.33804961  1.13251031  1.18650474  0.61999861  1.26497216
  0.09581956 -0.42217803 -0.48984646  0.36958609  0.        ]",[-0.53545904 -0.07764371],[-0.96116395 -1.0858983 ]
7,-0.0534939441533,"[[ 1.18259394  0.16036687  0.0713746   0.14693307]
 [ 2.55424144 -8.76747103  0.          0.        ]]",[-0.89029813  0.08412391],-2.02021,"[ 0.20177219  1.37292505  1.18752614  0.82286719  0.61999841  1.26497141
 -0.13586317 -0.93877063 -0.51832441  0.39944451  0.        ]",[-0.53545904 -0.07764371],[-0.03909099  0.45872191]
8,-0.0513231820282,"[[  1.23161271e+00   4.98381525e-03   7.13745981e-02   1.46933072e-01]
 [  2.34831992e+00  -6.77746617e+00   0.00000000e+00   0.00000000e+00]]",[-0.79346943  0.24613225],-1.96726,"[ 0.13390338  1.38733705  1.21284876  0.40053601  0.61999822  1.26497067
 -0.14800556 -0.67251038 -0.45841292  0.38312143  0.        ]",[-0.53545904 -0.07764371],[-1.04695762  1.30834611]
9,-0.0483613749786,"[[ 1.23840658 -0.08947577  0.0713746   0.14693307]
 [-1.65559842 -2.68214725  0.          0.        ]]",[ 0.04773372 -0.05639172],-1.78708,"[ 0.12439975  1.38285235  1.21609948  0.14298137  0.61999802  1.26496992
 -0.38410164 -0.12456202 -0.38361487  0.34688051  0.        ]",[-0.53545904 -0.07764371],[ 0.07919899 -0.57555929]
10,-0.045936753254,"[[ 1.20877516 -0.165453    0.0713746   0.14693307]
 [-1.3087047  -4.90815636  0.          0.        ]]",[ 0.4457339  0.7909146],-1.92724,"[ 0.1656803   1.37199482  1.20145531 -0.06270893  0.61999783  1.26496918
 -0.36364651 -0.42239909 -0.26564973  0.27822088  0.        ]",[-0.53545904 -0.07764371],[-0.02604195  1.82903935]
11,-0.0464149607415,"[[ 1.18181132 -0.22291302  0.0713746   0.14693307]
 [-1.38740717 -0.8513659   0.          0.        ]]",[ 0.62345505  0.24667484],-1.83365,"[ 0.20284517  1.35952905  1.1870928  -0.21660889  0.61999763  1.26496843
 -0.36828721  0.12039437 -0.17275093  0.21301519  0.        ]",[-0.53545904 -0.07764371],[ 0.40896834  0.49292319]
12,-0.0468658208402,"[[ 1.17056327 -0.22019478  0.0713746   0.14693307]
 [ 0.25712909  1.11663347  0.          0.        ]]",[ 0.27029711 -0.33850384],-1.81374,"[ 0.21822937  1.36019978  1.18081165 -0.20936925  0.61999744  1.26496768
 -0.2713149   0.38371019 -0.15651906  0.20241666  0.        ]",[-0.53545904 -0.07764371],[ 0.67261451 -0.04717746]
13,-0.0457673554889,"[[ 1.20235226 -0.1999684   0.0713746   0.14693307]
 [ 2.91292597  0.9067085   0.          0.        ]]",[-0.46835104 -0.66758728],-1.79483,"[ 0.17456862  1.36494135  1.19812152 -0.15536488  0.61999725  1.26496694
 -0.11471228  0.35562239 -0.2256576   0.25020954  0.        ]",[-0.53545904 -0.07764371],[-1.06659316  0.61591921]
14,-0.0461360508185,"[[ 1.22033248 -0.15752965  0.0713746   0.14693307]
 [-1.1015325   3.32908767  0.          0.        ]]",[-0.07910275 -1.28572011],-1.70619,"[ 0.149632    1.3734237   1.20730676 -0.04135895  0.61999705  1.26496619
 -0.35143012  0.67973367 -0.2921549   0.29413845  0.        ]",[-0.53545904 -0.07764371],[-0.1678889  -0.53560776]
15,-0.04638888051,"[[ 1.19186529 -0.11288522  0.0713746   0.14693307]
 [-1.74305185  1.14264165  0.          0.        ]]",[ 0.18108766 -0.84293783],-1.79317,"[ 0.18903369  1.38018847  1.19256006  0.07940083  0.61999686  1.26496545
 -0.38925808  0.38718961 -0.2822741   0.29237132  0.        ]",[-0.53545904 -0.07764371],[ 0.15989394  1.04498003]
16,-0.0467088473531,"[[ 1.16368114 -0.05053411  0.0713746   0.14693307]
 [-1.07757582  5.07935033  0.          0.        ]]",[-0.22101298 -2.14854527],-1.57489,"[ 0.22760621  1.38590849  1.1768828   0.24902799  0.61999666  1.2649647
 -0.35001729  0.91391642 -0.28889045  0.29929376  0.        ]",[-0.53545904 -0.07764371],[ 0.19146324 -2.83891022]
17,-0.0471401394075,"[[ 1.14995857  0.01031306  0.0713746   0.14693307]
 [-0.29728424  1.01889981  0.          0.        ]]",[-0.26846784 -1.44311142],-1.69706,"[ 0.24621995  1.3872831   1.16886513  0.41508545  0.61999647  1.26496395
 -0.30400624  0.37063259 -0.31991683  0.31700928  0.        ]",[-0.53545904 -0.07764371],[ 0.04964552 -1.38797372]
18,-0.0468342207196,"[[ 1.14605786 -0.00923997  0.0713746   0.14693307]
 [-0.09347043 -2.96093869  0.          0.        ]]",[ 0.01160125 -0.30867869],-1.81209,"[ 0.2514903   1.38729398  1.16653999  0.36170515  0.61999627  1.26496321
 -0.29198801 -0.16186541 -0.29555396  0.30377729  0.        ]",[-0.53545904 -0.07764371],[-0.03440403 -0.02358974]
19,-0.0465759783006,"[[ 1.14284161 -0.06880723  0.0713746   0.14693307]
 [-0.22770809 -2.99567181  0.          0.        ]]",[ 0.25193971 -0.00595731],-1.85985,"[ 0.25582887  1.38468052  1.16460759  0.19923031  0.61999608  1.26496246
 -0.29990344 -0.16651263 -0.23740359  0.26863613  0.        ]",[-0.53545904 -0.07764371],[ 0.94981303  0.70951841]
20,-0.046396360292,"[[ 1.17602007 -0.09995262  0.0713746   0.14693307]
 [ 3.5330385  -0.12841725  0.          0.        ]]",[-0.72600389 -0.89618766],-1.69827,"[ 0.21077454  1.38172838  1.18387458  0.1145072   0.61999588  1.26496172
 -0.07814569  0.21712302 -0.26648682  0.28419241  0.        ]",[-0.53545904 -0.07764371],[-1.34248749 -1.66562874]
21,-0.0461842521656,"[[ 1.20630449 -0.14220761  0.0713746   0.14693307]
 [-0.4912067  -4.08390554  0.          0.        ]]",[ 0.21471728  0.48258823],-1.80753,"[  1.69101336e-01   1.37598948e+00   1.20017318e+00   1.29029359e-06
   6.19995688e-01   1.26496097e+00  -3.15440969e-01  -3.12117262e-01
  -2.81476584e-01   2.89569124e-01   0.00000000e+00]",[-0.53545904 -0.07764371],[-0.07826141 -0.4461167 ]
22,-0.0461132457345,"[[ 1.1934779  -0.24079659  0.0713746   0.14693307]
 [-0.79046533 -5.76937542  0.          0.        ]]",[ 0.67850232  1.09404898],-1.98408,"[ 0.18681281  1.35489887  1.19342025 -0.26412605  0.61999549  1.26496023
 -0.3330871  -0.53763132 -0.17747968  0.21348391  0.        ]",[-0.53545904 -0.07764371],[ 1.04198933  2.09417046]
23,-0.0457112364838,"[[ 1.21750085 -0.3153254   0.0713746   0.14693307]
 [ 3.17956542 -1.69706766  0.          0.        ]]",[-0.12621072  0.43791491],-1.84195,"[ 0.15356971  1.33190185  1.20588347 -0.45973414  0.6199953   1.26495948
 -0.09898845  0.00723956 -0.15763661  0.18654657  0.        ]",[-0.53545904 -0.07764371],[-0.29837014  0.03202077]
24,-0.0438913149446,"[[ 1.2686179  -0.34765271  0.0713746   0.14693307]
 [ 1.93627784 -1.53620335  0.          0.        ]]",[-0.07998028  0.51049966],-1.84105,"[ 0.08187348  1.32007226  1.22977869 -0.54318143  0.6199951   1.26495873
 -0.17230069  0.02876304 -0.21590624  0.21823309  0.        ]",[-0.53545904 -0.07764371],[-0.0988387   0.30765194]
25,-0.0431737933865,"[[ 1.30303147 -0.36584762  0.0713746   0.14693307]
 [ 1.50651051 -0.28744971  0.          0.        ]]",[-0.16543129  0.29148656],-1.83702,"[ 0.03294499  1.31292716  1.24382868 -0.58972637  0.61999491  1.26495799
 -0.19764251  0.19584512 -0.25845574  0.24035362  0.        ]",[-0.53545904 -0.07764371],[-0.45711585  0.75975334]
26,-0.0437190350883,"[[ 1.31470767 -0.34134922  0.0713746   0.14693307]
 [-0.3327633   2.72723985  0.          0.        ]]",[-0.09282324 -0.42389929],-1.81445,"[ 0.01623561  1.32246421  1.24821917 -0.52698326  0.61999471  1.26495724
 -0.30609795  0.59920778 -0.29782504  0.26861847  0.        ]",[-0.53545904 -0.07764371],[-0.68105217  1.22130475]
27,-0.0454480068213,"[[ 1.28107167 -0.24760809  0.0713746   0.14693307]
 [-3.02187627  6.63385415  0.          0.        ]]",[ 0.06461413 -1.65574694],-1.67893,"[ 0.06422423  1.35304299  1.23505179 -0.28216933  0.61999452  1.2649565
 -0.46466541  1.12190889 -0.3188374   0.29738855  0.        ]",[-0.53545904 -0.07764371],[ 0.12967165 -1.01559543]
28,-0.0462641700932,"[[ 1.2263964  -0.15597873  0.0713746   0.14693307]
 [-2.44756499  2.54271624  0.          0.        ]]",[ 0.1890751  -1.01347446],-1.60955,"[ 0.14118394  1.37368357  1.21029612 -0.03717626  0.61999433  1.26495575
 -0.43080016  0.57451796 -0.30387006  0.30077904  0.        ]",[-0.53545904 -0.07764371],[-0.59286721 -2.56270142]
29,-0.046694796399,"[[ 1.1544151  -0.14534835  0.0713746   0.14693307]
 [-4.74292936 -1.46631825  0.          0.        ]]",[ 1.22060132  0.30271608],-1.86849,"[ 0.24018709  1.37547663  1.17148819 -0.00848345  0.61999413  1.26495501
 -0.56614965  0.03811249 -0.1914517   0.23459149  0.        ]",[-0.53545904 -0.07764371],[ 1.82516496  0.85771992]
30,-0.0491675072887,"[[ 1.10017515 -0.14032372  0.0713746   0.14693307]
 [-0.69453958  1.95737384  0.          0.        ]]",[ 0.53343797 -0.73887444],-1.81975,"[ 0.31276562  1.37627993  1.137688    0.00509444  0.61999394  1.26495426
 -0.32743006  0.49619959 -0.10676361  0.17667698  0.        ]",[-0.53545904 -0.07764371],[ 0.55402921  0.41337067]
31,-0.0475538398817,"[[ 1.10840572 -0.0851513   0.0713746   0.14693307]
 [ 1.51025495  3.55454749  0.          0.        ]]",[-0.2159839 -1.6372335],-1.70521,"[ 0.30187415  1.38325679  1.14306391  0.15474401  0.61999374  1.26495351
 -0.19742089  0.70989994 -0.16588403  0.22221526  0.        ]",[-0.53545904 -0.07764371],[-1.20295193 -0.59708877]
32,-0.0471978472889,"[[ 1.09863002 -0.03847193  0.0713746   0.14693307]
 [-2.47455788  1.12149397  0.          0.        ]]",[ 0.60404372 -0.97067457],-1.72176,"[ 0.31480506  1.38649764  1.1366677   0.28192718  0.61999355  1.26495277
 -0.43239147  0.38435914 -0.18960992  0.23974096  0.        ]",[-0.53545904 -0.07764371],[ 0.73125354 -1.26003003]
33,-0.0483004392956,"[[ 1.07866929 -0.05600414  0.0713746   0.14693307]
 [ 0.46868037 -2.86143735  0.          0.        ]]",[ 0.42623436 -0.01049531],-1.81848,"[ 0.34100707  1.38556591  1.12322488  0.23411688  0.61999335  1.26495202
 -0.25883875 -0.14855408 -0.14164358  0.20700923  0.        ]",[-0.53545904 -0.07764371],[-0.61407787 -0.09018746]
34,-0.0510172150322,"[[ 1.06357793 -0.11623794  0.0713746   0.14693307]
 [-1.96970063 -3.16094774  0.          0.        ]]",[ 1.16183472  0.59373933],-1.93169,"[ 0.36063256  1.37974063  1.11272243  0.07030825  0.61999316  1.26495128
 -0.40262164 -0.18862832 -0.06766455  0.14937411  0.        ]",[-0.53545904 -0.07764371],[ 1.58396561  0.79714143]
35,-0.0520960155524,"[[ 1.06425292 -0.14717581  0.0713746   0.14693307]
 [ 2.0239101   0.05644365  0.          0.        ]]",[ 0.34265727 -0.31131056],-1.87097,"[ 0.35975815  1.37517172  1.11319777 -0.01341963  0.61999296  1.26495053
 -0.16713198  0.2418564  -0.04410007  0.12811464  0.        ]",[-0.53545904 -0.07764371],[ 0.65828218  0.23786008]
36,-0.0474637415546,"[[ 1.13045348 -0.13661838  0.0713746   0.14693307]
 [ 4.58760912  0.99617242  0.          0.        ]]",[-0.60420227 -0.96648312],-1.82287,"[ 0.27247965  1.37684951  1.15702851  0.01511314  0.61999277  1.26494979
 -0.01595935  0.3675914  -0.15910265  0.21391538  0.        ]",[-0.53545904 -0.07764371],[-0.51146679  0.76856918]
37,-0.0469596072853,"[[ 1.20098295 -0.08635091  0.0713746   0.14693307]
 [ 2.47238366  4.02049097  0.          0.        ]]",[-0.9114064  -1.95352054],-1.60411,"[ 0.17645935  1.38313581  1.19738855  0.15148088  0.61999257  1.26494904
 -0.14068701  0.77224305 -0.32128201  0.31544879  0.        ]",[-0.53545904 -0.07764371],[ 0.03719883 -2.71275978]
38,-0.0507358998606,"[[ 1.25143208 -0.04646793  0.0713746   0.14693307]
 [ 2.57219459 -0.01873082  0.          0.        ]]",[-1.1241076 -1.2223649],-1.70875,"[ 0.10611498  1.38611047  1.22213709  0.26011726  0.61999238  1.26494829
 -0.13480147  0.2317976  -0.44590395  0.37712566  0.        ]",[-0.53545904 -0.07764371],[-1.57095245 -1.24347142]
39,-0.0499193496432,"[[ 1.26269042 -0.08655103  0.0713746   0.14693307]
 [-1.43303302 -3.97639514  0.          0.        ]]",[-0.06787196  0.20487243],-1.81866,"[ 0.09024882  1.38311455  1.22718265  0.15093646  0.61999218  1.26494755
 -0.3709762  -0.29773549 -0.42908409  0.36812323  0.        ]",[-0.53545904 -0.07764371],[ 1.18639731 -0.90491364]
40,-0.0465140506903,"[[ 1.27401825 -0.20125482  0.0713746   0.14693307]
 [ 2.55254308 -7.48229124  0.          0.        ]]",[-0.43927345  1.00441861],-1.965,"[ 0.07422725  1.36462904  1.2320823  -0.15880727  0.61999199  1.2649468
 -0.13596008 -0.76682216 -0.34652892  0.31842118  0.        ]",[-0.53545904 -0.07764371],[-0.72158933  1.63712253]
41,-0.0442284985442,"[[ 1.29590599 -0.30967534  0.0713746   0.14693307]
 [-0.35408774 -3.37346261  0.          0.        ]]",[ 0.14543176  0.81447083],-1.87008,"[ 0.04311456  1.33383906  1.24104469 -0.44505726  0.6199918   1.26494606
 -0.30735434 -0.21706308 -0.29208491  0.27183312  0.        ]",[-0.53545904 -0.07764371],[ 0.45147312  0.92646158]
42,-0.043673967073,"[[ 1.3067999  -0.33967496  0.0713746   0.14693307]
 [ 1.43752349  0.36105754  0.          0.        ]]",[-0.26867041  0.03851724],-1.75143,"[ 0.02755648  1.32307872  1.24525572 -0.52267659  0.6199916   1.26494531
 -0.20170892  0.28261372 -0.28583427  0.26217773  0.        ]",[-0.53545904 -0.07764371],[-1.78605743 -0.26485175]
43,-0.0435774486377,"[[ 1.29557759 -0.34303245  0.0713746   0.14693307]
 [-2.54649223 -0.693296    0.          0.        ]]",[ 0.57431942  0.57827216],-1.85704,"[ 0.04358283  1.32181417  1.24091371 -0.53131376  0.61999141  1.26494456
 -0.43663304  0.1415417  -0.2643456   0.24896311  0.        ]",[-0.53545904 -0.07764371],[ 1.06827687  0.7902799 ]
44,-0.0438888832514,"[[ 1.28483273 -0.32537964  0.0713746   0.14693307]
 [ 1.45867038  2.44811057  0.          0.        ]]",[-0.30113098 -0.48587379],-1.80667,"[ 0.05887982  1.32832375  1.23659144 -0.48578712  0.61999121  1.26494382
 -0.20046175  0.56186029 -0.26057207  0.25044797  0.        ]",[-0.53545904 -0.07764371],[-0.05249028  0.48673284]
