timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.215346922036,"[[-0.02931495 -0.03087573  0.06873981  0.15320395]
 [ 0.00079553 -0.00311325  0.          0.        ]]",[ 3.64224124  1.54245567],-3.46373,"[ 1.12364112  1.50243319 -0.19760208  0.33534826  0.59818536  1.31887566
 -0.28442786  0.23670303  0.82707203 -1.84699215  0.        ]",[-0.46575376 -0.0373145 ],[ 3.28818265  1.71600624]
1,-0.206074774531,"[[ 0.01037586  0.00877502  0.06873981  0.15320395]
 [ 3.95512413  3.95500239  0.          0.        ]]",[ 3.01215434  0.53076285],-3.35263,"[ 1.12418933  1.50293778 -0.13952726  0.44318556  0.59818515  1.31887472
 -0.05534284  0.75373853  0.82896193 -1.71404305  0.        ]",[-0.46575376 -0.0373145 ],[ 5.45604184 -0.22504102]
2,-0.181547745596,"[[ 0.12838781  0.07813388  0.06873981  0.15320395]
 [ 7.83316058  2.98412067  0.          0.        ]]",[ 2.35949421 -0.05646777],-3.10772,"[ 1.11224716  1.49945824  0.03264908  0.63162739  0.59818494  1.31887378
  0.16932237  0.62691516  0.80161857 -1.37642237  0.        ]",[-0.46575376 -0.0373145 ],[ 2.73758716 -0.58620512]
3,-0.146348130776,"[[  0.32319652   0.11391971   0.06873981   0.15320395]
 [ 11.63504742   0.6023979    0.           0.        ]]",[ 1.47668993 -0.39120114],-2.83154,"[ 1.04865169  1.49549544  0.31004568  0.72851192  0.59818473  1.31887284
  0.389576    0.31579826  0.69380803 -0.92616184  0.        ]",[-0.46575376 -0.0373145 ],[ 0.60121762  1.14532352]
4,-0.0990599257097,"[[  0.57743613   0.16556667   0.06873981   0.15320395]
 [ 13.78178926   4.54913625   0.           0.        ]]",[-0.35402191 -2.48677206],-2.16441,"[ 0.88747522  1.48718874  0.64409482  0.86760776  0.59818451  1.31887189
  0.51394252  0.83134778  0.43487948 -0.39511621  0.        ]",[-0.46575376 -0.0373145 ],[ 0.30572065 -1.72622707]
5,-0.052167968064,"[[  0.86248761   0.21591266   0.06873981   0.15320395]
 [ 14.72021209   0.49895209   0.           0.        ]]",[-1.86565733 -2.45694709],-1.48459,"[ 0.61391007  1.4761677   0.95664334  1.00205199  0.5981843   1.31887095
  0.56830776  0.30228497  0.0184247   0.06469821  0.        ]",[-0.46575376 -0.0373145 ],[-1.54184214 -2.96719011]
6,-0.0428213235927,"[[  1.1142948    0.18607949   0.06873981   0.15320395]
 [ 10.47462964  -3.46903045   0.           0.        ]]",[-2.15607619 -1.64437318],-1.51282,"[ 0.30759439  1.48304338  1.15878427  0.92254107  0.59818409  1.31887001
  0.32234926 -0.21604008 -0.3618494   0.30451619  0.        ]",[-0.46575376 -0.0373145 ],[-1.47090436 -2.27265745]
7,-0.0530861362978,"[[ 1.2820326   0.07767568  0.06873981  0.15320395]
 [ 6.31301523 -7.35837856  0.          0.        ]]",[-1.77438521 -0.29285288],-1.65268,"[ 0.0797      1.49949317  1.24804222  0.63038295  0.59818388  1.31886907
  0.08125528 -0.72409326 -0.55324946  0.38473546  0.        ]",[-0.46575376 -0.0373145 ],[-1.12340493 -0.74465572]
8,-0.0522733580345,"[[  1.36736043  -0.09759791   0.06873981   0.15320395]
 [  2.23334583 -10.15964779   0.           0.        ]]",[-0.89131892  1.10759497],-1.6518,"[-0.04112622  1.49747859  1.27845183  0.15426746  0.59818367  1.31886813
 -0.15509139 -1.09001379 -0.5419474   0.38026206  0.        ]",[-0.46575376 -0.0373145 ],[-2.39355446 -0.77207975]
9,-0.0403495318481,"[[  1.37190354  -0.32943033   0.06873981   0.15320395]
 [ -1.76578762 -13.01409347   0.           0.        ]]",[ 0.51355708  2.08469725],-1.73846,"[-0.04762743  1.44088305  1.27977932 -0.46062484  0.59818346  1.31886719
 -0.38677238 -1.46287999 -0.34664916  0.27588866  0.        ]",[-0.46575376 -0.0373145 ],[ 0.93444561  1.79381355]
10,-0.0361423749569,"[[ 1.37401003 -0.54741312  0.06873981  0.15320395]
 [ 1.96409705 -8.79821804  0.          0.        ]]",[ 0.36332214  1.55831957],-1.65092,"[-0.05064383  1.33424672  1.28038431 -0.99640498  0.59818325  1.31886625
 -0.17068953 -0.91217296 -0.18209164  0.12869965  0.        ]",[-0.46575376 -0.0373145 ],[ 0.36129873  0.64779226]
11,-0.0335081095786,"[[ 1.42723316 -0.69589917  0.06873981  0.15320395]
 [ 3.35362786 -6.0595043   0.          0.        ]]",[ 0.1920038   1.35357642],-1.68116,"[-0.12724211  1.23448854  1.2935718  -1.32442783  0.59818303  1.31886531
 -0.09019002 -0.55442317 -0.16366909  0.0600412   0.        ]",[-0.46575376 -0.0373145 ],[-0.70801401  1.36212724]
