timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.209815455141,"[[ 0.02078367  0.09386753  0.00497065  0.06251546]
 [ 0.0015915   0.00182699  0.          0.        ]]",[ 2.17065597 -1.03420782],-3.41371,"[ 1.12170276  1.33670137 -0.12689803  0.62883484  0.04376379  0.53700289
 -0.28857625  0.23289956  1.40643407 -0.71778704  0.        ]",[-0.5940268  -0.09986386],[ 2.112841    0.21484682]
1,-0.207026105453,"[[ 0.06050246  0.10242369  0.00497065  0.06251546]
 [ 3.95711887  0.85096319  0.          0.        ]]",[ 1.7557292  -1.30081224],-3.34576,"[ 1.11929409  1.33576676 -0.06947683  0.65213338  0.04376378  0.53700274
 -0.05358705  0.34774321  1.39826853 -0.6158401   0.        ]",[-0.5940268  -0.09986386],[ 1.39329849 -2.01405396]
2,-0.20049105971,"[[  1.78565568e-01   7.95308570e-02   4.97065374e-03   6.25154580e-02]
 [  7.83626741e+00  -3.12698683e+00   0.00000000e+00   0.00000000e+00]]",[ 1.35143304 -1.17849684],-3.27778,"[ 1.09829618  1.33808248  0.10004102  0.58975396  0.04376377  0.53700259
  0.17686465 -0.19026549  1.36549918 -0.37320519  0.        ]",[-0.5940268  -0.09986386],[ 0.63412309 -0.6317912 ]
3,-0.192220615424,"[[  3.58913860e-01  -7.49678780e-03   4.97065374e-03   6.25154580e-02]
 [  1.01907216e+01  -5.56763678e+00   0.00000000e+00   0.00000000e+00]]",[ 0.96068716 -0.87519431],-3.17071,"[ 1.02693463  1.34157103  0.35129434  0.35185724  0.04376376  0.53700245
  0.31673758 -0.52035781  1.29382406 -0.07307087  0.        ]",[-0.5940268  -0.09986386],[ 1.43355526 -1.33020605]
4,-0.18164259791,"[[  6.00411725e-01  -1.57485735e-01   4.97065374e-03   6.25154580e-02]
 [  1.39465750e+01  -9.41839650e+00   0.00000000e+00   0.00000000e+00]]",[-0.04186985 -0.32300928],-3.08073,"[ 0.86103028  1.32781787  0.66055046 -0.05676568  0.04376375  0.5370023
  0.53986456 -1.04116408  1.15697434  0.26572799  0.        ]",[-0.5940268  -0.09986386],[-0.19991644 -0.76956208]
5,-0.169807793612,"[[  8.68653259e-01  -3.74549963e-01   4.97065374e-03   6.25154580e-02]
 [  1.28811365e+01  -1.22784759e+01   0.00000000e+00   0.00000000e+00]]",[-0.24429804 -0.28786793],-2.97632,"[ 0.59354455  1.26438317  0.94774407 -0.62868395  0.04376374  0.53700215
  0.47656903 -1.42798256  0.97034906  0.54065966  0.        ]",[-0.5940268  -0.09986386],[-1.72880617 -0.19087965]
6,-0.159007673706,"[[  1.08403160e+00  -6.25245760e-01   4.97065374e-03   6.25154580e-02]
 [  8.67065900e+00  -1.27894368e+01   0.00000000e+00   0.00000000e+00]]",[ 0.3037408  -1.20051289],-2.68345,"[ 0.32779182  1.13088935  1.12194746 -1.22912591  0.04376373  0.537002
  0.22643354 -1.49708784  0.82420875  0.6355843   0.        ]",[-0.5940268  -0.09986386],[ 0.29362422 -1.40387662]
7,-0.146390842839,"[[  1.26739326e+00  -9.18222863e-01   4.97065374e-03   6.25154580e-02]
 [  9.66219041e+00  -1.64958904e+01   0.00000000e+00   0.00000000e+00]]",[ 0.65579486 -2.86810517],-2.47603,"[ 0.07559963  0.9041331   1.22392223 -1.80161464  0.04376372  0.53700186
  0.28533824 -1.99837511  0.71333667  0.59097489  0.        ]",[-0.5940268  -0.09986386],[ 1.24703893 -2.91506089]
8,-0.125357564529,"[[  1.49843121e+00  -1.28459795e+00   4.97065374e-03   6.25154580e-02]
 [  1.34291700e+01  -2.01293879e+01   0.00000000e+00   0.00000000e+00]]",[ 0.63629872 -4.53844738],-2.23805,"[-0.26235066  0.54222806  1.28622503 -2.25254039  0.04376371  0.53700171
  0.50912637 -2.48979322  0.54454493  0.48060004  0.        ]",[-0.5940268  -0.09986386],[ 1.12533908 -4.4620955 ]
9,-0.0925200408718,"[[  1.80406842e+00  -1.72291334e+00   4.97065374e-03   6.25154580e-02]
 [  1.71223937e+01  -2.36901369e+01   0.00000000e+00   0.00000000e+00]]",[ 0.01170841 -5.83299303],-1.89696,"[-0.71520045  0.05901548  1.25082017 -2.33223881  0.0437637   0.53700156
  0.72853276 -2.97136935  0.28739871  0.29410988  0.        ]",[-0.5940268  -0.09986386],[ 0.30862146 -5.56645574]
