timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.182059290745,"[[-0.02122022 -0.04513697  0.1965311   0.17216402]
 [-0.00380366 -0.00422935  0.          0.        ]]",[ 0.48188579  0.68461215],-1.27396,"[ 1.08276241  1.44162406 -0.12346837  0.00919089  1.75193193  1.46908511
 -0.58391921  0.0533457  -0.1978373  -1.35331637  0.        ]",[-0.02382966  0.00718538],[-1.89134746  1.0861685 ]
1,-0.186023644366,"[[-0.06100149 -0.00547744  0.1965311   0.17216402]
 [-3.96114128  3.95697655  0.          0.        ]]",[ 0.50097853  0.74522722],-1.33844,"[ 1.08048336  1.44284488 -0.18412908  0.08019918  1.75190428  1.46906712
 -0.91341182  0.54581174 -0.19890923 -1.38248478  0.        ]",[-0.02382966  0.00718538],[ 1.41888456  2.34142764]
2,-0.181182619626,"[[-0.09976282  0.11258818  0.1965311   0.17216402]
 [ 0.07159332  7.83666091  0.          0.        ]]",[ 0.49803841  0.84529114],-1.3598,"[ 1.07615321  1.43503511 -0.24309365  0.29124564  1.75187663  1.46904913
 -0.57763174  1.02813863 -0.19941455 -1.346979    0.        ]",[-0.02382966  0.00718538],[ 1.04770286 -0.10010897]
3,-0.156011287173,"[[-0.0586517   0.26377227  0.1965311   0.17216402]
 [ 4.0263736   7.28359781  0.          0.        ]]",[ 0.47932011  0.89821458],-1.28278,"[ 1.08066034  1.40015946 -0.18054714  0.55700372  1.75184899  1.46903114
 -0.24834347  0.95937288 -0.21228685 -1.16324545  0.        ]",[-0.02382966  0.00718538],[ 2.05720363  0.49640349]
4,-0.114476181777,"[[ 0.06076319  0.42770333  0.1965311   0.17216402]
 [ 7.90227864  9.10344061  0.          0.        ]]",[ 0.44204772  0.91802466],-1.06302,"[  1.08047631e+00   1.33168226e+00   1.60528660e-03   8.32941176e-01
   1.75182135e+00   1.46901314e+00   7.43772588e-02   1.18561067e+00
  -2.81307304e-01  -8.61986192e-01   0.00000000e+00]",[-0.02382966  0.00718538],[ 1.63669675  1.3648076 ]
5,-0.0681653746479,"[[  0.25692558   0.64767607   0.1965311    0.17216402]
 [ 11.70149712  12.88122108   0.           0.        ]]",[ 0.38314885  0.90999055],-0.744781,"[ 1.03745518  1.19295978  0.29676134  1.17065939  1.75179371  1.46899515
  0.39071257  1.65525204 -0.49191801 -0.46518869  0.        ]",[-0.02382966  0.00718538],[-1.60936339  1.87766732]
6,-0.0892091838305,"[[  0.44894004   0.94248047   0.1965311    0.17216402]
 [  7.51396585  16.58686009   0.           0.        ]]",[ 0.34619665  0.88802958],-0.792707,"[ 0.94543742  0.93423473  0.57134253  1.53905259  1.75176606  1.46897716
  0.04204184  2.11590051 -0.85097786 -0.1741633   0.        ]",[-0.02382966  0.00718538],[ 0.15145037  1.15377578]
7,-0.151726308734,"[[  0.60375261   1.31064723   0.1965311    0.17216402]
 [  7.96605016  20.21770903   0.           0.        ]]",[ 0.31412315  0.87138581],-0.886675,"[ 0.83755288  0.52641371  0.77544153  1.82082981  1.75173843  1.46895918
  0.07968401  2.5672142  -1.27183631 -0.11042114  0.        ]",[-0.02382966  0.00718538],[-0.04291231  2.73747861]
8,-0.216281095517,"[[  0.75981537   1.75071121   0.1965311    0.17216402]
 [  7.64150899  23.77682482   0.           0.        ]]",[ 0.28978711  0.8205595 ],-1.09763,"[ 0.70113533 -0.01170242  0.96019593  1.85215596  1.75171079  1.46894119
  0.05266101  3.00955858 -1.67396051 -0.30489823  0.        ]",[-0.02382966  0.00718538],[-0.15164652 -0.32182112]
9,-0.260917088811,"[[  0.90514356   2.20873796   0.1965311    0.17216402]
 [  6.89354602  22.03166908   0.           0.        ]]",[ 0.25241661  0.68155146],-1.20588,"[ 0.55202432 -0.52567006  1.10934587  1.52877509  1.75168315  1.4689232
 -0.00961806  2.792516   -1.88213519 -0.68620467  0.        ]",[-0.02382966  0.00718538],[-0.90817306  1.74743128]
