timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.89384522  0.94184302  0.01487894 -0.465857   -1.38379378 -1.37260037
  0.47878503 -0.24759902  3.15181748  2.3335896   0.        ]",-4.86553,[-5.08115148 -0.67438269],-0.399215025607,[-4.80735397 -0.52954054],[-0.76602894 -0.74154681],"[[-0.00924101 -0.04226264 -0.15929681 -0.15858491]
 [ 0.00460473 -0.00331478  0.          0.        ]]"
1,"[ 0.89193733  0.94002052 -0.04590796 -0.52038716 -1.38379305 -1.37259964
  0.28250962 -0.77756042  3.1435769   2.15865705  0.        ]",-4.72546,[-3.7821042  -0.63619001],-0.394390487763,[-4.25746393 -0.37408835],[-0.76602894 -0.74154681],"[[-0.04882995 -0.0691046  -0.15929681 -0.15858491]
 [-3.9503357  -2.6719922   0.          0.        ]]"
2,"[ 0.8708966   0.92972721 -0.22587661 -0.67846944 -1.38379232 -1.37259892
  0.09011062 -1.26700124  3.07747467  1.64862575  0.        ]",-4.15824,[-3.46932138 -0.22831621],-0.378282395286,[-3.37483263 -0.28326899],[-0.76602894 -0.74154681],"[[-0.1667339  -0.14727292 -0.15929681 -0.15858491]
 [-7.82716678 -5.13662574  0.          0.        ]]"
3,"[ 0.78668496  0.90254624 -0.51411911 -0.89912726 -1.38379158 -1.3725982
 -0.09852066 -1.42602803  2.85121578  0.8908929   0.        ]",-3.60284,[-1.86870859  0.59601259],-0.347507998695,[-2.14277339  0.20158212],[-0.76602894 -0.74154681],"[[ -0.36141262  -0.25804023  -0.15929681  -0.15858491]
 [-11.6280786   -5.93742582   0.           0.        ]]"
4,"[ 0.57392609  0.86817518 -0.87766764 -1.08125628 -1.38379085 -1.37259748
 -0.28348814 -0.93370072  2.38586559  0.09104534  0.        ]",-3.26563,[-0.91984343  1.62042764],-0.301098827347,[-0.99898064  0.94306839],[-0.76602894 -0.74154681],"[[ -0.63136916  -0.35191473  -0.15929681  -0.15858491]
 [-15.35516494  -3.45826096   0.           0.        ]]"
5,"[ 0.16969614  0.85562263 -1.23980599 -1.13584128 -1.38379011 -1.37259676
 -0.44908406 -0.13344767  1.69455591 -0.52274345  0.        ]",-2.94356,[ 1.2240365   0.76199515],-0.241528579055,[ 0.40765589  1.24886894],[-0.76602894 -0.74154681],"[[ -0.97195147  -0.38064836  -0.15929681  -0.15858491]
 [-18.69191569   0.571498     0.           0.        ]]"
6,"[-0.32577815  0.87348028 -1.45212315 -1.05666616 -1.38378938 -1.37259604
 -0.23445865  0.46323966  1.00413257 -0.77435038  0.        ]",-2.4547,[ 0.76719455  0.92480781],-0.184285648456,[ 0.4240604   1.06929445],[-0.76602894 -0.74154681],"[[ -1.30239904  -0.33907102  -0.15929681  -0.15858491]
 [-14.36722696   3.57618031   0.           0.        ]]"
7,"[-0.74214636  0.91038242 -1.50696457 -0.8467886  -1.38378865 -1.37259532
 -0.06979633  1.17616343  0.54315194 -0.79396672  0.        ]",-2.12609,[ 0.26875002  0.38063232],-0.145460838566,[ 0.28218871  0.59904039],[-0.76602894 -0.74154681],"[[ -1.55645363  -0.23152743  -0.15929681  -0.15858491]
 [-11.0492914    7.16618502   0.           0.        ]]"
8,"[-1.08560504  0.93954545 -1.47836685 -0.53135439 -1.38378791 -1.3725946
 -0.00621096  1.44720292  0.24931678 -0.74393365  0.        ]",-2.02835,[ 0.97626602  0.60984918],-0.119890982512,[ 0.61584532  0.31123072],[-0.76602894 -0.74154681],"[[-1.76458424 -0.07450957 -0.15929681 -0.15858491]
 [-9.76805029  8.53103687  0.          0.        ]]"
9,"[-1.3327313   0.93435662 -1.41478929 -0.13907275 -1.38378718 -1.37259388
  0.19499719  1.8928841   0.12803744 -0.69570496  0.        ]",-1.91154,[-0.31603481 -0.52919231],-0.108739672684,[ 0.06785839 -0.31208235],[-0.76602894 -0.74154681],"[[ -1.91926693   0.11862881  -0.15929681  -0.15858491]
 [ -5.71371907  10.77531953   0.           0.        ]]"
