timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.12053426  1.94558783  0.15105812 -0.56540205  0.92139588 -0.66190785
  0.83651555 -0.36182617  0.4813684   0.79118804  0.        ]",-0.0660714,[-1.1953982   0.81168525],-0.139260400699,[-0.94605339 -0.33945775],[-0.14881638 -0.22286233],"[[ 0.04360698  0.07013518  0.10520248 -0.07577993]
 [-0.00427689 -0.0015904   0.          0.        ]]"
1,"[ 1.12183599  1.94191923  0.091001   -0.47333013  0.92139358 -0.66190657
  0.62196059  0.10192548  0.48272158  0.75018225  0.        ]",0.0368824,[-1.11570337 -0.39212726],-0.136255762491,[-0.97463167 -0.40014589],[-0.14881638 -0.22286233],"[[  3.81921484e-03   1.02365604e-01   1.05202483e-01  -7.57799328e-02]
 [ -3.96132154e+00   3.21390955e+00   0.00000000e+00   0.00000000e+00]]"
2,"[ 1.11281401  1.93392622 -0.08698689 -0.33658669  0.92139128 -0.66190528
  0.41174992 -0.13096954  0.48196197  0.58391866  0.        ]",0.224717,[-1.18792481 -2.10292747],-0.124512261542,[-0.33071882 -0.05638504],[-0.14881638 -0.22286233],"[[-0.11430553  0.15044194  0.10520248 -0.07577993]
 [-7.83825035  1.59909425  0.          0.        ]]"
3,"[ 1.05623226  1.9354603  -0.37422729 -0.35942036  0.92138898 -0.661904
  0.2057475  -0.70640052  0.44150507  0.23158415  0.        ]",0.19541,[ 0.47228424  1.18001765],-0.102187147191,[ 0.94847476  0.77538401],[-0.14881638 -0.22286233],"[[ -0.30919027   0.14239252   0.10520248  -0.07577993]
 [-11.63756819  -2.3907513    0.           0.        ]]"
4,"[ 0.93833817  1.93683423 -0.66621599 -0.3810634   0.92138668 -0.66190271
  0.31944565 -0.12863107  0.33133028 -0.13143209  0.        ]",0.0938583,[ 2.13605959  1.80538107],-0.0848464520017,[ 1.06434703  0.77053571],[-0.14881638 -0.22286233],"[[-0.52090225  0.13477139  0.10520248 -0.07577993]
 [-9.54061582  1.61529448  0.          0.        ]]"
5,"[ 0.8226171   1.92079464 -0.85260022 -0.17850603  0.92138438 -0.66190143
  0.54408615  0.43759001  0.24462044 -0.30320352  0.        ]",0.193097,[ 2.0264426  -0.41521288],-0.0798896558845,[ 0.81788564  0.53661549],[-0.14881638 -0.22286233],"[[-0.67014596  0.20646775  0.10520248 -0.07577993]
 [-5.39754142  5.54126888  0.          0.        ]]"
6,"[ 0.76248173  1.8900601  -0.92992617  0.08017137  0.92138208 -0.66190014
  0.76440362  0.1844268   0.22200972 -0.32490432  0.        ]",0.164283,[ 1.77859385  0.08963964],-0.0783304066627,[ 0.87441218  0.61275214],[-0.14881638 -0.22286233],"[[-0.73732804  0.29968112  0.10520248 -0.07577993]
 [-1.3341882   3.7859316   0.          0.        ]]"
7,"[ 0.77473441  1.85568231 -0.91500025  0.29244004  0.92137977 -0.66189885
  0.98032503  0.22459084  0.25659657 -0.23681309  0.        ]",0.217237,[ 1.11221488  0.0015593 ],-0.0782807079752,[ 0.56592548  0.41792104],[-0.14881638 -0.22286233],"[[-0.72405647  0.37819381  0.10520248 -0.07577993]
 [ 2.64810382  4.0644159   0.          0.        ]]"
8,"[ 0.85465452  1.81259263 -0.80669125  0.50336946  0.92137747 -0.66189757
  1.19198755  0.21366197  0.33428733 -0.01899881  0.        ]",0.216075,[ 0.466937    1.49000676],-0.0838696525224,[ 0.02185608  0.11121964],[-0.14881638 -0.22286233],"[[-0.63192692  0.45872188  0.10520248 -0.07577993]
 [ 6.55187273  3.98864152  0.          0.        ]]"
9,"[ 0.96312852  1.73522264 -0.61693065  0.79889996  0.92137517 -0.66189628
  1.28505467  0.77323757  0.40000404  0.33814802  0.        ]",0.218388,[ 0.31879084 -0.26769179],-0.100925252596,[-0.96797842 -0.43000722],[-0.14881638 -0.22286233],"[[-0.48366781  0.57742294  0.10520248 -0.07577993]
 [ 8.26839772  7.86852593  0.          0.        ]]"
10,"[ 1.05702039  1.61962691 -0.37146335  1.1299827   0.92137287 -0.661895
  1.34461357  0.59781345  0.38481189  0.76806169  0.        ]",-0.0775236,[-1.96661262 -0.60138682],-0.127759813695,[-1.35138083 -0.47649705],[-0.14881638 -0.22286233],"[[-0.30727792  0.7225899   0.10520248 -0.07577993]
 [ 9.36693964  6.65221369  0.          0.        ]]"
11,"[ 1.10382222  1.52014749 -0.15752361  1.35046764  0.92137057 -0.66189371
  1.12010726  0.23555308  0.30470844  1.0926385   0.        ]",-0.522367,[-1.06587159 -1.14521871],-0.150766346562,[-1.40518749 -0.41065902],[-0.14881638 -0.22286233],"[[-0.16148142  0.83043272  0.10520248 -0.07577993]
 [ 5.22641667  4.14045141  0.          0.        ]]"
