timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.0129534   1.52321372  0.14782346 -0.73741345 -0.81220504  1.18852163
  0.75867901 -0.33904393  1.98253161 -1.30829738  0.        ]",-2.32113,[ 3.25477488  2.46870567],-0.334298093967,[ 3.17094588  3.44560337],[-0.27966097 -0.2916351 ],"[[ 0.04035828 -0.07636261 -0.09399808  0.13947817]
 [ 0.00149419  0.00351264  0.          0.        ]]"
1,"[ 1.00955662  1.52585367  0.2089935  -0.63422357 -0.81220392  1.18851924
  0.96287114  0.27161306  1.98034968 -1.18806375  0.        ]",-2.247,[ 2.30745038  3.47486798],-0.328954641579,[ 2.44704366  2.78458905],[-0.27966097 -0.2916351 ],"[[ 0.08006296 -0.03658063 -0.09399808  0.13947817]
 [ 3.95581061  3.96149972  0.          0.        ]]"
2,"[ 0.98632218  1.52272101  0.3892766  -0.32748941 -0.81220279  1.18851685
  1.163026    0.87018333  1.93384525 -0.83528851  0.        ]",-2.07543,[ 1.60467517  2.07848018],-0.310914532933,[ 1.33253527  2.06722641],[-0.27966097 -0.2916351 ],"[[ 0.19806952  0.08157515 -0.09399808  0.13947817]
 [ 7.83195705  7.84115027  0.          0.        ]]"
3,"[ 0.90585833  1.48188354  0.67641751  0.17020964 -0.81220167  1.18851446
  1.35923561  1.45689615  1.73252329 -0.30037744  0.        ]",-1.7041,[-1.42968202  0.45145484],-0.274629474757,[-0.21823633  1.06347704],[-0.27966097 -0.2916351 ],"[[  0.39283194   0.27655314  -0.09399808   0.13947817]
 [ 11.63172113  11.64396205   0.           0.        ]]"
4,"[ 0.77899399  1.36798173  0.9359053   0.7631956  -0.81220054  1.18851207
  1.1430753   1.69733593  1.36284226  0.14477528  0.        ]",-1.36841,[-0.82251327  0.87253275],-0.226945464628,[-0.8578223   0.46932641],[-0.27966097 -0.2916351 ],"[[  0.58346648   0.52506896  -0.09399808   0.13947817]
 [  7.44570335  13.20241286   0.           0.        ]]"
5,"[ 0.68151765  1.15137326  1.07784659  1.36251699 -0.81219942  1.18850968
  0.96743179  2.19019673  0.96007793  0.33976425  0.        ]",-0.936025,[-1.93465017 -0.36366325],-0.179619333772,[-1.31117404 -0.15740341],[-0.27966097 -0.2916351 ],"[[  0.69825268   0.82116944  -0.09399808   0.13947817]
 [  4.04430207  16.39697353   0.           0.        ]]"
6,"[ 0.64372654  0.84989695  1.1247896   1.81218431 -0.8121983   1.18850729
  0.75906809  1.91812091  0.6336328   0.32363485  0.        ]",-0.488805,[-1.25187532  0.19733973],-0.139452443998,[-1.13024032 -0.10778654],[-0.27966097 -0.2916351 ],"[[  7.38655454e-01   1.13141622e+00  -9.39980790e-02   1.39478167e-01]
 [  9.24563872e-03   1.46335489e+01   0.00000000e+00   0.00000000e+00]]"
7,"[ 0.68070255  0.51532881  1.07889436  2.03289719 -0.81219717  1.1885049
  0.55474926  1.99410825  0.44812983  0.18414647  0.        ]",-0.251368,[ 0.13262658  0.38901431],-0.113818692067,[-0.85242629 -0.00315249],[-0.27966097 -0.2916351 ],"[[  0.69914266   1.42902988  -0.09399808   0.13947817]
 [ -3.94748571  15.12611932   0.           0.        ]]"
8,"[ 0.744423    0.14596562  0.99021011  2.02007872 -0.81219605  1.18850251
  0.58590527  2.1855188   0.31837194 -0.02808003  0.        ]",-0.266502,[-0.38993369  0.75668087],-0.0962461854417,[-0.91646653 -0.06243417],[-0.27966097 -0.2916351 ],"[[  0.62624606   1.74400062  -0.09399808   0.13947817]
 [ -3.34412051  16.36683056   0.           0.        ]]"
9,"[ 0.80855513 -0.24374315  0.88512945  1.70596808 -0.81219493  1.18850012
  0.50964446  2.59777537  0.21250164 -0.32023829  0.        ]",-0.38807,[-0.64666833 -0.17615209],-0.0900414381185,[-0.87714797 -0.18088615],[-0.27966097 -0.2916351 ],"[[  0.54454629   2.09814845  -0.09399808   0.13947817]
 [ -4.82093973  19.03902209   0.           0.        ]]"
10,"[ 0.88860855 -0.57165094  0.71972023  1.08120991 -0.8121938   1.18849773
  0.38240135  2.43199025  0.1776092  -0.66231036  0.        ]",-0.495709,[-0.29358078  0.34256331],-0.106026665613,[-0.74572641 -0.02672499],[-0.27966097 -0.2916351 ],"[[  0.42340566   2.46814876  -0.09399808   0.13947817]
 [ -7.28505909  17.96455477   0.           0.        ]]"
