timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.88769119  0.99967092 -0.10107336 -0.46930716  0.06531012  0.1888821
  0.56673955 -0.26029536  1.17342984 -0.65890237  0.        ]",-2.35433,[ 2.83717989  0.93158604],-0.206892100737,[ 1.88409901  2.07612371],[-0.5406673  -0.54835421],"[[-0.09368455 -0.08037209  0.00723876  0.0219904 ]
 [-0.00455933 -0.00022104  0.          0.        ]]"
1,"[ 0.89241935  1.00228842 -0.03997612 -0.38760355  0.0653101   0.18888204
  0.75622705  0.41557413  1.18794292 -0.49495426  0.        ]",-2.1315,[ 0.70929029  2.10833375],-0.205653989728,[ 0.40008965  1.28477466],[-0.5406673  -0.54835421],"[[-0.05409867 -0.04338198  0.00723876  0.0219904 ]
 [ 3.94998241  3.6869492   0.          0.        ]]"
2,"[ 0.89257754  1.000614    0.1245519  -0.13828136  0.06531008  0.18888198
  0.88685855  1.12780393  1.18511038 -0.03218437  0.        ]",-1.82129,[-0.59546774  0.80269046],-0.201842097193,[-1.49522686  0.3932671 ],[-0.5406673  -0.54835421],"[[  5.22540116e-02   6.93418310e-02   7.23876214e-03   2.19904018e-02]
 [  6.67622302e+00   7.57248348e+00   0.00000000e+00   0.00000000e+00]]"
3,"[ 0.87390851  0.9674434   0.29153049  0.25846335  0.06531006  0.18888193
  0.76760812  1.68309006  1.08832862  0.521583    0.        ]",-1.55983,[-2.33422852 -0.23900135],-0.195999477547,[-2.11252856 -0.17850438],[-0.5406673  -0.54835421],"[[  1.60808255e-01   2.51185959e-01   7.23876214e-03   2.19904018e-02]
 [  4.18751814e+00   1.06018266e+01   0.00000000e+00   0.00000000e+00]]"
4,"[ 0.86121715  0.88859487  0.35733041  0.67428378  0.06531004  0.18888187
  0.5741126   1.47142177  0.94242215  0.88551305  0.        ]",-1.92473,[-1.40541329  0.87925128],-0.189496979194,[-1.87995291 -0.14589247],[-0.5406673  -0.54835421],"[[  2.04042734e-01   4.51636746e-01   7.23876214e-03   2.19904018e-02]
 [  1.49343406e-01   9.44708860e+00   0.00000000e+00   0.00000000e+00]]"
5,"[ 0.8721928   0.75331794  0.30143843  1.08903222  0.06531002  0.18888181
  0.38435923  2.07555434  0.80893855  1.03630523  0.        ]",-2.00117,[-1.18325759  0.07807134],-0.181667151677,[-1.46884096 -0.53810239],[-0.5406673  -0.54835421],"[[  1.67297107e-01   6.73646963e-01   7.23876214e-03   2.19904018e-02]
 [ -3.81073507e+00   1.27429209e+01   0.00000000e+00   0.00000000e+00]]"
6,"[ 0.89258503  0.54386303  0.12438174  1.48127691  0.06531     0.18888176
  0.19839534  2.08617988  0.69818569  1.00976495  0.        ]",-1.91357,[-0.53461708 -0.71551396],-0.170946462351,[-0.55709624 -0.3938292 ],[-0.5406673  -0.54835421],"[[  5.21442325e-02   9.29087739e-01   7.23876214e-03   2.19904018e-02]
 [ -7.69172899e+00   1.28009055e+01   0.00000000e+00   0.00000000e+00]]"
7,"[ 0.88287825  0.32196188 -0.14369098  1.73218732  0.06530998  0.1888817
  0.10435623  1.52045019  0.64353636  0.819048    0.        ]",-1.57595,[ 0.50498505  1.07260306],-0.160200271492,[ 0.50358325  0.16767001],[-0.5406673  -0.54835421],"[[ -1.21380341e-01   1.15414035e+00   7.23876214e-03   2.19904018e-02]
 [ -9.65428801e+00   9.71459762e+00   0.00000000e+00   0.00000000e+00]]"
8,"[ 0.82604753  0.06879334 -0.40259146  1.88393425  0.06530997  0.18888165
  0.20920417  2.21084414  0.54858087  0.63925401  0.        ]",-1.42186,[ 0.78334225 -0.57184231],-0.146720907804,[-0.05157293 -0.61185265],[-0.5406673  -0.54835421],"[[ -2.92513024e-01   1.38622179e+00   7.23876214e-03   2.19904018e-02]
 [ -7.46615149e+00   1.34810362e+01   0.00000000e+00   0.00000000e+00]]"
9,"[ 0.76115716 -0.20951006 -0.57215807  1.91758819  0.06530995  0.18888159
  0.36485136  1.74673831  0.3777947   0.56818255  0.        ]",-1.31954,[ 0.60582541 -0.93355656],-0.129056614854,[-0.26576975 -0.81955802],[-0.5406673  -0.54835421],"[[ -4.09245563e-01   1.63043852e+00   7.23876214e-03   2.19904018e-02]
 [ -4.21785457e+00   1.09491327e+01   0.00000000e+00   0.00000000e+00]]"
