timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.91867653  1.12874204  0.17313224 -0.46269681  0.68039047  1.17917458
  0.64172356 -0.28652711  0.50042719 -1.47026166  0.        ]",-1.88117,[ 2.5364518   2.00990375],-0.185372383867,[ 3.07382274  1.83786464],[-0.40993845 -0.39445055],"[[ 0.06820436 -0.06590723  0.07789121  0.13734309]
 [-0.00020377  0.00053895  0.          0.        ]]"
1,"[ 0.91333603  1.13077611  0.23459089 -0.36817476  0.68039004  1.17917337
  0.83586086  0.39230249  0.49381563 -1.32345574  0.        ]",-1.79507,[ 2.62737738  0.58347883],-0.176165661705,[ 1.95690382  0.42858115],[-0.40993845 -0.39445055],"[[ 0.10787541 -0.02618414  0.07789121  0.13734309]
 [ 3.95414538  3.95858413  0.          0.        ]]"
2,"[ 0.88335301  1.12799668  0.41543552 -0.12643784  0.68038962  1.17917215
  1.02619139  0.77483934  0.43329735 -0.91456806  0.        ]",-1.35802,[ 0.9447015  -1.19702132],-0.149351024684,[ 0.53200305 -0.55490053],[-0.40993845 -0.39445055],"[[ 0.22585544  0.07536641  0.07789121  0.13734309]
 [ 7.8309611   6.18903967  0.          0.        ]]"
3,"[ 0.79015456  1.11725928  0.69911085  0.06943112  0.68038919  1.17917094
  1.20213938  0.07448364  0.2583114  -0.38646493  0.        ]",-0.818122,[-1.11505014 -0.3699233 ],-0.111900500568,[-0.91489321 -0.62895393],[-0.40993845 -0.39445055],"[[  0.41843273   0.15817563   0.07789121   0.13734309]
 [ 11.41482956   2.10548604   0.           0.        ]]"
4,"[ 0.65068599  1.11212176  0.95146599  0.13282817  0.68038876  1.17916972
  0.9968691  -0.18361391  0.03725275  0.0120825   0.        ]",-0.618826,[-1.34485045  0.09862759],-0.0818279855266,[-1.05301917 -0.64022684],[-0.40993845 -0.39445055],"[[ 0.60477934  0.18518632  0.07789121  0.13734309]
 [ 7.23374471  0.6006006   0.          0.        ]]"
5,"[ 0.55396673  1.10873995  1.07897636  0.16982901  0.68038833  1.17916851
  0.79562274 -0.11840976 -0.11232571  0.20746491  0.        ]",-0.600149,[-0.85106356 -0.6687724 ],-0.0672073442467,[-0.84696305 -0.79135287],[-0.40993845 -0.39445055],"[[ 0.70832647  0.20101285  0.07789121  0.13734309]
 [ 3.13461623  0.98078485  0.          0.        ]]"
6,"[ 0.5253173   1.11029684  1.11199498  0.15316261  0.6803879   1.1791673
  0.62733958 -0.57567503 -0.14676968  0.24841411  0.        ]",-0.560264,[ 0.20546704 -1.4092172 ],-0.0644748185811,[-0.28099173 -0.10714361],[-0.40993845 -0.39445055],"[[ 0.73662758  0.19387803  0.07789121  0.13734309]
 [-0.29309586 -1.68538366  0.          0.        ]]"
7,"[ 0.52287979  1.12304265  1.11471758 -0.01879692  0.68038747  1.17916608
  0.66760295 -1.24910082 -0.09207978  0.19404334  0.        ]",-0.56889,[ 0.21166744  0.9767281 ],-0.069113211303,[-0.07744265  0.93388176],[-0.40993845 -0.39445055],"[[ 0.73899423  0.12077413  0.07789121  0.13734309]
 [ 0.52702747 -5.61191958  0.          0.        ]]"
8,"[ 0.50327197  1.1298438   1.13616749 -0.19043283  0.68038704  1.17916487
  0.70812398 -0.5668085  -0.06362928  0.16413145  0.        ]",-0.576214,[-0.00732114  1.20696461],-0.0717007594921,[-0.42353374 -0.0086385 ],[-0.40993845 -0.39445055],"[[ 0.75781596  0.04845057  0.07789121  0.13734309]
 [ 1.35239965 -1.63369476  0.          0.        ]]"
9,"[ 0.47502791  1.12941464  1.16569531 -0.17287913  0.68038661  1.17916366
  0.70531253  0.11783811 -0.10594915  0.21547112  0.        ]",-0.540348,[ 0.6505007  -0.79088549],-0.0680318094327,[-0.58976042 -0.8779943 ],[-0.40993845 -0.39445055],"[[ 0.78428942  0.05582924  0.07789121  0.13734309]
 [ 1.29514307  2.3582582   0.          0.        ]]"
