timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-3.57562,"[ 0.89118476  0.94402623 -0.10313799 -0.35913606 -0.36940462  0.0662037
  0.47477749 -0.24776617  1.82443318 -0.42083472  0.        ]",[ 1.6428032   3.24533587],-0.251659611166,[ 1.50492001  2.81379128],[-0.7711311  -0.73711425],"[[-0.07640763  0.01002831 -0.0412154   0.00723794]
 [ 0.00324362 -0.00075074  0.          0.        ]]"
1,-3.36724,"[ 0.89492411  0.94258276 -0.04235094 -0.27814092 -0.36940454  0.06620369
  0.67060863  0.53657724  1.82953405 -0.22265993  0.        ]",[-0.5120524   1.41409017],-0.251317385845,[-0.47235596  2.12131691],[-0.7711311  -0.73711425],"[[-0.03666833  0.04972584 -0.0412154   0.00723794]
 [ 3.95752691  3.95731731  0.          0.        ]]"
2,-3.22353,"[ 0.89566348  0.92698859  0.04654207 -0.03862901 -0.36940446  0.06620368
  0.56634263  1.30585647  1.80824218  0.16849672  0.        ]",[-0.82334549  2.56423754],-0.249716915193,[-1.11922979  1.70207274],[-0.7711311  -0.73711425],"[[  2.13582991e-02   1.67822115e-01  -4.12154007e-02   7.23793545e-03]
 [  1.85216044e+00   7.83936847e+00   0.00000000e+00   0.00000000e+00]]"
3,-3.06136,"[ 0.89550833  0.86486924  0.0526425   0.3448411  -0.36940439  0.06620367
  0.40315771  2.0599916   1.73875699  0.50169585  0.        ]",[-0.65468036  0.86615609],-0.245791082394,[-1.20141017  1.2336483 ],[-0.7711311  -0.73711425],"[[  2.53408905e-02   3.62792781e-01  -4.12154007e-02   7.23793545e-03]
 [ -1.44291463e+00   1.16450046e+01   0.00000000e+00   0.00000000e+00]]"
4,-2.96064,"[ 0.89533148  0.71202539 -0.03095504  0.81941161 -0.36940431  0.06620365
  0.27625885  2.69410609  1.61657709  0.73420201  0.        ]",[-0.51689231  0.70284019],-0.237764434606,[-0.95137167  0.73484242],[-0.7711311  -0.73711425],"[[ -2.92266149e-02   6.27799562e-01  -4.12154007e-02   7.23793545e-03]
 [ -4.00529147e+00   1.48449878e+01   0.00000000e+00   0.00000000e+00]]"
5,-2.89881,"[ 0.88219126  0.43529998 -0.18337859  1.28047738 -0.36940423  0.06620364
  0.17888005  3.18744878  1.43062626  0.86756704  0.        ]",[-0.81696281 -0.12834786],-0.223678041865,[-0.68227619 -0.11962056],[-0.7711311  -0.73711425],"[[ -1.29060946e-01   9.49678768e-01  -4.12154007e-02   7.23793545e-03]
 [ -5.97159101e+00   1.73346029e+01   0.00000000e+00   0.00000000e+00]]"
6,-2.82945,"[ 0.83130357  0.06685118 -0.40922268  1.58056382 -0.36940415  0.06620363
  0.02465704  3.01884749  1.21455502  0.83368146  0.        ]",[-1.03834668 -0.41657081],-0.204465100519,[-0.15870149 -0.18809718],[-0.7711311  -0.73711425],"[[ -2.79736072e-01   1.28783526e+00  -4.12154007e-02   7.23793545e-03]
 [ -9.08570470e+00   1.64838082e+01   0.00000000e+00   0.00000000e+00]]"
7,-2.53148,"[ 0.69268092 -0.30567152 -0.71988022  1.66100299 -0.36940407  0.06620362
 -0.16242612  2.62736047  1.02550794  0.59381707  0.        ]",[ 0.16125097  0.57712478],-0.184112193767,[ 0.35573044  0.08023107],[-0.7711311  -0.73711425],"[[ -4.99350270e-01   1.59769098e+00  -4.12154007e-02   7.23793545e-03]
 [ -1.28633397e+01   1.45082393e+01   0.00000000e+00   0.00000000e+00]]"
8,-2.27134,"[ 0.45182707 -0.67547558 -1.02796804  1.54685038 -0.369404    0.0662036
 -0.11825592  3.02311785  0.79557334  0.3252688   0.        ]",[-0.3807986  -0.08336122],-0.16050756101,[-0.23069264 -0.79203486],[-0.7711311  -0.73711425],"[[ -7.47669160e-01   1.90789369e+00  -4.12154007e-02   7.23793545e-03]
 [ -1.19714434e+01   1.65054083e+01   0.00000000e+00   0.00000000e+00]]"
9,-2.09913,"[ 0.13065176 -1.01971176 -1.27535276  1.23227641 -0.36940392  0.06620359
 -0.18119698  2.89284852  0.49900709  0.11808543  0.        ]",[-1.29148534 -1.14321383],-0.132440094038,[-0.34074858 -1.1051538 ],[-0.7711311  -0.73711425],"[[ -9.99849147e-01   2.23140647e+00  -4.12154007e-02   7.23793545e-03]
 [ -1.32423667e+01   1.58480447e+01   0.00000000e+00   0.00000000e+00]]"
10,-1.99077,"[-0.32677495 -1.25193993 -1.46327029  0.83309086 -0.36940384  0.06620358
 -0.36430136  2.0459111   0.22468915 -0.08990693  0.        ]",[ 0.07823398 -0.777663  ],-0.107275399942,[-0.22287561 -0.71749592],[-0.7711311  -0.73711425],"[[ -1.30179166e+00   2.50548575e+00  -4.12154007e-02   7.23793545e-03]
 [ -1.69396601e+01   1.15740781e+01   0.00000000e+00   0.00000000e+00]]"
11,-1.95855,"[-0.87479346 -1.37517696 -1.51530257  0.48586326 -0.36940376  0.06620357
 -0.33238308  1.39020163  0.00675048 -0.23968503  0.        ]",[-0.55150269  0.16391246],-0.0883672951309,[-0.37098625 -0.50573534],[-0.7711311  -0.73711425],"[[ -1.63411880e+00   2.70376695e+00  -4.12154007e-02   7.23793545e-03]
 [ -1.62951594e+01   8.26511421e+00   0.00000000e+00   0.00000000e+00]]"
12,-1.94515,"[-1.43005669 -1.44663671 -1.3926649   0.16027355 -0.36940368  0.06620355
 -0.42455904  1.48628777 -0.18734162 -0.2807516   0.        ]",[-0.1304906   0.24582014],-0.0715608733772,[-0.40016896 -0.55671161],[-0.7711311  -0.73711425],"[[ -1.97869653e+00   2.87393418e+00  -4.12154007e-02   7.23793545e-03]
 [ -1.81564019e+01   8.75000719e+00   0.00000000e+00   0.00000000e+00]]"
13,-2.1099,"[-1.93189206 -1.48267262 -1.08337023 -0.15638777 -0.36940361  0.06620354
 -0.43236479  0.48804821 -0.32425305 -0.24773145  0.        ]",[ 0.0184776   0.11391008],-0.0591079958776,[-0.16972259  0.39179277],[-0.7711311  -0.73711425],"[[ -2.34340489e+00   3.03202301e+00  -4.12154007e-02   7.23793545e-03]
 [ -1.83140194e+01   3.71249659e+00   0.00000000e+00   0.00000000e+00]]"
14,-2.19299,"[-2.27884479 -1.48496407 -0.6336328  -0.19465132 -0.36940353  0.06620353
 -0.41079663 -0.36112261 -0.36949009 -0.26255631  0.        ]",[-0.10532767  1.38279371],-0.0553284375681,[ 0.04685753  0.97481376],[-0.7711311  -0.73711425],"[[ -2.70531636e+00   3.05086193e+00  -4.12154007e-02   7.23793545e-03]
 [ -1.78785115e+01  -5.72754577e-01   0.00000000e+00   0.00000000e+00]]"
15,-2.20871,"[-2.42976821 -1.48296255 -0.1056784  -0.16088076 -0.36940345  0.06620352
 -0.41392108 -0.4179545  -0.39772325 -0.35914093  0.        ]",[ 0.26031021  1.15467731],-0.0546020904298,[ 0.05662088  0.93713576],[-0.7711311  -0.73711425],"[[ -3.06351972e+00   3.03423704e+00  -4.12154007e-02   7.23793545e-03]
 [ -1.79416029e+01  -8.59551122e-01   0.00000000e+00   0.00000000e+00]]"
16,-2.26485,"[-2.37589037 -1.48097053  0.41786068 -0.13184369 -0.36940337  0.06620351
 -0.34528816 -0.3576767  -0.45256349 -0.42657243  0.        ]",[-0.36340823  0.64530441],-0.0517248899073,[-0.10099019  0.65049368],[-0.7711311  -0.73711425],"[[ -3.40844708e+00   3.01991872e+00  -4.12154007e-02   7.23793545e-03]
 [ -1.65557518e+01  -5.55366058e-01   0.00000000e+00   0.00000000e+00]]"
17,-2.29256,"[-2.1353123  -1.47964387  0.89045874 -0.11428928 -0.3694033   0.06620349
 -0.40031295 -0.31074658 -0.52045703 -0.45180862  0.        ]",[-0.8254382   0.75984701],-0.047130048597,[-0.37398419  0.29155666],[-0.7711311  -0.73711425],"[[ -3.75070989e+00   3.01125057e+00  -4.12154007e-02   7.23793545e-03]
 [ -1.76668274e+01  -3.18538571e-01   0.00000000e+00   0.00000000e+00]]"
18,-2.27597,"[-1.68078778 -1.47891695  1.29623411 -0.1051589  -0.36940322  0.06620348
 -0.54484346 -0.27753844 -0.59531419 -0.43174257  0.        ]",[-0.44002535  0.09694767],-0.0407756980996,[-0.63461977 -0.08233434],[-0.7711311  -0.73711425],"[[ -4.13332765e+00   3.00673825e+00  -4.12154007e-02   7.23793545e-03]
 [ -2.05852244e+01  -1.50957597e-01   0.00000000e+00   0.00000000e+00]]"
19,-2.26851,"[-1.02480338 -1.47845478  1.52789192 -0.09951523 -0.36940314  0.06620347
 -0.61094142 -0.27072977 -0.66317688 -0.36211775  0.        ]",[-0.60187067 -0.50886989],-0.0332387607154,[-0.76346791 -0.50156665],[-0.7711311  -0.73711425],"[[ -4.55842331e+00   3.00394773e+00  -4.12154007e-02   7.23793545e-03]
 [ -2.19198930e+01  -1.16598671e-01   0.00000000e+00   0.00000000e+00]]"
