timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.9332349   1.18620943  0.13649239 -0.53644788 -0.3055818  -0.57181679
  0.66515187 -0.29726579  1.5375148   0.75823434  0.        ]",-1.43726,[-1.746613   -0.14894924],-0.254002061012,[-2.02028441 -0.01995745],[-0.385827   -0.34310141],"[[ 0.03857606 -0.08785617 -0.03584861 -0.06619715]
 [ 0.00440756 -0.00062007  0.          0.        ]]"
1,"[ 0.93435132  1.1856111   0.0747911  -0.55073334 -0.30558163 -0.57181642
  0.46921205 -0.39599974  1.53494404  0.65909486  0.        ]",-1.38272,[-2.10782303  0.99361752],-0.251594930352,[-1.33580005  0.23665763],[-0.385827   -0.34310141],"[[ -1.02494198e-03  -9.37704543e-02  -3.58486118e-02  -6.61971499e-02]
 [ -3.95133771e+00  -5.88852479e-01   0.00000000e+00   0.00000000e+00]]"
2,"[ 0.92372767  1.1880803  -0.1085886  -0.48345081 -0.30558147 -0.57181605
  0.27706132  0.26658196  1.51617503  0.4199962   0.        ]",-1.28314,[-0.26134863  0.33801223],-0.245645614462,[-0.50694788  0.26656669],[-0.385827   -0.34310141],"[[-0.11897344 -0.06594104 -0.03584861 -0.06619715]
 [-7.83058787  3.35863535  0.          0.        ]]"
3,"[ 0.87397768  1.19038865 -0.36089758 -0.28968102 -0.30558131 -0.57181567
  0.23349864  0.48012659  1.46735281  0.13914755  0.        ]",-1.26339,[ 0.58557608  0.36765989],-0.237995165585,[ 0.15038115  0.39330852],[-0.385827   -0.34310141],"[[-0.28440914  0.01399655 -0.03584861 -0.06619715]
 [-8.71005437  4.6308791   0.          0.        ]]"
4,"[ 0.79524677  1.18245397 -0.57844317 -0.03256896 -0.30558114 -0.5718153
  0.35674681  0.70892484  1.40804854 -0.06564543  0.        ]",-1.11591,[-0.19687858  0.22280432],-0.231439850956,[ 0.14977217  0.32169527],[-0.385827   -0.34310141],"[[-0.43364529  0.12029077 -0.03584861 -0.06619715]
 [-6.22184535  5.99400065  0.          0.        ]]"
5,"[ 0.70105975  1.15649041 -0.75758875  0.2713523  -0.30558098 -0.57181493
  0.32424826  0.83712096  1.35067051 -0.19699276  0.        ]",-1.09369,[ 0.24920732  0.89891424],-0.225884445133,[ 0.48905614  0.39484543],[-0.385827   -0.34310141],"[[-0.56466495  0.24783392 -0.03584861 -0.06619715]
 [-6.87794089  6.75776272  0.          0.        ]]"
6,"[ 0.58962834  1.09496476 -0.91680041  0.65952124 -0.30558081 -0.57181456
  0.37975324  1.41201302  1.29645245 -0.2598323   0.        ]",-0.915172,[-0.33096407  0.48143132],-0.22050894461,[ 0.20246533  0.22751139],[-0.385827   -0.34310141],"[[ -0.69098096   0.41735393  -0.03584861  -0.06619715]
 [ -5.75737113  10.18282613   0.           0.        ]]"
7,"[ 0.45883043  0.97148811 -1.06107268  1.1211894  -0.30558065 -0.57181419
  0.3205067   1.6981942   1.23905108 -0.25124311  0.        ]",-0.825075,[-0.31701769  0.27223957],-0.214074844245,[ 0.20426565  0.18920669],[-0.385827   -0.34310141],"[[ -0.81812912   0.63811756  -0.03584861  -0.06619715]
 [ -6.95346934  11.8878361    0.           0.        ]]"
8,"[ 0.28303596  0.78294418 -1.20774565  1.55245242 -0.30558049 -0.57181381
  0.26517522  1.83965308  1.14641135 -0.23965665  0.        ]",-0.717549,[-0.01798429 -0.25556615],-0.203716305508,[ 0.25210801  0.20297337],[-0.385827   -0.34310141],"[[ -0.96840608   0.88433059  -0.03584861  -0.06619715]
 [ -8.07052834  12.73063446   0.           0.        ]]"
9,"[ 0.07416541  0.55616459 -1.33237335  1.866108   -0.30558032 -0.57181344
  0.26956825  1.62744945  1.02499577 -0.22916403  0.        ]",-0.656494,[ 0.6502861  -0.33517674],-0.190194663328,[ 0.21463159  0.30181852],[-0.385827   -0.34310141],"[[ -1.12892659   1.12625881  -0.03584861  -0.06619715]
 [ -7.98183669  11.46639687   0.           0.        ]]"
10,"[-0.1105603   0.33216154 -1.40794135  2.03751428 -0.30558016 -0.57181307
  0.40486211  1.36644052  0.91145898 -0.18368798  0.        ]",-0.43922,[-0.06627086  1.11521208],-0.177154234481,[-0.12974852  0.22130658],[-0.385827   -0.34310141],"[[-1.26115905  1.33998433 -0.03584861 -0.06619715]
 [-5.25044889  9.91138253  0.          0.        ]]"
