timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.91997304  1.13316103  0.16434227 -0.46982747 -0.27574978 -1.2789633
  0.64398165 -0.28748048  1.52033638  1.81282327  0.        ]",-2.27852,[-5.60173757 -0.72974206],-0.286980881426,[-3.90761733 -1.43561149],[-0.4133099  -0.39037502],"[[ 0.0617613  -0.0677637  -0.03257776 -0.14813532]
 [ 0.00468046  0.00101623  0.          0.        ]]"
1,"[ 0.92251047  1.13051324  0.10280201 -0.53875675 -0.27574965 -1.27896184
  0.44975887 -0.7818272   1.51906834  1.68028886  0.        ]",-2.25335,[-3.13398595 -1.78632185],-0.280882450064,[-3.24937463 -1.1940968 ],[-0.4133099  -0.39037502],"[[ 0.02217467 -0.09671922 -0.03257776 -0.14813532]
 [-3.95018196 -2.88694809  0.          0.        ]]"
2,"[ 0.91588928  1.11492546 -0.08041836 -0.76764474 -0.27574952 -1.27896037
  0.25939363 -1.44956417  1.47572631  1.27670748  0.        ]",-1.90093,[-2.07534405 -0.21355592],-0.260617656798,[-1.96696198 -0.35069811],[-0.4133099  -0.39037502],"[[-0.09572089 -0.19359733 -0.03257776 -0.14813532]
 [-7.82649624 -6.78786156  0.          0.        ]]"
3,"[ 0.85889929  1.07331562 -0.37723193 -1.09673703 -0.27574939 -1.2789589
  0.07272301 -1.57103615  1.29058682  0.67395762  0.        ]",-1.24338,[-1.01591483  1.56271212],-0.224320508859,[ 0.09118132  0.76949811],[-0.4133099  -0.39037502],"[[ -0.29038774  -0.33647485  -0.03257776  -0.14813532]
 [-11.62757884  -7.4975119    0.           0.        ]]"
4,"[ 0.68916637  1.02725282 -0.75869901 -1.33672439 -0.27574926 -1.27895743
 -0.11035018 -0.86755546  0.90987659  0.06360078  0.        ]",-0.951766,[ 2.76992034  1.05263441],-0.176218486269,[ 1.86370695  1.05445504],[-0.4133099  -0.39037502],"[[ -0.56034193  -0.44519127  -0.03257776  -0.14813532]
 [-15.35540881  -3.3877953    0.           0.        ]]"
5,"[ 0.43192916  1.01376414 -1.07439801 -1.39532952 -0.27574914 -1.27895596
  0.09877183 -0.17850013  0.48514713 -0.32092117  0.        ]",-0.49645,[ 1.54439763  0.68165831],-0.133851612644,[ 2.06738853  0.88030571],[-0.4133099  -0.39037502],"[[ -0.82472637  -0.47255828  -0.03257776  -0.14813532]
 [-11.09716155   0.63765158   0.           0.        ]]"
6,"[ 0.21416478  1.03308109 -1.24507018 -1.31006901 -0.27574901 -1.2789545
  0.30378758  0.28112043  0.21434144 -0.48347015  0.        ]",-0.466511,[ 1.71712838  0.64464121],-0.110512907984,[ 1.81451106  0.53578258],[-0.4133099  -0.39037502],"[[-1.00478428 -0.43286459 -0.03257776 -0.14813532]
 [-6.92252769  3.32274531  0.          0.        ]]"
7,"[ 0.08484551  1.07146212 -1.31998718 -1.10799362 -0.27574888 -1.27895303
  0.50474759  0.70653303  0.13025009 -0.54002965  0.        ]",-0.333629,[ 0.81167689 -0.06099839],-0.104528668195,[ 1.02892661 -0.04439706],[-0.4133099  -0.39037502],"[[-1.10217786 -0.34147421 -0.03257776 -0.14813532]
 [-2.83047772  5.80799776  0.          0.        ]]"
8,"[ 0.05215919  1.10668251 -1.33633746 -0.8500944  -0.27574875 -1.27895156
  0.66519193  0.64529476  0.19923209 -0.53293188  0.        ]",-0.352985,[ 1.64689783 -1.56753338],-0.110869931928,[ 0.34859115 -0.35519058],[-0.4133099  -0.39037502],"[[-1.12600798 -0.22890366 -0.03257776 -0.14813532]
 [ 0.43657445  5.45024774  0.          0.        ]]"
9,"[ 0.11807003  1.12136459 -1.30233521 -0.69034657 -0.27574862 -1.27895009
  0.85911727 -0.0512169   0.35278366 -0.46767652  0.        ]",-0.219979,[-0.86493191  0.25899032],-0.123863172584,[-0.25133789 -0.19750673],[-0.4133099  -0.39037502],"[[-1.07765686 -0.16072439 -0.03257776 -0.14813532]
 [ 4.38538653  1.38124582  0.          0.        ]]"
10,"[ 0.18772153  1.12728833 -1.26178747 -0.60131329 -0.27574849 -1.27894863
  0.68680401  0.11987382  0.4798666  -0.39539877  0.        ]",-0.24755,[-0.12924636 -0.46179357],-0.134951958664,[-0.0933184  -0.36791605],[-0.4133099  -0.39037502],"[[-1.02515313 -0.12307103 -0.03257776 -0.14813532]
 [ 0.87667238  2.38075291  0.          0.        ]]"
