timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-4.32108,"[ 0.88894364  0.93752743 -0.13276203 -0.42294503  0.61714744  1.05541451
  0.4565509  -0.24485876  0.5509792  -2.38109447  0.        ]",[ 4.99091893  1.43819488],-0.197404271361,[ 5.49257565  1.7712239 ],[-0.81837255 -0.76514429],"[[-0.09604266 -0.0127365   0.07281315  0.12147822]
 [-0.00168059  0.00401449  0.          0.        ]]"
1,-4.16244,"[ 0.89397803  0.93717581 -0.07225029 -0.34275737  0.6171473   1.05541413
  0.65563345  0.55117835  0.5612534  -2.17785499  0.        ]",[ 4.28247239  0.63985767],-0.189087903395,[ 4.1660738   0.42396635],[-0.81837255 -0.76514429],"[[-0.05640088  0.02705539  0.07281315  0.12147822]
 [ 3.95269789  3.96198846  0.          0.        ]]"
2,-3.63521,"[ 0.89347156  0.92707377  0.10822804 -0.13419305  0.61714715  1.05541375
  0.85080951  1.04465574  0.53838435 -1.59909076  0.        ]",[ 2.18926842 -0.28683357],-0.164641853231,[ 1.86262071 -0.48450485],[-0.81837255 -0.76514429],"[[ 0.06154983  0.13091311  0.07281315  0.12147822]
 [ 7.82948323  6.41560727  0.          0.        ]]"
3,-2.75655,"[ 0.8421523   0.90033519  0.40214375  0.09457196  0.61714701  1.05541337
  1.04220281  0.79037655  0.3718444  -0.77777522  0.        ]",[-0.59732572 -0.92438039],-0.127801670523,[-0.81607997 -0.82275319],[-0.81837255 -0.76514429],"[[  0.25628242   0.24654023   0.07281315   0.12147822]
 [ 11.63113392   5.15130778   0.           0.        ]]"
4,-2.13144,"[ 0.72109196  0.87815024  0.69772343  0.22103327  0.61714686  1.05541299
  0.91173225  0.03389524  0.08740466 -0.08354819  0.        ]",[-1.05567439 -0.43758645],-0.0952673154374,[-1.1691407  -0.29477319],[-0.81837255 -0.76514429],"[[ 0.46290383  0.31182805  0.07281315  0.12147822]
 [ 9.03960401  1.39001032  0.          0.        ]]"
5,-2.09685,"[ 0.60320313  0.87424731  0.88132643  0.24047927  0.61714672  1.05541262
  0.70360164 -0.31981695 -0.13301161  0.28306282  0.        ]",[-1.0246212   0.10115658],-0.0792642960771,[-0.83900505 -0.04964289],[-0.81837255 -0.76514429],"[[ 0.60221743  0.32198266  0.07281315  0.12147822]
 [ 4.90551141 -0.36868052  0.          0.        ]]"
6,-2.07267,"[ 0.54668957  0.8755156   0.9523312   0.23423106  0.61714657  1.05541224
  0.49954611 -0.23748703 -0.22660286  0.41302851  0.        ]",[-0.20434495  0.06794202],-0.0744185976412,[-0.23296779 -0.0599114 ],[-0.81837255 -0.76514429],"[[ 0.65966118  0.31871621  0.07281315  0.12147822]
 [ 0.85236085  0.04067135  0.          0.        ]]"
7,-2.06559,"[ 0.53767789  0.87415261  0.96290022  0.24094032  0.61714643  1.05541186
  0.45799427 -0.18348    -0.24549328  0.43606962  0.        ]",[ 0.10348878  0.10427852],-0.0735338358617,[-0.12884742 -0.09958729],[-0.81837255 -0.76514429],"[[ 0.6684275   0.32222387  0.07281315  0.12147822]
 [ 0.02701897  0.3091992   0.          0.        ]]"
8,-2.0756,"[ 0.53286606  0.87008225  0.96846609  0.26052693  0.61714628  1.05541148
  0.47857072 -0.10169863 -0.26441346  0.45615407  0.        ]",[-0.08238125 -0.5602005 ],-0.07261659224,[-0.36161914 -0.24204001],[-0.81837255 -0.76514429],"[[ 0.67306859  0.33248765  0.07281315  0.12147822]
 [ 0.43573076  0.71582368  0.          0.        ]]"
9,-2.09055,"[ 0.52726688  0.87329642  0.97487662  0.24511326  0.61714614  1.0554111
  0.46177167 -0.55064624 -0.26538318  0.46032107  0.        ]",[-0.65566321  1.06345111],-0.0726621662248,[-0.01964329  0.23907512],[-0.81837255 -0.76514429],"[[ 0.67843535  0.32440764  0.07281315  0.12147822]
 [ 0.10205343 -1.51638561  0.          0.        ]]"
10,-2.08214,"[ 0.55203176  0.86942357  0.94597247  0.26363331  0.61714599  1.05541072
  0.33101056  0.25195047 -0.2335041   0.41627365  0.        ]",[-0.19858279  0.04034619],-0.0739522183454,[ 0.26583245 -0.37322453],[-0.81837255 -0.76514429],"[[ 0.65441687  0.33411881  0.07281315  0.12147822]
 [-2.49525038  2.47419855  0.          0.        ]]"
11,-2.03399,"[ 0.6079967   0.84747709  0.8748877   0.35908049  0.61714585  1.05541034
  0.29394209  0.27428167 -0.18842095  0.33521303  0.        ]",[ 0.54742243 -0.08306826],-0.0756725248243,[ 0.68375242 -0.28069022],[-0.81837255 -0.76514429],"[[ 0.59712447  0.38471684  0.07281315  0.12147822]
 [-3.23153941  2.58523152  0.          0.        ]]"
12,-2.05019,"[ 0.64638646  0.82401274  0.82063047  0.44762628  0.6171457   1.05540996
  0.40619446  0.19766769 -0.1681102   0.28379368  0.        ]",[ 0.01208527  0.44481783],-0.076326054861,[ 0.26810059 -0.31632438],[-0.81837255 -0.76514429],"[[ 0.55486454  0.43259939  0.07281315  0.12147822]
 [-1.00187222  2.20430016  0.          0.        ]]"
13,-2.0963,"[ 0.66313626  0.79022375  0.79528036  0.55816459  0.61714556  1.05540958
  0.40956788  0.54312163 -0.20105636  0.29672273  0.        ]",[-0.9921594  -0.82610544],-0.0738218934194,[-0.07855688 -0.7612499 ],[-0.81837255 -0.76514429],"[[ 0.53549934  0.49391892  0.07281315  0.12147822]
 [-0.93486435  3.92192835  0.          0.        ]]"
