timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.92613127  1.15084594  0.10454629 -0.38984395  0.42477184  0.85870633
  0.65029198 -0.28995427  0.77752484 -1.08979596  0.        ]",-1.53884,[ 3.35958216  1.54903185],-0.189646707768,[ 2.58569121  1.74526596],[-0.4134748  -0.37502477],"[[ 0.02120931 -0.03198153  0.04830882  0.10008812]
 [ 0.00021376  0.00466286  0.          0.        ]]"
1,"[ 0.92365409  1.1513795   0.16624698 -0.29429639  0.42477161  0.85870566
  0.84504467  0.38379771  0.77371885 -0.94499882  0.        ]",-1.47749,[ 1.07491544  1.01528792],-0.182962052199,[ 1.54881787  0.66859275],[-0.4134748  -0.37502477],"[[ 0.0608886   0.0078232   0.04830882  0.10008812]
 [ 3.9545539   3.96262458  0.          0.        ]]"
2,"[ 0.90220595  1.14259429  0.34845023 -0.01138156  0.42477139  0.85870499
  1.03594846  1.04421375  0.71675334 -0.52105057  0.        ]",-1.11678,[-0.25208023 -0.03042054],-0.162669457397,[-0.02205854 -0.44251725],[-0.4134748  -0.37502477],"[[ 0.17887046  0.12600121  0.04830882  0.10008812]
 [ 7.83075032  7.84224734  0.          0.        ]]"
3,"[ 0.84737151  1.1080668   0.56692982  0.35057331  0.42477116  0.85870432
  0.97921871  0.99734644  0.55198194 -0.02496009  0.        ]",-0.802515,[-0.46075612 -0.41450386],-0.137148847211,[-0.76790732 -0.89254892],[-0.4134748  -0.37502477],"[[ 0.32392857  0.28008387  0.04830882  0.10008812]
 [ 6.67890721  7.56693035  0.          0.        ]]"
4,"[ 0.78296152  1.0576827   0.73151396  0.65148872  0.42477094  0.85870364
  0.88298221  0.69257313  0.34793742  0.32676531  0.        ]",-0.602998,[-0.98129897 -1.89144443],-0.117443705671,[-1.14023662 -1.06025577],[-0.4134748  -0.37502477],"[[ 0.43790178  0.41345895  0.04830882  0.10008812]
 [ 4.72490235  5.77654084  0.          0.        ]]"
5,"[  7.45693552e-01   1.02150406e+00   8.07489020e-01   8.12805728e-01
   4.24770710e-01   8.58702972e-01   6.87261405e-01  -6.79443933e-04
   2.22275990e-01   4.81166763e-01   0.00000000e+00]",-0.529902,[-0.29650266 -1.25842366],-0.1081361399,[-0.54185325 -0.45259646],[-0.4134748  -0.37502477],"[[ 0.4925282   0.48812892  0.04830882  0.10008812]
 [ 0.75092869  1.70402627  0.          0.        ]]"
6,"[ 0.74344617  1.02460574  0.81175701  0.80010217  0.42477048  0.8587023
  0.6288305  -0.68037832  0.22333446  0.48226914  0.        ]",-0.494186,[-0.73526843  0.61608831],-0.108278669631,[-0.1617085   0.35059598],[-0.4134748  -0.37502477],"[[ 0.49564338  0.48214745  0.04830882  0.10008812]
 [-0.43546437 -2.28886788  0.          0.        ]]"
7,"[ 0.76983697  1.03513661  0.75946479  0.75554325  0.42477026  0.85870163
  0.48595183 -0.25722388  0.28722109  0.40105943  0.        ]",-0.505421,[ 1.05234442 -1.32383575],-0.112623423193,[ 0.455596    0.21948081],[-0.4134748  -0.37502477],"[[ 0.45782697  0.46131119  0.04830882  0.10008812]
 [-3.3365151   0.19695183  0.          0.        ]]"
8,"[ 0.78708161  1.05223845  0.72242624  0.67781834  0.42477003  0.85870096
  0.68411154 -0.93216876  0.34620791  0.32466058  0.        ]",-0.505855,[ 0.75167082  2.14797531],-0.117219915015,[ 0.04689848  0.83732843],[-0.4134748  -0.37502477],"[[ 0.43146577  0.42546837  0.04830882  0.10008812]
 [ 0.68699377 -3.76801432  0.          0.        ]]"
9,"[ 0.75816754  1.0676379   0.78318378  0.60092503  0.42476981  0.85870028
  0.82982058 -0.24562799  0.32230848  0.37613339  0.        ]",-0.567781,[-1.32889226 -0.61251461],-0.115733108565,[-0.75333452 -0.17290142],[-0.4134748  -0.37502477],"[[ 0.47488954  0.39057331  0.04830882  0.10008812]
 [ 3.64553002  0.26506631  0.          0.        ]]"
