timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.99885584  1.49250386  0.23911727 -0.46360447  0.54467164  1.51444744
  0.74967311 -0.33609852  0.71688865 -1.46139704  0.        ]",-1.39928,[ 3.44767942  0.8228902 ],-0.213003850725,[ 2.76409221  1.74936461],[-0.28054199 -0.3006953 ],"[[ 0.0995443   0.02214559  0.06177377  0.1775174 ]
 [ 0.00216911  0.00498134  0.          0.        ]]"
1,"[ 0.99210612  1.49102491  0.30007675 -0.37896231  0.54467107  1.51444345
  0.9531666   0.16970329  0.70293175 -1.34836124  0.        ]",-1.37579,[ 0.7327448   1.78029406],-0.203377523555,[ 2.04276514  0.92563879],[-0.28054199 -0.3006953 ],"[[ 0.13926506  0.05492043  0.06177377  0.1775174 ]
 [ 3.9567459   3.26165412  0.          0.        ]]"
2,"[ 0.96273662  1.47800404  0.46296404 -0.11105285  0.54467051  1.51443946
  1.09822148  0.77447551  0.6307427  -1.0350134   0.        ]",-1.10877,[ 0.71559369  1.47001771],-0.174913535545,[ 1.06671202 -0.09627756],[-0.28054199 -0.3006953 ],"[[ 0.24668291  0.15922238  0.06177377  0.1775174 ]
 [ 6.77567726  7.15556346  0.          0.        ]]"
3,"[ 0.88813358  1.42565097  0.70059394  0.3426142   0.54466994  1.51443547
  1.23693039  1.36727313  0.42218887 -0.5861276   0.        ]",-0.712151,[-1.10245573 -1.16963056],-0.127049519503,[-0.03091493 -1.04127812],[-0.28054199 -0.3006953 ],"[[  0.40924159   0.34062916   0.06177377   0.1775174 ]
 [  9.47129694  10.97238541   0.           0.        ]]"
4,"[ 0.79023338  1.33939476  0.90282663  0.75930438  0.54466938  1.51443149
  1.02381654  0.71878091  0.13870176 -0.25226039  0.        ]",-0.405135,[-0.35640031 -1.00837288],-0.0803875437379,[-0.17248139 -1.03136992],[-0.28054199 -0.3006953 ],"[[ 0.55711567  0.5181838   0.06177377  0.1775174 ]
 [ 5.32982372  6.7969897   0.          0.        ]]"
5,"[ 0.71633988  1.2800122   1.01917974  0.96622811  0.54466881  1.5144275
  0.94591792  0.08298258 -0.05538003 -0.10358142  0.        ]",-0.269857,[-0.10342819 -0.37391125],-0.0528547357554,[-0.25522268 -0.85673159],[-0.28054199 -0.3006953 ],"[[ 0.64852424  0.61305049  0.06177377  0.1775174 ]
 [ 3.81602407  2.70332171  0.          0.        ]]"
6,"[ 0.65192474  1.25330225  1.10476131  1.0468516   0.54466825  1.51442351
  0.92100605 -0.15525459 -0.18663292 -0.02147717  0.        ]",-0.208063,[ 0.49435807 -0.81287642],-0.0353608510769,[-0.38149488 -0.84764308],[-0.28054199 -0.3006953 ],"[[ 0.71998778  0.6517266   0.06177377  0.1775174 ]
 [ 3.33193054  1.16940177  0.          0.        ]]"
7,"[ 0.56758093  1.25974157  1.20039941  1.02799317  0.54466769  1.51441952
  1.01831092 -0.65885657 -0.30154259  0.05060783  0.        ]",-0.330401,[-1.13698508 -1.24965177],-0.0212864792708,[-0.67652231 -0.68334812],[-0.28054199 -0.3006953 ],"[[ 0.80559938  0.64258157  0.06177377  0.1775174 ]
 [ 5.22291743 -2.07310341  0.          0.        ]]"
8,"[ 0.50004733  1.3131757   1.26633784  0.85601734  0.54466712  1.51441553
  0.80948535 -1.2672391  -0.32485347  0.08910489  0.        ]",-0.275179,[-0.9426288  -0.64812707],-0.0196782259131,[-0.05236255  0.07397053],[-0.28054199 -0.3006953 ],"[[ 0.86934079  0.56181725  0.06177377  0.1775174 ]
 [ 1.16476833 -5.99026081  0.          0.        ]]"
9,"[ 0.51557734  1.39242237  1.25190782  0.52705627  0.54466656  1.51441154
  0.61645792 -1.64718643 -0.17842841  0.04392657  0.        ]",-0.135246,[-0.01302737  0.71053569],-0.0363070225008,[ 0.70757991  0.84921795],[-0.28054199 -0.3006953 ],"[[ 0.85499932  0.4174668   0.06177377  0.1775174 ]
 [-2.5863773  -8.43662777  0.          0.        ]]"
10,"[ 0.56998498  1.4476958   1.19788213  0.19002959  0.54466599  1.51440756
  0.61638681 -1.18428312  0.00873483 -0.06635837  0.        ]",-0.0618079,[ 1.53885057  0.72031461],-0.0599237458087,[ 0.79469329  0.66669738],[-0.28054199 -0.3006953 ],"[[ 0.80325828  0.27863803  0.06177377  0.1775174 ]
 [-2.58774592 -5.45618105  0.          0.        ]]"
