timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.88779944  0.96922152  0.15741343 -0.4540514  -1.01283657  1.1014997
  0.53113842 -0.25411066  2.53904285 -1.68760502  0.        ]",-3.73829,[ 5.61638168  5.84112269],-0.347143673817,[ 5.05947638  5.5016942 ],[-0.62343055 -0.60673261],"[[ 0.07750748 -0.06250763 -0.11678292  0.12740079]
 [-0.00045679 -0.00289455  0.          0.        ]]"
1,"[ 0.88146339  0.97120614  0.21828883 -0.36981632 -1.01283608  1.10149912
  0.72209549  0.49596273  2.52991029 -1.50726497  0.        ]",-3.70127,[ 3.43789414  5.19820452],-0.34222930242,[ 3.99305677  4.95275927],[-0.62343055 -0.60673261],"[[ 0.11717352 -0.02285253 -0.11678292  0.12740079]
 [ 3.95389713  3.95521838  0.          0.        ]]"
2,"[ 0.84750333  0.96620157  0.39728921 -0.1191598  -1.0128356   1.10149854
  0.90927796  1.23119002  2.45019593 -0.98094077  0.        ]",-3.57596,[ 2.88446314  4.09602339],-0.325363110071,[ 2.69429994  4.04077101],[-0.62343055 -0.60673261],"[[ 0.23514224  0.09517886 -0.11678292  0.12740079]
 [ 7.83008854  7.8349914   0.          0.        ]]"
3,"[ 0.74319973  0.92250727  0.68067993  0.28685163 -1.01283511  1.10149796
  1.0927724   1.9518538   2.15678148 -0.19380991  0.        ]",-3.37154,[ 0.35358962  2.66005262],-0.290693743319,[ 0.43318626  2.35115957],[-0.62343055 -0.60673261],"[[  0.42986785   0.29003487  -0.11678292   0.12740079]
 [ 11.62991184  11.63792158   0.           0.        ]]"
4,"[ 0.53313845  0.79216861  1.00068274  0.80857833 -1.01283462  1.10149738
  1.1491905   2.65840661  1.52978203  0.54827997  0.        ]",-2.91038,[-2.04009402 -0.39208908],-0.234460134847,[-1.52634883 -0.00226009],[-0.62343055 -0.60673261],"[[  0.67418633   0.5602027   -0.11678292   0.12740079]
 [ 12.79823351  15.36640624   0.           0.        ]]"
5,"[ 0.28626674  0.57352558  1.23432613  1.27466471 -1.01283414  1.10149681
  0.9460129   2.3067547   0.79318907  0.8305767   0.        ]",-2.41975,[-2.03902544 -1.67578468],-0.172010786532,[-1.54631615 -1.10552776],[-0.62343055 -0.60673261],"[[  0.88793777   0.84891267  -0.11678292   0.12740079]
 [  8.59083068  13.51076531   0.           0.        ]]"
6,"[ 0.11161165  0.35460172  1.35073025  1.55075517 -1.01283365  1.10149623
  0.74684639  1.50591401  0.28977369  0.74910015  0.        ]",-1.80623,[-0.12822921 -1.10345182],-0.125864361446,[-1.086537   -1.21624434],[-0.62343055 -0.60673261],"[[ 1.01837568  1.07672701 -0.11678292  0.12740079]
 [ 4.46648674  9.28474896  0.          0.        ]]"
7,"[ -7.89166714e-03   2.00469482e-01   1.41355499e+00   1.67616280e+00
  -1.01283316e+00   1.10149565e+00   7.18150078e-01   7.20745340e-01
   2.48267351e-04   5.95171623e-01   0.00000000e+00]",-1.5925,[-1.15905226 -0.98859975],-0.0965463523359,[-1.04543781 -1.11566353],[-0.62343055 -0.60673261],"[[ 1.10174416  1.2208507  -0.11678292  0.12740079]
 [ 3.87224747  5.14142754  0.          0.        ]]"
8,"[-0.06261082  0.13079477  1.43838945  1.71781826 -1.01283268  1.10149507
  0.52341296 -0.04016237 -0.1157032   0.50605254  0.        ]",-1.47042,[-0.46022766  0.06824419],-0.0839754738685,[-0.15589719 -0.44899154],[-0.62343055 -0.60673261],"[[ 1.13872933  1.28339247 -0.11678292  0.12740079]
 [-0.16037393  1.12612987  0.          0.        ]]"
9,"[-0.03075826  0.10254803  1.42421687  1.73225372 -1.01283219  1.10149449
  0.4356176   0.00689788 -0.09787274  0.4887689   0.        ]",-1.44305,[ 0.32170155 -0.53389112],-0.0849978820529,[ 0.20286816 -0.36988527],[-0.62343055 -0.60673261],"[[ 1.11728068  1.30840676 -0.11678292  0.12740079]
 [-1.97844142  1.37446601  0.          0.        ]]"
10,"[ 0.00798903  0.09574044  1.40589904  1.73552581 -1.0128317   1.10149392
  0.49900584 -0.39892203 -0.05709661  0.49574583  0.        ]",-1.41474,[ 0.43152742  0.58888931],-0.0887182119864,[ 0.03343865 -0.01077521],[-0.62343055 -0.60673261],"[[ 1.09088204  1.31440963 -0.11678292  0.12740079]
 [-0.66579225 -0.76703865  0.          0.        ]]"
11,"[ 0.00223293  0.08642052  1.40869556  1.73987787 -1.01283122  1.10149334
  0.58207829  0.04575544 -0.0702333   0.48416539  0.        ]",-1.5044,[-0.77444355 -0.7259469 ],-0.0872582397875,[-0.31199911 -0.54695815],[-0.62343055 -0.60673261],"[[ 1.09482614  1.32261259 -0.11678292  0.12740079]
 [ 1.05447858  1.57951563  0.          0.        ]]"
12,"[ 0.01660265  0.08364089  1.40166009  1.74114613 -1.01283073  1.10149276
  0.43311084 -0.50475585 -0.05526943  0.48631095  0.        ]",-1.46279,[-0.40032539 -0.99593232],-0.0886166840742,[ 0.22936122  0.14836827],[-0.62343055 -0.60673261],"[[ 1.08496478  1.32505576 -0.11678292  0.12740079]
 [-2.03034129 -1.32552169  0.          0.        ]]"
13,"[ 0.09687235  0.15786467  1.35914838  1.70266338 -1.01283024  1.10149218
  0.35860154 -1.24702048  0.09759315  0.58111474  0.        ]",-1.38433,[ 0.90908402  2.17503024],-0.104496343184,[ 0.60947621  1.47656429],[-0.62343055 -0.60673261],"[[ 1.02887665  1.25924564 -0.11678292  0.12740079]
 [-3.57327978 -5.24243978  0.          0.        ]]"
14,"[ 0.1451753   0.2286532   1.33078114  1.65676408 -1.01282976  1.1014916
  0.535685   -0.4771746   0.21913513  0.65080053  0.        ]",-1.55745,[-0.28609209  0.85649915],-0.116965853447,[ 0.38705382  0.84263641],[-0.62343055 -0.60673261],"[[ 0.99420436  1.19515679 -0.11678292  0.12740079]
 [ 0.09377166 -1.17998021  0.          0.        ]]"
15,"[ 0.15823819  0.21698861  1.32272679  1.66496886 -1.01282927  1.10149102
  0.48088647  0.16998131  0.2264207   0.64230105  0.        ]",-1.55068,[ 0.41458195  0.97621784],-0.117366018522,[ 0.45569286  0.27330333],[-0.62343055 -0.60673261],"[[ 0.98469431  1.2058213  -0.11678292  0.12740079]
 [-1.04099445  2.23504733  0.          0.        ]]"
16,"[ 0.16392992  0.12464074  1.31916436  1.72106869 -1.01282878  1.10149045
  0.56106125  0.89402595  0.15746088  0.56329569  0.        ]",-1.61735,[-0.70587291 -1.86470311],-0.109249532362,[-0.09816783 -0.79571521],[-0.62343055 -0.60673261],"[[ 0.98053182  1.2888572  -0.11678292  0.12740079]
 [ 0.61926965  6.05581597  0.          0.        ]]"
17,"[ 0.1853262   0.03331358  1.30548423  1.76189156 -1.0128283   1.10148987
  0.42562707  0.12107119  0.11527821  0.48318777  0.        ]",-1.47294,[ 0.27313697 -0.24178687],-0.103559207682,[ 0.67619324 -0.01183462],[-0.62343055 -0.60673261],"[[ 0.96477875  1.36904908 -0.11678292  0.12740079]
 [-2.18530015  1.97695215  0.          0.        ]]"
18,"[  2.28630342e-01  -7.38468734e-04   1.27634043e+00   1.77356436e+00
  -1.01282781e+00   1.10148929e+00   4.79920727e-01  -6.78182157e-02
   1.45668532e-01   4.59393149e-01   0.00000000e+00]",-1.44914,[ 0.39853091  0.62318719],-0.105742989631,[ 0.57504052  0.11795554],[-0.62343055 -0.60673261],"[[ 0.93235332  1.39858721 -0.11678292  0.12740079]
 [-1.06098395  0.98018739  0.          0.        ]]"
19,"[ 0.2354676  -0.05196899  1.27155299  1.78760596 -1.01282732  1.10148871
  0.557071    0.39605181  0.1177892   0.41203011  0.        ]",-1.52359,[-0.57175317 -0.61418726],-0.102241946018,[ 0.12611616 -0.51691455],[-0.62343055 -0.60673261],"[[ 0.92716295  1.4427508  -0.11678292  0.12740079]
 [ 0.53664767  3.42801796  0.          0.        ]]"
20,"[ 0.25126483 -0.10269661  1.26029247  1.79741341 -1.01282684  1.10148813
  0.44731686 -0.07758334  0.10281507  0.36575995  0.        ]",-1.4087,[ 0.8729613   0.24649023],-0.0999942904001,[ 0.64919752 -0.05841839],[-0.62343055 -0.60673261],"[[ 0.91509259  1.48623433 -0.11678292  0.12740079]
 [-1.73613834  0.92865805  0.          0.        ]]"
21,"[ 0.25089696 -0.13567093  1.26055707  1.80162983 -1.01282635  1.10148756
  0.6157976   0.10376269  0.08060899  0.33266539  0.        ]",-1.45378,[ 0.79504092 -0.95348593],-0.0973806865979,[-0.05320968 -0.5322634 ],[-0.62343055 -0.60673261],"[[ 0.91537489  1.51440891 -0.11678292  0.12740079]
 [ 1.75276429  1.88561601  0.          0.        ]]"
22,"[ 0.16239127 -0.13502867  1.32012521  1.80156201 -1.01282586  1.10148698
  0.76609606 -0.61887906 -0.02456597  0.30750693  0.        ]",-1.47156,[-0.99718029  0.11781146],-0.0873263041785,[-0.73719794 -0.28885096],[-0.62343055 -0.60673261],"[[ 0.98165791  1.51386067 -0.11678292  0.12740079]
 [ 4.86514954 -1.92774405  0.          0.        ]]"
