timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.89271454  0.96591866  0.06227496 -0.26646122  0.50689379 -0.53321608
  0.52392392 -0.25190185  0.68510166  0.98128271  0.        ]",-2.21098,[-2.80185438 -0.75485503],-0.166101667892,[-2.06102753 -0.09101883],[-0.64228159 -0.63018423],"[[ 0.01669765  0.03048667  0.05858455 -0.06173061]
 [-0.00018228  0.00368128  0.          0.        ]]"
1,"[ 0.89250869  0.96646627  0.00113637 -0.32958059  0.50689365 -0.53321592
  0.33295738 -0.82207498  0.68598359  0.81336831  0.        ]",-2.15574,[-0.77763085  0.26281625],-0.161729110348,[-0.75645286  0.55077779],[-0.64228159 -0.63018423],"[[ -2.29848043e-02   5.86247851e-04   5.85845495e-02  -6.17306140e-02]
 [ -3.95489902e+00  -2.98377268e+00   0.00000000e+00   0.00000000e+00]]"
2,"[ 0.8785768   0.96510469 -0.16650251 -0.43221488  0.5068935  -0.53321577
  0.18816887 -0.61196466  0.65817999  0.4066323   0.        ]",-1.82988,[ 0.85995343  0.11789243],-0.151531771536,[ 0.77226061  0.75196588],[-0.64228159 -0.63018423],"[[-0.1321668  -0.04804366  0.05858455 -0.06173061]
 [-6.95331677 -1.8828896   0.          0.        ]]"
3,"[ 0.8473881   0.96262999 -0.32330084 -0.50092761  0.50689336 -0.53321561
  0.35907104 -0.51601754  0.59856981  0.04970242  0.        ]",-1.69128,[ 0.94282884  0.78627577],-0.143249624965,[ 0.64910644  0.72003055],[-0.64228159 -0.63018423],"[[-0.23572324 -0.08065755  0.05858455 -0.06173061]
 [-3.41411022 -1.38017049  0.          0.        ]]"
4,"[ 0.83504253  0.96299072 -0.3683686  -0.49273352  0.50689321 -0.53321546
  0.54237503  0.08311469  0.58053264 -0.03217656  0.        ]",-1.49869,[-0.43456758  0.40262913],-0.141511427692,[-0.3988913   0.16926712],[-0.64228159 -0.63018423],"[[-0.26591874 -0.07676454  0.05858455 -0.06173061]
 [ 0.3819256   1.75901348  0.          0.        ]]"
5,"[ 0.8307721   0.96606813 -0.38275725 -0.38556113  0.50689307 -0.5332153
  0.45896859  0.38086723  0.59310165  0.01645489  0.        ]",-1.49402,[-0.42078704  0.77818284],-0.142690348464,[-0.27765724 -0.01433453],[-0.64228159 -0.63018423],"[[-0.27561033 -0.02593136  0.05858455 -0.06173061]
 [-1.34533101  3.31910323  0.          0.        ]]"
6,"[ 0.80985407  0.96351584 -0.44662005 -0.18164339  0.50689292 -0.53321515
  0.37981712  0.9565283   0.59653604  0.03807969  0.        ]",-1.33814,[-1.49158101  0.26655615],-0.143038567531,[-0.33825079 -0.4758065 ],[-0.64228159 -0.63018423],"[[-0.31896298  0.07071332  0.05858455 -0.06173061]
 [-2.98447193  6.33530968  0.          0.        ]]"
7,"[ 0.75127761  0.94133398 -0.58856979  0.10262802  0.50689278 -0.53321499
  0.19162594  1.13431251  0.56848749 -0.03736927  0.        ]",-1.32861,[-0.38851979 -1.3494779 ],-0.140389816106,[ 0.74264759 -0.42637023],[-0.64228159 -0.63018423],"[[-0.41775445  0.20676582  0.05858455 -0.06173061]
 [-6.88171004  7.26682179  0.          0.        ]]"
8,"[ 0.63301248  0.90988894 -0.79417748  0.31514111  0.50689263 -0.53321483
  0.12405409  0.35123168  0.47869332 -0.30374165  0.        ]",-1.67983,[ 2.86343161  0.073198  ],-0.133534781213,[ 2.29559159  0.36296722],[-0.64228159 -0.63018423],"[[-0.5694285   0.31093573  0.05858455 -0.06173061]
 [-8.28105023  3.1638319   0.          0.        ]]"
9,"[ 0.51220915  0.8838365  -0.94863971  0.44540044  0.50689249 -0.53321468
  0.32298509  0.39428756  0.38059944 -0.53831896  0.        ]",-1.75019,[ 2.11706457  0.05879223],-0.128128978419,[ 1.84836876  0.07475823],[-0.64228159 -0.63018423],"[[-0.69371597  0.37647564  0.05858455 -0.06173061]
 [-4.1614012   3.38942575  0.          0.        ]]"
10,"[ 0.46608076  0.85109862 -0.99832467  0.57975463  0.50689234 -0.53321452
  0.51798636  0.42562341  0.36005543 -0.54438437  0.        ]",-1.68156,[ 0.93923349  1.03240425],-0.126411263934,[ 0.8036322  -0.27229878],[-0.64228159 -0.63018423],"[[-0.736427    0.44591135  0.05858455 -0.06173061]
 [-0.12313197  3.55361205  0.          0.        ]]"
11,"[ 0.50386737  0.78875637 -0.95794616  0.78350945  0.5068922  -0.53321437
  0.69746578  1.16764877  0.42144827 -0.2817379   0.        ]",-1.26585,[-1.70813963 -1.27586342],-0.128015829,[-1.15316141 -1.18878424],[-0.64228159 -0.63018423],"[[-0.70159823  0.55599189  0.05858455 -0.06173061]
 [ 3.59369757  7.44149134  0.          0.        ]]"
12,"[ 0.53671229  0.71606114 -0.92040681  0.96971582  0.50689205 -0.53321421
  0.50306955  0.38408424  0.4552297  -0.02596094  0.        ]",-1.49356,[-0.10400458 -0.19843571],-0.129793767717,[-0.25527748 -0.41467252],[-0.64228159 -0.63018423],"[[-0.67011494  0.66362975  0.05858455 -0.06173061]
 [-0.43203471  3.3359691   0.          0.        ]]"
13,"[ 0.52363548  0.67223463 -0.93564187  1.06421804  0.50689191 -0.53321406
  0.48362737  0.22154451  0.44585742  0.03201211  0.        ]",-1.57751,[ 1.0223932  -1.00990315],-0.128946232655,[-0.12923358 -0.25547406],[-0.64228159 -0.63018423],"[[-0.68279522  0.72180442  0.05858455 -0.06173061]
 [-0.83465836  2.48433507  0.          0.        ]]"
14,"[ 0.54738375  0.66482663 -0.90767294  1.0791345   0.50689176 -0.5332139
  0.67553294 -0.54380814  0.45914326  0.11003639  0.        ]",-1.5519,[-1.02670095  0.20300154],-0.130420897762,[-0.83483875  0.26861161],[-0.64228159 -0.63018423],"[[-0.65961437  0.73125647  0.05858455 -0.06173061]
 [ 3.13950146 -1.52576485  0.          0.        ]]"
15,"[ 0.56973551  0.68204892 -0.88007825  1.04400706  0.50689162 -0.53321374
  0.4814767  -0.38437715  0.47364944  0.13651775  0.        ]",-1.58593,[-0.27842615 -0.22320917],-0.131902664222,[ 0.07768825  0.35622287],[-0.64228159 -0.63018423],"[[-0.63714515  0.70912244  0.05858455 -0.06173061]
 [-0.8791883  -0.69041976  0.          0.        ]]"
16,"[ 0.54131426  0.6991327  -0.91494739  1.00755109  0.50689147 -0.53321359
  0.42913995 -0.55038155  0.457975    0.02278435  0.        ]",-1.62112,[ 0.86665035  0.38406832],-0.130066026923,[ 0.69194239  0.64065754],[-0.64228159 -0.63018423],"[[-0.66560338  0.6865872   0.05858455 -0.06173061]
 [-1.96302255 -1.56020773  0.          0.        ]]"
17,"[ 0.53674892  0.7107231  -0.92036072  0.98183589  0.50689133 -0.53321343
  0.59655568 -0.25446654  0.45525669 -0.01436049  0.        ]",-1.5223,[-0.60094272 -0.39415273],-0.129792120151,[-0.33804888  0.10350674],[-0.64228159 -0.63018423],"[[-0.67007834  0.67093927  0.05858455 -0.06173061]
 [ 1.5039767  -0.00974904  0.          0.        ]]"
18,"[ 0.54279523  0.72222793 -0.91317926  0.95547166  0.50689118 -0.53321328
  0.48034021 -0.55213915  0.45915149 -0.02329596  0.        ]",-1.6148,[ 0.77657827  0.53341991],-0.130159054514,[ 0.48277029  0.59329909],[-0.64228159 -0.63018423],"[[-0.66414589  0.65509564  0.05858455 -0.06173061]
 [-0.90271459 -1.56941758  0.          0.        ]]"
19,"[ 0.55582808  0.72929461 -0.89739606  0.93884059  0.50689104 -0.53321312
  0.62952425 -0.14330021  0.46762592 -0.00372956  0.        ]",-1.49755,[-0.77850462 -0.37266089],-0.130948976828,[-0.63221139 -0.04580089],[-0.64228159 -0.63018423],"[[-0.6512029   0.64519994  0.05858455 -0.06173061]
 [ 2.18672573  0.57271006  0.          0.        ]]"
