timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.89439308  0.99521507  0.05510818 -0.14753247 -0.80312352  0.17187827
  0.56207529 -0.25988412  2.21880855 -0.13685798  0.        ]",-3.11942,[-0.13841008  3.60460026],-0.3027835342,[ 0.55062556  2.89063215],[-0.54955721 -0.56807739],"[[  8.00345313e-03   6.65066991e-02  -9.28936869e-02   1.99441383e-02]
 [  3.34972867e-05  -4.97160270e-03   0.00000000e+00   0.00000000e+00]]"
1,"[ 0.89443955  0.99129097  0.04658941 -0.06068654 -0.80312315  0.17187822
  0.5357322   0.4695144   2.21533313 -0.09393891  0.        ]",-3.028,[ 0.27321948  2.19132159],-0.302344968767,[ 0.30604845  2.48367429],[-0.54955721 -0.56807739],"[[  2.49512900e-03   1.06138231e-01  -9.28936869e-02   1.99441383e-02]
 [ -5.49031436e-01   3.95492669e+00   0.00000000e+00   0.00000000e+00]]"
2,"[ 0.89443927  0.96901809  0.046524    0.19527291 -0.80312278  0.17187817
  0.58803847  1.18435538  2.19324388  0.07830952  0.        ]",-2.86475,[-0.31263724  2.94512383],-0.300123063318,[-0.39512512  1.95516658],[-0.54955721 -0.56807739],"[[  2.45284326e-03   2.24174764e-01  -9.28936869e-02   1.99441383e-02]
 [  5.41192188e-01   7.83579482e+00   0.00000000e+00   0.00000000e+00]]"
3,"[ 0.89444325  0.89838268  0.04388565  0.60134537 -0.80312241  0.17187812
  0.52812412  1.88520625  2.1244623   0.34710554  0.        ]",-2.65857,[-1.57149091  1.54547541],-0.294402682721,[-0.80247104  1.47154617],[-0.54955721 -0.56807739],"[[  7.46890031e-04   4.19066765e-01  -9.28936869e-02   1.99441383e-02]
 [ -7.07597887e-01   1.16407200e+01   0.00000000e+00   0.00000000e+00]]"
4,"[ 0.89216701  0.73556097 -0.03914955  1.10528318 -0.80312204  0.17187807
  0.33893712  2.57234584  2.00077513  0.55144983  0.        ]",-2.52023,[-0.47815807  1.21561685],-0.284072707062,[-0.57769567  1.36633706],[-0.54955721 -0.56807739],"[[ -0.05296848   0.6893109   -0.09289369   0.01994414]
 [ -4.65081717  15.37122614   0.           0.        ]]"
5,"[ 0.87265215  0.43721825 -0.20984643  1.59590999 -0.80312168  0.17187802
  0.25254757  3.24570564  1.81004602  0.65416852  0.        ]",-2.23843,[-0.6694642   1.31842432],-0.26684426851,[-0.78582126  0.92417181],[-0.54955721 -0.56807739],"[[ -0.16405126   1.0334149   -0.09289369   0.01994414]
 [ -6.45143096  19.02695479   0.           0.        ]]"
6,"[ 0.8128759  -0.01213144 -0.44138693  1.88989254 -0.80312131  0.17187797
  0.13155418  3.90570737  1.52542975  0.66164472  0.        ]",-1.90692,[-1.09211985 -0.64888051],-0.239571175092,[-1.44371486  0.40617463],[-0.54955721 -0.56807739],"[[ -3.18382341e-01   1.44990669e+00  -9.28936869e-02   1.99441383e-02]
 [ -8.97329219e+00   2.26102116e+01   0.00000000e+00   0.00000000e+00]]"
7,"[ 0.66702314 -0.49113469 -0.7467864   1.80701791 -0.80312094  0.17187792
 -0.04979104  3.35000356  1.21733078  0.49566719  0.        ]",-1.60047,[-0.28640163  0.52998345],-0.207605752219,[-1.06107688  0.70753074],[-0.54955721 -0.56807739],"[[ -0.53576861   1.87184277  -0.09289369   0.01994414]
 [-12.753065    19.59333659   0.           0.        ]]"
8,"[ 0.40257486 -0.89922826 -1.06634907  1.37431921 -0.80312057  0.17187787
 -0.09210068  3.66496311  0.8904235   0.25193766  0.        ]",-1.30066,[-0.73970892 -0.5532392 ],-0.173358523175,[-1.6065402   0.36365962],[-0.54955721 -0.56807739],"[[ -7.99677982e-01   2.28086663e+00  -9.28936869e-02   1.99441383e-02]
 [ -1.36349235e+01   2.13033493e+01   0.00000000e+00   0.00000000e+00]]"
9,"[ 0.00900049 -1.17917359 -1.33490135  0.6845401  -0.8031202   0.17187782
 -0.21967681  3.18366651  0.530239    0.02384021  0.        ]",-1.07886,[-2.06868449  0.25810335],-0.13714428217,[-1.77459896  0.45718393],[-0.54955721 -0.56807739],"[[ -1.09905487   2.6807172   -0.09289369   0.01994414]
 [-16.2939886   18.69040898   0.           0.        ]]"
