timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.11827528  1.95240523  0.22960315 -0.93810564 -0.89096909 -1.53061044
  0.83323573 -0.36068798  2.00394888  1.62646456  0.        ]",-1.23724,[-2.81431824 -1.00419343],-0.366810955633,[-2.44366288 -0.09049737],[-0.14382868 -0.22419985],"[[ 0.09631456 -0.05698306 -0.1036573  -0.17714229]
 [-0.00116604  0.00121927  0.          0.        ]]"
1,"[ 1.12246464  1.94837473  0.16986499 -1.05203107 -0.89096685 -1.53060328
  0.61715856 -0.92973308  2.00611793  1.51855841  0.        ]",-1.33387,[-1.41274613 -0.00542062],-0.360627466462,[-2.07758045  0.14119352],[-0.14382868 -0.22419985],"[[ 0.05661634 -0.09667132 -0.1036573  -0.17714229]
 [-3.95549927 -3.95685885  0.          0.        ]]"
2,"[ 1.12207103  1.93432413 -0.00815432 -1.2760521  -0.89096461 -1.53059613
  0.40526832 -0.92133565  1.98424873  1.23629355  0.        ]",-1.18843,[-3.2069596   2.25601779],-0.342696063675,[-1.54465938  0.41397297],[-0.14382868 -0.22419985],"[[-0.06139983 -0.17522262 -0.1036573  -0.17714229]
 [-7.83321541 -3.8984661   0.          0.        ]]"
3,"[ 1.07953572  1.92479161 -0.2980343  -1.38185181 -0.89096238 -1.53058897
  0.19748525 -0.34075236  1.89779862  0.86936251  0.        ]",-0.788427,[-2.32536509  1.09695358],-0.315495960464,[-1.08163309  0.56690753],[-0.14382868 -0.22419985],"[[ -0.25621644  -0.21267432  -0.1036573   -0.17714229]
 [-11.63576977   0.13984513   0.           0.        ]]"
4,"[ 0.93753103  1.93544561 -0.67376168 -1.26168653 -0.89096014 -1.53058181
 -0.00618204  0.22834254  1.72309758  0.48011527  0.        ]",-0.573759,[-1.25537791  0.77780637],-0.280226483063,[-0.50269192  0.77298921],[-0.14382868 -0.22419985],"[[ -0.52632847  -0.17016151  -0.1036573   -0.17714229]
 [-15.3630034    4.09824859   0.           0.        ]]"
5,"[ 0.63331237  1.95225613 -1.06938411 -0.94128042 -0.89095791 -1.53057465
 -0.20579831  0.65967916  1.4286955   0.10823147  0.        ]",-0.30958,[-1.18085634  0.61968886],-0.23437171945,[ 0.14923085  1.01153469],[-0.14382868 -0.22419985],"[[ -0.87024116  -0.05809424  -0.1036573   -0.17714229]
 [-19.01610111   7.09846239   0.           0.        ]]"
6,"[ 0.1297982   1.94691134 -1.36425644 -0.46633203 -0.89095567 -1.5305675
 -0.40145743  0.99243259  0.9896505  -0.17379225  0.        ]",-0.258437,[ 0.72540644  2.82172742],-0.174880703863,[ 0.60192174  1.11247313],[-0.14382868 -0.22419985],"[[ -1.28648889   0.10709791  -0.1036573   -0.17714229]
 [-22.59678244   9.41297914   0.           0.        ]]"
7,"[-0.44327784  1.88191681 -1.41123537  0.16760822 -0.89095343 -1.53056034
 -0.22032297  1.53466087  0.54093795 -0.25262015  0.        ]",0.0482098,[ 1.19218632  1.14038419],-0.115878266779,[ 0.2537818   0.81157744],[-0.14382868 -0.22419985],"[[ -1.70516536   0.33319927  -0.1036573   -0.17714229]
 [-19.28193209  13.18454869   0.           0.        ]]"
8,"[-0.89226267  1.69815301 -1.25670137  0.9314343  -0.8909512  -1.53055318
  0.01658775  2.0660756   0.27217353 -0.17236954  0.        ]",0.195015,[ 0.16608384 -0.25551827],-0.0777466482765,[-0.38604087  0.46006772],[-0.14382868 -0.22419985],"[[ -2.04730429   0.63397742  -0.1036573   -0.17714229]
 [-14.94634632  16.8809664    0.           0.        ]]"
9,"[-1.2164926   1.39402243 -1.00339442  1.5813822  -0.89094896 -1.53054603
  0.06863879  1.87242138  0.12901374 -0.02393562  0.        ]",0.165344,[-1.00779577 -0.56691016],-0.0554292923137,[-0.59278738  0.47436982],[-0.14382868 -0.22419985],"[[ -2.33667371   0.95808291  -0.1036573   -0.17714229]
 [-13.99378564  15.53405977   0.           0.        ]]"
10,"[-1.47926608  1.05996513 -0.6233363   1.95197105 -0.89094673 -1.53053887
 -0.13246206  1.50548119 -0.03418544  0.18507169  0.        ]",-0.0286199,[-1.1855801   2.00711216],-0.039402712518,[-0.64061582  0.56375265],[-0.14382868 -0.22419985],"[[ -2.6534726    1.24315776  -0.1036573   -0.17714229]
 [-17.67402566  12.98179545   0.           0.        ]]"
11,"[-1.63404469  0.67622496 -0.06382924  2.10374598 -0.89094449 -1.53053171
 -0.32971809  2.03765307 -0.18947539  0.49055192  0.        ]",-0.25794,[-0.69473561  0.22156118],-0.0587161418046,[-1.02694356  0.42309457],[-0.14382868 -0.22419985],"[[ -3.04317064   1.53993577  -0.1036573   -0.17714229]
 [-21.28390453  16.68351226   0.           0.        ]]"
12,"[-1.55659607  0.23534552  0.60292534  1.969367   -0.89094225 -1.53052456
 -0.45706712  2.11601389 -0.23663156  0.8650876   0.        ]",-0.628846,[-2.01319413 -0.2953153 ],-0.10171690988,[-1.34112573  0.34692112],[-0.14382868 -0.22419985],"[[ -3.49223095   1.87907673  -0.1036573   -0.17714229]
 [-23.61445736  17.22867981   0.           0.        ]]"
13,"[-1.16226951 -0.14965798  1.226301    1.53927145 -0.89094002 -1.5305174
 -0.64793851  1.89853689 -0.17014907  1.23823463  0.        ]",-0.915376,[-3.21970987  0.60613047],-0.146144967924,[-1.55564129  0.30628386],[-0.14382868 -0.22419985],"[[ -3.99956605   2.20847445  -0.1036573   -0.17714229]
 [-27.10750061  15.71605151   0.           0.        ]]"
14,"[-0.44591873 -0.4546008   1.57978188  0.84652232 -0.89093778 -1.53051024
 -0.83505439  2.19848014  0.02519865  1.51279071  0.        ]",-1.00801,[-2.1165194   0.50447573],-0.182410087761,[-1.83388412  0.15187564],[-0.14382868 -0.22419985],"[[ -4.5760734    2.54372943  -0.1036573   -0.17714229]
 [-30.5318266   17.80251101   0.           0.        ]]"
15,"[ 0.41456871 -0.65003666  1.40318315 -0.13083265 -0.89093555 -1.53050309
 -1.01844495  2.43469133  0.29863461  1.5558784   0.        ]",-1.0663,[-1.62734862 -0.65498136],-0.199000713572,[-1.95575023 -0.00496846],[-0.14382868 -0.22419985],"[[ -5.22038478   2.91626467  -0.1036573   -0.17714229]
 [-33.88799319  19.44571346   0.           0.        ]]"
16,"[ 1.03989103 -0.68228343  0.60488725 -0.65694338 -0.89093331 -1.53049593
 -1.19819178 -0.15355705  0.403552    1.50713008  0.        ]",-1.05039,[-0.91340924  0.92780635],-0.200042911391,[-1.38345397  0.30906224],[-0.14382868 -0.22419985],"[[ -5.93115168   3.10088248  -0.1036573   -0.17714229]
 [-37.17750002   1.44224404   0.           0.        ]]"
17,"[ 1.00427585 -0.68131412 -0.53154856 -0.61323698 -0.89093108 -1.53048877
 -1.35559371 -0.61655585  0.4326559   1.58808252  0.        ]",-1.02444,[ 0.79197532 -0.34762374],-0.210329921987,[-1.20359659  0.31065643],[-0.14382868 -0.22419985],"[[ -6.70360443   3.08568509  -0.1036573   -0.17714229]
 [-40.05811254  -1.77831016   0.           0.        ]]"
18,"[ 0.26591608 -0.67611877 -1.31228835 -0.47254932 -0.89092884 -1.53048162
 -1.14091241 -0.80942087  0.53203519  1.61891694  0.        ]",-1.01542,[-1.59411683 -0.3122593 ],-0.220101055577,[-1.20254695  0.24270333],[-0.14382868 -0.22419985],"[[ -7.46534902   3.03665903  -0.1036573   -0.17714229]
 [-36.12942724  -3.11986038   0.           0.        ]]"
19,"[-0.75352315 -0.66226927 -1.32459613 -0.26113251 -0.8909266  -1.53047446
 -1.31816705 -0.97843635  0.63494097  1.51350483  0.        ]",-0.824431,[-0.35206128 -0.11348331],-0.21729912722,[-1.15884829  0.24559405],[-0.14382868 -0.22419985],"[[ -8.22048522   2.96246702  -0.1036573   -0.17714229]
 [-39.37335087  -4.29552215   0.           0.        ]]"
20,"[-1.5257643  -0.63604201 -0.51806853 -0.00973374 -0.89092437 -1.53046731
 -1.35171879 -1.03102842  0.60554268  1.30057064  0.        ]",-0.739676,[-2.73898328 -0.93546055],-0.194810841123,[-1.14854896  0.29740655],[-0.14382868 -0.22419985],"[[ -9.0141141    2.87288704  -0.1036573   -0.17714229]
 [-39.98745967  -4.66136441   0.           0.        ]]"
21,"[-1.52006228 -0.58018135  0.7010989   0.34231189 -0.89092213 -1.53046015
 -1.52476272 -1.55062555  0.36288535  1.1717566   0.        ]",-0.759601,[ 0.55796101  0.51802072],-0.163103499,[-0.84455115  0.6405763 ],[-0.14382868 -0.22419985],"[[ -9.84563953   2.7433986   -0.1036573   -0.17714229]
 [-43.15437006  -8.27564586   0.           0.        ]]"
