timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.89106607  0.95346421 -0.04963032 -0.21245873  1.48330983 -0.15935071
  0.50649073 -0.25064254 -0.53633425  0.19588655  0.        ]",-1.91507,[ 0.13776185 -0.26799524],-0.0413369958478,[ 0.04742297 -0.79379755],[-0.70229703 -0.67041719],"[[-0.05333876  0.0666399   0.17111123 -0.0182976 ]
 [-0.00043987 -0.0021805   0.          0.        ]]"
1,"[ 0.89152262  0.95424664 -0.04123553 -0.23464097  1.48330885 -0.15935068
  0.53307402 -0.4564103  -0.53596554  0.19544697  0.        ]",-1.8852,[ 0.16019055 -0.32973161],-0.0413583594012,[ 0.05712532 -0.53195226],[-0.70229703 -0.67041719],"[[-0.04787549  0.05594773  0.17111123 -0.0182976 ]
 [ 0.54494915 -1.06349919  0.          0.        ]]"
2,"[ 0.89263644  0.95583271 -0.01486397 -0.30558827  1.48330786 -0.15935064
  0.56346037 -0.70550407 -0.53523857  0.19311373  0.        ]",-1.83729,[-0.61732876 -1.20979521],-0.0413665968583,[ 0.08063984 -0.1673153 ],[-0.70229703 -0.67041719],"[[-0.0307216   0.02178704  0.17111123 -0.0182976 ]
 [ 1.16836246 -2.34828701  0.          0.        ]]"
3,"[ 0.89256597  0.95363601 -0.01694223 -0.48469868  1.48330687 -0.15935061
  0.44337543 -1.46398699 -0.5408193   0.047932    0.        ]",-1.92139,[ 2.202878    1.64483779],-0.03858863995,[ 1.62977004  1.45934439],[-0.70229703 -0.67041719],"[[-0.03207306 -0.06443046  0.17111123 -0.0182976 ]
 [-1.29531238 -6.26042775  0.          0.        ]]"
4,"[ 0.89314664  0.94292888  0.00462975 -0.65877648  1.48330588 -0.15935057
  0.63736558 -0.67257201 -0.55150863 -0.0453643   0.        ]",-1.9223,[ 0.69331676 -0.17646603],-0.0373882463631,[ 0.28149816  0.12282437],[-0.70229703 -0.67041719],"[[-0.01804763 -0.1486831   0.17111123 -0.0182976 ]
 [ 2.68461601 -2.17843363  0.          0.        ]]"
5,"[ 0.89017397  0.93256528  0.12869682 -0.76144883  1.4833049  -0.15935054
  0.7684748  -0.79987799 -0.54793516  0.12422721  0.        ]",-1.88554,[-0.22548331 -0.12556186],-0.0388822298424,[-0.78887361  0.08147275],[-0.70229703 -0.67041719],"[[ 0.06263279 -0.19883999  0.17111123 -0.0182976 ]
 [ 5.37447302 -2.83505934  0.          0.        ]]"
6,"[ 0.87227105  0.91595546  0.27767993 -0.88514627  1.48330391 -0.15935051
  0.71982445 -0.88530875 -0.55461439  0.32764494  0.        ]",-1.90561,[-0.97233675  0.14976245],-0.0437644220357,[-0.91951108  0.20241699],[-0.70229703 -0.67041719],"[[ 0.16010792 -0.25996224  0.17111123 -0.0182976 ]
 [ 4.37636161 -3.27569951  0.          0.        ]]"
7,"[ 0.85772342  0.89586783  0.3503707  -1.00246052  1.48330292 -0.15935047
  0.52810564 -0.75747451 -0.56558695  0.38039183  0.        ]",-1.98202,[-0.32692262  0.97168607],-0.0449356013407,[ 0.01061846  0.40630478],[-0.70229703 -0.67041719],"[[ 0.20817105 -0.31886067  0.17111123 -0.0182976 ]
 [ 0.44304008 -2.61635189  0.          0.        ]]"
8,"[  8.59149838e-01   8.90823217e-01   3.44018375e-01  -1.02845517e+00
   1.48330193e+00  -1.59350438e-01   4.64568788e-01  -1.39004003e-03
  -5.67136574e-01   3.45853247e-01   0.00000000e+00]",-1.92168,[ 0.24822634 -0.13175277],-0.0434740921654,[-0.01721638 -0.38906556],[-0.70229703 -0.67041719],"[[ 0.20395312 -0.33206008  0.17111123 -0.0182976 ]
 [-0.86048635  1.28341276  0.          0.        ]]"
9,"[ 0.86151337  0.89845325  0.33318577 -0.98867515  1.48330095 -0.1593504
  0.5132719  -0.10753359 -0.56368034  0.35649377  0.        ]",-2.04547,[-0.09128174  1.01748436],-0.0441401752956,[-0.26544496 -0.37382543],[-0.70229703 -0.67041719],"[[ 0.19676868 -0.31188479  0.17111123 -0.0182976 ]
 [ 0.13871454  0.73594107  0.          0.        ]]"
10,"[ 0.86180051  0.91668181  0.33184057 -0.88036384  1.48329996 -0.15935037
  0.4954637   0.65735138 -0.55783144  0.44233412  0.        ]",-1.74378,[-0.75089523 -2.33809653],-0.0480759362377,[-0.91115409 -1.40734887],[-0.70229703 -0.67041719],"[[ 0.19587729 -0.25758293  0.17111123 -0.0182976 ]
 [-0.22663772  4.68109666  0.          0.        ]]"
11,"[ 0.87187408  0.93118212  0.27994745 -0.77319109  1.48329897 -0.15935034
  0.3509696  -0.12807943 -0.55000504  0.42278083  0.        ]",-1.91788,[ 0.22822637 -0.07589171],-0.0478009938177,[ 0.39598149 -0.38426554],[-0.70229703 -0.67041719],"[[ 0.16160126 -0.20460727  0.17111123 -0.0182976 ]
 [-3.19109116  0.62997022  0.          0.        ]]"
12,"[ 0.88387507  0.93342566  0.19742956 -0.75392834  1.48329798 -0.1593503
  0.39805858 -0.18882889 -0.54558266  0.26978925  0.        ]",-1.94155,[ 0.82788138  0.43058891],-0.0425630413285,[ 0.5588659  -0.30821514],[-0.70229703 -0.67041719],"[[ 0.10747246 -0.19515167  0.17111123 -0.0182976 ]
 [-2.22500725  0.31663409  0.          0.        ]]"
13,"[ 0.88575864  0.93851972  0.1802781  -0.7061825   1.48329699 -0.15935027
  0.55980364  0.14026482 -0.54314972  0.2729932   0.        ]",-1.9013,[ 0.00087912 -0.61364638],-0.042859563773,[-0.62103128 -0.98545736],[-0.70229703 -0.67041719],"[[ 0.0962666  -0.17178833  0.17111123 -0.0182976 ]
 [ 1.09337235  2.01404621  0.          0.        ]]"
14,"[ 0.881924    0.94154504  0.21346502 -0.67439338  1.48329601 -0.15935023
  0.5589651  -0.33855076 -0.54313952  0.3660344   0.        ]",-1.87251,[-0.96895695 -0.71840094],-0.0460540942638,[-0.57047552 -0.4844507 ],[-0.70229703 -0.67041719],"[[ 0.11796149 -0.15628624  0.17111123 -0.0182976 ]
 [ 1.07617185 -0.45560674  0.          0.        ]]"
15,"[ 0.88501678  0.93372907  0.18725534 -0.75123936  1.48329502 -0.1593502
  0.37114635 -0.88801874 -0.54540405  0.2513216   0.        ]",-1.84878,[ 1.33221679  0.18406334],-0.0420273957555,[ 1.23031807  0.62052298],[-0.70229703 -0.67041719],"[[ 0.10082369 -0.19383345  0.17111123 -0.0182976 ]
 [-2.77713183 -3.28967402  0.          0.        ]]"
16,"[ 0.88737027  0.91845781  0.16381177 -0.86848144  1.48329403 -0.15935017
  0.56662877 -0.7343859  -0.55519895  0.10968657  0.        ]",-1.93732,[ 0.36735854  0.59027981],-0.038003786722,[ 0.42098036  0.35750294],[-0.70229703 -0.67041719],"[[ 0.08551986 -0.25167647  0.17111123 -0.0182976 ]
 [ 1.23340475 -2.49726233  0.          0.        ]]"
17,"[ 0.88061273  0.91032711  0.22347378 -0.92064805  1.48329304 -0.15935013
  0.63623002 -0.27175627 -0.55717995  0.18848079  0.        ]",-1.95112,[-0.53393296 -0.00955311],-0.0393739245725,[-0.45714098 -0.31993222],[-0.70229703 -0.67041719],"[[ 0.12451494 -0.27768055  0.17111123 -0.0182976 ]
 [ 2.66135313 -0.11109533  0.          0.        ]]"
