timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.89047193  0.94633321  0.12128042 -0.50890889 -0.21510483 -1.30289801
  0.49263244 -0.2479988   1.61820469  2.33665974  0.        ]",-4.83436,[-3.98075293 -1.24178567],-0.28112128005,[-3.79484081 -0.75324655],[-0.76608026 -0.72705966],"[[ 0.05809779 -0.06974074 -0.02460525 -0.15062631]
 [-0.00180187  0.00306908  0.          0.        ]]"
1,"[ 0.89298771  0.94205148  0.06026845 -0.59010261 -0.21510479 -1.30289732
  0.29827552 -1.02465883  1.61492876  2.14353741  0.        ]",-4.68343,[-3.39266    -0.82218226],-0.274075067103,[-3.03967476 -0.59221971],[-0.76608026 -0.72705966],"[[ 0.01838695 -0.10939238 -0.02460525 -0.15062631]
 [-3.95612587 -3.95504621  0.          0.        ]]"
2,"[ 0.88504905  0.92007623 -0.1209421  -0.81504036 -0.21510474 -1.30289664
  0.1077436  -1.64778912  1.55282078  1.58925667  0.        ]",-3.97197,[-1.84467992 -0.83658078],-0.251949058308,[-1.91493475 -0.29050472],[-0.76608026 -0.72705966],"[[-0.09962933 -0.22035597 -0.02460525 -0.15062631]
 [-7.83262777 -7.13072781  0.          0.        ]]"
3,"[ 0.82195893  0.85641168 -0.41418344 -1.15639178 -0.2151047  -1.30289596
 -0.07903635 -2.26975907  1.29440501  0.76033193  0.        ]",-2.99777,[ 0.32495178  0.33083859],-0.211603031787,[ 0.83953863  1.06069064],[-0.76608026 -0.72705966],"[[ -0.29440913  -0.39477409  -0.02460525  -0.15062631]
 [-11.63279328 -10.30050474   0.           0.        ]]"
4,"[ 0.68084835  0.74812181 -0.72114647 -1.50200975 -0.21510465 -1.30289527
 -0.00459868 -1.97275823  0.81508642  0.03034958  0.        ]",-2.40459,[ 2.99222792  2.34594417],-0.161973533701,[ 2.44978905  1.99985528],[-0.76608026 -0.72705966],"[[ -0.51186983  -0.58559779  -0.02460525  -0.15062631]
 [-10.11830846  -8.78689928   0.           0.        ]]"
5,"[ 0.53235795  0.64974078 -0.92592304 -1.72116958 -0.21510461 -1.30289459
  0.19960038 -1.16192014  0.37652272 -0.33014396  0.        ]",-1.98777,[ 1.56658601  1.84819007],-0.12395301749,[ 2.15725255  2.19976401],[-0.76608026 -0.72705966],"[[-0.67255306 -0.71987498 -0.02460525 -0.15062631]
 [-5.96374055 -4.6545992   0.          0.        ]]"
6,"[ 0.44749924  0.60676398 -1.01719434 -1.80035412 -0.21510457 -1.3028939
  0.39978487 -0.36714379  0.16146831 -0.44524089  0.        ]",-1.97952,[ 2.08797569  2.58637285],-0.106533718573,[ 1.33235347  1.8386848 ],[-0.76608026 -0.72705966],"[[-0.75096391 -0.77232745 -0.02460525 -0.15062631]
 [-1.89085126 -0.6041525   0.          0.        ]]"
7,"[ 0.45002979  0.62980598 -1.01467286 -1.75893482 -0.21510452 -1.30289322
  0.59601531  0.41189537  0.19963481 -0.43960616  0.        ]",-1.81863,[ 0.26313419  0.12807022],-0.109774076392,[-0.13145876  0.85229099],[-0.76608026 -0.72705966],"[[-0.74872341 -0.74457576 -0.02460525 -0.15062631]
 [ 2.10159082  3.36609241  0.          0.        ]]"
8,"[ 0.50708689  0.68615986 -0.95464331 -1.64697723 -0.21510448 -1.30289254
  0.64512764  0.49826077  0.38710645 -0.35132381  0.        ]",-1.72952,[-0.22002311  0.2999657 ],-0.125125510399,[-0.79895949  0.35519791],[-0.76608026 -0.72705966],"[[-0.69666598 -0.67283778 -0.02460525 -0.15062631]
 [ 3.10081727  3.80623995  0.          0.        ]]"
9,"[ 0.56130221  0.74815372 -0.89119689 -1.50191951 -0.21510443 -1.30289185
  0.59930511  0.71659897  0.58752283 -0.22568186  0.        ]",-1.7342,[-0.89917354  0.67186359],-0.141990720505,[-1.18576574 -0.04325923],[-0.76608026 -0.72705966],"[[-0.64400355 -0.58554863 -0.02460525 -0.15062631]
 [ 2.16853093  4.91896526  0.          0.        ]]"
10,"[ 0.56847066  0.82300416 -0.88227092 -1.28106366 -0.21510439 -1.30289117
  0.42230727  1.21974645  0.73920326 -0.12978583  0.        ]",-1.69286,[-1.33070164 -0.4766547 ],-0.155228227412,[-1.28361309 -0.45835814],[-0.76608026 -0.72705966],"[[-0.63676441 -0.46144179 -0.02460525 -0.15062631]
 [-1.43260469  7.48317528  0.          0.        ]]"
11,"[ 0.49837638  0.88326845 -0.96422206 -1.0361282  -0.21510435 -1.30289048
  0.22929695  0.8206299   0.75769908 -0.16150633  0.        ]",-1.75174,[-0.49720662 -0.51079796],-0.157000038402,[-0.56315053 -0.26345459],[-0.76608026 -0.72705966],"[[-0.70481679 -0.33218645 -0.02460525 -0.15062631]
 [-5.35952497  5.4491457   0.          0.        ]]"
12,"[ 0.3536107   0.91333957 -1.10336037 -0.86348061 -0.2151043  -1.3028898
  0.13787373  0.40274542  0.62036693 -0.33089203  0.        ]",-1.76525,[-0.14845774 -0.07333974],-0.145728689132,[ 0.60658336  0.20370133],[-0.76608026 -0.72705966],"[[-0.83066989 -0.24457131 -0.02460525 -0.15062631]
 [-7.21958954  3.31946767  0.          0.        ]]"
13,"[ 0.15977024  0.92937979 -1.24458568 -0.73726616 -0.21510426 -1.30288912
  0.11603531  0.33291216  0.39653275 -0.53381631  0.        ]",-1.82472,[ 1.07667067  0.94842822],-0.128535504715,[ 1.48949575  0.74941659],[-0.76608026 -0.72705966],"[[-0.97951962 -0.18175273 -0.02460525 -0.15062631]
 [-7.66390571  2.96357457  0.          0.        ]]"
14,"[  7.79797466e-05   9.44864095e-01  -1.33243931e+00  -5.41013925e-01
  -2.15104216e-01  -1.30288843e+00   3.17851282e-01   1.05797242e+00
   2.72087324e-01  -6.31188098e-01   0.00000000e+00]",-1.71223,[ 0.47512602  0.03190745],-0.119686651321,[ 0.63569719  0.11921003],[-0.76608026 -0.72705966],"[[-1.09160019 -0.08540656 -0.02460525 -0.15062631]
 [-3.55782859  6.65872407  0.          0.        ]]"
15,"[-0.0767798   0.94789054 -1.36718327 -0.26757962 -0.21510417 -1.30288775
  0.41369068  1.05674689  0.31082934 -0.60809763  0.        ]",-1.69066,[ 0.26405351 -0.32926874],-0.122510669111,[ 0.24719173 -0.08797878],[-0.76608026 -0.72705966],"[[-1.14319268  0.04770526 -0.02460525 -0.15062631]
 [-1.60791274  6.65248056  0.          0.        ]]"
16,"[-0.10913662  0.93259919 -1.3804781  -0.02518171 -0.21510413 -1.30288706
  0.46662256  0.77499685  0.3918231  -0.53973562  0.        ]",-1.70978,[-0.01127594  1.08613923],-0.128226496442,[ 0.00389662 -0.15537444],[-0.76608026 -0.72705966],"[[-1.16454573  0.1663481  -0.02460525 -0.15062631]
 [-0.53097777  5.2165902   0.          0.        ]]"
17,"[-0.12588634  0.89195056 -1.38706151  0.26035919 -0.21510408 -1.30288638
  0.46487619  1.53168195  0.50971572 -0.41448742  0.        ]",-1.58201,[-0.04746637 -1.50398626],-0.136756195627,[-0.76065803 -0.87204039],[-0.76608026 -0.72705966],"[[-1.17552199  0.30937165 -0.02460525 -0.15062631]
 [-0.56650653  9.07291307  0.          0.        ]]"
18,"[-0.14595491  0.8294477  -1.39468663  0.52738976 -0.21510404 -1.3028857
  0.45627621  0.71950003  0.6074283  -0.2744487   0.        ]",-1.67643,[-0.33410511 -0.11936537],-0.144106522065,[-0.60449636 -0.68054295],[-0.76608026 -0.72705966],"[[-1.1886074   0.44930049 -0.02460525 -0.15062631]
 [-0.74147632  4.93376511  0.          0.        ]]"
19,"[-0.18915766  0.77608131 -1.41015026  0.69544347 -0.215104   -1.30288501
  0.39204324  0.60768457  0.6299873  -0.20695292  0.        ]",-1.69105,[-0.56197674 -1.33465878],-0.145703245979,[-0.43719944 -0.66083848],[-0.76608026 -0.72705966],"[[-1.21654891  0.54225838 -0.02460525 -0.15062631]
 [-2.04833454  4.36391725  0.          0.        ]]"
20,"[-0.28792768  0.74587545 -1.44080398  0.77648508 -0.21510395 -1.30288433
  0.28482925 -0.18607021  0.55156775 -0.25830961  0.        ]",-1.8317,[ 0.25181082  0.36798532],-0.13897737418,[ 0.69710159  0.18321392],[-0.76608026 -0.72705966],"[[-1.27940144  0.58894963 -0.02460525 -0.15062631]
 [-4.22966889  0.31867968  0.          0.        ]]"
21,"[-0.40621355  0.731624   -1.46935322  0.81200744 -0.21510391 -1.30288364
  0.33787997  0.09851676  0.43016247 -0.35337635  0.        ]",-1.76796,[ 0.72502502 -0.00706673],-0.128979646183,[ 0.60029382  0.03935081],[-0.76608026 -0.72705966],"[[-1.35316537  0.60987501 -0.02460525 -0.15062631]
 [-3.15031771  1.76902903  0.          0.        ]]"
22,"[-0.46078122  0.70701181 -1.47965859  0.86983199 -0.21510387 -1.30288296
  0.48192456  0.08595299  0.39461552 -0.36218733  0.        ]",-1.73923,[-0.23984182  0.34318037],-0.125916540031,[ 0.11244568 -0.0573394 ],[-0.76608026 -0.72705966],"[[-1.38676744  0.64461306 -0.02460525 -0.15062631]
 [-0.21963919  1.70499999  0.          0.        ]]"
23,"[-0.48341507  0.67155764 -1.48341584  0.94631279 -0.21510382 -1.30288228
  0.43547837  0.34602611  0.40661343 -0.32386617  0.        ]",-1.71959,[ 0.41778437 -0.36774498],-0.126570778448,[ 0.02627894 -0.31425121],[-0.76608026 -0.72705966],"[[-1.40064144  0.69201145 -0.02460525 -0.15062631]
 [-1.16461347  3.03041839  0.          0.        ]]"
24,"[-0.49399226  0.63564678 -1.48506833  1.0167944  -0.21510378 -1.30288159
  0.5178761   0.04842434  0.42968736 -0.27518237  0.        ]",-1.74861,[-1.28744268 -0.46239989],-0.12818317433,[-0.21953267 -0.20278695],[-0.76608026 -0.72705966],"[[-1.40711355  0.73740247 -0.02460525 -0.15062631]
 [ 0.51182132  1.51374237  0.          0.        ]]"
