timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.91817425  1.11736688 -0.00631857 -0.50333497  0.90209275  0.03087045
  0.63785204 -0.28380081  0.25125855 -0.22995648  0.        ]",-0.587529,[-0.40096682  0.75992522],-0.107827705451,[ 0.36204016  0.04434541],[-0.41490656 -0.39095619],"[[-0.04694027 -0.08465905  0.10359012  0.00386237]
 [ 0.0013211   0.00436252  0.          0.        ]]"
1,"[ 0.9168339   1.11970813 -0.03101268 -0.43159388  0.90209206  0.03087044
  0.56006223  0.23410786  0.25227185 -0.23016357  0.        ]",-0.526645,[ 0.84016471 -1.53968825],-0.107938030438,[ 0.43533966 -0.5120312 ],[-0.41490656 -0.39095619],"[[-0.06284043 -0.0543763   0.10359012  0.00386237]
 [-1.58604703  3.01388134  0.          0.        ]]"
2,"[ 0.9170189   1.12069268 -0.02797597 -0.38429112  0.90209138  0.03087043
  0.72454909 -0.45779076  0.25475785 -0.19993747  0.        ]",-0.616433,[ 0.43404826 -0.05045808],-0.107678667107,[ 0.01615045  0.09094396],[-0.41490656 -0.39095619],"[[-0.06088437 -0.03443828  0.10359012  0.00386237]
 [ 1.77047132 -1.00667575  0.          0.        ]]"
3,"[ 0.91980693  1.11958231  0.05329373 -0.43635176  0.90209069  0.03087041
  0.80698017 -0.48885516  0.25892865 -0.10009611  0.        ]",-0.466541,[-1.61245769 -0.43686751],-0.106835040136,[-0.54663402 -0.10485771],[-0.41490656 -0.39095619],"[[-0.00859799 -0.05638297  0.10359012  0.00386237]
 [ 3.45256602 -1.18718938  0.          0.        ]]"
4,"[ 0.91955326  1.11609117  0.09790483 -0.53306731  0.90209     0.0308704
  0.60980612 -0.78222612  0.25789446 -0.08212824  0.        ]",-0.612047,[ 0.37562688  0.23465081],-0.106564323198,[ 0.41234016  0.71225691],[-0.41490656 -0.39095619],"[[ 0.02008427 -0.09723104  0.10359012  0.00386237]
 [-0.57094711 -2.89194154  0.          0.        ]]"
5,"[ 0.91943158  1.10963496  0.10350202 -0.64609075  0.90208931  0.03087039
  0.68315934 -0.61257955  0.25332343 -0.13466964  0.        ]",-0.657758,[ 1.29448771  0.1779623 ],-0.10660704955,[ 0.11402912  0.40668434],[-0.41490656 -0.39095619],"[[ 0.02368363 -0.14517907  0.10359012  0.00386237]
 [ 0.92590201 -1.90614466  0.          0.        ]]"
6,"[ 0.91473829  1.10417175  0.19361382 -0.71803369  0.90208862  0.03087037
  0.87610786 -0.48507985  0.2534911  -0.03215406  0.        ]",-0.434733,[-1.42964533 -0.22429016],-0.105761931873,[-0.96364397 -0.20928195],[-0.41490656 -0.39095619],"[[  8.17057891e-02  -1.75868495e-01   1.03590117e-01   3.86236860e-03]
 [  4.86320782e+00  -1.16525852e+00   0.00000000e+00   0.00000000e+00]]"
7,"[ 0.90519376  1.09738298  0.28112556 -0.79255788  0.90208793  0.03087036
  0.67754913 -0.63367342  0.24977494  0.06516752  0.        ]",-0.537655,[-0.10808818  0.00992459],-0.105213924579,[-0.28113416  0.26691756],[-0.41490656 -0.39095619],"[[ 0.13831743 -0.20783699  0.10359012  0.00386237]
 [ 0.81144268 -2.02872232  0.          0.        ]]"
8,"[ 0.90259388  1.08738295  0.29925416 -0.88457378  0.90208724  0.03087035
  0.65580649 -0.61996919  0.24581504  0.04290188  0.        ]",-0.530667,[ 0.17863912 -0.27538981],-0.1047636369,[-0.14330411  0.34186029],[-0.41490656 -0.39095619],"[[ 0.15009481 -0.24761246  0.10359012  0.00386237]
 [ 0.36777222 -1.94909058  0.          0.        ]]"
9,"[ 0.8991349   1.07254283  0.32134007 -0.99787009  0.90208655  0.03087033
  0.69010042 -0.80102643  0.23959523  0.01461799  0.        ]",-0.635312,[ 0.30348496  1.26135641],-0.104113683394,[-0.14690155  0.63808191],[-0.41490656 -0.39095619],"[[ 0.16447165 -0.29715042  0.10359012  0.00386237]
 [ 1.06757993 -3.00119783  0.          0.        ]]"
