timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-1.40402,"[ 1.11636517  1.987555    0.00890369 -1.07225114 -1.6406452  -1.09773561
  0.78779291 -0.35758409  2.60713825  0.90328837  0.        ]",[-1.56678264  0.61911217],-0.410977725705,[-1.4415518   0.91497272],[-0.1245712  -0.21814793],"[[-0.04163977 -0.09359332 -0.18731407 -0.12812588]
 [-0.00353617 -0.00439755  0.          0.        ]]"
1,-1.36808,"[ 1.11298294  1.99019423 -0.05111939 -1.00073026 -1.64063529 -1.09773165
  0.56720227 -0.00881442  2.60362812  0.85566551  0.        ]",[-1.55325937  0.41377948],-0.409052152314,[-1.35086489  0.93472409],[-0.1245712  -0.21814793],"[[-0.08140989 -0.06906899 -0.18731407 -0.12812588]
 [-3.96029748  2.44865149  0.          0.        ]]"
2,-1.42286,"[ 1.09014499  1.99334442 -0.22787484 -0.81087736 -1.64062538 -1.09772769
  0.35099402  0.2174514   2.58428535  0.70802061  0.        ]",[-0.96983393  1.86793054],-0.402368614549,[-1.00796962  1.1182847 ],[-0.1245712  -0.21814793],"[[ -1.99526585e-01  -4.12860412e-03  -1.87314069e-01  -1.28125883e-01]
 [ -7.83845700e+00   4.04007762e+00   0.00000000e+00   0.00000000e+00]]"
3,-1.29897,"[ 1.01209443  1.98444255 -0.50761258 -0.46127467 -1.64061547 -1.09772373
  0.14566433  0.76924486  2.52963423  0.4845811   0.        ]",[-1.08934138  0.88827137],-0.390058588221,[-0.65478468  1.27083206],[-0.1245712  -0.21814793],"[[ -0.3932486    0.11561252  -0.18731407  -0.12812588]
 [-11.52148751   7.92108331   0.           0.        ]]"
4,-1.20849,"[ 0.82647763  1.93070271 -0.85661823  0.08755067 -1.64060557 -1.09771977
 -0.06225416  1.24719113  2.41431239  0.22228274  0.        ]",[-1.58556691  2.38487602],-0.370562115873,[-0.19519478  1.4820528 ],[-0.1245712  -0.21814793],"[[ -0.66109681   0.307763    -0.18731407  -0.12812588]
 [-15.25095407  11.28271143   0.           0.        ]]"
5,-1.02539,"[ 0.47918331  1.78194653 -1.20290767  0.78238138 -1.64059566 -1.09771581
 -0.2660913   1.77850167  2.2095635  -0.03907247  0.        ]",[ 0.39155788  1.52022279],-0.341016545406,[ 0.18751507  1.61511207],[-0.1245712  -0.21814793],"[[ -1.00279926   0.57091299  -0.18731407  -0.12812588]
 [-18.90721349  15.01972426   0.           0.        ]]"
6,-0.646817,"[ 0.02279381  1.48058463 -1.407402    1.50770517 -1.64058575 -1.09771185
 -0.15899344  2.29894409  1.96437194 -0.17184169  0.        ]",[ 1.14011864  2.86909395],-0.307469102482,[ 0.10790436  1.46010089],[-0.1245712  -0.21814793],"[[ -1.36166972   0.90803621  -0.18731407  -0.12812588]
 [-16.98619418  18.68039107   0.           0.        ]]"
7,-0.376316,"[-0.38482528  0.99434621 -1.4345509   2.03385932 -1.64057584 -1.09770789
  0.08024481  2.80900036  1.78655466 -0.09014666  0.        ]",[-0.0666862  1.0767094],-0.282365656042,[-0.33893964  1.09908724],[-0.1245712  -0.21814793],"[[ -1.65834116   1.3176401   -0.18731407  -0.12812588]
 [-12.69496033  22.26815374   0.           0.        ]]"
8,-0.126789,"[-0.72682528  0.3599429  -1.35296986  2.05170625 -1.64056594 -1.09770393
  0.07949419  3.30911334  1.64874985  0.16062664  0.        ]",[-2.94752061  0.03621985],-0.263968596542,[-1.00304675  0.54931629],[-0.1245712  -0.21814793],"[[ -1.91237662   1.79830077  -0.18731407  -0.12812588]
 [-12.70842186  25.78618769   0.           0.        ]]"
9,-0.150955,"[-1.08125641 -0.23766778 -1.14740232  1.36278262 -1.64055603 -1.09769997
 -0.12718207  3.25678398  1.464747    0.48071123  0.        ]",[-2.60561384 -0.83141174],-0.244805010669,[-1.43256831  0.14377126],[-0.1245712  -0.21814793],"[[ -2.20373776   2.31033687  -0.18731407  -0.12812588]
 [-16.41557854  25.41855449   0.           0.        ]]"
