timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.89847231  1.02581142  0.0037279  -0.38539715 -0.46269681  1.01171463
  0.58630862 -0.26477758  1.77889322 -1.62819207  0.        ]",-2.94397,[ 4.73006308  3.67541351],-0.293012787538,[ 4.12798071  3.80364943],[-0.52149332 -0.52277869],"[[-0.03018654 -0.04416147 -0.05370604  0.11726258]
 [ 0.00035434  0.00337428  0.          0.        ]]"
1,"[ 0.89912763  1.02690361  0.06524203 -0.29539243 -0.46269663  1.01171398
  0.77638125  0.44807752  1.78228732 -1.46497814  0.        ]",-2.87177,[ 3.173046    3.24627992],-0.287988158401,[ 3.06926918  2.96755362],[-0.52149332 -0.52277869],"[[ 0.00949554 -0.00438225 -0.05370604  0.11726258]
 [ 3.95469163  3.96136206  0.          0.        ]]"
2,"[ 0.88623477  1.01959496  0.24762576 -0.02851768 -0.46269645  1.01171332
  0.96269721  1.14682288  1.7428343  -0.98310907  0.        ]",-2.66751,[ 2.48478977  3.34844672],-0.271248953187,[ 1.40248811  2.00182199],[-0.52149332 -0.52277869],"[[ 0.12748007  0.11377077 -0.05370604  0.11726258]
 [ 7.83087792  7.84101116  0.          0.        ]]"
3,"[ 0.81697373  0.97338289  0.54148008  0.4022986  -0.46269627  1.01171266
  1.14534318  1.83172667  1.52207509 -0.24305764  0.        ]",-2.38287,[ 0.56155246  0.65231186],-0.238283778128,[-0.71956706  0.55648643],[-0.52149332 -0.52277869],"[[  0.3222216    0.30874594  -0.05370604   0.11726258]
 [ 11.63071759  11.64381752   0.           0.        ]]"
4,"[ 0.6424419   0.85084354  0.89341995  0.9268069  -0.46269609  1.011712
  1.24106783  2.25521054  0.99002358  0.49952435  0.        ]",-1.75602,[-2.50236745 -1.98446122],-0.187272499431,[-2.33464622 -1.23255968],[-0.52149332 -0.52277869],"[[  0.57481569   0.56521434  -0.05370604   0.11726258]
 [ 13.6222236   13.99515375   0.           0.        ]]"
5,"[ 0.40902063  0.68142729  1.16794731  1.34233001 -0.4626959   1.01171135
  1.03807172  1.49235606  0.35143771  0.85543316  0.        ]",-1.51991,[-2.12803444 -2.28653996],-0.135455018941,[-2.34066534 -1.70209873],[-0.52149332 -0.52277869],"[[ 0.80488929  0.80262028 -0.05370604  0.11726258]
 [ 9.39904424  9.75955572  0.          0.        ]]"
6,"[ 0.2291417   0.54765986  1.31280148  1.56369451 -0.46269572  1.01171069
  0.83904582  0.74461116 -0.0792566   0.89708652  0.        ]",-1.267,[-1.67823009 -2.35882697],-0.101536461537,[-1.8198508  -1.53890479],[-0.52149332 -0.52277869],"[[ 0.95132793  0.95615582 -0.05370604  0.11726258]
 [ 5.25845738  5.60784267  0.          0.        ]]"
7,"[ 0.14344956  0.48008632  1.36814619  1.6520095  -0.46269554  1.01171003
  0.64392358  0.01167671 -0.26791918  0.86745722  0.        ]",-0.983448,[ 0.48524721 -0.68316408],-0.0865297730357,[-1.10707295 -0.92895055],[-0.52149332 -0.52277869],"[[ 1.01576893  1.0274822  -0.05370604  0.11726258]
 [ 1.19908055  1.53836042  0.          0.        ]]"
8,"[ 0.08428122  0.47687     1.40205812  1.6558764  -0.46269536  1.01170937
  0.73510798 -0.48110115 -0.34880646  0.86442492  0.        ]",-1.23885,[-2.39708605 -0.74975666],-0.0812500524929,[-1.46111679 -0.58894277],[-0.52149332 -0.52277869],"[[ 1.05878418  1.03079768 -0.05370604  0.11726258]
 [ 3.096116   -1.19769723  0.          0.        ]]"
9,"[ 0.05399222  0.5279523   1.41815969  1.59088015 -0.46269518  1.01170871
  0.5420192  -1.01130729 -0.33722423  0.89949651  0.        ]",-1.01245,[ 0.19077792 -0.03728518],-0.0841443258905,[-0.84374946  0.36670655],[-0.52149332 -0.52277869],"[[ 1.08040165  0.97730681 -0.05370604  0.11726258]
 [-0.92095618 -4.14157021  0.          0.        ]]"
