timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.8864291   0.9398342   0.17230209 -0.19127662 -0.8293583  -1.43901178
  0.48242588 -0.2469882   2.40069289  2.9961737   0.        ]",-5.51017,[-4.36297137 -1.36226035],-0.3607121545,[-4.92584562 -0.96308112],[-0.77268094 -0.72770309],"[[ 0.09279484  0.09093692 -0.09535943 -0.16623116]
 [-0.00187042  0.00253637  0.          0.        ]]"
1,"[ 0.89123028  0.94326122  0.11144077 -0.27198613 -0.82935804 -1.43901096
  0.28678072 -1.03042672  2.417951    2.80122435  0.        ]",-5.43412,[-3.64849692 -0.3674744 ],-0.355362349564,[-4.30835962 -0.78405023],[-0.77268094 -0.72770309],"[[ 0.05308268  0.05127471 -0.09535943 -0.16623116]
 [-3.956181   -3.95557168  0.          0.        ]]"
2,"[ 0.89006957  0.94380541 -0.0698233  -0.46147088 -0.82935778 -1.43901014
  0.09495592 -1.30262921  2.41688674  2.26011266  0.        ]",-4.78077,[-3.45525672 -0.44762679],-0.33860386011,[-3.41186404 -0.75477207],[-0.77268094 -0.72770309],"[[-0.06494091 -0.04163484 -0.09535943 -0.16623116]
 [-7.83327582 -5.33080266  0.          0.        ]]"
3,"[ 0.83791241  0.92834669 -0.36477225 -0.71158072 -0.82935752 -1.43900932
 -0.09307333 -1.63225801  2.27930003  1.44252486  0.        ]",-3.79872,[-1.31452995 -0.6739784 ],-0.307358703916,[-1.93319786 -0.44203755],[-0.77268094 -0.72770309],"[[ -0.25973649  -0.16496011  -0.09535943  -0.16623116]
 [-11.63365628  -6.99616667   0.           0.        ]]"
4,"[ 0.66611265  0.87912576 -0.74668717 -1.03815691 -0.82935726 -1.4390085
 -0.27738163 -2.13273805  1.84477241  0.46896037  0.        ]",-3.15231,[ 0.95672959  1.66807195],-0.25547339339,[ 0.86384684  1.21372235],[-0.77268094 -0.72770309],"[[ -0.52978456  -0.3302535   -0.09535943  -0.16623116]
 [-15.35883039  -9.52471562   0.           0.        ]]"
5,"[ 0.39513343  0.80788377 -1.06815525 -1.31712159 -0.829357   -1.43900768
 -0.07518731 -1.31192131  1.2173199  -0.19333119  0.        ]",-2.63677,[ 0.60048525  1.00735418],-0.197645810531,[ 0.92807394  1.44027662],[-0.77268094 -0.72770309],"[[ -0.79595905  -0.4791401   -0.09535943  -0.16623116]
 [-11.27215268  -5.37776521   0.           0.        ]]"
6,"[ 0.13730884  0.76806563 -1.2593461  -1.43581371 -0.82935674 -1.43900686
  0.05329915 -0.50725922  0.7209133  -0.45905078  0.        ]",-2.17136,[ 0.40368176  1.6670376 ],-0.155497852478,[ 1.0703634   1.58503222],[-0.77268094 -0.72770309],"[[-0.99534699 -0.54590647 -0.09535943 -0.16623116]
 [-8.67523131 -1.31242851  0.          0.        ]]"
7,"[-0.08958717  0.77664131 -1.37348484 -1.4117641  -0.82935648 -1.43900604
  0.14073473  0.28151699  0.39322744 -0.56399248  0.        ]",-1.96187,[ 0.88653171  1.51884149],-0.128445054329,[ 0.90890998  1.31258154],[-0.77268094 -0.72770309],"[[-1.15112085 -0.53217135 -0.09535943 -0.16623116]
 [-6.90801519  2.67264941  0.          0.        ]]"
8,"[-0.24677996  0.82924081 -1.42976319 -1.24469492 -0.82935622 -1.43900522
  0.32095117  1.05452445  0.27617548 -0.61889897  0.        ]",-1.77102,[-0.30775533  1.13546573],-0.119482525937,[-0.1086114  0.4945218],[-0.77268094 -0.72770309],"[[-1.25273493 -0.43953393 -0.09535943 -0.16623116]
 [-3.2655467   6.57806111  0.          0.        ]]"
9,"[-0.36937722  0.90093606 -1.46236603 -0.91984613 -0.82935596 -1.4390044
  0.26383919  1.8125666   0.30778107 -0.6635988   0.        ]",-1.65487,[-0.61938066  0.10336473],-0.123090466845,[-0.27368253 -0.14254707],[-0.77268094 -0.72770309],"[[ -1.32962754  -0.269547    -0.09535943  -0.16623116]
 [ -4.41987145  10.40786997   0.           0.        ]]"
