timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-5.9244,"[ 0.89537823  0.94142281  0.04314053 -0.36560553 -1.24836595 -1.63742323
  0.46988608 -0.24672689  2.97432092  2.98646     0.        ]",[-5.46346197 -1.45278116],-0.402757394227,[-5.37758064 -0.95828736],[-0.77397931 -0.73648816],"[[ 0.01887225  0.00861651 -0.14256623 -0.18990333]
 [ 0.0020511   0.00096215  0.          0.        ]]"
1,-5.82402,"[ 0.89531551  0.94087818 -0.01758428 -0.44636415 -1.24836537 -1.63742214
  0.27335333 -1.0344556   2.97308532  2.78698767  0.        ]",[-5.23724904 -0.38146292],-0.396681359668,[-4.82991314 -0.73356676],[-0.77397931 -0.73648816],"[[-0.02076219 -0.03107683 -0.14256623 -0.18990333]
 [-3.95233497 -3.95711025  0.          0.        ]]"
2,-5.01659,"[ 0.8796644   0.93200443 -0.19762755 -0.63596665 -1.24836479 -1.63742105
  0.08065758 -1.31916638  2.92171854  2.24148704  0.        ]",[-3.42314243 -2.35221667],-0.377781002822,[-3.91111135 -0.70746338],[-0.77397931 -0.73648816],"[[-0.13870968 -0.12457249 -0.14256623 -0.18990333]
 [-7.82951798 -5.38768897  0.          0.        ]]"
3,-4.13623,"[ 0.80387448  0.89690893 -0.48723989 -0.92778966 -1.24836421 -1.63741996
 -0.10818948 -2.08565983  2.69477114  1.41124237  0.        ]",[-1.66368627 -0.47633195],-0.340980652245,[-2.27985406 -0.31678519],[-0.77397931 -0.73648816],"[[ -0.33342336  -0.27096856  -0.14256623  -0.18990333]
 [-11.62926243  -9.23907013   0.           0.        ]]"
4,-3.40264,"[ 0.60132863  0.8074874  -0.85521547 -1.30979865 -1.24836363 -1.63741887
 -0.29336808 -2.42428242  2.12912409  0.49377732  0.        ]",[-0.14554812  1.7683327 ],-0.279497105687,[-0.06992599  1.3294152 ],[-0.77397931 -0.73648816],"[[ -0.60339081  -0.47282184  -0.14256623  -0.18990333]
 [-15.35519494 -10.94055061   0.           0.        ]]"
5,-2.85592,"[ 0.24755122  0.6926513  -1.19851776 -1.61414174 -1.24836306 -1.63741777
 -0.3070037  -1.59301401  1.31535436 -0.06598062  0.        ]",[ 1.39143685  1.95090365],-0.204544268815,[ 1.14747429  1.6866852 ],[-0.77397931 -0.73648816],"[[ -0.913248    -0.64972549  -0.14256623  -0.18990333]
 [-15.62955486  -6.7637062    0.           0.        ]]"
6,-2.05933,"[-0.14097733  0.61884076 -1.40425624 -1.7611004  -1.24836248 -1.63741668
 -0.09509989 -0.77851843  0.61426024 -0.16862124  0.        ]",[ 1.1559631   2.25070243],-0.142128363192,[ 1.44247758  1.79949677],[-0.77397931 -0.73648816],"[[ -1.18306165  -0.7439372   -0.14256623  -0.18990333]
 [-11.36589439  -2.67113459   0.           0.        ]]"
7,-1.7619,"[-0.43621131  0.60786749 -1.48673242 -1.78070523 -1.2483619  -1.63741559
  0.11263687  0.0198136   0.19613028 -0.10239699  0.        ]",[ 0.59954678  0.83133275],-0.104729254403,[ 1.06894732  1.30732977],[-0.77397931 -0.73648816],"[[-1.36844269 -0.75711232 -0.14256623 -0.18990333]
 [-7.18607782  1.34022139  0.          0.        ]]"
8,-1.68067,"[-0.63161487  0.65621767 -1.51261171 -1.6901943  -1.24836132 -1.6374145
  0.23753964  0.66950177  0.00408284 -0.07271957  0.        ]",[-0.1098365   0.69646419],-0.0875893024156,[ 0.63546675  0.65711081],[-0.77397931 -0.73648816],"[[-1.48694914 -0.69755424 -0.14256623 -0.18990333]
 [-4.67294192  4.60469109  0.          0.        ]]"
9,-1.68351,"[-0.79297171  0.74262394 -1.51786316 -1.49605994 -1.24836074 -1.63741341
  0.22049435  1.20022793 -0.08212092 -0.09965482  0.        ]",[ 1.1739231   0.59936251],-0.0799120236069,[ 0.62472194  0.16314337],[-0.77397931 -0.73648816],"[[-1.58384898 -0.57870428 -0.14256623 -0.18990333]
 [-5.01590472  7.27141747  0.          0.        ]]"
10,-1.60562,"[-0.89227525  0.83980568 -1.51394649 -1.19595581 -1.24836016 -1.63741231
  0.4220009   1.64360456 -0.03445621 -0.19140555  0.        ]",[ 0.28828407 -0.52999709],-0.0844601800983,[-0.31163877 -0.39628479],[-0.77397931 -0.73648816],"[[-1.64348691 -0.41092325 -0.14256623 -0.18990333]
 [-0.96144529  9.49924431  0.          0.        ]]"
11,-1.62548,"[-0.90488637  0.90532744 -1.5130572  -0.87449164 -1.24835958 -1.63741122
  0.47966433  1.1884357   0.13774506 -0.29882775  0.        ]",[-1.41822993  0.08401493],-0.100496567968,[-0.55062252 -0.23077807],[-0.77397931 -0.73648816],"[[-1.65107495 -0.24388529 -0.14256623 -0.18990333]
 [ 0.19878663  7.21217283  0.          0.        ]]"
12,-1.72949,"[-0.96419668  0.93563921 -1.50768767 -0.58166234 -1.24835901 -1.63741013
  0.28285556  1.22652788  0.22909354 -0.34406081  0.        ]",[-0.3418582  -0.09989565],-0.108979405709,[-0.06294647 -0.29209343],[-0.77397931 -0.73648816],"[[-1.68683056 -0.09772141 -0.14256623 -0.18990333]
 [-3.76114605  7.40357632  0.          0.        ]]"
13,-1.79676,"[-1.10903155  0.94023345 -1.48619411 -0.29176749 -1.24835843 -1.63740904
  0.21935147  1.11873447  0.19780803 -0.33950079  0.        ]",[-0.14521103 -0.17661957],-0.106177943585,[ 0.28465688 -0.32731041],[-0.77397931 -0.73648816],"[[-1.77487348  0.04491585 -0.14256623 -0.18990333]
 [-5.03889289  6.86195203  0.          0.        ]]"
14,-1.84529,"[-1.27910175  0.92307226 -1.44513345 -0.03130415 -1.24835785 -1.63740795
  0.1957706   0.95254951  0.11185961 -0.30327809  0.        ]",[ 0.13936503 -0.27965714],-0.0982518753166,[ 0.62068826 -0.33921316],[-0.77397931 -0.73648816],"[[-1.88041172  0.17377687 -0.14256623 -0.18990333]
 [-5.51335587  6.02692864  0.          0.        ]]"
15,-1.87647,"[-1.44061876  0.89322702 -1.38900551  0.18312313 -1.24835727 -1.63740686
  0.22861293  0.70836896  0.00882281 -0.24671268  0.        ]",[ 1.30308386 -0.14359365],-0.0886634342274,[ 0.85138154 -0.2839894 ],[-0.77397931 -0.73648816],"[[-1.98404869  0.28200528 -0.14256623 -0.18990333]
 [-4.85254423  4.80000226  0.          0.        ]]"
16,-1.86411,"[-1.52559768  0.85823461 -1.35209174  0.35521714 -1.24835669 -1.63740576
  0.43000716  0.57599429 -0.00802441 -0.21533047  0.        ]",[ 0.46652249  0.59051393],-0.0869489591928,[ 0.24048637 -0.39656594],[-0.77397931 -0.73648816],"[[-2.04044284  0.37133163 -0.14256623 -0.18990333]
 [-0.80034873  4.13486364  0.          0.        ]]"
17,-1.83871,"[-1.52163874  0.80534152 -1.35393145  0.5504745  -1.24835611 -1.63740467
  0.52248049  1.02490737  0.12763205 -0.22550351  0.        ]",[-0.48041585 -0.88143233],-0.0990537345583,[-0.56967229 -0.90500891],[-0.77397931 -0.73648816],"[[-2.03778183  0.47666046 -0.14256623 -0.18990333]
 [ 1.0602819   6.39050638  0.          0.        ]]"
18,-1.96658,"[-1.51874893  0.74958688 -1.35526637  0.7118228  -1.24835553 -1.63740358
  0.42704599  0.30527026  0.24469248 -0.21776639  0.        ]",[ 0.61207127 -0.9751343 ],-0.109410941341,[-0.2313513 -0.4413192],[-0.77397931 -0.73648816],"[[-2.03584186  0.56819073 -0.14256623 -0.18990333]
 [-0.85992496  2.77456645  0.          0.        ]]"
19,-2.03229,"[-1.50788025  0.73881231 -1.36023258  0.73944809 -1.24835496 -1.63740249
  0.5483062  -0.4742674   0.28072088 -0.21819993  0.        ]",[-0.59825976 -0.0833165 ],-0.112616217008,[-0.33561468  0.0552181 ],[-0.77397931 -0.73648816],"[[-2.02856063  0.58438228 -0.14256623 -0.18990333]
 [ 1.57991738 -1.14235422  0.          0.        ]]"
20,-2.03012,"[-1.49658574  0.75593155 -1.36529782  0.69508267 -1.24835438 -1.6374014
  0.42912793 -0.53525373  0.26582889 -0.2271401   0.        ]",[ 0.95773701  0.12555662],-0.111339203322,[ 0.15758738  0.19475454],[-0.77397931 -0.73648816],"[[-2.02102165  0.55846062 -0.14256623 -0.18990333]
 [-0.81803011 -1.44879104  0.          0.        ]]"
21,-2.01708,"[-1.4636748   0.77098333 -1.3795136   0.65386112 -1.2483538  -1.63740031
  0.6182327  -0.43087381  0.28557481 -0.24207448  0.        ]",[-0.74596007  0.00150066],-0.113177673841,[-0.58004874  0.04224992],[-0.77397931 -0.73648816],"[[-1.99920628  0.53474703 -0.14256623 -0.18990333]
 [ 2.98689147 -0.9243169   0.          0.        ]]"
22,-2.00872,"[-1.41859526  0.78215461 -1.39770231  0.62176989 -1.24835322 -1.63739921
  0.46862564 -0.42583565  0.3298155  -0.25857421  0.        ]",[ 0.30101515  1.11085821],-0.117205458517,[-0.1368313  0.1381209],[-0.77397931 -0.73648816],"[[-1.96967067  0.51651467 -0.14256623 -0.18990333]
 [-0.02330346 -0.89900226  0.          0.        ]]"
23,-1.97892,"[-1.40093039  0.76867947 -1.40443551  0.66031351 -1.24835264 -1.63739812
  0.52776325  0.36565089  0.38244943 -0.25774623  0.        ]",[-0.96528657 -0.14050633],-0.121873268576,[-0.81391269 -0.50277245],[-0.77397931 -0.73648816],"[[-1.95819833  0.53843673 -0.14256623 -0.18990333]
 [ 1.16658815  3.07795518  0.          0.        ]]"
24,-2.01096,"[-1.42433438  0.73241033 -1.39546515  0.75540772 -1.24835206 -1.63739703
  0.33683205  0.24306979  0.41558848 -0.23670532  0.        ]",[ 0.4707688   0.08316909],-0.124700834939,[-0.23031177 -0.39074531],[-0.77397931 -0.73648816],"[[-1.97341095  0.59381613 -0.14256623 -0.18990333]
 [-2.67507633  2.4620262   0.          0.        ]]"
25,-2.00026,"[-1.4765192   0.6954914  -1.37405651  0.84160564 -1.24835148 -1.63739594
  0.43202096  0.29877462  0.40189942 -0.20861354  0.        ]",[-0.62319436  0.01012941],-0.123350770539,[-0.56707484 -0.53439963],[-0.77397931 -0.73648816],"[[-2.00769612  0.64586489 -0.14256623 -0.18990333]
 [-0.7598091   2.7419247   0.          0.        ]]"
26,-2.02025,"[-1.53602842  0.65384367 -1.34717191  0.92862233 -1.24835091 -1.63739485
  0.31023131  0.2961169   0.37988711 -0.17547574  0.        ]",[ 0.18523944 -0.61297866],-0.121265999435,[-0.16817106 -0.54195786],[-0.77397931 -0.73648816],"[[-2.04747866  0.70056951 -0.14256623 -0.18990333]
 [-3.2102978   2.7285708   0.          0.        ]]"
27,-2.03292,"[-1.61802284  0.63007529 -1.30552625  0.97419812 -1.24835033 -1.63739375
  0.34985116 -0.19773723  0.29271789 -0.14231258  0.        ]",[ 0.09493587 -0.02668863],-0.113406466197,[ 0.07244308 -0.21552977],[-0.77397931 -0.73648816],"[[-2.10368629  0.73024367 -0.14256623 -0.18990333]
 [-2.41311843  0.24711919  0.          0.        ]]"
28,-2.03654,"[-1.68037552  0.6269474  -1.26999736  0.97999616 -1.24834975 -1.63739266
  0.37089243 -0.21977312  0.20199024 -0.11810261  0.        ]",[ 0.32117345 -0.58039835],-0.105271438907,[ 0.18155427 -0.21705821],[-0.77397931 -0.73648816],"[[-2.1477009   0.73407512 -0.14256623 -0.18990333]
 [-1.9897523   0.13639605  0.          0.        ]]"
29,-2.06783,"[-1.71727094  0.64341537 -1.24727717  0.94895391 -1.24834917 -1.63739157
  0.43603924 -0.67776989  0.11972671 -0.10561224  0.        ]",[-0.50705063 -0.34092911],-0.0979190824131,[ 0.37668878  0.1018053 ],[-0.77397931 -0.73648816],"[[-2.17434432  0.71371352 -0.14256623 -0.18990333]
 [-0.67895334 -2.16488424  0.          0.        ]]"
30,-2.02453,"[-1.76279458  0.68701591 -1.21738074  0.86011848 -1.24834859 -1.63739048
  0.3370312  -0.9377696  -0.02156004 -0.08507048  0.        ]",[ 0.96314478  1.73976171],-0.0853029255477,[ 1.17676008  0.44470787],[-0.77397931 -0.73648816],"[[-2.20791094  0.6573082  -0.14256623 -0.18990333]
 [-2.67105943 -3.47129665  0.          0.        ]]"
31,-2.0048,"[-1.78234659  0.70825972 -1.20387325  0.81285107 -1.24834801 -1.63738939
  0.5289668  -0.13632805 -0.08867773 -0.07105512  0.        ]",[-0.12201113 -0.54308942],-0.0793165961556,[ 0.2538119  -0.23008403],[-0.77397931 -0.73648816],"[[-2.22258464  0.62828616 -0.14256623 -0.18990333]
 [ 1.19081398  0.55567641  0.          0.        ]]"
32,-2.03613,"[-1.75732956  0.71579155 -1.2210798   0.79538203 -1.24834744 -1.6373883
  0.50384285 -0.56645406 -0.06170217 -0.08901344  0.        ]",[ 0.73974689 -0.13778041],-0.0817244405233,[ 0.52503139  0.11825685],[-0.77397931 -0.73648816],"[[-2.20384025  0.61771527 -0.14256623 -0.18990333]
 [ 0.68530591 -1.60556186  0.          0.        ]]"
33,-2.00718,"[-1.69873728  0.74145839 -1.2588478   0.73274345 -1.24834686 -1.6373872
  0.64862834 -0.66890843 -0.01535334 -0.12789581  0.        ]",[-0.20337573  0.22061734],-0.0859141118709,[ 0.01276305  0.16506132],[-0.77397931 -0.73648816],"[[-2.16090521  0.58043893 -0.14256623 -0.18990333]
 [ 3.59848814 -2.12036118  0.          0.        ]]"
34,-1.97218,"[-1.60944159  0.76313667 -1.31013842  0.67561446 -1.24834628 -1.63738611
  0.60508555 -0.48664331  0.0816849  -0.18028971  0.        ]",[ 0.0604331   0.15260951],-0.0947341500045,[-0.10714184  0.08956295],[-0.77397931 -0.73648816],"[[-2.09772573  0.5472204  -0.14256623 -0.18990333]
 [ 2.7223819  -1.20454143  0.          0.        ]]"
35,-1.99114,"[-1.52703402  0.77427433 -1.35139952  0.64453565 -1.2483457  -1.63738502
  0.61427977 -0.3616528   0.18456528 -0.22001117  0.        ]",[-0.42410068 -0.59605658],-0.104079133078,[-0.40251416  0.00446728],[-0.77397931 -0.73648816],"[[-2.04142197  0.52943085 -0.14256623 -0.18990333]
 [ 2.90737866 -0.576507    0.          0.        ]]"
36,-2.02712,"[-1.46588883  0.79526225 -1.37856625  0.58228958 -1.24834512 -1.63738393
  0.52807681 -0.82896986  0.23268797 -0.24730149  0.        ]",[-0.07580332  0.58304371],-0.108514124176,[ 0.07585509  0.42982659],[-0.77397931 -0.73648816],"[[-2.00067675  0.49434134 -0.14256623 -0.18990333]
 [ 1.17292164 -2.92461708  0.          0.        ]]"
37,-1.99863,"[-1.43512842  0.81474132 -1.39118459  0.51947933 -1.24834454 -1.63738284
  0.51197657 -0.35796668  0.23543853 -0.26169282  0.        ]",[ 0.08751206 -0.26808715],-0.108852653866,[-0.10836039  0.13296628],[-0.77397931 -0.73648816],"[[-1.98046856  0.45959417 -0.14256623 -0.18990333]
 [ 0.84897683 -0.5579873   0.          0.        ]]"
