timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.10974792  1.90940957  0.13066362 -0.7021353   0.18806296 -1.31952322
  0.83759627 -0.35900933  1.10192508  1.38048568  0.        ]",-0.896114,[-1.7884076  -2.32701995],-0.247729651259,[-2.09851766 -0.53954691],[-0.16944334 -0.22044352],"[[ 0.02925084  0.00784387  0.02066532 -0.15289331]
 [ 0.00246752  0.00089222  0.          0.        ]]"
1,"[ 1.11026383  1.9087778   0.07076058 -0.81312601  0.18806272 -1.31951879
  0.62656891 -0.93454962  1.10203424  1.27082593  0.        ]",-0.916898,[-2.44913389  0.64226583],-0.239753091966,[-1.67439878 -0.28065026],[-0.16944334 -0.22044352],"[[-0.01037535 -0.03185086  0.02066532 -0.15289331]
 [-3.95192685 -3.95717878  0.          0.        ]]"
2,"[ 1.09892407  1.90475841 -0.10704011 -0.96058705  0.18806248 -1.31951436
  0.41957918 -0.55314379  1.07836244  1.00814886  0.        ]",-0.644966,[ 0.38419582  0.04185565],-0.219677788375,[-1.24716043 -0.18238705],[-0.16944334 -0.22044352],"[[-0.12833046 -0.08467735  0.02066532 -0.15289331]
 [-7.83066633 -1.33421388  0.          0.        ]]"
3,"[ 1.0607417   1.90162033 -0.31410767 -1.0295066   0.18806225 -1.31950993
  0.50894568 -0.52529428  1.01916851  0.74006107  0.        ]",-0.280764,[-0.31740513 -0.32321042],-0.197629638638,[-0.84353083 -0.00986028],[-0.16944334 -0.22044352],"[[-0.26814164 -0.10944007  0.02066532 -0.15289331]
 [-6.1560272  -1.14269542  0.          0.        ]]"
4,"[ 0.99935562  1.89574828 -0.50596786 -1.12787026  0.18806201 -1.31950551
  0.44846162 -0.70802905  0.92496796  0.48582844  0.        ]",-0.0551945,[-0.5837663   0.17048696],-0.174631781795,[-0.15811791  0.34384915],[-0.16944334 -0.22044352],"[[-0.40263375 -0.14490282  0.02066532 -0.15289331]
 [-7.28941487 -2.39938991  0.          0.        ]]"
5,"[ 0.89081641  1.8870057  -0.72959427 -1.24020744  0.18806177 -1.31950108
  0.33290168 -0.60283169  0.76478144  0.20069084  0.        ]",-0.0389363,[ 2.0501627   1.06676366],-0.145475172597,[ 0.49097443  0.61150169],[-0.16944334 -0.22044352],"[[-0.57014861 -0.18563208  0.02066532 -0.15289331]
 [-9.45486129 -1.67594435  0.          0.        ]]"
6,"[ 0.76800442  1.8885377  -0.90783049 -1.22225514  0.18806153 -1.31949665
  0.55390719 -0.02246672  0.61519971  0.00786986  0.        ]",0.274967,[ 0.68687142 -0.01113282],-0.123321150591,[ 0.31475371  0.37269703],[-0.16944334 -0.22044352],"[[-0.71769415 -0.17910569  0.02066532 -0.15289331]
 [-5.31347066  2.31527849  0.          0.        ]]"
7,"[ 0.69375772  1.89774141 -0.9935009  -1.09687078  0.18806129 -1.31949222
  0.70452069 -0.03569833  0.55476918 -0.06005122  0.        ]",0.292805,[-0.11636595  1.59673225],-0.115326764705,[ 0.34694681  0.3790974 ],[-0.16944334 -0.22044352],"[[-0.79564621 -0.1337131   0.02066532 -0.15289331]
 [-2.4911353   2.22428327  0.          0.        ]]"
8,"[ 0.6388769   1.90773894 -1.04899292 -0.8636496   0.18806105 -1.3194878
  0.68250262  0.53368736  0.54475293 -0.07448396  0.        ]",0.282447,[ 0.77229822  1.50356521],-0.114082908771,[ 0.07975687  0.1198054 ],[-0.16944334 -0.22044352],"[[-0.84960836 -0.04993979  0.02066532 -0.15289331]
 [-2.90370355  6.13999697  0.          0.        ]]"
9,"[ 0.61055467  1.9012811  -1.07539032 -0.41328105  0.18806082 -1.31948337
  0.84852469  1.09159984  0.61036979 -0.0035815   0.        ]",0.44087,[-0.15731583 -1.28174333],-0.122662004706,[-0.41536704 -0.19098872],[-0.16944334 -0.22044352],"[[-0.87646821  0.1113562   0.02066532 -0.15289331]
 [ 0.20737464  9.97681954  0.          0.        ]]"
10,"[ 0.60828964  1.86241032 -1.07743676  0.01967838  0.18806058 -1.31947894
  0.81518095  0.48714574  0.68937073  0.10967217  0.        ]",0.305768,[-0.20768817 -0.92377496],-0.133986009571,[-0.30087972 -0.04060057],[-0.16944334 -0.22044352],"[[-0.87858926  0.26918539  0.02066532 -0.15289331]
 [-0.41741376  5.81995128  0.          0.        ]]"
11,"[ 0.59054742  1.83133165 -1.09319072  0.22891508  0.18806034 -1.31947451
  0.77185124 -0.06144375  0.70748095  0.15007969  0.        ]",0.104884,[ 0.99315572  1.05725368],-0.136949540838,[ 0.05027325  0.26995513],[-0.16944334 -0.22044352],"[[-0.89508357  0.34773185  0.02066532 -0.15289331]
 [-1.22932907  2.04726581  0.          0.        ]]"
12,"[ 0.60675753  1.79177778 -1.07881099  0.43661547  0.1880601  -1.31947009
  0.98273996  0.50821518  0.75316536  0.23780357  0.        ]",0.305425,[-2.66685708  0.04092515],-0.144686048009,[-0.67117125 -0.17761487],[-0.16944334 -0.22044352],"[[-0.88002066  0.42798346  0.02066532 -0.15289331]
 [ 2.72249953  5.96484731  0.          0.        ]]"
13,"[ 0.6218745   1.71865978 -1.06499498  0.73226141  0.18805986 -1.31946566
  0.76875055  0.51481678  0.80209461  0.36379111  0.        ]",0.145344,[-1.4550479   0.13488073],-0.154533805412,[-0.68139249 -0.1449545 ],[-0.16944334 -0.22044352],"[[-0.86580249  0.54773609  0.02066532 -0.15289331]
 [-1.28735962  6.01025226  0.          0.        ]]"
14,"[ 0.55111474  1.62586035 -1.12636668  1.01719893  0.18805962 -1.31946123
  0.55897671  0.57536829  0.77811399  0.38265986  0.        ]",0.072367,[-0.33507835 -0.69328039],-0.152038356104,[-0.50563043 -0.03531539],[-0.16944334 -0.22044352],"[[-0.93098893  0.67211949  0.02066532 -0.15289331]
 [-5.21823366  6.42667405  0.          0.        ]]"
15,"[ 0.41594975  1.54000662 -1.22315417  1.22639635  0.18805939 -1.31945681
  0.49378538  0.15774189  0.70254535  0.31178071  0.        ]",0.0264356,[ 0.25365978  0.55151363],-0.139939074224,[-0.01352376  0.31712186],[-0.16944334 -0.22044352],"[[-1.04760993  0.77183708  0.02066532 -0.15289331]
 [-6.43981974  3.55464308  0.          0.        ]]"
16,"[ 0.2702996   1.4522576  -1.30264893  1.40278989  0.18805915 -1.31945238
  0.55409827  0.46498458  0.61920267  0.24332419  0.        ]",0.125552,[ 0.03538359  0.9924115 ],-0.127074473749,[-0.14197519  0.19365332],[-0.16944334 -0.22044352],"[[-1.16506683  0.86412948  0.02066532 -0.15289331]
 [-5.30961944  5.66756474  0.          0.        ]]"
17,"[ 0.13530566  1.29281109 -1.35697152  1.65268483  0.18805891 -1.31944795
  0.56710923  1.02004305  0.55800206  0.25607532  0.        ]",0.156585,[ 0.4222919  -0.13329106],-0.119372692113,[-0.44967723 -0.01860899],[-0.16944334 -0.22044352],"[[-1.2688132   1.01577965  0.02066532 -0.15289331]
 [-5.06579438  9.48473194  0.          0.        ]]"
18,"[ 0.02330325  1.08037619 -1.3894539   1.88066503  0.18805867 -1.31944352
  0.66163879  0.91591191  0.51463855  0.32966677  0.        ]",0.118621,[-0.2017292   1.23188747],-0.116224456615,[-0.59365618 -0.00189695],[-0.16944334 -0.22044352],"[[-1.35235664  1.19828924  0.02066532 -0.15289331]
 [-3.29441672  8.76863387  0.          0.        ]]"
19,"[-0.07665379  0.81259517 -1.40946873  2.03710373  0.18805843 -1.3194391
  0.62247789  1.46644961  0.4709928   0.4509143   0.        ]",0.096011,[-1.2661076   0.16517418],-0.11627328965,[-0.97245216 -0.19338727],[-0.16944334 -0.22044352],"[[ -1.42560792   1.41164919   0.02066532  -0.15289331]
 [ -4.02821864  12.5547324    0.           0.        ]]"
20,"[-0.24174697  0.48112034 -1.42487035  2.05954836  0.18805819 -1.31943467
  0.41553264  1.52547973  0.37720465  0.57092889  0.        ]",-0.0134954,[-1.24154919 -1.26565191],-0.112658268744,[-0.96450841 -0.12238288],[-0.16944334 -0.22044352],"[[ -1.54507867   1.66681803   0.02066532  -0.15289331]
 [ -7.90607519  12.96072712   0.           0.        ]]"
21,"[-0.51295872  0.20486548 -1.40343237  1.93660436  0.18805796 -1.31943024
  0.21267061  0.91240654  0.23065345  0.60267946  0.        ]",-0.0650541,[-0.89354787  0.57028178],-0.099853653374,[-0.65679717  0.16922854],[-0.16944334 -0.22044352],"[[ -1.74133871   1.88373171   0.02066532  -0.15289331]
 [-11.70742008   8.74461085   0.           0.        ]]"
22,"[-0.86584535 -0.028707   -1.28273328  1.71825542  0.18805772 -1.31942582
  0.03624118  1.21551675  0.04903063  0.60406212  0.        ]",-0.054827,[-0.99763977  1.30954505],-0.0842234773398,[-0.6491484   0.16614661],[-0.16944334 -0.22044352],"[[ -2.00865688   2.07953938   0.02066532  -0.15289331]
 [-15.01345561  10.82913757   0.           0.        ]]"
23,"[-1.24825047 -0.29448197 -0.9938329   1.29732723  0.18805748 -1.31942139
 -0.15871428  1.75998081 -0.15250463  0.69062513  0.        ]",-0.221705,[-1.65738222  1.85958135],-0.0824357303348,[-0.76785004  0.06187466],[-0.16944334 -0.22044352],"[[ -2.34557889   2.33369125   0.02066532  -0.15289331]
 [-18.6666425   14.57350215   0.           0.        ]]"
24,"[-1.56273061 -0.5501195  -0.48361058  0.56630815  0.18805724 -1.31941696
 -0.35032358  2.2936181  -0.32332731  0.90548872  0.        ]",-0.429943,[-0.82171746  0.24835575],-0.105039637919,[-1.0359931  -0.14881173],[-0.16944334 -0.22044352],"[[ -2.75493612e+00   2.66198348e+00   2.06653217e-02  -1.52893314e-01]
 [ -2.22571283e+01   1.82434801e+01   0.00000000e+00   0.00000000e+00]]"
25,"[-1.65995997 -0.68948997  0.21743939 -0.42124134  0.188057   -1.31941254
 -0.5004702   1.89964525 -0.38700454  1.2102752   0.        ]",-0.695214,[-1.34173076 -0.72348686],-0.140761027256,[-1.28203678 -0.21240956],[-0.16944334 -0.22044352],"[[ -3.22830729e+00   3.03308693e+00   2.06653217e-02  -1.52893314e-01]
 [ -2.50706668e+01   1.55341637e+01   0.00000000e+00   0.00000000e+00]]"
26,"[-1.40454804 -0.69714149  0.96849099 -0.7123555   0.18805676 -1.31940811
 -0.68531691 -0.4515911  -0.38683173  1.27172528  0.        ]",-0.781332,[ 0.47954643 -0.12315036],-0.147838881559,[-1.15276408  0.12290575],[-0.16944334 -0.22044352],"[[ -3.76447612e+00   3.13740004e+00   2.06653217e-02  -1.52893314e-01]
 [ -2.85344386e+01  -6.35576675e-01   0.00000000e+00   0.00000000e+00]]"
27,"[-0.82030883 -0.69580169  1.47786855 -0.59682511  0.18805653 -1.31940368
 -0.55384986 -0.73993903 -0.45285291  1.22464287  0.        ]",-0.791069,[-0.47723657  0.73154853],-0.143467093517,[-1.08970332  0.30472875],[-0.16944334 -0.22044352],"[[ -4.31044848e+00   3.09607206e+00   2.06653217e-02  -1.52893314e-01]
 [ -2.60709625e+01  -2.61858786e+00   0.00000000e+00   0.00000000e+00]]"
28,"[-0.09302943 -0.69194439  1.58494796 -0.4743673   0.18805629 -1.31939926
 -0.6271383  -0.60792845 -0.52938022  1.2492112   0.        ]",-0.748769,[-0.42964072 -1.5087867 ],-0.148141102724,[-1.0155983   0.38309303],[-0.16944334 -0.22044352],"[[ -4.84564687e+00   3.05217917e+00   2.06653217e-02  -1.52893314e-01]
 [ -2.74442954e+01  -1.71074358e+00   0.00000000e+00   0.00000000e+00]]"
29,"[ 0.60996494 -0.67987044  1.24887634 -0.27020871  0.18805605 -1.31939483
 -0.68892571 -1.17883056 -0.58990952  1.36181629  0.        ]",-0.803137,[-1.33590446  1.94534976],-0.162696781159,[-0.79918748  0.56345677],[-0.16944334 -0.22044352],"[[ -5.40614998e+00   2.97857215e+00   2.06653217e-02  -1.52893314e-01]
 [ -2.86021191e+01  -5.63692094e+00   0.00000000e+00   0.00000000e+00]]"
30,"[ 1.05971085 -0.66135214  0.49113769 -0.07315046  0.18805581 -1.3193904
 -0.86997888 -0.58697782 -0.54847927  1.5171032   0.        ]",-0.778472,[ 0.5634986   0.87440279],-0.179003019205,[-0.78171146  0.42440271],[-0.16944334 -0.22044352],"[[ -6.01223207e+00   2.90667242e+00   2.06653217e-02  -1.52893314e-01]
 [ -3.19948079e+01  -1.56669234e+00   0.00000000e+00   0.00000000e+00]]"
