timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[  8.91822548e-01   9.74452491e-01  -7.09211933e-04  -3.25236536e-01
  -1.38067793e-01   5.08775525e-01   5.35366096e-01  -2.53228399e-01
   1.46684543e+00  -9.16588349e-01   0.00000000e+00]",-2.96876,[ 3.49485929  2.92652129],-0.234846732503,[ 2.8849113   3.11883163],[-0.6066609  -0.60097349],"[[-0.02442948 -0.00424033 -0.01585721  0.05902139]
 [-0.00337916  0.00426369  0.          0.        ]]"
1,"[ 0.89212291  0.97372345  0.06040036 -0.24020809 -0.13806776  0.50877537
  0.72629671  0.49351854  1.4660244  -0.73727048  0.        ]",-2.88325,[ 1.79032179  2.96514946],-0.231601431686,[ 1.42099428  2.18635726],[-0.6066609  -0.60097349],"[[ 0.01517867  0.03555649 -0.01585721  0.05902139]
 [ 3.95103361  3.96223255  0.          0.        ]]"
2,"[ 0.87779264  0.96067257  0.2417308   0.01104128 -0.13806772  0.50877521
  0.91345492  1.22548448  1.41097783 -0.21017061  0.        ]",-2.62835,[-0.34221422  1.32466202],-0.220965817602,[-0.7721355  1.1336329],[-0.6066609  -0.60097349],"[[ 0.13309097  0.15372672 -0.01585721  0.05902139]
 [ 7.8273178   7.84186045  0.          0.        ]]"
3,"[ 0.83085009  0.90407315  0.4552105   0.41405461 -0.13806769  0.50877506
  0.84055715  1.94334218  1.21027811  0.45305141  0.        ]",-2.29401,[-1.88206852  0.88050841],-0.204004963563,[-1.83686566  0.1250755 ],[-0.6066609  -0.60097349],"[[  0.27448855   0.3487394   -0.01585721   0.05902139]
 [  6.31752312  11.64671923   0.           0.        ]]"
4,"[ 0.78713433  0.76064416  0.58036566  0.91564034 -0.13806766  0.5087749
  0.6434828   2.55789245  0.89219496  0.94648751  0.        ]",-2.38445,[-1.86873752 -0.48263765],-0.183959810629,[-1.95933461 -0.86187875],[-0.6066609  -0.60097349],"[[  0.35988631   0.61435565  -0.01585721   0.05902139]
 [  2.23587706  14.90403474   0.           0.        ]]"
5,"[ 0.78446234  0.5408363   0.58699237  1.3448234  -0.13806762  0.50877475
  0.45038541  2.14191124  0.59949046  1.14412462  0.        ]",-2.41178,[-1.42484694 -0.67751951],-0.164844773653,[-1.32942438 -0.88753545],[-0.6066609  -0.60097349],"[[  0.36447916   0.89031512  -0.01585721   0.05902139]
 [ -1.7634027   12.69922882   0.           0.        ]]"
6,"[ 0.82381566  0.3199799   0.47801035  1.60250674 -0.13806759  0.50877459
  0.26107756  1.58853518  0.45611881  1.09988615  0.        ]",-2.17304,[-0.48314416 -0.11095564],-0.151513769623,[-0.15482417 -0.3320545 ],[-0.6066609  -0.60097349],"[[ 0.28987413  1.11487195 -0.01585721  0.05902139]
 [-5.6841969   9.76617951  0.          0.        ]]"
7,"[ 0.87182452  0.11358671  0.27996618  1.74509756 -0.13806755  0.50877443
  0.17420088  1.46921604  0.42124196  0.93064572  0.        ]",-1.96228,[-0.06877396 -1.41862687],-0.142765355787,[ 0.60982174 -0.15309086],[-0.6066609  -0.60097349],"[[ 0.15813761  1.30385057 -0.01585721  0.05902139]
 [-7.48351719  9.13375856  0.          0.        ]]"
8,"[ 0.89226673 -0.0481353   0.04813377  1.80389359 -0.13806752  0.50877428
  0.16824064  0.68800834  0.44561494  0.71654821  0.        ]",-1.72472,[ 2.08017648 -0.52186717],-0.138565419607,[ 1.28806078  0.65057957],[-0.6066609  -0.60097349],"[[  7.22897483e-03   1.44498145e+00  -1.58572106e-02   5.90213887e-02]
 [ -7.60696007e+00   4.99312569e+00   0.00000000e+00   0.00000000e+00]]"
9,"[ 0.88349111 -0.13912627 -0.1227266   1.81835352 -0.13806749  0.50877412
  0.36659957  0.27932411  0.47767213  0.55314503  0.        ]",-1.70564,[ 0.52668523  0.55714951],-0.137658273318,[ 0.88471353  0.80218065],[-0.6066609  -0.60097349],"[[-0.10369129  1.52310982 -0.01585721  0.05902139]
 [-3.49870632  2.82697783  0.          0.        ]]"
