timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.8979294   1.03687971 -0.03935727 -0.17933455 -0.35073926  0.3299544
  0.59388823 -0.26780058  1.64301841 -0.55292404  0.        ]",-2.59401,[ 2.4453612  3.3436183],-0.254629189962,[ 1.9624449   2.97426486],[-0.51179558 -0.50076234],"[[-0.05890459  0.04675248 -0.04067743  0.03846915]
 [-0.0011059  -0.00053506  0.          0.        ]]"
1,"[ 0.90038985  1.03389899  0.02213644 -0.08890191 -0.35073912  0.32995428
  0.78429678  0.44012178  1.64218327 -0.39228324  0.        ]",-2.51778,[ 0.95280277  2.36047422],-0.252577543214,[ 0.63548654  2.14394855],[-0.51179558 -0.50076234],"[[-0.01925138  0.08645429 -0.04067743  0.03846915]
 [ 3.95326986  3.95752916  0.          0.        ]]"
2,"[ 0.89324134  1.0146015   0.20207018  0.17766752 -0.35073899  0.32995416
  0.96195437  1.13404398  1.59165996  0.07464846  0.        ]",-2.26183,[-0.4550048   2.04900144],-0.245282857437,[-1.26575077  1.01130593],[-0.51179558 -0.50076234],"[[ 0.09683221  0.20453208 -0.04067743  0.03846915]
 [ 7.64283973  7.83731998  0.          0.        ]]"
3,"[ 0.85881073  0.94931558  0.406004    0.60186998 -0.35073886  0.32995404
  0.86794774  1.81460694  1.41242831  0.64803485  0.        ]",-1.854,[-2.68939594 -0.40778577],-0.232205390953,[-2.06786323  0.08956724],[-0.51179558 -0.50076234],"[[  0.23010047   0.39945645  -0.04067743   0.03846915]
 [  5.69053965  11.64242812   0.           0.        ]]"
4,"[ 0.82826307  0.83222952  0.51527836  1.0289418  -0.35073873  0.32995391
  0.67208665  1.48484487  1.17807334  1.02285814  0.        ]",-2.05742,[-1.3314869   0.18698431],-0.217743749624,[-1.85799992  0.0578672 ],[-0.51179558 -0.50076234],"[[ 0.30310048  0.61380645 -0.04067743  0.03846915]
 [ 1.6229432   9.7987039   0.          0.        ]]"
5,"[ 0.83180259  0.6835822   0.50407122  1.37580209 -0.3507386   0.32995379
  0.48004269  1.58280528  1.00318981  1.15631182  0.        ]",-2.03182,[-1.56867186  0.43237196],-0.205547856033,[-1.36970258  0.04978427],[-0.51179558 -0.50076234],"[[  0.29554387   0.8152762   -0.04067743   0.03846915]
 [ -2.36538168  10.34642107   0.           0.        ]]"
6,"[ 0.86610819  0.48377552  0.37404882  1.67975682 -0.35073846  0.32995367
  0.29176381  1.85256755  0.88952177  1.12231088  0.        ]",-1.87062,[-0.72425955  0.03089541],-0.193945824481,[-0.75291103  0.06304887],[-0.51179558 -0.50076234],"[[  0.20900544   1.03733825  -0.04067743   0.03846915]
 [ -6.27551513  11.854706     0.           0.        ]]"
7,"[ 0.898192    0.2408357   0.13886313  1.8966913  -0.35073833  0.32995355
  0.15974181  1.83255223  0.82350722  0.96260462  0.        ]",-1.56513,[ 1.10695118  1.03404818],-0.182476651676,[-0.06224692  0.32216471],[-0.51179558 -0.50076234],"[[  0.0559867    1.27331027  -0.04067743   0.03846915]
 [ -9.01731776  11.7428131    0.           0.        ]]"
8,"[ 0.89522807 -0.06129248 -0.07646789  1.99623828 -0.3507382   0.32995342
  0.35884629  2.49896722  0.6803185   0.81910113  0.        ]",-1.45876,[-0.80938477 -0.71542036],-0.164581349999,[-0.94840842 -0.60755038],[-0.51179558 -0.50076234],"[[ -0.08287469   1.54555025  -0.04067743   0.03846915]
 [ -4.88235817  15.46885003   0.           0.        ]]"
9,"[ 0.86521749 -0.37168754 -0.27409149  1.92449121 -0.35073807  0.3299533
  0.20927631  1.93758345  0.50138357  0.66480282  0.        ]",-1.30677,[-1.09435653 -1.42000807],-0.14311792156,[-0.27301353 -0.1828095 ],[-0.51179558 -0.50076234],"[[ -0.21168575   1.82343576  -0.04067743   0.03846915]
 [ -7.9885913   12.33010038   0.           0.        ]]"
