timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.92483821  1.15176217  0.1680401  -0.09986157 -0.83663608  0.34633957
  0.6517103  -0.29146302  2.09479095 -0.16172376  0.        ]",-2.21592,[ 0.22482157  3.14797826],-0.306345094216,[ 1.08711684  2.65112686],[-0.41102824 -0.36444369],"[[ 0.06200152  0.08917982 -0.09726795  0.04067245]
 [-0.00142773  0.00079245  0.          0.        ]]"
1,"[ 0.92394216  1.14695054  0.1818288  -0.00491792 -0.83663543  0.3463394
  0.69550206  0.38141757  2.08572561 -0.0918911   0.        ]",-2.12905,[-0.2485914   1.63687239],-0.305055775016,[ 0.59569943  2.28177691],[-0.41102824 -0.36444369],"[[ 0.07088116  0.12891989 -0.09726795  0.04067245]
 [ 0.88644338  3.96002062  0.          0.        ]]"
2,"[ 0.92307176  1.12240434  0.19373432  0.27388545 -0.83663478  0.34633922
  0.64606079  1.04109976  2.05239654  0.06850054  0.        ]",-2.05692,[ 0.40188783  2.0529696 ],-0.301189096498,[ 0.20726794  1.87984228],[-0.41102824 -0.36444369],"[[ 0.07855255  0.24706541 -0.09726795  0.04067245]
 [-0.11595141  7.84159265  0.          0.        ]]"
3,"[ 0.92130446  1.04925606  0.21488807  0.71432177 -0.83663413  0.34633904
  0.7245275   1.68755252  1.96414033  0.32040686  0.        ]",-1.88332,[-1.38345175  1.92023462],-0.292547169417,[-0.8666333   1.18776453],[-0.41102824 -0.36444369],"[[  0.09219479   0.4420614   -0.09726795   0.04067245]
 [  1.4749416   11.64533453   0.           0.        ]]"
4,"[ 0.92268785  0.88566536  0.19861409  1.2571535  -0.83663348  0.34633887
  0.52791407  2.32154251  1.80451595  0.56346586  0.        ]",-1.7384,[-1.12408912  2.19501583],-0.277861454627,[-1.23151064  0.83511126],[-0.41102824 -0.36444369],"[[  0.08169829   0.71239706  -0.09726795   0.04067245]
 [ -2.51131393  15.37577101   0.           0.        ]]"
5,"[ 0.92770686  0.59095138  0.05957463  1.77881145 -0.83663284  0.34633869
  0.33518581  2.94292741  1.60424334  0.65392346  0.        ]",-1.52334,[-1.17619673  1.52307658],-0.257805594159,[-1.36639023  0.53315926],[-0.41102824 -0.36444369],"[[ -7.73261107e-03   1.05659810e+00  -9.72679536e-02   4.06724474e-02]
 [ -6.41880043e+00   1.90320830e+01   0.00000000e+00   0.00000000e+00]]"
6,"[ 0.9046785   0.15227396 -0.1986516   2.07817669 -0.83663219  0.34633851
  0.14625106  3.55191072  1.35959982  0.58583685  0.        ]",-1.23487,[-1.65532673  0.40592781],-0.230354792287,[-1.47360384  0.40731418],[-0.41102824 -0.36444369],"[[ -0.17454099   1.47319434  -0.09726795   0.04067245]
 [-10.2493757   22.61548975   0.           0.        ]]"
7,"[ 0.79749397 -0.3545428  -0.55901169  1.93012137 -0.83663154  0.34633834
 -0.03896899  3.74893811  1.07619685  0.36722817  0.        ]",-0.846377,[-1.91907888  0.22060219],-0.196385797665,[-1.5155009   0.58321619],[-0.41102824 -0.36444369],"[[ -0.41720412   1.93713873  -0.09726795   0.04067245]
 [-14.00463687  23.7749626    0.           0.        ]]"
8,"[ 0.53647123 -0.78872627 -0.97114313  1.27979657 -0.83663089  0.34633816
 -0.2205768   3.8172477   0.75625326  0.06031347  0.        ]",-0.450169,[-1.71211892  1.70756374],-0.159255349718,[-1.48264062  0.77848494],[-0.41102824 -0.36444369],"[[ -0.73423816   2.4166731   -0.09726795   0.04067245]
 [-17.68666166  24.17706231   0.           0.        ]]"
9,"[ 0.06505008 -1.04478633 -1.33203944  0.1787876  -0.83663024  0.34633798
 -0.39861012  4.4086518   0.34577308 -0.2311236   0.        ]",-0.252504,[-2.92262756  0.72592997],-0.116793877029,[-1.56244707  0.76270455],[-0.41102824 -0.36444369],"[[ -1.12418757   2.93513123  -0.09726795   0.04067245]
 [-21.29621563  27.65720497   0.           0.        ]]"
