timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.88832868  0.934978    0.16305558 -0.22820918  1.34230241  1.36564827
  0.46617534 -0.24604595 -0.41013849 -2.11506347  0.        ]",-4.26631,[  5.08325447e+00  -2.70334719e-03],-0.141048656494,[ 4.95254183 -0.11896583],[-0.81009978 -0.75618804],"[[ 0.08749337  0.08146101  0.15514393  0.15798479]
 [ 0.00129391 -0.00223636  0.          0.        ]]"
1,"[ 0.88125765  0.93499442  0.22366358 -0.22854504  1.34230177  1.3656476
  0.66482449 -0.24849117 -0.42425599 -1.98465244  0.        ]",-4.16391,[ 3.87513944 -0.46467192],-0.13297925275,[ 4.11542177 -0.39373568],[-0.81009978 -0.75618804],"[[ 0.12720959  0.08129391  0.15514393  0.15798479]
 [ 3.95715662 -0.01442952  0.          0.        ]]"
2,"[ 0.84495459  0.93665326  0.4016376  -0.26628392  1.34230112  1.36564693
  0.85957972 -0.6177187  -0.48081287 -1.63312989  0.        ]",-3.74565,[ 3.0546661   0.67762166],-0.110709349365,[ 2.52206254 -0.33853117],[-0.81009978 -0.75618804],"[[ 0.24526511  0.06253256  0.15514393  0.15798479]
 [ 7.83547801 -1.85556614  0.          0.        ]]"
3,"[ 0.73633938  0.93735015  0.68286758 -0.28609044  1.34230048  1.36564626
  1.05039403 -0.07257284 -0.64523079 -1.04544024  0.        ]",-3.28233,[-0.67362539 -2.1424791 ],-0.0710786621154,[-0.49162471 -1.76079917],[-0.81009978 -0.75618804],"[[  0.44009959   0.05269525   0.15514393   0.15798479]
 [ 11.63532308   0.86277792   0.           0.        ]]"
4,"[ 0.56206972  0.93850217  0.95024319 -0.33169511  1.34229983  1.36564558
  0.90509827 -0.86984672 -0.88919121 -0.50549501  0.        ]",-2.73269,[-0.40663659 -1.04531697],-0.0312443384508,[-0.71872616 -0.97932839],[-0.81009978 -0.75618804],"[[ 0.64377593  0.03006262  0.15514393  0.15798479]
 [ 8.74193828 -3.11279133  0.          0.        ]]"
5,"[ 0.38980025  0.93593117  1.13085033 -0.53598053  1.34229919  1.36564491
  0.81571265 -1.65141694 -1.05203469 -0.24464809  0.        ]",-2.52218,[-0.23835981 -0.1441575 ],-0.0133552314249,[ -8.22816014e-01  -5.61177731e-05],[-0.81009978 -0.75618804],"[[ 0.80075542 -0.07129579  0.15514393  0.15798479]
 [ 6.96193593 -7.01005884  0.          0.        ]]"
6,"[ 0.22753092  0.91050234  1.25860726 -0.82421701  1.34229854  1.36564424
  0.76145659 -1.73796588 -1.14976972 -0.13374165  0.        ]",-2.54949,[-0.68999046  0.03033409],-0.0134705104989,[-0.91704655  0.31667149],[-0.81009978 -0.75618804],"[[ 0.92915377 -0.21582714  0.15514393  0.15798479]
 [ 5.88149593 -7.44163712  0.          0.        ]]"
7,"[ 0.10516641  0.85930399  1.33545637 -1.10647858  1.34229789  1.36564357
  0.61854085 -1.68411064 -1.18838914 -0.13142066  0.        ]",-2.57991,[-0.4590486   1.01501821],-0.01653855825,[-0.32075411  0.71409261],[-0.81009978 -0.75618804],"[[ 1.01822916 -0.36196541  0.15514393  0.15798479]
 [ 3.03550414 -7.17309589  0.          0.        ]]"
8,"[ 0.04519549  0.80877531  1.36803521 -1.29535851  1.34229725  1.3656429
  0.52425572 -0.86142189 -1.18512373 -0.1832383   0.        ]",-2.59864,[-0.59924725  0.22291617],-0.0176890592465,[-0.13601713  0.05396506],[-0.81009978 -0.75618804],"[[ 1.06010093 -0.46426753  0.15514393  0.15798479]
 [ 1.1579321  -3.07079539  0.          0.        ]]"
9,"[ 0.04644237  0.77867796  1.36738857 -1.38776303  1.3422966   1.36564223
  0.40404093 -0.67204487 -1.14866416 -0.26149806  0.        ]",-2.56509,[ 0.18574065  0.2771159 ],-0.0184072612607,[ 0.49300399  0.07827187],[-0.81009978 -0.75618804],"[[ 1.05924061 -0.51620872  0.15514393  0.15798479]
 [-1.23599843 -2.12647599  0.          0.        ]]"
10,"[ 0.07110885  0.75926912  1.3543387  -1.44182186  1.34229596  1.36564155
  0.44214718 -0.44360704 -1.10184273 -0.34808363  0.        ]",-2.57811,[ 0.3123048   0.43081351],-0.0209475691061,[ 0.45427722 -0.13230339],[-0.81009978 -0.75618804],"[[ 1.04213426 -0.54730934  0.15514393  0.15798479]
 [-0.47715684 -0.98738131  0.          0.        ]]"
11,"[ 0.06688431  0.75770253  1.35660978 -1.4460212   1.34229531  1.36564088
  0.50463359 -0.09768003 -1.10502746 -0.34497388  0.        ]",-2.54878,[-0.54600677 -1.35717822],-0.0208743299666,[ 0.01796049 -0.60165727],[-0.81009978 -0.75618804],"[[ 1.04507597 -0.54975     0.15514393  0.15798479]
 [ 0.76718617  0.7375682   0.          0.        ]]"
12,"[ 0.07616195  0.74122227  1.35159983 -1.4888718   1.34229467  1.36564021
  0.39547021 -0.89452174 -1.08047975 -0.39899086  0.        ]",-2.56564,[ 0.33875883  0.88399286],-0.0233971234187,[ 0.95108223  0.50435418],[-0.81009978 -0.75618804],"[[ 1.03860892 -0.57486519  0.15514393  0.15798479]
 [-1.40666784 -3.23584805  0.          0.        ]]"
13,"[ 0.09672209  0.72141111  1.34023036 -1.53742186  1.34229402  1.36563954
  0.46410354 -0.17981897 -1.04314546 -0.47926839  0.        ]",-2.58659,[ 0.6683151  -1.20429227],-0.0278030763704,[ 0.5519464  -0.32215592],[-0.81009978 -0.75618804],"[[ 1.02418843 -0.60382507  0.15514393  0.15798479]
 [-0.03991708  0.32798446  0.          0.        ]]"
14,"[ 0.05988361  0.69762386  1.36033869 -1.59196543  1.34229338  1.36563887
  0.59698413 -0.97537339 -1.06457809 -0.47039933  0.        ]",-2.58465,[-0.38231661  0.64886044],-0.0275003855632,[ 0.23930669  0.52689654],[-0.81009978 -0.75618804],"[[ 1.04993978 -0.63706764  0.15514393  0.15798479]
 [ 2.60623989 -3.63901222  0.          0.        ]]"
15,"[ 0.0068487   0.66269766  1.38726976 -1.66567126  1.34229273  1.3656382
  0.51839592 -0.44557618 -1.09600573 -0.45834385  0.        ]",-2.58717,[ 0.09310664  0.11518287],-0.0273649913823,[ 0.25950009  0.04711708],[-0.81009978 -0.75618804],"[[ 1.08636261 -0.68334169  0.15514393  0.15798479]
 [ 1.04125449 -0.99720361  0.          0.        ]]"
16,"[-0.02912841  0.65079828  1.40424563 -1.68924943  1.34229209  1.36563753
  0.53585108 -0.35017647 -1.12516071 -0.4261472   0.        ]",-2.59862,[-0.14064455  0.31155132],-0.0262768390941,[ 0.02734498 -0.07301664],[-0.81009978 -0.75618804],"[[ 1.11067527 -0.69851286  0.15514393  0.15798479]
 [ 1.38885489 -0.52149779  0.          0.        ]]"
17,"[-0.06193102  0.65242104  1.41885055 -1.68607499  1.34229144  1.36563685
  0.50650835 -0.10067248 -1.15996206 -0.37291493  0.        ]",-2.57869,[-0.46590649 -0.58397605],-0.0246738683866,[-0.09795886 -0.35791871],[-0.81009978 -0.75618804],"[[ 1.13258968 -0.69645994  0.15514393  0.15798479]
 [ 0.80453256  0.72264178  0.          0.        ]]"
18,"[-0.0580887   0.64536873  1.41718114 -1.69976777  1.34229079  1.36563618
  0.41318637 -0.56713301 -1.15137471 -0.39275142  0.        ]",-2.53254,[ 0.38199465 -0.52086259],-0.0253713957062,[ 0.49247485  0.27406564],[-0.81009978 -0.75618804],"[[ 1.13003461 -0.70534444  0.15514393  0.15798479]
 [-1.05385774 -1.60334151  0.          0.        ]]"
19,"[-0.04953649  0.60225067  1.41342639 -1.77846515  1.34229015  1.36563551
  0.49015761 -0.97447004 -1.11746238 -0.49030891  0.        ]",-2.57265,[ 0.5286619   0.68352689],-0.0298409114312,[ 0.57920408  0.80956393],[-0.81009978 -0.75618804],"[[ 1.12433641 -0.75779067  0.15514393  0.15798479]
 [ 0.4789313  -3.63450902  0.          0.        ]]"
20,"[-0.09551633  0.56344946  1.43296783 -1.84270597  1.3422895   1.36563484
  0.59466876 -0.41740571 -1.14260677 -0.49360851  0.        ]",-2.61778,[-0.89059705  0.18650223],-0.0307928624435,[-0.19635005  0.09929989],[-0.81009978 -0.75618804],"[[ 1.1547963  -0.80261062  0.15514393  0.15798479]
 [ 2.56014422 -0.8567358   0.          0.        ]]"
21,"[-0.11891001  0.55496284  1.4423163  -1.8560118   1.34228886  1.36563417
  0.41517218 -0.26567742 -1.16118082 -0.4743897   0.        ]",-2.58561,[ 0.5182722  -0.13003054],-0.0303418830486,[ 0.37091276  0.06502476],[-0.81009978 -0.75618804],"[[ 1.17013568 -0.81215419  0.15514393  0.15798479]
 [-1.01430568 -0.10015053  0.          0.        ]]"
22,"[-0.11966002  0.54854906  1.4426088  -1.86590053  1.34228821  1.3656335
  0.51915696 -0.36866559 -1.15876477 -0.48504194  0.        ]",-2.6219,[ 0.14860935  0.74218554],-0.0308591568392,[ 0.06148979  0.13689455],[-0.81009978 -0.75618804],"[[ 1.17062581 -0.8193098   0.15514393  0.15798479]
 [ 1.05642398 -0.61369615  0.          0.        ]]"
23,"[-0.16091596  0.56400874  1.45812912 -1.84181519  1.34228757  1.36563283
  0.54758476  0.22308285 -1.20715445 -0.39726972  0.        ]",-2.6453,[-1.37478903 -0.15369054],-0.0282961251654,[-0.51141995 -0.62626457],[-0.81009978 -0.75618804],"[[ 1.19743427 -0.80197817  0.15514393  0.15798479]
 [ 1.62253074  2.33702702  0.          0.        ]]"
24,"[-0.14922856  0.59885572  1.45385202 -1.78431254  1.34228692  1.36563215
  0.34730763  0.09202391 -1.21552532 -0.3494482   0.        ]",-2.56122,[ 0.27078959 -0.92431654],-0.0264562809922,[ 0.21163861 -0.42406699],[-0.81009978 -0.75618804],"[[ 1.18986922 -0.7617946   0.15514393  0.15798479]
 [-2.36573695  1.68350857  0.          0.        ]]"
