timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.89156159  0.94998067  0.10624575 -0.52156227  0.22984782  1.07931023
  0.50211257 -0.24968141  1.04411487 -1.87581154  0.        ]",-3.74639,[ 4.61470404  2.75049108],-0.22105877723,[ 4.82410431  2.65800786],[-0.72319174 -0.69525874],"[[  4.82278135e-02  -8.00728783e-02   2.65785583e-02   1.24957706e-01]
 [  9.93839940e-05  -1.79011008e-04   0.00000000e+00   0.00000000e+00]]"
1,"[ 0.88709691  0.95284562  0.16712972 -0.43947379  0.22984778  1.07930976
  0.69538963  0.52056467  1.04040782 -1.68558457  0.        ]",-3.64567,[ 3.75260184  1.30601182],-0.213934252312,[ 3.51189208  1.52032912],[-0.72319174 -0.69525874],"[[ 0.08790488 -0.040364    0.02657856  0.12495771]
 [ 3.95444374  3.95788144  0.          0.        ]]"
2,"[ 0.85854377  0.95020227  0.34654148 -0.19508908  0.22984773  1.07930928
  0.88484574  1.27556564  0.9746748  -1.12738256  0.        ]",-3.15699,[ 1.91474356  0.3557819 ],-0.191669017901,[ 1.16841745  0.36831486],[-0.72319174 -0.69525874],"[[ 0.20588437  0.07772015  0.02657856  0.12495771]
 [ 7.83061524  7.83760417  0.          0.        ]]"
3,"[ 0.76247833  0.91741982  0.63196899  0.15055955  0.22984768  1.0793088
  1.07061315  1.5192155   0.71494142 -0.31529626  0.        ]",-2.55143,[-0.94866968 -0.25767548],-0.154477357307,[-1.29481041 -0.6834352 ],[-0.72319174 -0.69525874],"[[  0.40062975   0.24703455   0.02657856   0.12495771]
 [ 11.63132097   9.08965172   0.           0.        ]]"
4,"[ 0.61073866  0.85116785  0.89207513  0.48257626  0.22984763  1.07930833
  0.87597401  1.28591087  0.29381689  0.34026182  0.        ]",-2.11602,[-1.83719977 -0.79341829],-0.117328162242,[-1.78035402 -1.04526186],[-0.72319174 -0.69525874],"[[ 0.59330176  0.41679891  0.02657856  0.12495771]
 [ 7.64912057  7.89077365  0.          0.        ]]"
5,"[ 0.49898928  0.78225205  1.02896965  0.71168867  0.22984758  1.07930785
  0.67528575  0.64442426 -0.03748397  0.64043067  0.        ]",-2.04851,[-0.45421157 -1.42190482],-0.0954246743827,[-1.59954095 -0.83370709],[-0.72319174 -0.69525874],"[[ 0.70508844  0.54154049  0.02657856  0.12495771]
 [ 3.54315648  4.59436925  0.          0.        ]]"
6,"[ 0.44138854  0.74923813  1.0886695   0.80121103  0.22984753  1.07930738
  0.5841034  -0.14369468 -0.19570972  0.74451406  0.        ]",-2.13054,[-2.01234654  0.121175  ],-0.0867920066996,[-1.17432797 -0.17673171],[-0.72319174 -0.69525874],"[[ 0.75723442  0.59279386  0.02657856  0.12495771]
 [ 1.67762075  0.54446515  0.          0.        ]]"
7,"[ 0.44872249  0.73866055  1.08140821  0.8278818   0.22984748  1.0793069
  0.38910634 -0.05215069 -0.20160385  0.74067236  0.        ]",-2.02239,[-0.63997233 -0.36951782],-0.0862067328882,[-0.25273818 -0.00178924],[-0.72319174 -0.69525874],"[[ 0.75075876  0.60840308  0.02657856  0.12495771]
 [-2.311906    1.01488177  0.          0.        ]]"
8,"[ 0.52592557  0.73492833  0.99876913  0.83708277  0.22984743  1.07930642
  0.26761669 -0.34062813 -0.07349677  0.63383006  0.        ]",-1.86625,[ 0.95184441  0.59645523],-0.0923160099356,[ 0.86343527  0.76979125],[-0.72319174 -0.69525874],"[[ 0.67958179  0.61382744  0.02657856  0.12495771]
 [-4.79751331 -0.46751606  0.          0.        ]]"
9,"[ 0.58328625  0.72486389  0.92875904  0.86137913  0.22984738  1.07930595
  0.45627062  0.12050194  0.01391934  0.54472592  0.        ]",-1.91522,[-0.03050256 -0.08593843],-0.0969469991729,[-0.05322093  0.15635711],[-0.72319174 -0.69525874],"[[ 0.62235754  0.628252    0.02657856  0.12495771]
 [-0.9377606   1.90209015  0.          0.        ]]"
