timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.88513361  0.97477579 -0.10346949 -0.17752418 -1.47087466  1.65981469
  0.54010453 -0.2548442   3.06892741 -2.86982062  0.        ]",-4.22608,[ 6.67763178  6.85361646],-0.430891012792,[ 6.44243383  7.09713888],[-0.59492028 -0.59274429],"[[-0.09154734  0.06166941 -0.16960112  0.19232798]
 [-0.00031151 -0.00185844  0.          0.        ]]"
1,"[ 0.88979511  0.97101146 -0.04239232 -0.09256579 -1.4708735   1.65981313
  0.7310063   0.48887155  3.0710032  -2.69219741  0.        ]",-4.18281,[ 4.64415673  5.88077352],-0.425191082182,[ 5.69119549  6.20938635],[-0.59492028 -0.59274429],"[[-0.05187837  0.10134502 -0.16960112  0.19232798]
 [ 3.95405212  3.95623252  0.          0.        ]]"
2,"[ 0.8884201   0.9490575   0.13961627  0.15767917 -1.47087234  1.65981158
  0.91813811  1.21786547  3.02488063 -2.16913223  0.        ]",-4.01627,[ 5.24059627  4.93485769],-0.405611849418,[ 4.74376822  5.30103064],[-0.59492028 -0.59274429],"[[ 0.06609411  0.21939641 -0.16960112  0.19232798]
 [ 7.83032704  7.83597567  0.          0.        ]]"
3,"[ 0.8365226   0.87841984  0.43575663  0.55491808 -1.47087118  1.65981002
  1.10158958  1.93241645  2.7855412  -1.37113498  0.        ]",-3.65896,[ 3.6540605   4.38201702],-0.365422191663,[ 3.26699996  3.96520352],[-0.59492028 -0.59274429],"[[  0.26082642   0.41427168  -0.16960112   0.19232798]
 [ 11.63037054  11.63886147   0.           0.        ]]"
4,"[ 0.66629095  0.71453561  0.81915577  1.04849803 -1.47087002  1.65980847
  1.28146635  2.63278354  2.17819007 -0.54148727  0.        ]",-3.23785,[ 1.19612256  2.6282608 ],-0.296654656036,[ 0.80725056  1.56644797],[-0.59492028 -0.59274429],"[[  0.53081524   0.68444776  -0.16960112   0.19232798]
 [ 15.35637253  15.36627801   0.           0.        ]]"
5,"[ 0.30363664  0.41319576  1.22215353  1.53030646 -1.47086886  1.65980691
  1.45788874  3.31920896  1.16929868 -0.16356457  0.        ]",-2.66469,[-1.08657679 -2.33325029],-0.198198638043,[-1.43058789 -1.91355252],[-0.59492028 -0.59274429],"[[  0.87460434   1.02842835  -0.16960112   0.19232798]
 [ 19.01082694  19.01952695   0.           0.        ]]"
6,"[-0.1713628   0.04948918  1.48276274  1.79345102 -1.4708677   1.65980536
  1.24891879  2.50444651  0.26808848 -0.55898327  0.        ]",-2.09222,[-1.41625295 -2.41727506],-0.118738705222,[-1.2579056  -2.55482364],[-0.59492028 -0.59274429],"[[  1.21139434   1.36531218  -0.16960112   0.19232798]
 [ 14.68221815  14.68332715   0.           0.        ]]"
7,"[-0.57089877 -0.24131819  1.57234289  1.83642309 -1.47086654  1.65980381
  1.04397852  1.70585129 -0.16394184 -1.20602707  0.        ]",-2.4689,[-0.59371241 -2.93695783],-0.111296380371,[-0.89754879 -2.66197562],[-0.59492028 -0.59274429],"[[  1.4624493    1.61633497  -0.16960112   0.19232798]
 [ 10.43707464  10.43314966   0.           0.        ]]"
8,"[-0.87078753 -0.43391819  1.57708128  1.79036443 -1.47086538  1.65980225
  0.92064228  0.92304776 -0.31058209 -1.73500145  0.        ]",-2.78348,[-0.73034978 -2.1024734 ],-0.136109078912,[-0.99784529 -2.45968938],[-0.59492028 -0.59274429],"[[ 1.64555975  1.78319751 -0.16960112  0.19232798]
 [ 7.88228336  6.26700816  0.          0.        ]]"
9,"[-1.07711262 -0.52903307  1.55005067  1.74472309 -1.47086422  1.6598007
  0.77359449  0.15577594 -0.34924423 -2.06005243  0.        ]",-3.10596,[-0.71189091 -2.71083414],-0.156211386273,[-1.28192663 -2.12766743],[-0.59492028 -0.59274429],"[[ 1.77264549  1.86756658 -0.16960112  0.19232798]
 [ 4.83632604  2.18352577  0.          0.        ]]"
